session_id,user_id,session_start,session_end,session_duration_minutes,page_view_count,interaction_count,error_count,workflow_completed,workflow_name,final_page_url,device_type,browser,region,customer_segment,conversion_occurred
sess_00000331,user_014268,2025-10-15 02:51:00.160420,2025-10-15 02:52:02.924008,1.046059797053267,2,8,0,True,Statement Download,/loans/status,desktop,Chrome,Manaus,youth,False
sess_00000332,user_012620,2025-10-15 03:06:00.160420,2025-10-15 03:39:07.524405,33.122733089041496,5,9,0,True,Support Request,/investments/portfolio,mobile,Edge,Recife,senior,False
sess_00000333,user_007757,2025-10-15 03:21:00.160420,2025-10-15 03:21:30.160420,0.5,8,7,1,True,Statement Download,/loans/status,desktop,Safari,Brasília,corporate,True
sess_00000334,user_008036,2025-10-15 03:36:00.160420,2025-10-15 03:48:54.401664,12.904020727108875,4,18,1,False,Login Flow,/bills/list,mobile,Chrome,Fortaleza,senior,True
sess_00000335,user_012352,2025-10-15 03:51:00.160420,2025-10-15 03:51:30.160420,0.5,9,11,0,True,Card Activation,/dashboard,mobile,Safari,Recife,premium,False
sess_00000336,user_003567,2025-10-15 04:06:00.160420,2025-10-15 04:33:57.368532,27.95346853571606,7,11,0,True,Loan Application,/cards/activate,tablet,Chrome,São Paulo,senior,False
sess_00000337,user_014908,2025-10-15 04:21:00.160420,2025-10-15 04:21:30.160420,0.5,3,14,0,False,Profile Update,/pix/confirm,desktop,Chrome,Manaus,retail,False
sess_00000338,user_010393,2025-10-15 04:36:00.160420,2025-10-15 04:36:30.160420,0.5,6,14,0,False,Statement Download,/cards/activate,mobile,Safari,Belo Horizonte,retail,True
sess_00000339,user_003616,2025-10-15 04:51:00.160420,2025-10-15 04:53:06.674815,2.1085732491474243,6,13,0,True,Account Opening,/account/documents,mobile,Chrome,Curitiba,corporate,True
sess_00000340,user_002509,2025-10-15 05:06:00.160420,2025-10-15 05:17:43.248974,11.718142572007073,3,15,0,True,Bill Payment,/dashboard,desktop,Chrome,Rio de Janeiro,retail,False
sess_00000341,user_001036,2025-10-15 05:21:00.160420,2025-10-15 05:28:36.018610,7.597636493649707,3,9,0,False,Support Request,/account/open,desktop,Safari,Fortaleza,senior,False
sess_00000342,user_012809,2025-10-15 05:36:00.160420,2025-10-15 05:51:09.753801,15.159889691320936,8,11,1,False,Investment Purchase,/investments/portfolio,mobile,Chrome,Rio de Janeiro,retail,True
sess_00000343,user_006335,2025-10-15 05:51:00.160420,2025-10-15 05:58:26.122258,7.432697293189553,8,14,0,True,Investment Purchase,/cards/list,mobile,Chrome,Manaus,retail,True
sess_00000344,user_010064,2025-10-15 06:06:00.160420,2025-10-15 06:23:15.890746,17.26217210820592,5,15,1,False,Support Request,/pix/confirm,tablet,Chrome,Rio de Janeiro,retail,True
sess_00000345,user_008331,2025-10-15 06:21:00.160420,2025-10-15 06:22:10.233863,1.1678907230353197,2,11,0,True,Investment Purchase,/login,mobile,Chrome,Fortaleza,corporate,False
sess_00000346,user_013369,2025-10-15 06:36:00.160420,2025-10-15 06:37:34.236307,1.5679314421907649,5,11,0,True,Statement Download,/pix/confirm,mobile,Safari,São Paulo,senior,False
sess_00000347,user_009727,2025-10-15 06:51:00.160420,2025-10-15 06:58:02.117183,7.032612713922818,5,17,0,True,Card Activation,/bills/list,desktop,Chrome,Rio de Janeiro,premium,True
sess_00000348,user_008280,2025-10-15 07:06:00.160420,2025-10-15 07:06:33.117210,0.5492798309119669,5,12,0,False,Account Opening,/loans/apply,mobile,Edge,Porto Alegre,youth,True
sess_00000349,user_014890,2025-10-15 07:21:00.160420,2025-10-15 07:22:39.678823,1.658640056669329,5,15,0,True,Card Activation,/bills/list,mobile,Safari,Fortaleza,premium,True
sess_00000350,user_007016,2025-10-15 07:36:00.160420,2025-10-15 07:39:35.807563,3.594119046282008,6,9,0,True,Login Flow,/pix/confirm,mobile,Chrome,Curitiba,youth,True
sess_00000351,user_004918,2025-10-15 07:51:00.160420,2025-10-15 07:55:30.123321,4.499381686520458,3,15,0,True,Investment Purchase,/pix/confirm,mobile,Chrome,Porto Alegre,retail,True
sess_00000352,user_006759,2025-10-15 08:06:00.160420,2025-10-15 08:06:55.290354,0.9188322269835947,5,15,0,True,Account Opening,/dashboard,mobile,Chrome,Rio de Janeiro,retail,True
sess_00000353,user_005835,2025-10-15 08:21:00.160420,2025-10-15 08:31:01.926287,10.029431116226192,4,9,0,True,Statement Download,/loans/apply,desktop,Chrome,Porto Alegre,youth,False
sess_00000354,user_011459,2025-10-15 08:36:00.160420,2025-10-15 08:50:51.410720,14.854171670731652,5,24,0,False,PIX Transfer,/investments/buy,mobile,Safari,São Paulo,senior,True
sess_00000355,user_009102,2025-10-15 08:51:00.160420,2025-10-15 08:51:30.160420,0.5,5,14,0,True,Investment Purchase,/bills/list,desktop,Chrome,Fortaleza,senior,True
sess_00000356,user_001444,2025-10-15 09:06:00.160420,2025-10-15 09:07:04.003191,1.0640461913560673,7,19,0,False,Loan Application,/bills/pay,mobile,Chrome,Brasília,youth,False
sess_00000357,user_011492,2025-10-15 09:21:00.160420,2025-10-15 09:37:09.434641,16.15457034665424,5,17,0,False,Bill Payment,/loans/apply,mobile,Safari,Manaus,retail,False
sess_00000358,user_010604,2025-10-15 09:36:00.160420,2025-10-15 09:38:28.653527,2.474885120893174,6,12,0,True,Loan Application,/investments/buy,desktop,Firefox,Belo Horizonte,retail,True
sess_00000359,user_004993,2025-10-15 09:51:00.160420,2025-10-15 09:54:28.046493,3.46476788422175,4,15,0,False,Bill Payment,/login,tablet,Safari,Recife,youth,False
sess_00000360,user_009595,2025-10-15 10:06:00.160420,2025-10-15 10:26:42.723165,20.709379075280314,6,19,0,True,Login Flow,/dashboard,desktop,Samsung Internet,Recife,premium,True
sess_00000361,user_008948,2025-10-15 10:21:00.160420,2025-10-15 10:44:45.163772,23.750055861671324,6,15,0,False,Login Flow,/account/documents,desktop,Chrome,Curitiba,youth,True
sess_00000362,user_003747,2025-10-15 10:36:00.160420,2025-10-15 10:42:04.053174,6.064879238585753,1,14,0,False,Account Opening,/account/documents,mobile,Firefox,Brasília,retail,True
sess_00000363,user_009478,2025-10-15 10:51:00.160420,2025-10-15 10:54:23.157509,3.3832848222477274,10,16,2,False,Loan Application,/profile/edit,mobile,Firefox,Curitiba,youth,True
sess_00000364,user_010313,2025-10-15 11:06:00.160420,2025-10-15 11:13:17.473970,7.288559158476853,6,10,1,True,Card Activation,/pix/transfer,tablet,Firefox,Rio de Janeiro,retail,True
sess_00000365,user_014239,2025-10-15 11:21:00.160420,2025-10-15 11:26:30.245035,5.501410254003118,4,9,0,False,Card Activation,/loans/status,mobile,Chrome,Salvador,retail,False
sess_00000366,user_014166,2025-10-15 11:36:00.160420,2025-10-15 11:39:45.419101,3.7543113515925524,4,13,0,True,Card Activation,/bills/pay,mobile,Safari,São Paulo,premium,False
sess_00000367,user_008626,2025-10-15 11:51:00.160420,2025-10-15 11:59:20.687274,8.342114240808662,7,12,0,True,Support Request,/cards/activate,desktop,Safari,Salvador,youth,False
sess_00000368,user_001148,2025-10-15 12:06:00.160420,2025-10-15 12:13:33.028613,7.547803219687762,5,11,0,True,Support Request,/pix/confirm,desktop,Safari,Fortaleza,premium,True
sess_00000369,user_010355,2025-10-15 12:21:00.160420,2025-10-15 12:31:11.625189,10.191079478553144,4,11,1,True,Login Flow,/bills/pay,mobile,Safari,Manaus,retail,False
sess_00000370,user_005801,2025-10-15 12:36:00.160420,2025-10-15 12:41:13.213709,5.217554819262296,4,11,0,True,Account Opening,/login,mobile,Safari,Salvador,retail,True
sess_00000371,user_013763,2025-10-15 12:51:00.160420,2025-10-15 13:02:25.324829,11.419406814170545,5,14,0,False,Bill Payment,/loans/apply,mobile,Safari,Rio de Janeiro,youth,False
sess_00000372,user_007752,2025-10-15 13:06:00.160420,2025-10-15 13:06:37.812481,0.6275343568018138,7,8,1,False,Account Opening,/bills/list,mobile,Samsung Internet,Porto Alegre,premium,False
sess_00000373,user_002756,2025-10-15 13:21:00.160420,2025-10-15 13:34:26.289705,13.435488081885874,4,8,0,False,Account Opening,/loans/apply,mobile,Safari,Salvador,retail,True
sess_00000374,user_010799,2025-10-15 13:36:00.160420,2025-10-15 13:43:05.330394,7.08616623643753,3,9,0,True,Bill Payment,/account/open,mobile,Chrome,Salvador,premium,True
sess_00000375,user_010626,2025-10-15 13:51:00.160420,2025-10-15 13:51:32.176528,0.5336018001009422,4,9,1,True,Bill Payment,/pix/transfer,mobile,Safari,Rio de Janeiro,premium,True
sess_00000376,user_003877,2025-10-15 14:06:00.160420,2025-10-15 14:06:41.099239,0.6823136528235306,6,12,0,False,Card Activation,/login,tablet,Edge,Porto Alegre,retail,True
sess_00000377,user_010241,2025-10-15 14:21:00.160420,2025-10-15 14:28:29.740071,7.492994188942741,7,5,1,True,Login Flow,/investments/portfolio,desktop,Edge,São Paulo,retail,True
sess_00000378,user_006365,2025-10-15 14:36:00.160420,2025-10-15 14:51:17.262948,15.28504213789127,6,9,0,False,Login Flow,/loans/apply,desktop,Samsung Internet,São Paulo,premium,False
sess_00000379,user_012128,2025-10-15 14:51:00.160420,2025-10-15 15:17:54.939640,26.9129869977703,3,9,0,True,Loan Application,/account/documents,tablet,Chrome,Brasília,retail,False
sess_00000380,user_003622,2025-10-15 15:06:00.160420,2025-10-15 15:10:11.831064,4.19451073392645,3,11,0,True,Loan Application,/cards/list,desktop,Edge,Recife,youth,True
sess_00000381,user_006613,2025-10-15 15:21:00.160420,2025-10-15 15:27:38.095622,6.632253371032055,4,21,0,False,Card Activation,/pix/transfer,desktop,Safari,Curitiba,corporate,True
sess_00000382,user_005091,2025-10-15 15:36:00.160420,2025-10-15 15:38:33.640642,2.558003706892962,7,16,0,True,Bill Payment,/pix/transfer,mobile,Chrome,Curitiba,corporate,False
sess_00000383,user_013811,2025-10-15 15:51:00.160420,2025-10-15 15:57:26.576404,6.440266406157386,6,10,0,True,Card Activation,/dashboard,desktop,Safari,Belo Horizonte,corporate,True
sess_00000384,user_014742,2025-10-15 16:06:00.160420,2025-10-15 16:11:15.461416,5.25501660533528,4,11,0,False,Bill Payment,/account/open,mobile,Chrome,Belo Horizonte,senior,True
sess_00000385,user_001608,2025-10-15 16:21:00.160420,2025-10-15 16:26:52.842427,5.878033447653995,9,14,0,True,Loan Application,/login,mobile,Safari,Fortaleza,retail,True
sess_00000386,user_000857,2025-10-15 16:36:00.160420,2025-10-15 16:37:33.545196,1.5564129278656065,3,17,0,True,Login Flow,/account/documents,desktop,Chrome,Curitiba,retail,False
sess_00000387,user_010910,2025-10-15 16:51:00.160420,2025-10-15 17:06:34.488538,15.572135295975272,4,12,0,True,Account Opening,/login,desktop,Safari,Brasília,corporate,True
sess_00000388,user_007780,2025-10-15 17:06:00.160420,2025-10-15 17:33:06.535809,27.10625648383603,3,13,1,False,Login Flow,/bills/pay,mobile,Chrome,Belo Horizonte,retail,False
sess_00000389,user_007726,2025-10-15 17:21:00.160420,2025-10-15 17:39:22.755033,18.37657688997932,9,13,1,True,Investment Purchase,/investments/buy,desktop,Chrome,Belo Horizonte,corporate,True
sess_00000390,user_005994,2025-10-15 17:36:00.160420,2025-10-15 17:48:47.813239,12.794213651553264,4,10,0,False,Account Opening,/dashboard,desktop,Chrome,Fortaleza,corporate,True
sess_00000391,user_005556,2025-10-15 17:51:00.160420,2025-10-15 17:54:58.039319,3.9646483212578665,1,11,0,True,Account Opening,/account/open,desktop,Safari,Curitiba,retail,True
sess_00000392,user_012424,2025-10-15 18:06:00.160420,2025-10-15 18:07:47.080632,1.7820035385799329,7,11,1,False,Statement Download,/investments/buy,desktop,Safari,Fortaleza,retail,False
sess_00000393,user_001999,2025-10-15 18:21:00.160420,2025-10-15 18:39:43.413169,18.72087915821151,3,14,0,True,Login Flow,/profile/edit,mobile,Safari,Fortaleza,retail,True
sess_00000394,user_003849,2025-10-15 18:36:00.160420,2025-10-15 18:39:26.976769,3.44693914630858,4,10,0,True,PIX Transfer,/cards/activate,mobile,Edge,Fortaleza,retail,False
sess_00000395,user_009744,2025-10-15 18:51:00.160420,2025-10-15 19:04:09.211356,13.150848938363092,3,10,0,True,Statement Download,/cards/activate,mobile,Chrome,Belo Horizonte,senior,True
sess_00000396,user_000234,2025-10-15 19:06:00.160420,2025-10-15 19:17:20.642531,11.341368518228421,2,12,0,True,Bill Payment,/bills/pay,desktop,Chrome,Curitiba,retail,True
sess_00000397,user_014599,2025-10-15 19:21:00.160420,2025-10-15 19:22:49.248312,1.818131526140192,5,11,0,True,Support Request,/bills/list,mobile,Samsung Internet,Recife,youth,True
sess_00000398,user_006300,2025-10-15 19:36:00.160420,2025-10-15 19:37:57.259484,1.9516510617535874,4,10,0,True,PIX Transfer,/login,desktop,Chrome,Fortaleza,corporate,True
sess_00000399,user_008027,2025-10-15 19:51:00.160420,2025-10-15 19:55:32.464549,4.538402146692384,3,12,0,True,PIX Transfer,/investments/buy,mobile,Chrome,Fortaleza,retail,True
sess_00000400,user_002461,2025-10-15 20:06:00.160420,2025-10-15 20:19:32.878965,13.545309085282959,5,9,1,True,Bill Payment,/cards/list,mobile,Chrome,Belo Horizonte,retail,True
sess_00000401,user_010621,2025-10-15 20:21:00.160420,2025-10-15 20:23:44.443407,2.738049777509919,5,14,0,True,Bill Payment,/bills/list,mobile,Samsung Internet,Recife,retail,False
sess_00000402,user_008093,2025-10-15 20:36:00.160420,2025-10-15 20:42:40.582344,6.67369872596685,4,12,0,True,Bill Payment,/account/documents,tablet,Safari,Brasília,youth,False
sess_00000403,user_001563,2025-10-15 20:51:00.160420,2025-10-15 20:53:25.102401,2.4156996811662594,7,18,0,True,Investment Purchase,/account/documents,mobile,Chrome,Recife,retail,True
sess_00000404,user_014937,2025-10-15 21:06:00.160420,2025-10-15 21:11:51.928920,5.8628083255429395,9,12,0,True,Login Flow,/pix/confirm,tablet,Edge,Manaus,senior,True
sess_00000405,user_009128,2025-10-15 21:21:00.160420,2025-10-15 21:54:46.442174,33.771362566002296,5,15,0,True,Account Opening,/bills/list,mobile,Safari,Belo Horizonte,premium,True
sess_00000406,user_007442,2025-10-15 21:36:00.160420,2025-10-15 21:37:55.032972,1.9145425415933137,3,15,0,True,Investment Purchase,/cards/activate,mobile,Chrome,Recife,retail,True
sess_00000407,user_001160,2025-10-15 21:51:00.160420,2025-10-15 22:11:40.331708,20.669521464138885,6,14,0,False,Bill Payment,/bills/list,mobile,Safari,Brasília,youth,True
sess_00000408,user_008989,2025-10-15 22:06:00.160420,2025-10-15 22:23:52.840033,17.87799355348108,8,10,0,True,Loan Application,/bills/list,desktop,Safari,Rio de Janeiro,retail,False
sess_00000409,user_011891,2025-10-15 22:21:00.160420,2025-10-15 22:34:58.823432,13.977716864061744,4,17,0,True,Loan Application,/login,mobile,Chrome,Salvador,youth,True
sess_00000410,user_011193,2025-10-15 22:36:00.160420,2025-10-15 22:36:38.540935,0.6396752526618893,4,9,0,True,Support Request,/dashboard,desktop,Chrome,Recife,senior,True
sess_00000411,user_007590,2025-10-15 22:51:00.160420,2025-10-15 23:07:44.004378,16.73073263617301,2,13,0,False,Statement Download,/investments/portfolio,desktop,Safari,Salvador,premium,True
sess_00000412,user_013229,2025-10-15 23:06:00.160420,2025-10-15 23:08:47.529963,2.7894923902571387,4,11,2,True,Login Flow,/profile/edit,mobile,Safari,Rio de Janeiro,senior,False
sess_00000413,user_009047,2025-10-15 23:21:00.160420,2025-10-15 23:29:59.991170,8.997179173592508,6,9,0,True,Profile Update,/investments/portfolio,mobile,Safari,Fortaleza,retail,True
sess_00000414,user_001831,2025-10-15 23:36:00.160420,2025-10-15 23:42:17.778246,6.293630436520572,4,9,0,True,Profile Update,/investments/buy,desktop,Samsung Internet,Manaus,corporate,True
sess_00000415,user_014042,2025-10-15 23:51:00.160420,2025-10-15 23:57:00.870404,6.011833063890253,4,13,0,False,Loan Application,/profile/edit,desktop,Edge,Manaus,corporate,True
sess_00000416,user_009961,2025-10-16 00:06:00.160420,2025-10-16 00:10:06.320328,4.102665127475811,3,5,1,False,Investment Purchase,/cards/list,desktop,Chrome,Salvador,retail,True
sess_00000417,user_000892,2025-10-16 00:21:00.160420,2025-10-16 00:46:11.244761,25.184739014400915,6,10,0,True,Profile Update,/cards/activate,desktop,Samsung Internet,Manaus,corporate,True
sess_00000418,user_004873,2025-10-16 00:36:00.160420,2025-10-16 00:49:35.609494,13.59081790414272,5,10,1,False,Card Activation,/login,desktop,Firefox,Fortaleza,retail,True
sess_00000419,user_004048,2025-10-16 00:51:00.160420,2025-10-16 00:53:53.763613,2.893386541970027,5,12,0,True,PIX Transfer,/account/open,mobile,Safari,Rio de Janeiro,retail,True
sess_00000420,user_012242,2025-10-16 01:06:00.160420,2025-10-16 01:14:12.648296,8.208131269710575,4,18,0,True,Account Opening,/pix/confirm,mobile,Safari,São Paulo,premium,False
sess_00000421,user_007971,2025-10-16 01:21:00.160420,2025-10-16 01:32:35.804414,11.594066566481322,6,20,0,True,Loan Application,/bills/list,desktop,Safari,Fortaleza,retail,True
sess_00000422,user_009893,2025-10-16 01:36:00.160420,2025-10-16 01:54:32.345397,18.53641627567951,4,13,0,True,Profile Update,/login,tablet,Chrome,Belo Horizonte,youth,True
sess_00000423,user_002527,2025-10-16 01:51:00.160420,2025-10-16 01:52:35.848617,1.5948032796988123,5,14,0,True,Account Opening,/investments/portfolio,desktop,Chrome,Salvador,retail,False
sess_00000424,user_008278,2025-10-16 02:06:00.160420,2025-10-16 02:15:27.522786,9.456039425934515,7,15,0,False,Account Opening,/pix/transfer,mobile,Chrome,Fortaleza,retail,True
sess_00000425,user_007624,2025-10-16 02:21:00.160420,2025-10-16 02:23:48.512230,2.805863497250193,4,12,0,False,Bill Payment,/investments/portfolio,mobile,Safari,Curitiba,corporate,False
sess_00000426,user_009379,2025-10-16 02:36:00.160420,2025-10-16 02:45:48.701955,9.809025588268275,5,8,1,True,Login Flow,/pix/transfer,mobile,Chrome,Rio de Janeiro,corporate,True
sess_00000427,user_003964,2025-10-16 02:51:00.160420,2025-10-16 02:53:36.546751,2.606438856661017,2,18,1,True,Statement Download,/investments/buy,desktop,Safari,São Paulo,corporate,False
sess_00000428,user_008820,2025-10-16 03:06:00.160420,2025-10-16 03:08:06.044517,2.0980682794363434,4,12,0,False,Card Activation,/profile/edit,mobile,Safari,São Paulo,youth,True
sess_00000429,user_006287,2025-10-16 03:21:00.160420,2025-10-16 03:25:53.282681,4.885371017808755,7,11,0,True,Bill Payment,/pix/confirm,desktop,Edge,Manaus,retail,False
sess_00000430,user_006849,2025-10-16 03:36:00.160420,2025-10-16 03:38:03.396958,2.0539422965765786,6,18,0,True,PIX Transfer,/account/documents,tablet,Safari,Porto Alegre,retail,True
sess_00000431,user_005004,2025-10-16 03:51:00.160420,2025-10-16 03:52:23.007552,1.3807855374331728,6,14,1,False,Support Request,/cards/list,mobile,Firefox,Recife,retail,False
sess_00000432,user_012486,2025-10-16 04:06:00.160420,2025-10-16 04:06:45.720127,0.7593284574589618,7,8,0,False,Profile Update,/pix/transfer,mobile,Edge,Fortaleza,retail,False
sess_00000433,user_001095,2025-10-16 04:21:00.160420,2025-10-16 04:42:06.246216,21.10142992559807,7,9,0,False,PIX Transfer,/login,desktop,Chrome,Belo Horizonte,retail,True
sess_00000434,user_012688,2025-10-16 04:36:00.160420,2025-10-16 04:47:15.981474,11.263684241318835,2,10,0,False,Card Activation,/login,desktop,Chrome,Belo Horizonte,retail,False
sess_00000435,user_009275,2025-10-16 04:51:00.160420,2025-10-16 05:30:21.939731,39.36298851780709,4,13,0,True,Statement Download,/loans/apply,desktop,Edge,Brasília,retail,True
sess_00000436,user_001148,2025-10-16 05:06:00.160420,2025-10-16 05:11:11.054508,5.181568130441658,4,2,0,True,PIX Transfer,/investments/buy,mobile,Safari,São Paulo,senior,True
sess_00000437,user_013055,2025-10-16 05:21:00.160420,2025-10-16 05:26:43.801547,5.727352116349881,3,14,0,False,PIX Transfer,/pix/transfer,desktop,Safari,Porto Alegre,retail,False
sess_00000438,user_003366,2025-10-16 05:36:00.160420,2025-10-16 05:37:58.769218,1.9768133020578313,4,16,0,False,Card Activation,/bills/list,tablet,Chrome,Fortaleza,premium,False
sess_00000439,user_009016,2025-10-16 05:51:00.160420,2025-10-16 06:00:19.073907,9.315224779502596,9,12,1,True,Statement Download,/dashboard,desktop,Chrome,Brasília,retail,True
sess_00000440,user_009308,2025-10-16 06:06:00.160420,2025-10-16 06:18:44.015802,12.730923034737936,1,14,0,False,PIX Transfer,/bills/list,mobile,Chrome,Rio de Janeiro,youth,True
sess_00000441,user_008925,2025-10-16 06:21:00.160420,2025-10-16 06:26:49.704670,5.825737500763258,7,9,1,False,Card Activation,/bills/list,mobile,Chrome,Belo Horizonte,retail,True
sess_00000442,user_006040,2025-10-16 06:36:00.160420,2025-10-16 06:51:30.847174,15.511445895964657,6,13,0,False,Bill Payment,/profile/edit,mobile,Edge,Belo Horizonte,premium,False
sess_00000443,user_003383,2025-10-16 06:51:00.160420,2025-10-16 06:57:00.641311,6.008014853915421,4,8,1,False,Statement Download,/account/open,desktop,Samsung Internet,Fortaleza,premium,True
sess_00000444,user_008510,2025-10-16 07:06:00.160420,2025-10-16 07:13:27.876722,7.461938359817937,3,19,1,True,Login Flow,/cards/list,tablet,Edge,Curitiba,retail,True
sess_00000445,user_006578,2025-10-16 07:21:00.160420,2025-10-16 07:41:13.346560,20.219769003296868,2,13,0,True,Investment Purchase,/pix/confirm,desktop,Chrome,Porto Alegre,youth,True
sess_00000446,user_012342,2025-10-16 07:36:00.160420,2025-10-16 07:50:14.178330,14.233631840953757,2,14,0,True,Card Activation,/pix/confirm,tablet,Safari,Brasília,premium,True
sess_00000447,user_001656,2025-10-16 07:51:00.160420,2025-10-16 07:56:18.348129,5.303128488548506,7,17,0,True,Bill Payment,/investments/portfolio,desktop,Edge,Salvador,senior,True
sess_00000448,user_014549,2025-10-16 08:06:00.160420,2025-10-16 08:11:06.407424,5.104116729681059,1,11,0,True,Investment Purchase,/pix/transfer,mobile,Chrome,Rio de Janeiro,retail,True
sess_00000449,user_012218,2025-10-16 08:21:00.160420,2025-10-16 08:23:57.036829,2.9479401464019066,3,14,1,True,Support Request,/investments/buy,mobile,Chrome,Curitiba,corporate,False
sess_00000450,user_000316,2025-10-16 08:36:00.160420,2025-10-16 08:37:08.608291,1.1407978553537517,6,6,0,False,Login Flow,/bills/pay,mobile,Samsung Internet,Rio de Janeiro,youth,True
sess_00000451,user_003505,2025-10-16 08:51:00.160420,2025-10-16 08:55:56.465045,4.93841041530625,6,22,1,True,Account Opening,/bills/list,mobile,Firefox,Salvador,retail,True
sess_00000452,user_002340,2025-10-16 09:06:00.160420,2025-10-16 09:25:26.236937,19.434608622443438,3,19,0,True,Login Flow,/investments/buy,tablet,Chrome,Manaus,retail,False
sess_00000453,user_005946,2025-10-16 09:21:00.160420,2025-10-16 09:25:15.293853,4.252223883634432,8,11,0,True,Bill Payment,/bills/pay,desktop,Chrome,Belo Horizonte,retail,False
sess_00000454,user_011225,2025-10-16 09:36:00.160420,2025-10-16 10:07:27.530988,31.45617614137808,5,9,0,True,Bill Payment,/investments/buy,desktop,Chrome,Porto Alegre,retail,False
sess_00000455,user_012402,2025-10-16 09:51:00.160420,2025-10-16 09:58:42.341134,7.703011900503508,4,10,0,True,Support Request,/account/open,mobile,Chrome,Curitiba,retail,True
sess_00000456,user_009918,2025-10-16 10:06:00.160420,2025-10-16 10:08:47.800931,2.7940085150647636,3,12,0,True,Loan Application,/account/documents,desktop,Chrome,Belo Horizonte,corporate,False
sess_00000457,user_002923,2025-10-16 10:21:00.160420,2025-10-16 10:25:25.926403,4.4294330561625515,5,15,0,True,Loan Application,/investments/portfolio,tablet,Safari,São Paulo,retail,True
sess_00000458,user_013236,2025-10-16 10:36:00.160420,2025-10-16 10:42:37.599521,6.623985013797064,3,13,2,True,Profile Update,/account/open,mobile,Chrome,Brasília,retail,False
sess_00000459,user_005379,2025-10-16 10:51:00.160420,2025-10-16 10:59:37.191904,8.617191405367937,8,10,1,False,Investment Purchase,/profile/edit,desktop,Chrome,Belo Horizonte,premium,False
sess_00000460,user_011251,2025-10-16 11:06:00.160420,2025-10-16 11:08:42.105964,2.699092404072899,2,10,0,True,Investment Purchase,/account/open,mobile,Chrome,Salvador,retail,True
sess_00000461,user_007301,2025-10-16 11:21:00.160420,2025-10-16 11:21:30.273025,0.5018767533990725,2,10,0,True,Investment Purchase,/dashboard,desktop,Chrome,Belo Horizonte,premium,False
sess_00000462,user_004276,2025-10-16 11:36:00.160420,2025-10-16 11:41:47.799050,5.793977172371329,8,10,0,True,Bill Payment,/bills/list,mobile,Safari,Fortaleza,youth,False
sess_00000463,user_014814,2025-10-16 11:51:00.160420,2025-10-16 11:54:27.702058,3.4590273057756034,4,17,0,False,Login Flow,/profile/edit,desktop,Samsung Internet,Recife,retail,False
sess_00000464,user_003010,2025-10-16 12:06:00.160420,2025-10-16 12:13:01.015318,7.014248307332456,1,11,0,False,Login Flow,/account/documents,mobile,Chrome,São Paulo,premium,False
sess_00000465,user_014141,2025-10-16 12:21:00.160420,2025-10-16 12:24:29.906519,3.4957683227947016,10,10,0,False,Loan Application,/pix/confirm,desktop,Edge,Curitiba,premium,False
sess_00000466,user_008896,2025-10-16 12:36:00.160420,2025-10-16 12:45:31.978823,9.530306709283579,2,10,1,True,Bill Payment,/cards/activate,desktop,Chrome,Brasília,senior,True
sess_00000467,user_013400,2025-10-16 12:51:00.160420,2025-10-16 12:52:22.017021,1.3642766890845117,5,5,0,False,Card Activation,/loans/apply,mobile,Safari,São Paulo,premium,False
sess_00000468,user_002337,2025-10-16 13:06:00.160420,2025-10-16 13:14:05.130782,8.082839371432396,4,9,0,True,Statement Download,/account/documents,mobile,Chrome,Curitiba,retail,False
sess_00000469,user_006525,2025-10-16 13:21:00.160420,2025-10-16 13:40:54.005593,19.897419553386104,8,20,0,True,Statement Download,/bills/pay,mobile,Chrome,Porto Alegre,youth,False
sess_00000470,user_002988,2025-10-16 13:36:00.160420,2025-10-16 13:46:46.710041,10.775827010989703,7,10,0,True,Loan Application,/loans/apply,desktop,Safari,Belo Horizonte,retail,True
sess_00000471,user_006221,2025-10-16 13:51:00.160420,2025-10-16 13:51:43.369455,0.7201505867430927,7,13,0,True,Profile Update,/pix/transfer,mobile,Chrome,Belo Horizonte,corporate,True
sess_00000472,user_006889,2025-10-16 14:06:00.160420,2025-10-16 14:19:55.174556,13.916902271621634,4,12,2,False,Investment Purchase,/pix/transfer,desktop,Chrome,Fortaleza,premium,True
sess_00000473,user_011161,2025-10-16 14:21:00.160420,2025-10-16 14:23:46.190294,2.767164569701123,4,15,0,False,Card Activation,/account/open,desktop,Edge,Salvador,youth,True
sess_00000474,user_011604,2025-10-16 14:36:00.160420,2025-10-16 14:39:51.858554,3.8616355612821516,7,12,0,True,PIX Transfer,/loans/apply,desktop,Chrome,Porto Alegre,corporate,False
sess_00000475,user_005888,2025-10-16 14:51:00.160420,2025-10-16 14:58:42.945932,7.7130918609447825,10,12,0,True,Bill Payment,/account/open,mobile,Safari,Belo Horizonte,premium,False
sess_00000476,user_006942,2025-10-16 15:06:00.160420,2025-10-16 15:22:49.960845,16.830007079774898,6,14,0,True,Loan Application,/pix/transfer,desktop,Chrome,Belo Horizonte,retail,False
sess_00000477,user_007008,2025-10-16 15:21:00.160420,2025-10-16 15:21:30.160420,0.5,3,15,0,False,PIX Transfer,/account/documents,mobile,Edge,Fortaleza,retail,True
sess_00000478,user_005343,2025-10-16 15:36:00.160420,2025-10-16 16:06:58.673560,30.97521899425314,4,10,2,True,Card Activation,/pix/confirm,mobile,Safari,São Paulo,retail,True
