metric_id,@timestamp,host_id,application_id,benchmark_id,system.cpu.total.pct,system.memory.used.pct,system.diskio.read.bytes,system.diskio.write.bytes,system.diskio.io.time,system.network.in.bytes,system.network.out.bytes,transaction.duration.us,event.outcome,transactions_per_second,cost_per_hour_usd,power_consumption_watts,workload_type,test_phase,anomaly_notes
metric-0000534,2025-10-29 23:44:12.390374,host-00061,app-0147,bench-058,48.73,57.83,835655496,17489447,3424,37008789,45371249,91334,success,2362.24,0.849,95.46,API,Load-Test,Memory pressure observed - 57.83% utilization exceeds threshold
metric-0000535,2025-10-29 23:49:12.390374,host-00049,app-0095,bench-053,70.95,41.91,99750524,631892353,9086,37388055,43243224,17567,success,1445.52,0.988,138.98,ML-Training,Migration-Validation,None
metric-0000536,2025-10-29 23:54:12.390374,host-00069,app-0085,bench-079,78.57,73.3,167304127,465640171,7609,43836879,69825928,40832,success,3449.77,0.946,171.33,ML-Training,Production,CPU spike detected on host-00069 during Production phase
metric-0000537,2025-10-29 23:59:12.390374,host-00134,app-0044,bench-014,53.41,70.07,709135400,598093402,8597,55540769,6370803,79544,success,430.19,0.802,122.27,OLTP,Load-Test,CPU spike detected on host-00134 during Load-Test phase
metric-0000538,2025-10-30 00:04:12.390374,host-00081,app-0002,bench-062,50.56,51.53,492221895,509899840,4289,63028089,15720755,19791,success,4154.68,1.113,106.69,ML-Training,Load-Test,None
metric-0000539,2025-10-30 00:09:12.390374,host-00152,app-0030,bench-050,39.94,40.72,875824241,927452923,3714,36585460,14866584,76675,success,1647.69,0.568,85.08,API,Stress-Test,Network throughput degradation during peak load testing
metric-0000540,2025-10-30 00:14:12.390374,host-00076,app-0018,bench-017,86.21,72.93,387573544,525145754,7596,97447640,36153786,87417,success,4451.56,1.477,180.83,Batch,Baseline,None
metric-0000541,2025-10-30 00:19:12.390374,host-00025,app-0026,bench-058,93.11,47.74,174141926,629812020,7223,23753106,26250780,92727,success,4854.08,1.228,201.46,ML-Training,Load-Test,None
metric-0000542,2025-10-30 00:24:12.390374,host-00141,app-0095,bench-017,86.92,58.99,47819527,915319745,5711,31024186,62730501,26480,success,543.13,0.59,181.21,OLAP,Soak-Test,None
metric-0000543,2025-10-30 00:29:12.390374,host-00048,app-0070,bench-065,46.69,61.37,357708613,190899678,8928,46650730,26706394,96735,success,4864.81,0.693,102.6,OLAP,Production,None
metric-0000544,2025-10-30 00:34:12.390374,host-00050,app-0126,bench-061,47.47,30.03,76650031,652067294,1273,67321100,72834012,97295,success,1793.19,1.099,75.93,Batch,Soak-Test,CPU spike detected on host-00050 during Soak-Test phase
metric-0000545,2025-10-30 00:39:12.390374,host-00192,app-0056,bench-056,82.07,48.24,268483830,472345944,995,5467584,96265174,11864,success,2549.63,1.231,173.78,Batch,Stress-Test,None
metric-0000546,2025-10-30 00:44:12.390374,host-00065,app-0093,bench-021,74.7,69.86,425514618,246117815,2169,21307959,34503854,39969,success,1529.36,0.674,139.45,ML-Training,Stress-Test,None
metric-0000547,2025-10-30 00:49:12.390374,host-00196,app-0102,bench-059,83.28,33.67,31932728,486973464,5339,7743417,51532241,84867,success,2313.72,0.921,162.85,OLAP,Load-Test,Memory pressure observed - 33.67% utilization exceeds threshold
metric-0000548,2025-10-30 00:54:12.390374,host-00128,app-0138,bench-017,84.26,75.51,273770269,176950118,3452,4182465,28610384,76863,success,565.85,1.166,132.74,API,Baseline,None
metric-0000549,2025-10-30 00:59:12.390374,host-00160,app-0002,bench-017,94.9,33.97,725983628,46054883,9672,94900674,74410202,33813,success,1423.68,1.416,150.74,OLAP,Load-Test,None
metric-0000550,2025-10-30 01:04:12.390374,host-00147,app-0089,bench-064,79.89,66.22,240167694,474695331,912,86255922,57838969,275799,failure,96.63,1.202,155.41,Streaming,Production,Network throughput degradation during peak load testing
metric-0000551,2025-10-30 01:09:12.390374,host-00075,app-0008,bench-046,83.68,74.58,143765491,21043548,9875,51093308,72344833,27176,success,4536.29,0.889,172.6,Batch,Soak-Test,Memory pressure observed - 74.58% utilization exceeds threshold
metric-0000552,2025-10-30 01:14:12.390374,host-00056,app-0110,bench-067,82.99,38.72,712424828,908693699,720,51107279,77015704,81904,success,2740.26,1.437,182.48,ML-Training,Stress-Test,None
metric-0000553,2025-10-30 01:19:12.390374,host-00013,app-0063,bench-028,66.33,68.66,480758795,354415774,8974,93813473,99205141,18205,success,3729.31,1.273,179.61,Streaming,Migration-Validation,CPU spike detected on host-00013 during Migration-Validation phase
metric-0000554,2025-10-30 01:24:12.390374,host-00115,app-0053,bench-018,49.23,84.5,683629634,972548170,4026,88368397,25756332,4959,success,1896.14,1.482,113.82,ML-Training,Migration-Validation,None
metric-0000555,2025-10-30 01:29:12.390374,host-00154,app-0024,bench-001,53.6,70.06,521871082,17437402,7837,6109136,23307161,83135,success,930.71,1.475,91.79,Batch,Stress-Test,None
metric-0000556,2025-10-30 01:34:12.390374,host-00076,app-0037,bench-007,91.54,33.03,969439604,328543399,2085,78717445,60123149,17262,success,1609.93,1.477,209.21,OLAP,Load-Test,None
metric-0000557,2025-10-30 01:39:12.390374,host-00122,app-0106,bench-062,91.5,48.44,240703560,257838055,2325,69470863,16416838,2944,success,1609.59,1.465,201.75,Streaming,Production,None
metric-0000558,2025-10-30 01:44:12.390374,host-00045,app-0137,bench-067,70.93,70.71,345994001,388448804,6900,78790404,17613573,60816,success,1807.2,1.174,163.27,API,Soak-Test,None
metric-0000559,2025-10-30 01:49:12.390374,host-00187,app-0004,bench-041,61.85,70.59,145293077,398842620,7945,10200704,52638803,68382,success,1422.69,1.317,113.97,Streaming,Migration-Validation,None
metric-0000560,2025-10-30 01:54:12.390374,host-00103,app-0039,bench-051,91.03,39.53,991120943,432082709,2147,56743852,96569364,64482,success,4283.7,0.967,155.91,OLAP,Stress-Test,None
metric-0000561,2025-10-30 01:59:12.390374,host-00141,app-0086,bench-042,52.25,47.77,584254495,553977924,5669,46659778,83138341,97511,success,3997.78,0.59,105.33,Batch,Load-Test,None
metric-0000562,2025-10-30 02:04:12.390374,host-00111,app-0100,bench-062,50.08,38.84,819209972,794804418,6924,27934471,23592335,89330,success,4323.06,0.86,118.71,OLAP,Migration-Validation,None
metric-0000563,2025-10-30 02:09:12.390374,host-00012,app-0133,bench-060,83.97,57.85,76128974,251890404,5284,2192354,76182202,95285,success,4894.22,1.354,156.94,API,Load-Test,None
metric-0000564,2025-10-30 02:14:12.390374,host-00166,app-0053,bench-056,74.85,77.06,612406012,115522890,8255,11510252,68234621,3121,success,2699.23,0.829,240.63,OLAP,Baseline,None
metric-0000565,2025-10-30 02:19:12.390374,host-00193,app-0064,bench-015,61.4,51.13,527547059,3739456,6602,75150880,93562563,74215,success,905.47,1.379,162.99,Streaming,Load-Test,None
metric-0000566,2025-10-30 02:24:12.390374,host-00175,app-0131,bench-078,94.14,40.28,412023420,808877628,711,48606765,69489460,44767,success,94.67,1.374,256.57,API,Baseline,None
metric-0000567,2025-10-30 02:29:12.390374,host-00066,app-0094,bench-024,89.06,84.35,985801358,652001067,1990,98706716,67458654,27338,success,886.02,0.563,142.41,Batch,Production,None
metric-0000568,2025-10-30 02:34:12.390374,host-00139,app-0124,bench-050,54.51,33.07,848739806,171034530,6550,93535078,86153992,17417,success,4555.33,0.726,105.95,API,Production,Memory pressure observed - 33.07% utilization exceeds threshold
metric-0000569,2025-10-30 02:39:12.390374,host-00143,app-0052,bench-033,44.86,41.5,218957125,83734339,3318,86492714,66899400,46442,success,4433.5,1.32,102.7,Batch,Baseline,Network throughput degradation during peak load testing
metric-0000570,2025-10-30 02:44:12.390374,host-00172,app-0005,bench-014,43.58,51.11,748204537,998897490,7349,68358695,5364171,58224,success,653.41,1.248,112.28,OLTP,Production,Elevated transaction latency correlates with disk I/O contention
metric-0000571,2025-10-30 02:49:12.390374,host-00172,app-0038,bench-014,58.95,38.32,113180076,797531928,2513,2636169,77509061,55143,success,4220.8,1.248,120.74,ML-Training,Baseline,Memory pressure observed - 38.32% utilization exceeds threshold
metric-0000572,2025-10-30 02:54:12.390374,host-00183,app-0136,bench-031,59.81,70.34,17265981,459356474,9330,18525855,8626383,5838,success,4503.77,0.518,115.42,OLAP,Stress-Test,Network throughput degradation during peak load testing
metric-0000573,2025-10-30 02:59:12.390374,host-00186,app-0072,bench-062,60.05,82.34,176740767,501734107,3237,98870446,56468501,30057,success,1036.93,0.606,130.98,OLTP,Migration-Validation,None
metric-0000574,2025-10-30 03:04:12.390374,host-00121,app-0118,bench-041,56.09,63.2,863843704,682846143,9499,69271275,38514698,43132,success,2206.73,0.843,118.46,API,Baseline,None
metric-0000575,2025-10-30 03:09:12.390374,host-00186,app-0036,bench-005,63.29,59.81,770577876,544054063,1644,12547258,42871177,49814,success,3382.39,0.606,108.85,OLTP,Load-Test,CPU spike detected on host-00186 during Load-Test phase
metric-0000576,2025-10-30 03:14:12.390374,host-00139,app-0111,bench-043,42.75,37.79,733777962,992535587,9923,57547244,89461041,58834,success,1371.27,0.726,83.23,ML-Training,Production,CPU spike detected on host-00139 during Production phase
metric-0000577,2025-10-30 03:19:12.390374,host-00164,app-0076,bench-054,74.51,31.19,147046903,720636874,6857,68931958,19565453,88730,success,932.3,1.333,163.68,OLTP,Stress-Test,Network throughput degradation during peak load testing
metric-0000578,2025-10-30 03:24:12.390374,host-00172,app-0073,bench-021,70.1,32.99,275979035,73060116,8502,51157006,82465043,97358,success,236.61,1.248,131.99,Batch,Stress-Test,None
metric-0000579,2025-10-30 03:29:12.390374,host-00060,app-0117,bench-059,42.93,34.41,216369814,275108359,7618,85522768,51629888,33353,success,3338.7,1.372,85.71,ML-Training,Production,Memory pressure observed - 34.41% utilization exceeds threshold
metric-0000580,2025-10-30 03:34:12.390374,host-00028,app-0063,bench-040,66.57,55.87,417497117,663772737,6093,33603145,22064036,33587,success,3343.92,1.225,145.02,Streaming,Production,Elevated transaction latency correlates with disk I/O contention
metric-0000581,2025-10-30 03:39:12.390374,host-00061,app-0014,bench-026,65.29,79.36,852605145,626762843,4886,32286657,2390874,10733,success,1700.42,0.849,133.28,ML-Training,Stress-Test,Memory pressure observed - 79.36% utilization exceeds threshold
metric-0000582,2025-10-30 03:44:12.390374,host-00007,app-0091,bench-032,35.81,73.77,48805226,374491351,3643,54100062,78546868,20822,success,3071.26,0.816,105.36,API,Load-Test,None
metric-0000583,2025-10-30 03:49:12.390374,host-00110,app-0046,bench-043,86.82,48.97,657754085,330476416,7683,87981372,50084912,75382,success,1927.33,1.326,199.61,OLTP,Load-Test,Memory pressure observed - 48.97% utilization exceeds threshold
metric-0000584,2025-10-30 03:54:12.390374,host-00086,app-0104,bench-009,45.73,43.99,44129243,86296835,6492,99245178,14084996,51924,success,2615.49,1.03,84.88,OLTP,Soak-Test,None
metric-0000585,2025-10-30 03:59:12.390374,host-00171,app-0091,bench-025,94.99,30.8,388042416,495848086,9057,99337969,29418666,17412,success,482.46,1.41,184.96,ML-Training,Soak-Test,None
metric-0000586,2025-10-30 04:04:12.390374,host-00086,app-0116,bench-050,73.97,73.79,326119646,400905811,2462,42754861,69905426,343905,failure,57.41,1.03,151.79,OLAP,Production,Elevated transaction latency correlates with disk I/O contention
metric-0000587,2025-10-30 04:09:12.390374,host-00040,app-0042,bench-033,40.81,57.83,137995193,675835208,6966,49707492,91121655,32288,success,2333.66,0.681,102.86,ML-Training,Stress-Test,None
metric-0000588,2025-10-30 04:14:12.390374,host-00171,app-0081,bench-043,50.84,76.81,921376511,29354174,8349,25550032,53266139,12151,success,1964.94,1.41,91.8,OLAP,Baseline,None
metric-0000589,2025-10-30 04:19:12.390374,host-00119,app-0105,bench-021,88.96,50.93,944922638,961590491,9608,44487507,18334750,1173,success,3539.23,0.989,188.25,Streaming,Baseline,CPU spike detected on host-00119 during Baseline phase
metric-0000590,2025-10-30 04:24:12.390374,host-00040,app-0085,bench-060,81.81,45.25,592108290,763638142,4365,52471089,55843249,65113,success,496.02,0.681,144.74,ML-Training,Stress-Test,None
metric-0000591,2025-10-30 04:29:12.390374,host-00127,app-0118,bench-017,72.06,34.14,285843528,980980966,6607,32384106,28352057,359781,failure,80.55,1.483,143.21,API,Baseline,None
metric-0000592,2025-10-30 04:34:12.390374,host-00134,app-0115,bench-061,43.25,64.46,945022093,756194108,9718,22979498,80048114,13160,success,2971.65,0.802,119.5,ML-Training,Load-Test,None
metric-0000593,2025-10-30 04:39:12.390374,host-00169,app-0113,bench-009,67.7,47.02,578039692,642534087,8799,62017882,87665749,99760,success,1515.62,1.018,166.57,Batch,Production,None
metric-0000594,2025-10-30 04:44:12.390374,host-00141,app-0112,bench-063,92.02,63.86,362709071,433059771,5989,76439872,66572009,80634,success,1346.04,0.59,172.04,OLAP,Soak-Test,Elevated transaction latency correlates with disk I/O contention
metric-0000595,2025-10-30 04:49:12.390374,host-00066,app-0022,bench-061,57.19,58.37,371829960,759828678,9797,94602475,28806759,63385,success,3436.87,0.563,100.48,Streaming,Stress-Test,Elevated transaction latency correlates with disk I/O contention
metric-0000596,2025-10-30 04:54:12.390374,host-00006,app-0067,bench-059,82.23,30.66,960156906,379295718,5123,16953050,43280698,87417,success,1146.31,1.484,145.78,Batch,Baseline,None
metric-0000597,2025-10-30 04:59:12.390374,host-00033,app-0059,bench-025,57.41,72.54,853946391,313939134,7686,49390535,69290991,6014,success,2931.79,1.302,139.91,API,Stress-Test,None
metric-0000598,2025-10-30 05:04:12.390374,host-00199,app-0067,bench-020,58.77,34.64,394580940,883708056,4955,17617379,56321526,95808,success,3013.6,0.815,134.27,API,Migration-Validation,Memory pressure observed - 34.64% utilization exceeds threshold
metric-0000599,2025-10-30 05:09:12.390374,host-00147,app-0048,bench-041,86.15,71.31,110592371,724711042,6607,56631481,75074772,88793,success,2260.03,1.202,204.6,API,Production,Memory pressure observed - 71.31% utilization exceeds threshold
metric-0000600,2025-10-30 05:14:12.390374,host-00002,app-0106,bench-048,45.77,64.79,908183861,97337090,4286,88005716,24631361,64522,success,2654.61,1.365,85.6,OLAP,Stress-Test,None
metric-0000601,2025-10-30 05:19:12.390374,host-00176,app-0050,bench-018,90.7,39.43,531719330,127445047,2731,73057159,41898231,81422,success,4774.97,0.734,285.48,OLAP,Migration-Validation,Memory pressure observed - 39.43% utilization exceeds threshold
metric-0000602,2025-10-30 05:24:12.390374,host-00147,app-0018,bench-019,75.7,78.38,546609110,252699058,8508,96453870,57556714,20009,success,3994.12,1.202,150.72,Streaming,Load-Test,None
metric-0000603,2025-10-30 05:29:12.390374,host-00122,app-0118,bench-059,43.16,55.04,242634994,278814582,8443,16009374,2475775,95464,success,4445.73,1.465,101.8,Batch,Baseline,None
metric-0000604,2025-10-30 05:34:12.390374,host-00037,app-0140,bench-042,91.61,31.23,500943405,811595341,7869,34723274,14471599,69705,success,3558.62,0.786,149.66,Streaming,Baseline,None
metric-0000605,2025-10-30 05:39:12.390374,host-00085,app-0013,bench-058,38.7,54.99,949226809,457215998,4327,3322400,93044771,33011,success,3227.74,0.544,68.1,OLTP,Stress-Test,Elevated transaction latency correlates with disk I/O contention
metric-0000606,2025-10-30 05:44:12.390374,host-00063,app-0131,bench-035,66.16,74.71,431659488,105525518,1117,93080719,83336229,8883,success,4976.63,0.662,136.23,ML-Training,Soak-Test,None
metric-0000607,2025-10-30 05:49:12.390374,host-00088,app-0072,bench-067,72.88,55.92,434581669,661384954,9333,62002658,80141196,23764,success,1243.58,1.068,154.92,OLAP,Baseline,Network throughput degradation during peak load testing
metric-0000608,2025-10-30 05:54:12.390374,host-00135,app-0069,bench-050,48.52,72.53,639240884,214156562,3689,31729690,58119123,64385,success,4601.43,0.995,96.81,ML-Training,Production,CPU spike detected on host-00135 during Production phase
metric-0000609,2025-10-30 05:59:12.390374,host-00150,app-0002,bench-060,92.35,66.39,445726270,269423047,5866,30109070,96680055,98410,success,1217.95,0.551,196.9,API,Soak-Test,Memory pressure observed - 66.39% utilization exceeds threshold
metric-0000610,2025-10-30 06:04:12.390374,host-00125,app-0086,bench-080,57.84,47.04,884409613,107607191,2667,10099456,57781655,59307,success,877.05,0.813,129.49,Batch,Migration-Validation,Memory pressure observed - 47.04% utilization exceeds threshold
metric-0000611,2025-10-30 06:09:12.390374,host-00129,app-0143,bench-024,89.56,34.96,35728767,265662149,5568,2002242,18008041,53796,success,1194.95,1.482,172.05,ML-Training,Soak-Test,None
metric-0000612,2025-10-30 06:14:12.390374,host-00144,app-0051,bench-028,54.13,71.52,494885908,608316235,4702,93818952,63611680,290746,failure,86.68,0.881,106.45,API,Production,Elevated transaction latency correlates with disk I/O contention
metric-0000613,2025-10-30 06:19:12.390374,host-00053,app-0130,bench-067,65.76,71.98,894643032,740327146,1823,61038061,24057294,5856,success,3531.72,0.528,169.27,Batch,Production,None
metric-0000614,2025-10-30 06:24:12.390374,host-00007,app-0011,bench-021,71.81,52.66,190124028,234343876,6035,41139846,82343835,31484,success,2745.95,0.816,163.14,OLTP,Baseline,Memory pressure observed - 52.66% utilization exceeds threshold
metric-0000615,2025-10-30 06:29:12.390374,host-00158,app-0067,bench-027,74.09,30.49,117743515,450943396,2883,48059306,13301465,14633,success,3652.66,0.72,146.54,OLTP,Migration-Validation,None
metric-0000616,2025-10-30 06:34:12.390374,host-00009,app-0092,bench-019,88.04,49.95,470836130,397666775,7486,74925651,15301499,83106,success,214.81,0.656,185.66,Streaming,Load-Test,Memory pressure observed - 49.95% utilization exceeds threshold
metric-0000617,2025-10-30 06:39:12.390374,host-00060,app-0010,bench-033,52.45,78.8,69977637,299059865,8263,13406348,63452435,52938,success,1279.88,1.372,89.9,OLTP,Migration-Validation,None
metric-0000618,2025-10-30 06:44:12.390374,host-00075,app-0069,bench-037,47.5,68.5,964750434,767964773,5937,48371373,87416154,58917,success,2065.7,0.889,113.64,OLAP,Soak-Test,Memory pressure observed - 68.5% utilization exceeds threshold
metric-0000619,2025-10-30 06:49:12.390374,host-00156,app-0074,bench-062,56.73,38.31,369088496,753713883,3144,8113910,48023774,68867,success,4937.77,0.939,144.16,OLTP,Load-Test,Memory pressure observed - 38.31% utilization exceeds threshold
metric-0000620,2025-10-30 06:54:12.390374,host-00147,app-0044,bench-065,41.84,57.55,351613962,552858067,2957,12556687,27173999,48223,success,3417.79,1.202,90.71,ML-Training,Soak-Test,None
metric-0000621,2025-10-30 06:59:12.390374,host-00160,app-0118,bench-040,78.71,78.55,988106061,666892190,8924,74289769,39605960,82833,success,338.54,1.416,109.76,Streaming,Production,Network throughput degradation during peak load testing
metric-0000622,2025-10-30 07:04:12.390374,host-00094,app-0067,bench-036,54.38,64.81,406151532,15295266,6808,7595507,64701092,54626,success,3724.68,1.347,129.02,ML-Training,Load-Test,None
metric-0000623,2025-10-30 07:09:12.390374,host-00071,app-0146,bench-041,58.51,82.29,603060512,64733235,1215,40515662,23918016,83987,success,1623.43,1.001,88.41,OLTP,Production,Elevated transaction latency correlates with disk I/O contention
metric-0000624,2025-10-30 07:14:12.390374,host-00189,app-0043,bench-063,82.55,71.08,661964939,96260568,795,62435737,29525603,26097,success,1734.34,1.334,162.18,ML-Training,Migration-Validation,Elevated transaction latency correlates with disk I/O contention
metric-0000625,2025-10-30 07:19:12.390374,host-00065,app-0133,bench-074,60.93,78.61,426782312,950435423,5703,20622420,30741843,14729,success,898.32,0.674,105.23,OLTP,Migration-Validation,Network throughput degradation during peak load testing
metric-0000626,2025-10-30 07:24:12.390374,host-00133,app-0089,bench-003,76.59,79.12,133053917,366704508,2740,80227049,88485122,87934,success,4308.25,1.024,148.82,Batch,Stress-Test,Network throughput degradation during peak load testing
metric-0000627,2025-10-30 07:29:12.390374,host-00005,app-0045,bench-010,42.4,77.75,641900850,758737082,8047,63683494,48980110,50722,success,2449.54,0.876,125.75,API,Migration-Validation,None
metric-0000628,2025-10-30 07:34:12.390374,host-00061,app-0113,bench-067,81.08,32.63,351427434,454941241,1056,49451042,69483619,39111,success,4152.39,0.849,165.23,Batch,Production,None
metric-0000629,2025-10-30 07:39:12.390374,host-00176,app-0116,bench-059,60.24,52.63,143917504,108936080,6132,19108308,57281407,67686,success,1392.92,0.734,174.58,API,Migration-Validation,Network throughput degradation during peak load testing
metric-0000630,2025-10-30 07:44:12.390374,host-00200,app-0065,bench-007,70.52,45.98,611526258,174412904,853,42891118,57165457,10075,success,1241.73,1.06,118.63,ML-Training,Soak-Test,None
metric-0000631,2025-10-30 07:49:12.390374,host-00090,app-0066,bench-042,40.75,44.35,262734021,766590588,9363,16996230,38674462,42362,success,4617.32,0.803,80.39,API,Migration-Validation,Memory pressure observed - 44.35% utilization exceeds threshold
metric-0000632,2025-10-30 07:54:12.390374,host-00039,app-0019,bench-030,92.01,52.29,527284528,714955887,834,99874843,55717650,45529,success,4820.4,1.36,252.79,Streaming,Baseline,None
metric-0000633,2025-10-30 07:59:12.390374,host-00185,app-0132,bench-022,76.66,67.73,747553354,446808266,100,39619469,50654559,48639,success,2683.63,1.354,198.3,API,Load-Test,None
metric-0000634,2025-10-30 08:04:12.390374,host-00148,app-0089,bench-070,41.04,66.43,256122927,408992096,4789,3221925,65272378,16920,success,1576.57,0.832,109.67,Batch,Stress-Test,None
metric-0000635,2025-10-30 08:09:12.390374,host-00108,app-0083,bench-042,58.18,39.13,389226562,27641877,5968,9127972,64511995,93824,success,631.88,0.994,137.25,OLAP,Production,Memory pressure observed - 39.13% utilization exceeds threshold
metric-0000636,2025-10-30 08:14:12.390374,host-00161,app-0149,bench-002,72.63,82.29,275833714,55729294,5457,83220399,32964443,90447,success,3717.03,1.136,195.42,API,Stress-Test,None
metric-0000637,2025-10-30 08:19:12.390374,host-00033,app-0077,bench-054,47.89,53.33,249990209,77414670,389,34461728,77770524,36208,success,4937.11,1.302,118.94,Batch,Baseline,Network throughput degradation during peak load testing
metric-0000638,2025-10-30 08:24:12.390374,host-00178,app-0018,bench-043,88.49,41.06,486222854,300708045,7049,23277962,63965113,24272,success,1973.54,1.434,200.54,API,Baseline,CPU spike detected on host-00178 during Baseline phase
metric-0000639,2025-10-30 08:29:12.390374,host-00019,app-0069,bench-004,72.65,38.71,623242138,508356420,1219,49231618,34941987,5724,success,2663.43,1.202,121.89,API,Stress-Test,Memory pressure observed - 38.71% utilization exceeds threshold
metric-0000640,2025-10-30 08:34:12.390374,host-00168,app-0053,bench-029,67.06,55.24,298755906,214596945,1257,42725468,68518279,41350,success,4156.22,0.814,134.09,OLTP,Production,None
metric-0000641,2025-10-30 08:39:12.390374,host-00067,app-0109,bench-063,63.1,66.16,74128228,371495176,7443,82079314,55103897,66923,success,1854.12,1.306,153.92,API,Load-Test,None
metric-0000642,2025-10-30 08:44:12.390374,host-00018,app-0031,bench-004,76.81,40.22,911640602,982348995,9737,98672494,99151915,53722,success,251.32,1.26,121.83,OLTP,Baseline,None
metric-0000643,2025-10-30 08:49:12.390374,host-00094,app-0130,bench-044,41.7,81.98,978591188,346336448,5895,20560215,58874259,92650,success,3111.75,1.347,95.24,ML-Training,Baseline,Elevated transaction latency correlates with disk I/O contention
metric-0000644,2025-10-30 08:54:12.390374,host-00065,app-0078,bench-070,80.71,60.21,515129558,967958767,4700,84953677,70609703,94066,success,1168.26,0.674,176.05,OLAP,Baseline,Network throughput degradation during peak load testing
metric-0000645,2025-10-30 08:59:12.390374,host-00152,app-0132,bench-077,93.34,60.41,582638577,490469129,2547,62442548,25817678,23356,success,4786.89,0.568,246.74,Streaming,Stress-Test,None
metric-0000646,2025-10-30 09:04:12.390374,host-00197,app-0146,bench-057,72.44,44.5,678543264,382741265,9346,69650302,30747221,56094,success,3361.93,1.377,168.23,OLTP,Load-Test,None
metric-0000647,2025-10-30 09:09:12.390374,host-00186,app-0137,bench-069,70.13,48.03,812458389,347885418,1190,31807843,3988220,28297,success,2696.54,0.606,169.37,API,Production,Memory pressure observed - 48.03% utilization exceeds threshold
metric-0000648,2025-10-30 09:14:12.390374,host-00032,app-0073,bench-066,78.45,47.86,393889177,621860467,1416,58255851,32600904,6937,success,1243.0,1.027,146.05,OLAP,Production,CPU spike detected on host-00032 during Production phase
metric-0000649,2025-10-30 09:19:12.390374,host-00165,app-0125,bench-039,90.78,54.68,623825873,511329094,2080,47311735,94621215,60373,success,4506.19,1.385,127.11,ML-Training,Stress-Test,Elevated transaction latency correlates with disk I/O contention
metric-0000650,2025-10-30 09:24:12.390374,host-00156,app-0129,bench-077,72.43,57.54,717779224,283436225,8650,20456828,26102273,53253,success,797.31,0.939,154.55,OLAP,Production,Memory pressure observed - 57.54% utilization exceeds threshold
metric-0000651,2025-10-30 09:29:12.390374,host-00102,app-0072,bench-057,51.68,35.31,612606597,55577225,719,95035758,72202063,33504,success,4970.3,0.923,86.97,Streaming,Load-Test,Memory pressure observed - 35.31% utilization exceeds threshold
metric-0000652,2025-10-30 09:34:12.390374,host-00099,app-0052,bench-006,86.96,58.4,569121053,906509409,2536,54447682,97586008,60618,success,1159.74,0.737,182.76,OLTP,Production,None
metric-0000653,2025-10-30 09:39:12.390374,host-00165,app-0085,bench-058,70.14,78.05,868850641,17785833,3895,41872119,77228716,379796,failure,31.55,1.385,116.17,OLAP,Migration-Validation,None
metric-0000654,2025-10-30 09:44:12.390374,host-00125,app-0119,bench-024,80.82,39.38,972781009,531586684,3913,95438240,47323127,66511,success,3037.27,0.813,148.79,ML-Training,Load-Test,Network throughput degradation during peak load testing
metric-0000655,2025-10-30 09:49:12.390374,host-00048,app-0091,bench-058,92.41,82.88,542422088,976526419,8613,13332967,92169668,30987,success,1692.24,0.693,226.27,OLTP,Migration-Validation,Network throughput degradation during peak load testing
metric-0000656,2025-10-30 09:54:12.390374,host-00023,app-0042,bench-069,65.22,59.0,635845768,858841777,2324,36237293,46689096,80167,success,481.44,1.494,105.59,API,Production,Network throughput degradation during peak load testing
metric-0000657,2025-10-30 09:59:12.390374,host-00055,app-0053,bench-040,40.98,43.75,885352366,626645077,2865,1958823,53426770,21512,success,3738.67,0.935,89.02,Streaming,Load-Test,None
metric-0000658,2025-10-30 10:04:12.390374,host-00031,app-0059,bench-056,69.75,34.76,118411631,852422110,9562,59592080,65456208,339297,failure,66.92,0.944,122.84,OLTP,Baseline,None
metric-0000659,2025-10-30 10:09:12.390374,host-00188,app-0078,bench-048,41.68,52.6,71806458,976850621,4550,99318111,73446411,42461,success,4737.43,1.242,97.99,API,Production,CPU spike detected on host-00188 during Production phase
metric-0000660,2025-10-30 10:14:12.390374,host-00183,app-0026,bench-029,46.39,46.29,950668238,85156050,5059,19504336,35064148,65881,success,3611.94,0.518,114.74,OLAP,Production,None
metric-0000661,2025-10-30 10:19:12.390374,host-00002,app-0110,bench-069,65.99,60.96,138698623,522165546,9929,44115176,84836077,64194,success,2990.33,1.365,123.54,ML-Training,Migration-Validation,None
metric-0000662,2025-10-30 10:24:12.390374,host-00043,app-0121,bench-079,90.88,70.64,238569421,500072961,2939,91201906,66905505,69532,success,4837.18,0.869,169.37,API,Soak-Test,Memory pressure observed - 70.64% utilization exceeds threshold
metric-0000663,2025-10-30 10:29:12.390374,host-00053,app-0140,bench-045,82.77,80.79,831936757,284905654,4643,31343126,33754631,380610,failure,29.79,0.528,218.44,OLTP,Soak-Test,Memory pressure observed - 80.79% utilization exceeds threshold
metric-0000664,2025-10-30 10:34:12.390374,host-00157,app-0063,bench-058,60.18,42.59,963140014,926534126,2690,99169895,46662830,70466,success,563.25,1.342,135.86,Batch,Stress-Test,CPU spike detected on host-00157 during Stress-Test phase
metric-0000665,2025-10-30 10:39:12.390374,host-00068,app-0003,bench-021,66.53,68.39,148823167,311766415,2445,5864878,70632026,57128,success,863.53,0.705,171.1,Batch,Load-Test,None
metric-0000666,2025-10-30 10:44:12.390374,host-00170,app-0012,bench-075,49.95,66.67,492516677,960801280,817,34899087,72707772,91597,success,547.45,1.289,70.82,OLAP,Production,None
