kafka_metric_id,@timestamp,host_id,topic_name,consumer_group,consumer_lag,message_throughput_per_sec,topic_size_bytes,partition_count,broker_cpu_pct,broker_network_in_mb,broker_network_out_mb
kafka-0000360,2025-10-30 15:19:12.390374,host-00115,payments,analytics,12283,13022.48,330518066610,8,23.92,85.02,191.6
kafka-0000361,2025-10-30 15:29:12.390374,host-00033,customer-events,analytics,33270,10468.61,506124703936,8,51.48,105.49,580.72
kafka-0000362,2025-10-30 15:39:12.390374,host-00102,customer-events,audit-processor,83975,5355.71,855986542105,16,72.56,403.9,48.86
kafka-0000363,2025-10-30 15:49:12.390374,host-00078,audit-logs,trading-app,22032,3688.6,67648517549,64,40.82,822.58,112.7
kafka-0000364,2025-10-30 15:59:12.390374,host-00077,customer-events,reporting,8379,4095.27,793010716701,16,28.59,824.13,617.22
kafka-0000365,2025-10-30 16:09:12.390374,host-00002,trades,trading-app,45145,41118.85,959364468384,32,41.98,514.51,388.48
kafka-0000366,2025-10-30 16:19:12.390374,host-00186,market-data,analytics,18382,36196.99,12219387988,64,45.35,47.49,938.21
kafka-0000367,2025-10-30 16:29:12.390374,host-00098,market-data,risk-engine,32711,35439.16,447901782091,8,38.97,606.67,218.01
kafka-0000368,2025-10-30 16:39:12.390374,host-00017,customer-events,risk-engine,98110,21511.81,767524955818,32,54.86,327.34,137.89
kafka-0000369,2025-10-30 16:49:12.390374,host-00085,payments,trading-app,56117,11183.63,824905647807,16,26.29,217.61,287.39
kafka-0000370,2025-10-30 16:59:12.390374,host-00041,trades,trading-app,57641,4350.7,784715002036,32,22.07,794.45,549.62
kafka-0000371,2025-10-30 17:09:12.390374,host-00194,trades,reporting,12522,45522.55,927940716610,64,38.76,101.66,482.42
kafka-0000372,2025-10-30 17:19:12.390374,host-00120,market-data,audit-processor,23166,42596.09,527180841092,8,35.84,109.1,386.79
kafka-0000373,2025-10-30 17:29:12.390374,host-00126,audit-logs,analytics,96947,45873.43,57790460189,16,51.84,290.19,501.95
kafka-0000374,2025-10-30 17:39:12.390374,host-00125,audit-logs,reporting,60790,41778.2,33595884500,32,23.68,30.74,627.37
kafka-0000375,2025-10-30 17:49:12.390374,host-00138,payments,trading-app,23288,7458.43,357112209601,64,27.94,643.16,762.65
kafka-0000376,2025-10-30 17:59:12.390374,host-00053,trades,analytics,92416,48240.7,924051542443,32,60.79,827.12,230.19
kafka-0000377,2025-10-30 18:09:12.390374,host-00051,trades,trading-app,27296,38699.01,106592124934,64,50.34,340.31,245.61
kafka-0000378,2025-10-30 18:19:12.390374,host-00179,trades,trading-app,48393,6370.96,643519036190,16,61.98,60.78,606.01
kafka-0000379,2025-10-30 18:29:12.390374,host-00177,payments,reporting,99706,47980.95,635345934827,8,21.61,840.05,881.19
kafka-0000380,2025-10-30 18:39:12.390374,host-00189,market-data,risk-engine,48954,8945.56,787428666495,64,43.47,374.86,265.49
kafka-0000381,2025-10-30 18:49:12.390374,host-00128,risk-events,risk-engine,80252,1092.6,261841274796,16,61.03,808.14,468.79
kafka-0000382,2025-10-30 18:59:12.390374,host-00097,risk-events,risk-engine,98276,49620.08,610915580134,64,43.95,984.01,826.8
kafka-0000383,2025-10-30 19:09:12.390374,host-00014,risk-events,analytics,77744,13275.55,341001566386,8,42.42,208.85,654.0
kafka-0000384,2025-10-30 19:19:12.390374,host-00167,trades,analytics,25571,14508.19,148818378469,16,23.64,47.06,701.23
kafka-0000385,2025-10-30 19:29:12.390374,host-00030,market-data,audit-processor,37772,991.84,210145681321,32,48.95,255.97,656.58
kafka-0000386,2025-10-30 19:39:12.390374,host-00081,market-data,risk-engine,51784,14503.55,132090799143,8,76.99,130.86,112.61
kafka-0000387,2025-10-30 19:49:12.390374,host-00006,audit-logs,analytics,17106,48510.46,847786231565,16,44.13,872.56,277.22
kafka-0000388,2025-10-30 19:59:12.390374,host-00113,customer-events,reporting,81937,32422.15,244785591442,16,23.32,935.24,34.94
kafka-0000389,2025-10-30 20:09:12.390374,host-00156,audit-logs,audit-processor,86950,18895.95,151954971103,16,25.21,150.01,252.25
kafka-0000390,2025-10-30 20:19:12.390374,host-00136,payments,analytics,85737,453.5,676377656861,8,54.23,730.77,746.26
kafka-0000391,2025-10-30 20:29:12.390374,host-00017,customer-events,trading-app,48141,45112.99,43572984440,8,79.98,268.72,706.94
kafka-0000392,2025-10-30 20:39:12.390374,host-00017,audit-logs,audit-processor,57082,41674.04,776472084757,64,42.29,955.0,752.46
kafka-0000393,2025-10-30 20:49:12.390374,host-00129,risk-events,reporting,27056,1257.4,380132512818,32,40.74,343.1,597.47
kafka-0000394,2025-10-30 20:59:12.390374,host-00019,risk-events,analytics,37578,19018.61,103532621015,16,33.3,311.4,330.45
kafka-0000395,2025-10-30 21:09:12.390374,host-00096,payments,reporting,30577,35654.54,482205843921,64,64.9,876.87,170.39
kafka-0000396,2025-10-30 21:19:12.390374,host-00179,audit-logs,reporting,47946,41694.24,316127028865,16,35.7,715.38,592.31
kafka-0000397,2025-10-30 21:29:12.390374,host-00088,trades,trading-app,8298,49859.65,566663021659,32,25.13,564.27,769.39
kafka-0000398,2025-10-30 21:39:12.390374,host-00023,customer-events,reporting,10639,1892.92,948856847016,64,54.56,623.7,571.22
kafka-0000399,2025-10-30 21:49:12.390374,host-00097,audit-logs,audit-processor,61244,32945.96,462804697579,32,34.63,745.18,367.19
kafka-0000400,2025-10-30 21:59:12.390374,host-00193,payments,risk-engine,12940,19772.51,625737203467,8,67.92,717.67,854.59
kafka-0000401,2025-10-30 22:09:12.390374,host-00115,risk-events,reporting,61445,22964.42,751382877031,16,62.77,585.19,981.16
kafka-0000402,2025-10-30 22:19:12.390374,host-00139,risk-events,audit-processor,71662,9475.1,291254896751,32,67.6,843.62,801.41
kafka-0000403,2025-10-30 22:29:12.390374,host-00184,customer-events,trading-app,17960,43679.98,315662733812,8,33.1,244.98,888.53
kafka-0000404,2025-10-30 22:39:12.390374,host-00025,market-data,trading-app,95484,40046.13,894487538639,8,24.06,349.55,42.04
kafka-0000405,2025-10-30 22:49:12.390374,host-00146,market-data,risk-engine,93145,27139.12,7694713544,64,29.77,587.61,229.99
kafka-0000406,2025-10-30 22:59:12.390374,host-00064,market-data,audit-processor,81337,15103.78,924685338645,32,26.03,843.16,888.06
kafka-0000407,2025-10-30 23:09:12.390374,host-00019,payments,reporting,73280,44871.74,154251828343,64,72.71,711.17,37.98
kafka-0000408,2025-10-30 23:19:12.390374,host-00181,risk-events,audit-processor,66922,35370.98,505591346643,32,33.28,222.08,567.74
kafka-0000409,2025-10-30 23:29:12.390374,host-00033,audit-logs,trading-app,76015,3871.53,928450455210,64,40.83,145.31,984.97
kafka-0000410,2025-10-30 23:39:12.390374,host-00095,risk-events,risk-engine,54190,24138.75,351787628731,8,72.6,713.39,907.16
kafka-0000411,2025-10-30 23:49:12.390374,host-00148,audit-logs,analytics,31592,37838.43,314122993028,16,75.22,216.16,247.32
kafka-0000412,2025-10-30 23:59:12.390374,host-00195,customer-events,analytics,93969,34526.09,488318740552,8,76.94,566.08,856.16
kafka-0000413,2025-10-31 00:09:12.390374,host-00179,market-data,risk-engine,54825,29598.74,466842020537,32,77.29,314.0,982.16
kafka-0000414,2025-10-31 00:19:12.390374,host-00002,payments,trading-app,66952,31792.29,319622258288,8,22.36,225.03,629.25
kafka-0000415,2025-10-31 00:29:12.390374,host-00140,risk-events,audit-processor,41935,38370.25,823584982191,16,44.0,695.27,218.42
kafka-0000416,2025-10-31 00:39:12.390374,host-00061,audit-logs,audit-processor,21285,6553.57,126772726593,16,25.07,487.6,378.53
kafka-0000417,2025-10-31 00:49:12.390374,host-00041,risk-events,reporting,49774,49927.09,36453743341,8,61.13,826.71,451.45
kafka-0000418,2025-10-31 00:59:12.390374,host-00105,audit-logs,reporting,23187,14615.81,534078887263,16,68.61,632.93,204.54
kafka-0000419,2025-10-31 01:09:12.390374,host-00138,trades,audit-processor,95471,16967.03,495432822310,16,45.82,518.57,10.22
kafka-0000420,2025-10-31 01:19:12.390374,host-00002,market-data,analytics,98860,36524.13,543065086563,8,31.9,261.26,261.38
kafka-0000421,2025-10-31 01:29:12.390374,host-00082,payments,risk-engine,5177,11757.22,905740624864,16,37.51,614.04,978.75
kafka-0000422,2025-10-31 01:39:12.390374,host-00116,risk-events,audit-processor,9054,23258.9,154118385322,8,45.69,185.06,397.89
kafka-0000423,2025-10-31 01:49:12.390374,host-00190,audit-logs,reporting,3152,43949.81,86575287568,64,30.0,906.27,257.78
kafka-0000424,2025-10-31 01:59:12.390374,host-00175,customer-events,reporting,12497,16099.78,199325749099,16,67.76,335.89,704.05
kafka-0000425,2025-10-31 02:09:12.390374,host-00024,market-data,analytics,89706,33772.16,858389541980,32,42.0,669.64,471.24
kafka-0000426,2025-10-31 02:19:12.390374,host-00007,trades,risk-engine,64451,42132.56,329838668317,16,51.66,136.03,430.84
kafka-0000427,2025-10-31 02:29:12.390374,host-00168,risk-events,reporting,61790,44277.37,613081040407,32,68.25,250.7,966.07
kafka-0000428,2025-10-31 02:39:12.390374,host-00193,market-data,audit-processor,39597,42697.42,84670201566,64,20.1,459.23,726.46
kafka-0000429,2025-10-31 02:49:12.390374,host-00001,market-data,reporting,99611,4615.56,219853394773,8,30.36,107.16,977.12
kafka-0000430,2025-10-31 02:59:12.390374,host-00106,trades,risk-engine,87930,47545.08,684033831301,8,71.49,107.39,839.26
kafka-0000431,2025-10-31 03:09:12.390374,host-00023,payments,trading-app,20426,12573.3,739666582481,32,26.67,89.53,96.59
kafka-0000432,2025-10-31 03:19:12.390374,host-00037,payments,risk-engine,17527,11956.7,799024516721,8,21.91,65.93,859.05
kafka-0000433,2025-10-31 03:29:12.390374,host-00102,risk-events,reporting,96415,9857.02,212177817144,8,22.39,131.83,34.14
kafka-0000434,2025-10-31 03:39:12.390374,host-00032,audit-logs,audit-processor,42048,45018.18,687609549861,8,74.75,599.24,783.27
kafka-0000435,2025-10-31 03:49:12.390374,host-00196,payments,audit-processor,29812,47062.54,63480362375,8,41.75,47.23,674.92
kafka-0000436,2025-10-31 03:59:12.390374,host-00083,customer-events,trading-app,14515,16849.47,18914990453,32,72.22,968.92,636.04
kafka-0000437,2025-10-31 04:09:12.390374,host-00055,risk-events,audit-processor,85011,23262.4,698246274122,64,24.81,67.1,738.79
kafka-0000438,2025-10-31 04:19:12.390374,host-00135,market-data,trading-app,8653,32065.65,191199125677,64,21.65,779.31,80.73
kafka-0000439,2025-10-31 04:29:12.390374,host-00023,risk-events,risk-engine,89635,35944.31,259022327941,8,46.94,836.3,910.7
kafka-0000440,2025-10-31 04:39:12.390374,host-00054,customer-events,risk-engine,42624,1437.3,403188861871,32,53.84,63.74,472.46
kafka-0000441,2025-10-31 04:49:12.390374,host-00191,market-data,audit-processor,76604,13825.91,144019635418,32,62.41,984.17,627.45
kafka-0000442,2025-10-31 04:59:12.390374,host-00172,audit-logs,risk-engine,26765,41851.77,420906842851,16,35.5,204.52,240.96
kafka-0000443,2025-10-31 05:09:12.390374,host-00079,audit-logs,risk-engine,62239,32482.11,701969230826,8,43.65,795.48,907.48
kafka-0000444,2025-10-31 05:19:12.390374,host-00062,risk-events,reporting,73630,44552.0,892448333035,8,69.86,77.92,991.64
kafka-0000445,2025-10-31 05:29:12.390374,host-00182,payments,audit-processor,46363,16123.76,974331261327,64,34.29,651.89,47.3
kafka-0000446,2025-10-31 05:39:12.390374,host-00023,risk-events,reporting,37333,7178.07,530894252061,16,53.47,443.68,231.07
kafka-0000447,2025-10-31 05:49:12.390374,host-00084,market-data,trading-app,31563,40833.91,511120730394,16,28.23,895.9,825.61
kafka-0000448,2025-10-31 05:59:12.390374,host-00046,payments,risk-engine,57220,11603.91,9496246037,32,25.68,993.54,421.72
kafka-0000449,2025-10-31 06:09:12.390374,host-00119,market-data,audit-processor,89980,34931.12,722515129419,16,78.24,439.24,194.46
kafka-0000450,2025-10-31 06:19:12.390374,host-00176,market-data,trading-app,31099,47970.56,630494004113,8,32.18,262.38,972.01
kafka-0000451,2025-10-31 06:29:12.390374,host-00133,market-data,trading-app,41281,31133.26,114569042591,64,50.84,44.15,989.71
kafka-0000452,2025-10-31 06:39:12.390374,host-00197,risk-events,risk-engine,70821,21271.05,449241341243,32,75.9,806.61,220.1
kafka-0000453,2025-10-31 06:49:12.390374,host-00120,audit-logs,audit-processor,30233,37754.98,933941264602,8,69.42,116.56,706.87
kafka-0000454,2025-10-31 06:59:12.390374,host-00005,payments,reporting,42501,17926.22,441775799842,8,29.62,266.43,468.91
kafka-0000455,2025-10-31 07:09:12.390374,host-00040,payments,reporting,62909,32659.44,71367279595,16,49.76,831.17,184.31
kafka-0000456,2025-10-31 07:19:12.390374,host-00148,risk-events,audit-processor,34196,3615.46,407068754831,16,64.55,468.18,846.78
kafka-0000457,2025-10-31 07:29:12.390374,host-00194,audit-logs,analytics,51988,2496.6,194898091200,64,31.46,608.81,719.66
kafka-0000458,2025-10-31 07:39:12.390374,host-00127,audit-logs,trading-app,64900,48816.47,607930933556,16,71.34,68.2,334.09
kafka-0000459,2025-10-31 07:49:12.390374,host-00178,trades,trading-app,79801,41792.8,492282148721,16,27.16,538.69,894.98
kafka-0000460,2025-10-31 07:59:12.390374,host-00063,audit-logs,audit-processor,55462,27780.31,959553876442,64,46.49,688.02,440.34
kafka-0000461,2025-10-31 08:09:12.390374,host-00051,audit-logs,audit-processor,81081,33692.74,823442253816,32,24.28,153.54,52.35
kafka-0000462,2025-10-31 08:19:12.390374,host-00121,audit-logs,audit-processor,45334,36537.41,546447041154,32,30.08,21.46,495.89
kafka-0000463,2025-10-31 08:29:12.390374,host-00198,audit-logs,risk-engine,20999,11226.67,612696835849,32,21.64,15.67,659.22
kafka-0000464,2025-10-31 08:39:12.390374,host-00155,payments,trading-app,87122,48304.46,465784439254,64,58.98,804.58,771.1
kafka-0000465,2025-10-31 08:49:12.390374,host-00079,customer-events,reporting,37727,36584.8,34188800115,16,39.85,303.83,91.68
kafka-0000466,2025-10-31 08:59:12.390374,host-00165,audit-logs,audit-processor,20784,13194.23,819275979052,8,35.29,281.79,248.33
kafka-0000467,2025-10-31 09:09:12.390374,host-00035,payments,audit-processor,4767,27130.39,841019633708,32,41.65,69.31,80.68
kafka-0000468,2025-10-31 09:19:12.390374,host-00074,audit-logs,risk-engine,36798,43614.51,123240337183,32,47.3,968.43,815.94
kafka-0000469,2025-10-31 09:29:12.390374,host-00141,market-data,reporting,67837,4818.8,742630254800,8,67.94,63.48,270.92
kafka-0000470,2025-10-31 09:39:12.390374,host-00103,customer-events,risk-engine,20168,26029.47,646288772554,16,66.39,742.07,796.91
kafka-0000471,2025-10-31 09:49:12.390374,host-00148,trades,audit-processor,29610,25517.31,134087915262,8,47.05,350.91,575.38
kafka-0000472,2025-10-31 09:59:12.390374,host-00013,customer-events,audit-processor,11928,6387.85,101224346555,8,39.11,244.66,742.52
kafka-0000473,2025-10-31 10:09:12.390374,host-00035,audit-logs,analytics,91079,18574.08,323117521150,32,31.38,626.15,86.67
kafka-0000474,2025-10-31 10:19:12.390374,host-00196,customer-events,reporting,59529,40575.2,166222230797,8,72.36,726.01,785.74
kafka-0000475,2025-10-31 10:29:12.390374,host-00117,customer-events,analytics,95178,13438.15,434974074571,16,53.27,315.33,567.07
kafka-0000476,2025-10-31 10:39:12.390374,host-00047,market-data,reporting,97488,49409.98,426938922563,8,48.64,655.19,708.48
kafka-0000477,2025-10-31 10:49:12.390374,host-00091,audit-logs,trading-app,70202,46571.28,349714739292,32,27.17,654.35,846.6
kafka-0000478,2025-10-31 10:59:12.390374,host-00025,audit-logs,reporting,68893,21729.73,830769062497,16,57.25,527.25,414.27
kafka-0000479,2025-10-31 11:09:12.390374,host-00167,audit-logs,audit-processor,87524,10681.73,351500030491,16,74.11,598.25,382.28
kafka-0000480,2025-10-31 11:19:12.390374,host-00028,audit-logs,risk-engine,64907,34840.85,453344758242,8,45.86,540.88,859.01
kafka-0000481,2025-10-31 11:29:12.390374,host-00094,market-data,trading-app,88014,17852.69,800329164471,32,47.8,533.81,571.06
kafka-0000482,2025-10-31 11:39:12.390374,host-00100,payments,audit-processor,88710,49061.34,104742411192,8,45.23,206.87,690.92
kafka-0000483,2025-10-31 11:49:12.390374,host-00127,risk-events,audit-processor,46315,20919.94,665687148197,16,68.63,928.53,265.77
kafka-0000484,2025-10-31 11:59:12.390374,host-00064,customer-events,trading-app,608,45044.03,541103647511,32,38.52,834.11,514.89
kafka-0000485,2025-10-31 12:09:12.390374,host-00126,payments,audit-processor,64142,34495.03,860457849285,32,37.13,518.25,84.71
kafka-0000486,2025-10-31 12:19:12.390374,host-00115,audit-logs,risk-engine,73626,28879.38,487232871938,8,75.19,498.57,758.88
kafka-0000487,2025-10-31 12:29:12.390374,host-00065,market-data,audit-processor,88495,22179.01,53088990263,8,23.07,789.33,555.64
kafka-0000488,2025-10-31 12:39:12.390374,host-00196,risk-events,risk-engine,9894,22082.22,477621457732,64,73.94,456.4,924.44
kafka-0000489,2025-10-31 12:49:12.390374,host-00007,trades,trading-app,99826,25701.2,898907156708,16,77.71,594.97,202.51
kafka-0000490,2025-10-31 12:59:12.390374,host-00127,trades,audit-processor,46286,4838.19,10643579387,32,55.3,363.18,409.48
kafka-0000491,2025-10-31 13:09:12.390374,host-00108,audit-logs,reporting,74405,23988.93,752997534270,64,33.08,651.44,518.53
kafka-0000492,2025-10-31 13:19:12.390374,host-00134,risk-events,trading-app,11830,20577.03,91775144824,64,45.07,237.02,732.8
kafka-0000493,2025-10-31 13:29:12.390374,host-00198,audit-logs,risk-engine,3684,31990.26,890872911640,32,49.27,337.26,728.94
kafka-0000494,2025-10-31 13:39:12.390374,host-00186,market-data,analytics,57434,10459.0,614869810265,64,78.41,230.01,958.36
kafka-0000495,2025-10-31 13:49:12.390374,host-00136,customer-events,reporting,33216,10470.98,153666317172,8,72.28,676.88,511.99
kafka-0000496,2025-10-31 13:59:12.390374,host-00101,customer-events,analytics,31958,2741.14,698673005007,16,48.71,600.62,687.1
kafka-0000497,2025-10-31 14:09:12.390374,host-00083,customer-events,trading-app,30119,44103.21,428041614505,16,70.43,757.97,707.65
kafka-0000498,2025-10-31 14:19:12.390374,host-00104,risk-events,analytics,17233,26247.75,486877451919,32,57.06,780.67,660.35
kafka-0000499,2025-10-31 14:29:12.390374,host-00031,payments,trading-app,86376,49521.68,894291198804,8,64.77,784.12,799.93
kafka-0000500,2025-10-31 14:39:12.390374,host-00003,trades,trading-app,35553,19310.43,430668106477,32,79.77,480.44,964.11
kafka-0000501,2025-10-31 14:49:12.390374,host-00067,risk-events,reporting,84226,20351.1,454080869785,8,46.4,251.95,823.45
kafka-0000502,2025-10-31 14:59:12.390374,host-00058,risk-events,risk-engine,91185,2688.89,928556239316,8,78.53,889.78,539.64
kafka-0000503,2025-10-31 15:09:12.390374,host-00150,audit-logs,trading-app,10518,3469.19,147221359939,64,26.38,158.49,477.12
kafka-0000504,2025-10-31 15:19:12.390374,host-00067,risk-events,risk-engine,48205,15334.98,719955109522,32,56.5,388.01,269.52
kafka-0000505,2025-10-31 15:29:12.390374,host-00137,audit-logs,analytics,41993,46948.67,744548748809,8,58.16,863.3,601.42
kafka-0000506,2025-10-31 15:39:12.390374,host-00100,trades,trading-app,45430,28957.39,528607926817,16,42.19,309.85,26.15
kafka-0000507,2025-10-31 15:49:12.390374,host-00127,trades,audit-processor,90423,36150.77,615489486686,32,59.17,492.75,491.71
kafka-0000508,2025-10-31 15:59:12.390374,host-00070,risk-events,analytics,26825,26873.12,892631843023,16,60.08,958.4,860.67
kafka-0000509,2025-10-31 16:09:12.390374,host-00067,risk-events,analytics,91216,14747.27,245702850969,8,32.78,527.05,340.37
kafka-0000510,2025-10-31 16:19:12.390374,host-00191,market-data,trading-app,5815,5703.67,732286865423,16,54.1,731.69,338.44
kafka-0000511,2025-10-31 16:29:12.390374,host-00058,payments,risk-engine,50917,11979.45,135190749597,16,54.55,881.07,25.44
kafka-0000512,2025-10-31 16:39:12.390374,host-00159,trades,analytics,22893,25077.57,390094369169,32,79.82,52.92,682.44
kafka-0000513,2025-10-31 16:49:12.390374,host-00021,customer-events,analytics,65535,1636.61,263293281704,16,25.13,634.3,412.09
kafka-0000514,2025-10-31 16:59:12.390374,host-00053,audit-logs,audit-processor,60843,21088.88,199338673159,8,52.03,929.3,762.37
kafka-0000515,2025-10-31 17:09:12.390374,host-00088,payments,analytics,12711,11123.53,548316496487,8,27.13,168.51,720.5
kafka-0000516,2025-10-31 17:19:12.390374,host-00181,market-data,reporting,34213,39381.56,379708503086,8,69.53,544.99,241.14
kafka-0000517,2025-10-31 17:29:12.390374,host-00088,trades,audit-processor,32410,12411.14,921359122744,64,49.36,658.43,915.98
kafka-0000518,2025-10-31 17:39:12.390374,host-00141,risk-events,trading-app,96876,8487.19,916434337114,8,70.32,957.95,942.95
kafka-0000519,2025-10-31 17:49:12.390374,host-00174,risk-events,analytics,54986,4134.85,851956334609,16,27.74,111.65,368.36
kafka-0000520,2025-10-31 17:59:12.390374,host-00178,trades,reporting,42920,43289.71,677000408198,32,53.84,766.94,798.51
kafka-0000521,2025-10-31 18:09:12.390374,host-00066,market-data,reporting,11253,9170.62,301444440228,8,22.7,913.0,621.79
kafka-0000522,2025-10-31 18:19:12.390374,host-00024,trades,analytics,40374,13082.85,881038634904,8,20.52,142.98,830.34
kafka-0000523,2025-10-31 18:29:12.390374,host-00047,audit-logs,reporting,92376,36457.62,55366886500,16,57.29,381.4,445.17
kafka-0000524,2025-10-31 18:39:12.390374,host-00053,risk-events,risk-engine,56763,28316.04,976983702980,16,32.44,31.9,952.13
kafka-0000525,2025-10-31 18:49:12.390374,host-00086,payments,trading-app,93532,18693.73,420749637474,32,75.29,582.01,873.69
kafka-0000526,2025-10-31 18:59:12.390374,host-00056,payments,risk-engine,46094,47040.19,22140779239,32,72.74,837.8,797.8
kafka-0000527,2025-10-31 19:09:12.390374,host-00109,trades,analytics,68842,20944.63,195387489121,8,29.77,18.47,443.65
kafka-0000528,2025-10-31 19:19:12.390374,host-00194,payments,trading-app,88307,29086.13,25180307135,16,51.07,954.31,290.53
kafka-0000529,2025-10-31 19:29:12.390374,host-00162,payments,audit-processor,69201,18097.01,455874753091,64,44.59,694.72,973.13
kafka-0000530,2025-10-31 19:39:12.390374,host-00046,payments,trading-app,92467,35879.1,555194720720,32,38.7,531.88,224.86
kafka-0000531,2025-10-31 19:49:12.390374,host-00088,risk-events,trading-app,19333,19319.38,287048548438,16,47.04,101.02,319.94
kafka-0000532,2025-10-31 19:59:12.390374,host-00171,trades,audit-processor,98197,11192.21,167001755311,16,69.2,87.74,444.35
kafka-0000533,2025-10-31 20:09:12.390374,host-00072,trades,reporting,82580,12372.86,951343435657,32,64.04,755.71,564.4
kafka-0000534,2025-10-31 20:19:12.390374,host-00006,trades,trading-app,81728,26495.51,693664776351,64,22.14,691.0,742.61
kafka-0000535,2025-10-31 20:29:12.390374,host-00184,risk-events,audit-processor,18461,1103.01,938742631263,16,31.83,304.64,764.03
kafka-0000536,2025-10-31 20:39:12.390374,host-00060,market-data,trading-app,8883,24222.66,119325297324,32,61.16,205.93,12.38
kafka-0000537,2025-10-31 20:49:12.390374,host-00175,risk-events,risk-engine,52735,2898.18,439423597139,8,51.39,282.27,67.8
kafka-0000538,2025-10-31 20:59:12.390374,host-00069,payments,trading-app,39613,11966.0,329031442810,16,24.85,430.67,717.06
kafka-0000539,2025-10-31 21:09:12.390374,host-00136,payments,reporting,35721,13445.12,326489806160,32,79.98,251.71,783.82
kafka-0000540,2025-10-31 21:19:12.390374,host-00089,market-data,reporting,91942,16296.62,243248258527,8,66.34,560.33,127.6
kafka-0000541,2025-10-31 21:29:12.390374,host-00076,trades,risk-engine,49952,33310.26,631665961828,8,72.47,283.18,78.53
kafka-0000542,2025-10-31 21:39:12.390374,host-00057,audit-logs,reporting,68807,20188.71,48583691181,32,41.07,102.01,481.66
kafka-0000543,2025-10-31 21:49:12.390374,host-00105,audit-logs,reporting,20060,24048.51,22732334280,32,58.08,188.25,616.7
kafka-0000544,2025-10-31 21:59:12.390374,host-00115,trades,analytics,3314,37284.25,321998153387,16,22.19,916.11,677.83
kafka-0000545,2025-10-31 22:09:12.390374,host-00021,payments,analytics,28240,16284.89,556826164386,32,67.67,290.79,661.2
kafka-0000546,2025-10-31 22:19:12.390374,host-00061,trades,audit-processor,54904,28864.39,700909381865,16,57.07,460.14,884.21
kafka-0000547,2025-10-31 22:29:12.390374,host-00022,risk-events,analytics,74604,6991.29,212981457000,64,35.36,404.83,553.02
kafka-0000548,2025-10-31 22:39:12.390374,host-00139,trades,reporting,55281,25861.69,685350644323,64,77.75,874.74,994.32
kafka-0000549,2025-10-31 22:49:12.390374,host-00068,payments,risk-engine,8068,36348.2,679041806549,32,50.3,460.39,135.12
kafka-0000550,2025-10-31 22:59:12.390374,host-00111,market-data,reporting,25611,46388.03,361652821143,16,65.62,952.26,634.39
kafka-0000551,2025-10-31 23:09:12.390374,host-00150,trades,trading-app,78996,39103.29,285343696595,16,45.0,145.91,11.32
kafka-0000552,2025-10-31 23:19:12.390374,host-00199,risk-events,risk-engine,97629,21704.32,981375547571,16,27.48,992.9,170.29
kafka-0000553,2025-10-31 23:29:12.390374,host-00038,risk-events,analytics,51575,15779.59,946013141040,16,23.99,998.57,966.6
kafka-0000554,2025-10-31 23:39:12.390374,host-00198,market-data,reporting,16125,14259.4,596358071779,32,49.63,537.11,267.35
kafka-0000555,2025-10-31 23:49:12.390374,host-00035,payments,reporting,91538,16200.48,723809441186,16,78.38,398.8,478.87
kafka-0000556,2025-10-31 23:59:12.390374,host-00026,audit-logs,trading-app,34079,12554.1,750109543207,16,46.3,679.6,319.86
kafka-0000557,2025-11-01 00:09:12.390374,host-00169,payments,analytics,95464,40820.06,14983066189,16,68.94,848.4,854.62
kafka-0000558,2025-11-01 00:19:12.390374,host-00174,risk-events,audit-processor,76613,14787.17,939845888892,8,52.86,691.56,956.04
kafka-0000559,2025-11-01 00:29:12.390374,host-00137,market-data,analytics,48836,35474.06,785700426712,16,66.21,734.64,399.83
kafka-0000560,2025-11-01 00:39:12.390374,host-00018,audit-logs,trading-app,35724,33623.95,335404028308,8,79.9,927.18,503.8
kafka-0000561,2025-11-01 00:49:12.390374,host-00196,risk-events,trading-app,49129,32233.16,709182392970,16,31.46,154.18,927.52
kafka-0000562,2025-11-01 00:59:12.390374,host-00168,payments,risk-engine,65291,7724.53,882009836798,8,67.19,44.18,775.4
kafka-0000563,2025-11-01 01:09:12.390374,host-00061,audit-logs,risk-engine,61326,42167.5,796612567961,64,74.68,801.69,906.37
kafka-0000564,2025-11-01 01:19:12.390374,host-00092,risk-events,reporting,27879,11860.59,579841421945,64,37.14,488.65,224.24
kafka-0000565,2025-11-01 01:29:12.390374,host-00109,trades,reporting,45611,44965.58,479669904767,32,62.18,401.2,601.42
kafka-0000566,2025-11-01 01:39:12.390374,host-00083,customer-events,reporting,95767,21335.23,56433049212,64,63.6,264.85,40.32
kafka-0000567,2025-11-01 01:49:12.390374,host-00065,risk-events,trading-app,4060,48951.18,283539072344,32,55.28,506.89,850.04
kafka-0000568,2025-11-01 01:59:12.390374,host-00192,payments,reporting,73034,15975.47,890116867169,64,22.97,769.79,536.39
kafka-0000569,2025-11-01 02:09:12.390374,host-00153,trades,risk-engine,3904,7643.0,396757368707,32,36.26,430.03,114.39
kafka-0000570,2025-11-01 02:19:12.390374,host-00130,audit-logs,trading-app,85251,4181.18,380334420323,64,39.81,186.77,489.63
kafka-0000571,2025-11-01 02:29:12.390374,host-00117,market-data,audit-processor,9697,47391.62,196531470718,16,59.25,214.94,841.99
