event_id,@timestamp,imsi,auth_result,hss_response_code,mme_host,cell_id,authentication_type,roaming_partner,response_time_ms,retry_count
AUTH-00000830,2025-09-08 08:40:36.592994,311480587327688,SUCCESS,SUCCESS,MME-04,CELL-0041,EPS_AKA,Vodafone,261,0
AUTH-00000831,2025-09-08 09:48:56.592994,311480188361131,SUCCESS,SUCCESS,MME-02,CELL-0086,5G_AKA,Orange,55,0
AUTH-00000832,2025-09-08 10:50:22.592994,312530609011170,FAILURE,HSS_TIMEOUT,MME-05,CELL-0078,UMTS_AKA,China Mobile,830,1
AUTH-00000833,2025-09-08 10:52:56.592994,310160125693137,FAILURE,SYNC_FAILURE,MME-01,CELL-0042,UMTS_AKA,Orange,1070,5
AUTH-00000834,2025-09-08 11:09:17.592994,310260661418890,SUCCESS,SUCCESS,MME-05,CELL-0057,EPS_AKA,AT&T,371,0
AUTH-00000835,2025-09-08 11:28:05.592994,310260711725793,SUCCESS,SUCCESS,MME-05,CELL-0018,EPS_AKA,AT&T,196,0
AUTH-00000836,2025-09-08 12:27:47.592994,310260931276790,SUCCESS,SUCCESS,MME-03,CELL-0034,EPS_AKA,Vodafone,199,0
AUTH-00000837,2025-09-08 13:23:01.592994,311480986315070,FAILURE,AUTH_VECTOR_MISMATCH,MME-01,CELL-0046,EAP_AKA,AT&T,582,5
AUTH-00000838,2025-09-08 13:54:10.592994,310160325449243,SUCCESS,SUCCESS,MME-01,CELL-0090,UMTS_AKA,Vodafone,89,0
AUTH-00000839,2025-09-08 14:07:33.592994,310160106352906,SUCCESS,SUCCESS,MME-01,CELL-0083,EAP_AKA,Verizon,77,0
AUTH-00000840,2025-09-08 14:26:37.592994,311480862322426,SUCCESS,SUCCESS,MME-01,CELL-0034,EAP_AKA,None,76,0
AUTH-00000841,2025-09-08 14:59:05.592994,311480292893898,SUCCESS,SUCCESS,MME-01,CELL-0032,EAP_AKA,AT&T,86,0
AUTH-00000842,2025-09-08 16:23:29.592994,310260998855474,SUCCESS,SUCCESS,MME-04,CELL-0012,UMTS_AKA,Verizon,115,0
AUTH-00000843,2025-09-08 18:05:58.592994,311480310849702,FAILURE,HSS_TIMEOUT,MME-01,CELL-0064,5G_AKA,China Mobile,277,1
AUTH-00000844,2025-09-08 19:01:47.592994,311480986657074,TIMEOUT,ROAMING_NOT_ALLOWED,MME-01,CELL-0094,5G_AKA,Orange,486,4
AUTH-00000845,2025-09-08 19:28:52.592994,312530184530471,SUCCESS,SUCCESS,MME-02,CELL-0080,5G_AKA,China Mobile,320,0
AUTH-00000846,2025-09-08 20:01:26.592994,312530772474834,FAILURE,DATABASE_ERROR,MME-04,CELL-0014,EPS_AKA,Verizon,1973,1
AUTH-00000847,2025-09-08 20:33:17.592994,310260522546006,SUCCESS,SUCCESS,MME-05,CELL-0047,UMTS_AKA,Vodafone,104,0
AUTH-00000848,2025-09-08 20:41:22.592994,311480739901517,REJECTED,SYNC_FAILURE,MME-02,CELL-0058,5G_AKA,Orange,749,4
AUTH-00000849,2025-09-08 20:53:27.592994,310160812258604,SUCCESS,SUCCESS,MME-05,CELL-0078,EAP_AKA,China Mobile,58,0
AUTH-00000850,2025-09-08 20:56:08.592994,310260639631723,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-01,CELL-0092,5G_AKA,Telstra,1579,1
AUTH-00000851,2025-09-08 21:38:05.592994,312530326668669,FAILURE,SUBSCRIBER_UNKNOWN,MME-05,CELL-0053,UMTS_AKA,Telstra,1471,4
AUTH-00000852,2025-09-08 21:46:20.592994,310260660126333,FAILURE,AUTH_VECTOR_MISMATCH,MME-01,CELL-0015,EPS_AKA,Telstra,397,2
AUTH-00000853,2025-09-08 22:09:59.592994,312530626359306,FAILURE,DATABASE_ERROR,MME-01,CELL-0015,EAP_AKA,Vodafone,2369,2
AUTH-00000854,2025-09-08 22:15:23.592994,311480469739706,FAILURE,ROAMING_NOT_ALLOWED,MME-01,CELL-0094,UMTS_AKA,Vodafone,2768,1
AUTH-00000855,2025-09-08 22:42:20.592994,312530322084994,SUCCESS,SUCCESS,MME-05,CELL-0008,5G_AKA,Telstra,315,0
AUTH-00000856,2025-09-08 23:08:33.592994,310260440471967,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-03,CELL-0046,5G_AKA,Orange,204,2
AUTH-00000857,2025-09-09 00:42:33.592994,312530829729511,SUCCESS,SUCCESS,MME-04,CELL-0077,EAP_AKA,Verizon,172,0
AUTH-00000858,2025-09-09 01:16:41.592994,310160112281411,SUCCESS,SUCCESS,MME-05,CELL-0027,UMTS_AKA,Verizon,440,0
AUTH-00000859,2025-09-09 01:23:43.592994,310160197426385,SUCCESS,SUCCESS,MME-02,CELL-0094,5G_AKA,Vodafone,83,0
AUTH-00000860,2025-09-09 02:37:27.592994,312530557720176,SUCCESS,SUCCESS,MME-01,CELL-0001,EAP_AKA,China Mobile,107,0
AUTH-00000861,2025-09-09 03:22:03.592994,310160268888062,SUCCESS,SUCCESS,MME-04,CELL-0041,UMTS_AKA,China Mobile,106,0
AUTH-00000862,2025-09-09 03:42:08.592994,310160320478336,REJECTED,SUBSCRIBER_UNKNOWN,MME-01,CELL-0082,5G_AKA,Telstra,205,4
AUTH-00000863,2025-09-09 04:13:14.592994,312530103858542,SUCCESS,SUCCESS,MME-05,CELL-0065,5G_AKA,Vodafone,298,0
AUTH-00000864,2025-09-09 04:21:12.592994,312530466277659,SUCCESS,SUCCESS,MME-02,CELL-0023,EAP_AKA,AT&T,125,0
AUTH-00000865,2025-09-09 04:30:07.592994,312530437664256,SUCCESS,SUCCESS,MME-02,CELL-0045,5G_AKA,Orange,324,0
AUTH-00000866,2025-09-09 05:09:41.592994,312530661376391,TIMEOUT,HSS_TIMEOUT,MME-02,CELL-0026,UMTS_AKA,AT&T,760,5
AUTH-00000867,2025-09-09 05:33:45.592994,312530457495458,SUCCESS,SUCCESS,MME-05,CELL-0037,EPS_AKA,AT&T,220,0
AUTH-00000868,2025-09-09 05:52:07.592994,312530201692489,SUCCESS,SUCCESS,MME-03,CELL-0030,EAP_AKA,Vodafone,308,0
AUTH-00000869,2025-09-09 06:19:22.592994,310160654464007,SUCCESS,SUCCESS,MME-05,CELL-0094,UMTS_AKA,AT&T,79,0
AUTH-00000870,2025-09-09 06:23:21.592994,312530162166067,FAILURE,AUTH_VECTOR_MISMATCH,MME-05,CELL-0016,EAP_AKA,Orange,707,3
AUTH-00000871,2025-09-09 06:32:43.592994,310160853211160,TIMEOUT,SYNC_FAILURE,MME-02,CELL-0097,EPS_AKA,Vodafone,540,4
AUTH-00000872,2025-09-09 06:57:58.592994,310260697881551,SUCCESS,SUCCESS,MME-05,CELL-0051,EAP_AKA,Verizon,725,0
AUTH-00000873,2025-09-09 06:58:07.592994,310160149982768,SUCCESS,SUCCESS,MME-01,CELL-0084,5G_AKA,Orange,226,0
AUTH-00000874,2025-09-09 06:59:39.592994,312530211184849,SUCCESS,SUCCESS,MME-02,CELL-0075,EPS_AKA,Telstra,160,0
AUTH-00000875,2025-09-09 07:11:36.592994,310260329878129,SUCCESS,SUCCESS,MME-02,CELL-0006,EPS_AKA,Vodafone,207,0
AUTH-00000876,2025-09-09 08:30:30.592994,312530721871614,FAILURE,HSS_TIMEOUT,MME-01,CELL-0081,5G_AKA,China Mobile,1206,4
AUTH-00000877,2025-09-09 08:33:34.592994,310260587476486,SUCCESS,SUCCESS,MME-02,CELL-0059,EPS_AKA,Telstra,76,0
AUTH-00000878,2025-09-09 09:04:51.592994,310160837398321,SUCCESS,SUCCESS,MME-01,CELL-0026,UMTS_AKA,Vodafone,418,0
AUTH-00000879,2025-09-09 09:26:24.592994,310260873412173,SUCCESS,SUCCESS,MME-01,CELL-0050,EPS_AKA,Vodafone,134,0
AUTH-00000880,2025-09-09 09:31:21.592994,312530815987060,SUCCESS,SUCCESS,MME-03,CELL-0020,EPS_AKA,Vodafone,505,0
AUTH-00000881,2025-09-09 10:47:34.592994,310260479547157,FAILURE,ROAMING_NOT_ALLOWED,MME-04,CELL-0078,EPS_AKA,None,2112,4
AUTH-00000882,2025-09-09 10:51:07.592994,311480871713303,TIMEOUT,HSS_TIMEOUT,MME-03,CELL-0051,EPS_AKA,Verizon,1912,1
AUTH-00000883,2025-09-09 11:35:01.592994,310260403970915,REJECTED,AUTH_VECTOR_MISMATCH,MME-04,CELL-0083,5G_AKA,Orange,528,2
AUTH-00000884,2025-09-09 12:13:36.592994,311480106677423,REJECTED,SUBSCRIBER_UNKNOWN,MME-03,CELL-0013,UMTS_AKA,Orange,404,4
AUTH-00000885,2025-09-09 12:29:25.592994,310260292330497,FAILURE,DATABASE_ERROR,MME-03,CELL-0067,EPS_AKA,None,777,2
AUTH-00000886,2025-09-09 12:49:27.592994,310260477435728,SUCCESS,SUCCESS,MME-02,CELL-0032,UMTS_AKA,Verizon,90,0
AUTH-00000887,2025-09-09 12:53:20.592994,312530349445586,TIMEOUT,SYNC_FAILURE,MME-02,CELL-0098,EAP_AKA,None,1559,5
AUTH-00000888,2025-09-09 12:56:04.592994,312530903243991,FAILURE,SYNC_FAILURE,MME-02,CELL-0025,EAP_AKA,None,454,4
AUTH-00000889,2025-09-09 15:20:25.592994,311480281262537,SUCCESS,SUCCESS,MME-03,CELL-0082,EAP_AKA,Telstra,245,0
AUTH-00000890,2025-09-09 15:26:22.592994,310260105069456,SUCCESS,SUCCESS,MME-03,CELL-0056,UMTS_AKA,Telstra,238,0
AUTH-00000891,2025-09-09 15:30:28.592994,310160266442388,SUCCESS,SUCCESS,MME-01,CELL-0091,UMTS_AKA,Orange,262,0
AUTH-00000892,2025-09-09 17:15:41.592994,312530195907905,SUCCESS,SUCCESS,MME-01,CELL-0100,EPS_AKA,Vodafone,84,0
AUTH-00000893,2025-09-09 17:45:43.592994,312530580316601,SUCCESS,SUCCESS,MME-05,CELL-0028,5G_AKA,Telstra,164,0
AUTH-00000894,2025-09-09 18:07:15.592994,310260401346667,REJECTED,SYNC_FAILURE,MME-02,CELL-0081,UMTS_AKA,None,2574,2
AUTH-00000895,2025-09-09 18:50:12.592994,312530430662889,SUCCESS,SUCCESS,MME-05,CELL-0091,EPS_AKA,AT&T,332,0
AUTH-00000896,2025-09-09 19:41:36.592994,311480145352184,SUCCESS,SUCCESS,MME-02,CELL-0015,EAP_AKA,Vodafone,67,0
AUTH-00000897,2025-09-09 19:50:24.592994,310260401756634,SUCCESS,SUCCESS,MME-03,CELL-0077,UMTS_AKA,China Mobile,133,0
AUTH-00000898,2025-09-09 20:12:12.592994,312530406667902,SUCCESS,SUCCESS,MME-01,CELL-0059,EAP_AKA,AT&T,343,0
AUTH-00000899,2025-09-09 20:30:41.592994,312530725040301,SUCCESS,SUCCESS,MME-03,CELL-0100,EAP_AKA,None,151,0
AUTH-00000900,2025-09-09 21:16:19.592994,312530160555564,SUCCESS,SUCCESS,MME-02,CELL-0004,EPS_AKA,None,159,0
AUTH-00000901,2025-09-09 21:27:14.592994,310160749505959,SUCCESS,SUCCESS,MME-05,CELL-0054,EPS_AKA,Orange,52,0
AUTH-00000902,2025-09-09 23:04:13.592994,310260727362349,SUCCESS,SUCCESS,MME-04,CELL-0021,EAP_AKA,Vodafone,265,0
AUTH-00000903,2025-09-09 23:35:54.592994,311480897428286,SUCCESS,SUCCESS,MME-01,CELL-0004,UMTS_AKA,Orange,77,0
AUTH-00000904,2025-09-10 00:16:10.592994,312530104416075,SUCCESS,SUCCESS,MME-02,CELL-0012,EPS_AKA,AT&T,88,0
AUTH-00000905,2025-09-10 00:41:22.592994,310260417953916,TIMEOUT,ROAMING_NOT_ALLOWED,MME-02,CELL-0018,UMTS_AKA,Vodafone,513,3
AUTH-00000906,2025-09-10 01:04:10.592994,310260553130610,SUCCESS,SUCCESS,MME-03,CELL-0083,5G_AKA,None,223,0
AUTH-00000907,2025-09-10 01:07:07.592994,310160420591149,SUCCESS,SUCCESS,MME-05,CELL-0063,EAP_AKA,China Mobile,121,0
AUTH-00000908,2025-09-10 01:42:34.592994,310260392574395,SUCCESS,SUCCESS,MME-05,CELL-0026,EPS_AKA,Vodafone,122,0
AUTH-00000909,2025-09-10 02:03:54.592994,310160558148932,SUCCESS,SUCCESS,MME-01,CELL-0034,5G_AKA,None,124,0
AUTH-00000910,2025-09-10 02:52:00.592994,310260873396829,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-02,CELL-0057,5G_AKA,Verizon,343,1
AUTH-00000911,2025-09-10 03:49:07.592994,310160158126616,FAILURE,DATABASE_ERROR,MME-03,CELL-0053,EPS_AKA,China Mobile,386,4
AUTH-00000912,2025-09-10 04:17:17.592994,312530897023919,SUCCESS,SUCCESS,MME-01,CELL-0077,5G_AKA,Verizon,404,0
AUTH-00000913,2025-09-10 04:36:54.592994,310160394788132,FAILURE,AUTH_VECTOR_MISMATCH,MME-04,CELL-0029,5G_AKA,None,532,3
AUTH-00000914,2025-09-10 05:04:32.592994,310160996868360,SUCCESS,SUCCESS,MME-05,CELL-0093,EPS_AKA,AT&T,115,0
AUTH-00000915,2025-09-10 05:40:47.592994,312530885391876,REJECTED,SYNC_FAILURE,MME-05,CELL-0056,EPS_AKA,Orange,692,3
AUTH-00000916,2025-09-10 05:54:47.592994,310160979055667,FAILURE,DATABASE_ERROR,MME-02,CELL-0025,EAP_AKA,Vodafone,1945,5
AUTH-00000917,2025-09-10 06:46:28.592994,311480462427333,SUCCESS,SUCCESS,MME-05,CELL-0016,UMTS_AKA,None,378,0
AUTH-00000918,2025-09-10 06:46:59.592994,311480256347585,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-03,CELL-0060,EAP_AKA,Verizon,962,1
AUTH-00000919,2025-09-10 07:09:06.592994,312530856872194,SUCCESS,SUCCESS,MME-05,CELL-0037,EAP_AKA,China Mobile,474,0
AUTH-00000920,2025-09-10 07:14:46.592994,310260762360773,SUCCESS,SUCCESS,MME-05,CELL-0034,EPS_AKA,Orange,271,0
AUTH-00000921,2025-09-10 07:30:35.592994,310260328497928,SUCCESS,SUCCESS,MME-04,CELL-0033,EAP_AKA,Telstra,481,0
AUTH-00000922,2025-09-10 08:12:04.592994,310260411379266,SUCCESS,SUCCESS,MME-01,CELL-0020,5G_AKA,Orange,295,0
AUTH-00000923,2025-09-10 09:13:34.592994,312530675286767,FAILURE,SUBSCRIBER_UNKNOWN,MME-04,CELL-0080,EAP_AKA,None,1379,2
AUTH-00000924,2025-09-10 10:36:23.592994,311480145729950,TIMEOUT,HSS_TIMEOUT,MME-03,CELL-0035,EAP_AKA,Orange,1250,5
AUTH-00000925,2025-09-10 11:01:44.592994,310260379816639,FAILURE,AUTH_VECTOR_MISMATCH,MME-01,CELL-0049,EPS_AKA,AT&T,1234,3
AUTH-00000926,2025-09-10 11:39:40.592994,312530867319424,SUCCESS,SUCCESS,MME-02,CELL-0067,EAP_AKA,China Mobile,60,0
AUTH-00000927,2025-09-10 12:57:04.592994,310160166423014,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-05,CELL-0044,EAP_AKA,Verizon,350,2
AUTH-00000928,2025-09-10 13:38:24.592994,312530275635573,REJECTED,HSS_TIMEOUT,MME-03,CELL-0072,5G_AKA,Vodafone,1652,3
AUTH-00000929,2025-09-10 15:00:18.592994,310260688580352,SUCCESS,SUCCESS,MME-02,CELL-0097,EPS_AKA,Vodafone,69,0
AUTH-00000930,2025-09-10 15:08:33.592994,310260881870348,SUCCESS,SUCCESS,MME-03,CELL-0088,EAP_AKA,Telstra,111,0
AUTH-00000931,2025-09-10 15:10:04.592994,312530216437335,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-05,CELL-0064,EPS_AKA,Vodafone,1061,4
AUTH-00000932,2025-09-10 15:36:27.592994,311480913776367,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-03,CELL-0008,EAP_AKA,China Mobile,492,3
AUTH-00000933,2025-09-10 15:54:04.592994,311480790626779,FAILURE,ROAMING_NOT_ALLOWED,MME-04,CELL-0085,UMTS_AKA,China Mobile,298,3
AUTH-00000934,2025-09-10 16:11:57.592994,312530463278053,FAILURE,AUTH_VECTOR_MISMATCH,MME-03,CELL-0091,UMTS_AKA,Orange,365,2
AUTH-00000935,2025-09-10 17:33:34.592994,311480272354682,SUCCESS,SUCCESS,MME-04,CELL-0028,UMTS_AKA,Vodafone,144,0
AUTH-00000936,2025-09-10 19:36:51.592994,310260954050162,SUCCESS,SUCCESS,MME-01,CELL-0048,UMTS_AKA,Vodafone,67,0
AUTH-00000937,2025-09-10 19:38:43.592994,310160923374252,FAILURE,DATABASE_ERROR,MME-05,CELL-0079,5G_AKA,China Mobile,1563,3
AUTH-00000938,2025-09-10 20:07:08.592994,310260933424877,FAILURE,SUBSCRIBER_UNKNOWN,MME-02,CELL-0067,EAP_AKA,Telstra,1227,3
AUTH-00000939,2025-09-10 20:43:31.592994,312530589001699,TIMEOUT,HSS_TIMEOUT,MME-03,CELL-0085,5G_AKA,China Mobile,618,4
AUTH-00000940,2025-09-10 23:55:23.592994,310160595327189,FAILURE,DATABASE_ERROR,MME-02,CELL-0072,EPS_AKA,Vodafone,1773,3
AUTH-00000941,2025-09-11 00:23:52.592994,311480151991448,SUCCESS,SUCCESS,MME-01,CELL-0037,5G_AKA,Orange,105,0
AUTH-00000942,2025-09-11 00:39:26.592994,310160179638423,TIMEOUT,SYNC_FAILURE,MME-03,CELL-0064,EAP_AKA,None,891,3
AUTH-00000943,2025-09-11 00:47:39.592994,310160125611314,SUCCESS,SUCCESS,MME-01,CELL-0048,EAP_AKA,Telstra,231,0
AUTH-00000944,2025-09-11 01:52:00.592994,310260220462621,SUCCESS,SUCCESS,MME-05,CELL-0057,EPS_AKA,China Mobile,137,0
AUTH-00000945,2025-09-11 02:08:13.592994,310260747187036,SUCCESS,SUCCESS,MME-04,CELL-0047,UMTS_AKA,Verizon,155,0
AUTH-00000946,2025-09-11 02:54:21.592994,310160486112877,SUCCESS,SUCCESS,MME-02,CELL-0065,EPS_AKA,China Mobile,73,0
AUTH-00000947,2025-09-11 03:29:39.592994,311480836819367,SUCCESS,SUCCESS,MME-05,CELL-0034,EPS_AKA,China Mobile,215,0
AUTH-00000948,2025-09-11 04:50:02.592994,310260929844700,SUCCESS,SUCCESS,MME-05,CELL-0041,EPS_AKA,Orange,137,0
AUTH-00000949,2025-09-11 05:08:58.592994,311480828254888,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-01,CELL-0084,EAP_AKA,Telstra,3163,3
AUTH-00000950,2025-09-11 05:35:24.592994,311480395888906,REJECTED,ROAMING_NOT_ALLOWED,MME-01,CELL-0038,UMTS_AKA,China Mobile,674,1
AUTH-00000951,2025-09-11 05:51:41.592994,311480442168521,SUCCESS,SUCCESS,MME-03,CELL-0074,5G_AKA,Orange,314,0
AUTH-00000952,2025-09-11 06:23:56.592994,310160612263646,FAILURE,AUTH_VECTOR_MISMATCH,MME-03,CELL-0060,EPS_AKA,Telstra,241,2
AUTH-00000953,2025-09-11 08:35:55.592994,311480678542400,SUCCESS,SUCCESS,MME-02,CELL-0084,EPS_AKA,Telstra,74,0
AUTH-00000954,2025-09-11 09:39:23.592994,310160183613214,SUCCESS,SUCCESS,MME-05,CELL-0063,5G_AKA,None,168,0
AUTH-00000955,2025-09-11 09:47:14.592994,311480567072113,SUCCESS,SUCCESS,MME-04,CELL-0079,EPS_AKA,Orange,62,0
AUTH-00000956,2025-09-11 10:43:33.592994,310260393189539,SUCCESS,SUCCESS,MME-01,CELL-0083,UMTS_AKA,None,333,0
AUTH-00000957,2025-09-11 12:10:46.592994,312530556504471,SUCCESS,SUCCESS,MME-04,CELL-0063,EPS_AKA,AT&T,99,0
AUTH-00000958,2025-09-11 12:46:47.592994,310160941258164,SUCCESS,SUCCESS,MME-04,CELL-0033,5G_AKA,None,94,0
AUTH-00000959,2025-09-11 12:55:35.592994,310160133161805,SUCCESS,SUCCESS,MME-05,CELL-0046,EPS_AKA,None,373,0
AUTH-00000960,2025-09-11 13:02:42.592994,310160408381095,SUCCESS,SUCCESS,MME-03,CELL-0057,5G_AKA,Telstra,995,0
AUTH-00000961,2025-09-11 14:36:58.592994,310160370095321,SUCCESS,SUCCESS,MME-04,CELL-0052,EAP_AKA,None,53,0
AUTH-00000962,2025-09-11 14:36:59.592994,310160712491245,TIMEOUT,ROAMING_NOT_ALLOWED,MME-04,CELL-0092,UMTS_AKA,AT&T,625,1
AUTH-00000963,2025-09-11 15:02:45.592994,310260147765348,SUCCESS,SUCCESS,MME-05,CELL-0091,UMTS_AKA,Vodafone,87,0
AUTH-00000964,2025-09-11 15:20:55.592994,311480797820334,SUCCESS,SUCCESS,MME-04,CELL-0022,UMTS_AKA,None,121,0
AUTH-00000965,2025-09-11 16:18:22.592994,310160278583853,FAILURE,AUTH_VECTOR_MISMATCH,MME-02,CELL-0010,5G_AKA,Orange,271,4
AUTH-00000966,2025-09-11 18:24:11.592994,312530155982533,SUCCESS,SUCCESS,MME-04,CELL-0082,EPS_AKA,Verizon,92,0
AUTH-00000967,2025-09-11 19:40:16.592994,312530900027745,SUCCESS,SUCCESS,MME-05,CELL-0050,5G_AKA,Vodafone,85,0
AUTH-00000968,2025-09-11 20:31:40.592994,310260713756060,REJECTED,SYNC_FAILURE,MME-01,CELL-0060,EPS_AKA,AT&T,964,5
AUTH-00000969,2025-09-11 22:25:49.592994,311480628137080,TIMEOUT,HSS_TIMEOUT,MME-03,CELL-0040,EPS_AKA,AT&T,373,4
AUTH-00000970,2025-09-11 22:46:21.592994,312530742524782,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-02,CELL-0087,5G_AKA,China Mobile,1981,1
AUTH-00000971,2025-09-12 00:08:36.592994,312530218283007,SUCCESS,SUCCESS,MME-03,CELL-0045,EAP_AKA,None,79,0
AUTH-00000972,2025-09-12 00:35:05.592994,311480202034031,TIMEOUT,DATABASE_ERROR,MME-04,CELL-0098,5G_AKA,China Mobile,442,1
AUTH-00000973,2025-09-12 01:06:58.592994,311480733818337,SUCCESS,SUCCESS,MME-04,CELL-0034,EPS_AKA,China Mobile,646,0
AUTH-00000974,2025-09-12 01:47:14.592994,310260601827868,TIMEOUT,SYNC_FAILURE,MME-05,CELL-0039,EPS_AKA,Verizon,1905,5
AUTH-00000975,2025-09-12 01:51:17.592994,310160793853308,TIMEOUT,ROAMING_NOT_ALLOWED,MME-04,CELL-0083,EPS_AKA,None,2870,2
AUTH-00000976,2025-09-12 02:18:55.592994,310160509631398,SUCCESS,SUCCESS,MME-01,CELL-0002,5G_AKA,Orange,346,0
AUTH-00000977,2025-09-12 02:28:02.592994,310260723683784,FAILURE,ROAMING_NOT_ALLOWED,MME-01,CELL-0100,UMTS_AKA,Orange,350,3
AUTH-00000978,2025-09-12 02:47:40.592994,310260591951514,TIMEOUT,HSS_TIMEOUT,MME-05,CELL-0031,5G_AKA,Vodafone,1361,1
AUTH-00000979,2025-09-12 03:48:24.592994,312530599809519,TIMEOUT,ROAMING_NOT_ALLOWED,MME-01,CELL-0065,5G_AKA,AT&T,908,1
AUTH-00000980,2025-09-12 03:52:38.592994,310160586037298,SUCCESS,SUCCESS,MME-01,CELL-0100,UMTS_AKA,China Mobile,389,0
AUTH-00000981,2025-09-12 04:00:49.592994,310260740250839,SUCCESS,SUCCESS,MME-01,CELL-0091,UMTS_AKA,Verizon,134,0
AUTH-00000982,2025-09-12 04:51:41.592994,312530791071223,SUCCESS,SUCCESS,MME-05,CELL-0086,UMTS_AKA,Orange,332,0
AUTH-00000983,2025-09-12 07:37:33.592994,312530842027312,SUCCESS,SUCCESS,MME-04,CELL-0097,5G_AKA,Verizon,440,0
AUTH-00000984,2025-09-12 08:20:17.592994,312530216792565,FAILURE,ROAMING_NOT_ALLOWED,MME-03,CELL-0048,EPS_AKA,None,250,2
AUTH-00000985,2025-09-12 09:08:57.592994,312530477478791,SUCCESS,SUCCESS,MME-03,CELL-0084,5G_AKA,China Mobile,185,0
AUTH-00000986,2025-09-12 09:28:19.592994,310160711989780,TIMEOUT,HSS_TIMEOUT,MME-04,CELL-0009,UMTS_AKA,Orange,1253,3
AUTH-00000987,2025-09-12 09:36:50.592994,310160594941939,SUCCESS,SUCCESS,MME-05,CELL-0056,UMTS_AKA,Verizon,458,0
AUTH-00000988,2025-09-12 10:52:32.592994,310160934252314,SUCCESS,SUCCESS,MME-03,CELL-0074,EAP_AKA,Verizon,241,0
AUTH-00000989,2025-09-12 12:28:09.592994,312530955352041,SUCCESS,SUCCESS,MME-05,CELL-0047,EAP_AKA,Vodafone,259,0
AUTH-00000990,2025-09-12 13:04:12.592994,310160108234317,SUCCESS,SUCCESS,MME-01,CELL-0095,5G_AKA,AT&T,172,0
AUTH-00000991,2025-09-12 13:42:31.592994,310260890786371,SUCCESS,SUCCESS,MME-01,CELL-0035,EPS_AKA,Telstra,89,0
AUTH-00000992,2025-09-12 13:58:30.592994,311480663683032,SUCCESS,SUCCESS,MME-03,CELL-0093,5G_AKA,China Mobile,324,0
AUTH-00000993,2025-09-12 14:21:02.592994,312530410294490,FAILURE,SYNC_FAILURE,MME-03,CELL-0019,UMTS_AKA,None,551,4
AUTH-00000994,2025-09-12 14:31:11.592994,312530710003931,SUCCESS,SUCCESS,MME-03,CELL-0095,5G_AKA,Orange,66,0
AUTH-00000995,2025-09-12 14:42:41.592994,310160730040863,REJECTED,HSS_TIMEOUT,MME-03,CELL-0036,UMTS_AKA,Telstra,260,5
AUTH-00000996,2025-09-12 16:02:10.592994,310160365051984,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-05,CELL-0059,EPS_AKA,Verizon,1836,5
AUTH-00000997,2025-09-12 16:11:58.592994,312530673823088,TIMEOUT,ROAMING_NOT_ALLOWED,MME-03,CELL-0029,5G_AKA,None,457,1
AUTH-00000998,2025-09-12 16:37:14.592994,310160149196085,FAILURE,ROAMING_NOT_ALLOWED,MME-05,CELL-0061,UMTS_AKA,Orange,288,5
AUTH-00000999,2025-09-12 19:05:24.592994,312530960086882,SUCCESS,SUCCESS,MME-01,CELL-0013,EPS_AKA,China Mobile,355,0
AUTH-00001000,2025-09-12 19:33:09.592994,311480169166500,SUCCESS,SUCCESS,MME-02,CELL-0054,EAP_AKA,Vodafone,62,0
AUTH-00001001,2025-09-12 19:58:41.592994,311480640887891,FAILURE,HSS_TIMEOUT,MME-04,CELL-0079,5G_AKA,Vodafone,326,2
AUTH-00001002,2025-09-12 20:00:06.592994,310160423838777,REJECTED,DATABASE_ERROR,MME-02,CELL-0057,5G_AKA,China Mobile,513,3
AUTH-00001003,2025-09-12 20:13:56.592994,310160494496684,SUCCESS,SUCCESS,MME-01,CELL-0048,UMTS_AKA,Orange,88,0
AUTH-00001004,2025-09-12 20:22:54.592994,311480987821438,SUCCESS,SUCCESS,MME-04,CELL-0063,EAP_AKA,China Mobile,194,0
AUTH-00001005,2025-09-12 20:36:43.592994,310260222578187,FAILURE,SYNC_FAILURE,MME-01,CELL-0010,UMTS_AKA,AT&T,952,5
AUTH-00001006,2025-09-12 21:35:33.592994,310260168146670,SUCCESS,SUCCESS,MME-01,CELL-0049,5G_AKA,China Mobile,99,0
AUTH-00001007,2025-09-12 23:15:17.592994,310260130321374,SUCCESS,SUCCESS,MME-01,CELL-0082,5G_AKA,Orange,164,0
AUTH-00001008,2025-09-12 23:45:40.592994,310160301857809,SUCCESS,SUCCESS,MME-04,CELL-0049,EPS_AKA,Vodafone,55,0
AUTH-00001009,2025-09-13 01:09:50.592994,310260591385606,SUCCESS,SUCCESS,MME-03,CELL-0013,UMTS_AKA,None,123,0
AUTH-00001010,2025-09-13 01:48:09.592994,310260948187932,SUCCESS,SUCCESS,MME-05,CELL-0086,UMTS_AKA,China Mobile,152,0
