imsi,subscriber_id,plan_type,device_model,device_capability,subscriber_segment,lifetime_value,avg_monthly_usage_gb,activation_date,churn_risk_score,subscriber_behavior_profile
310260000000107,SUB-00000107,Essentials,OnePlus 11,5G Sub-6,Standard,7675.484690259099,111.24425550674016,2029-09-06 16:03:01.328249,0.8329107629248135,"Essentials customer using OnePlus 11, Standard tier with high churn risk, typical usage 111.2GB/month"
310260000000108,SUB-00000108,Business Unlimited,Motorola Edge,5G Sub-6,Premium,14431.083105978665,108.35244670748452,2029-08-22 16:03:01.328249,0.7336963757555719,"Long-term Premium subscriber on Business Unlimited, Motorola Edge user with business data usage, 108.4GB average consumption"
310260000000109,SUB-00000109,Magenta Max,Samsung Galaxy S24,5G Sub-6,Premium,14668.852118360861,89.79361544678235,2029-08-07 16:03:01.328249,0.7148595609796492,"Samsung Galaxy S24 user in Premium segment, Magenta Max plan with high retention risk, 89.8GB monthly data"
310260000000110,SUB-00000110,Business Unlimited,Pixel 8,LTE Cat 4,MVNO,12495.611336409955,88.12845311194873,2029-07-23 16:03:01.328249,0.7667565102430166,"MVNO tier customer with Pixel 8, Business Unlimited subscription, balanced usage pattern, averaging 88.1GB per month"
310260000000111,SUB-00000111,Unlimited Elite,Galaxy S23,LTE Advanced,Standard,5750.1675129861815,72.34809944744266,2029-07-08 16:03:01.328249,0.2217393078553316,"Standard subscriber with Galaxy S23 on Unlimited Elite plan, average 72.3GB monthly usage, social media focused"
310260000000112,SUB-00000112,Business Unlimited,iPhone 15 Pro,LTE Cat 4,Value,12225.328214794032,80.19201431045438,2029-06-23 16:03:01.328249,0.33676305838678355,"Business Unlimited customer using iPhone 15 Pro, Value tier with medium churn risk, typical usage 80.2GB/month"
310260000000113,SUB-00000113,Essentials,Motorola Edge,5G mmWave,Value,11434.01779184806,21.389090642598298,2029-06-08 16:03:01.328249,0.7868525164255317,"Long-term Value subscriber on Essentials, Motorola Edge user with heavy video streaming, 21.4GB average consumption"
310260000000114,SUB-00000114,Prepaid,Galaxy A54,5G Sub-6,MVNO,4240.815578869991,27.62518986035634,2029-05-24 16:03:01.328249,0.3016026764666029,"Galaxy A54 user in MVNO segment, Prepaid plan with medium retention risk, 27.6GB monthly data"
310260000000115,SUB-00000115,Magenta Max,Samsung Galaxy S24,LTE Cat 4,Premium,10154.20810097736,82.69741669522955,2029-05-09 16:03:01.328249,0.28256382504113303,"Premium tier customer with Samsung Galaxy S24, Magenta Max subscription, business data usage, averaging 82.7GB per month"
310260000000116,SUB-00000116,Business Unlimited,iPhone 14,5G Sub-6,Premium,3185.8142756586108,133.53830314056881,2029-04-24 16:03:01.328249,0.16757810711678464,"Premium subscriber with iPhone 14 on Business Unlimited plan, average 133.5GB monthly usage, social media focused"
310260000000117,SUB-00000117,Prepaid,iPhone 13,5G mmWave,Value,2416.181377657145,36.86080666217543,2029-04-09 16:03:01.328249,0.7946910097671744,"Prepaid customer using iPhone 13, Value tier with high churn risk, typical usage 36.9GB/month"
310260000000118,SUB-00000118,Unlimited Elite,Pixel 8,5G mmWave,Standard,3546.9942839112596,143.55516383767082,2029-03-25 16:03:01.328249,0.6380481372493638,"Long-term Standard subscriber on Unlimited Elite, Pixel 8 user with balanced usage pattern, 143.6GB average consumption"
310260000000119,SUB-00000119,Essentials,iPhone 12,5G mmWave,Value,4421.501176706562,108.62003863922973,2029-03-10 16:03:01.328249,0.24291709213223747,"iPhone 12 user in Value segment, Essentials plan with low retention risk, 108.6GB monthly data"
310260000000120,SUB-00000120,Magenta Max,Motorola Edge,5G Sub-6,MVNO,3210.711355754565,104.97925470972874,2029-02-23 16:03:01.328249,0.6565604639552274,"MVNO tier customer with Motorola Edge, Magenta Max subscription, heavy video streaming, averaging 105.0GB per month"
310260000000121,SUB-00000121,Magenta Max,iPhone 14,LTE Advanced,Enterprise,6463.612555624874,143.341360891678,2029-02-08 16:03:01.328249,0.3378630391458577,"Enterprise subscriber with iPhone 14 on Magenta Max plan, average 143.3GB monthly usage, heavy video streaming"
310260000000122,SUB-00000122,Business Unlimited,iPhone 14,LTE Advanced,MVNO,14850.497337958519,19.545399976545625,2029-01-24 16:03:01.328249,0.4667513133403582,"Business Unlimited customer using iPhone 14, MVNO tier with medium churn risk, typical usage 19.5GB/month"
310260000000123,SUB-00000123,Business Unlimited,iPhone 13,5G mmWave,Premium,7811.897166279696,91.9252609196092,2029-01-09 16:03:01.328249,0.22474257044541826,"Long-term Premium subscriber on Business Unlimited, iPhone 13 user with balanced usage pattern, 91.9GB average consumption"
310260000000124,SUB-00000124,Unlimited Elite,Motorola Edge,5G Sub-6,Value,14321.811332385592,67.29786185779456,2028-12-25 16:03:01.328249,0.10315682570206386,"Motorola Edge user in Value segment, Unlimited Elite plan with low retention risk, 67.3GB monthly data"
310260000000125,SUB-00000125,Essentials,iPhone 14,5G Sub-6,Standard,10265.447475608406,64.23541238568431,2028-12-10 16:03:01.328249,0.07079485364174083,"Standard tier customer with iPhone 14, Essentials subscription, heavy video streaming, averaging 64.2GB per month"
310260000000126,SUB-00000126,Essentials,Galaxy A54,5G Sub-6,MVNO,10147.002085002825,139.98133268913173,2028-11-25 16:03:01.328249,0.13690955761113557,"MVNO subscriber with Galaxy A54 on Essentials plan, average 140.0GB monthly usage, heavy video streaming"
310260000000127,SUB-00000127,Prepaid,iPhone 15 Pro,5G Sub-6,MVNO,11042.512894660773,103.844548033599,2028-11-10 16:03:01.328249,0.5531003926912741,"Prepaid customer using iPhone 15 Pro, MVNO tier with medium churn risk, typical usage 103.8GB/month"
310260000000128,SUB-00000128,Magenta Max,iPhone 14,5G Sub-6,Standard,10301.92465993387,137.24991854529898,2028-10-26 16:03:01.328249,0.4556481788967118,"Long-term Standard subscriber on Magenta Max, iPhone 14 user with heavy video streaming, 137.2GB average consumption"
310260000000129,SUB-00000129,Prepaid,iPhone 13,5G Sub-6,Standard,1288.978996986502,133.73774147902287,2028-10-11 16:03:01.328249,0.4869067950889345,"iPhone 13 user in Standard segment, Prepaid plan with medium retention risk, 133.7GB monthly data"
310260000000130,SUB-00000130,Magenta Max,iPhone 13,LTE Cat 4,Standard,9422.76519590511,74.8024190812997,2028-09-26 16:03:01.328249,0.5769706410652744,"Standard tier customer with iPhone 13, Magenta Max subscription, heavy video streaming, averaging 74.8GB per month"
310260000000131,SUB-00000131,Essentials,iPhone 14,5G Sub-6,Standard,10628.299728387345,131.4831729355923,2028-09-11 16:03:01.328249,0.703584513748721,"Standard subscriber with iPhone 14 on Essentials plan, average 131.5GB monthly usage, business data usage"
310260000000132,SUB-00000132,Essentials,OnePlus 11,5G mmWave,Premium,3357.870958981758,16.438302440192658,2028-08-27 16:03:01.328249,0.7805921096943994,"Essentials customer using OnePlus 11, Premium tier with high churn risk, typical usage 16.4GB/month"
310260000000133,SUB-00000133,Magenta Max,Galaxy S23,5G Sub-6,MVNO,14848.52707573288,79.20879460272481,2028-08-12 16:03:01.328249,0.2565820715207569,"Long-term MVNO subscriber on Magenta Max, Galaxy S23 user with peak hour heavy user, 79.2GB average consumption"
310260000000134,SUB-00000134,Prepaid,iPhone 14,5G Sub-6,Enterprise,5548.872727270982,89.57921468139224,2028-07-28 16:03:01.328249,0.08265529812567615,"iPhone 14 user in Enterprise segment, Prepaid plan with low retention risk, 89.6GB monthly data"
310260000000135,SUB-00000135,Business Unlimited,Galaxy S23,LTE Cat 4,Enterprise,3245.7456074366114,120.84609031919634,2028-07-13 16:03:01.328249,0.6635433478823453,"Enterprise tier customer with Galaxy S23, Business Unlimited subscription, heavy video streaming, averaging 120.8GB per month"
310260000000136,SUB-00000136,Prepaid,Galaxy A54,5G Sub-6,Premium,11446.885407896609,37.17693405019477,2028-06-28 16:03:01.328249,0.2850748613198192,"Premium subscriber with Galaxy A54 on Prepaid plan, average 37.2GB monthly usage, business data usage"
310260000000137,SUB-00000137,Magenta Max,iPhone 15 Pro,LTE Advanced,Premium,12244.747440745221,99.09596607082499,2028-06-13 16:03:01.328249,0.0872656290353575,"Magenta Max customer using iPhone 15 Pro, Premium tier with low churn risk, typical usage 99.1GB/month"
310260000000138,SUB-00000138,Business Unlimited,Galaxy S23,LTE Advanced,Standard,11178.863482798151,47.28760121720503,2028-05-29 16:03:01.328249,0.6331988419220784,"Long-term Standard subscriber on Business Unlimited, Galaxy S23 user with balanced usage pattern, 47.3GB average consumption"
310260000000139,SUB-00000139,Essentials,Samsung Galaxy S24,LTE Advanced,Value,694.2293069885709,143.12735954690427,2028-05-14 16:03:01.328249,0.3223666444628053,"Samsung Galaxy S24 user in Value segment, Essentials plan with medium retention risk, 143.1GB monthly data"
310260000000140,SUB-00000140,Magenta Max,OnePlus 11,5G Sub-6,MVNO,14835.019471593228,48.88025152344882,2028-04-29 16:03:01.328249,0.12256022945429601,"MVNO tier customer with OnePlus 11, Magenta Max subscription, peak hour heavy user, averaging 48.9GB per month"
310260000000141,SUB-00000141,Magenta Max,iPhone 13,LTE Cat 4,MVNO,4866.176252393696,11.180880495714284,2028-04-14 16:03:01.328249,0.43398621051346503,"MVNO subscriber with iPhone 13 on Magenta Max plan, average 11.2GB monthly usage, balanced usage pattern"
310260000000142,SUB-00000142,Essentials,iPhone 12,5G mmWave,Enterprise,7320.952268551248,103.0976306067843,2028-03-30 16:03:01.328249,0.24694962091589,"Essentials customer using iPhone 12, Enterprise tier with low churn risk, typical usage 103.1GB/month"
310260000000143,SUB-00000143,Unlimited Elite,OnePlus 11,LTE Cat 4,Premium,3097.904222087372,6.6716722869158644,2028-03-15 16:03:01.328249,0.743393884770054,"Long-term Premium subscriber on Unlimited Elite, OnePlus 11 user with business data usage, 6.7GB average consumption"
310260000000144,SUB-00000144,Prepaid,Motorola Edge,5G Sub-6,Premium,2124.7349167610923,80.71536141335673,2028-02-29 16:03:01.328249,0.5209753532490125,"Motorola Edge user in Premium segment, Prepaid plan with medium retention risk, 80.7GB monthly data"
310260000000145,SUB-00000145,Unlimited Elite,iPhone 12,5G mmWave,Premium,11974.212266474613,20.262027826331444,2028-02-14 16:03:01.328249,0.7653212826882719,"Premium tier customer with iPhone 12, Unlimited Elite subscription, peak hour heavy user, averaging 20.3GB per month"
310260000000146,SUB-00000146,Unlimited Elite,iPhone 15 Pro,LTE Cat 4,Premium,14877.013232184921,74.39467833477386,2028-01-30 16:03:01.328249,0.255277992305668,"Premium subscriber with iPhone 15 Pro on Unlimited Elite plan, average 74.4GB monthly usage, business data usage"
310260000000147,SUB-00000147,Business Unlimited,iPhone 14,5G Sub-6,Enterprise,4221.496839588079,146.1574429808763,2028-01-15 16:03:01.328249,0.7981205968740525,"Business Unlimited customer using iPhone 14, Enterprise tier with high churn risk, typical usage 146.2GB/month"
310260000000148,SUB-00000148,Business Unlimited,iPhone 14,LTE Advanced,MVNO,11694.089053941287,101.53236946311284,2027-12-31 16:03:01.328249,0.766490674357471,"Long-term MVNO subscriber on Business Unlimited, iPhone 14 user with balanced usage pattern, 101.5GB average consumption"
310260000000149,SUB-00000149,Prepaid,iPhone 14,LTE Cat 4,Premium,11650.21751422986,113.64368715136405,2027-12-16 16:03:01.328249,0.4619604062608054,"iPhone 14 user in Premium segment, Prepaid plan with medium retention risk, 113.6GB monthly data"
310260000000150,SUB-00000150,Essentials,Galaxy S23,LTE Cat 4,Standard,12645.461326313638,80.41552662816072,2027-12-01 16:03:01.328249,0.8482758102408391,"Standard tier customer with Galaxy S23, Essentials subscription, social media focused, averaging 80.4GB per month"
310260000000151,SUB-00000151,Unlimited Elite,iPhone 15 Pro,5G Sub-6,MVNO,12297.274356873622,115.01666379419818,2027-11-16 16:03:01.328249,0.12779673620471374,"MVNO subscriber with iPhone 15 Pro on Unlimited Elite plan, average 115.0GB monthly usage, heavy video streaming"
310260000000152,SUB-00000152,Essentials,iPhone 15 Pro,LTE Cat 4,Enterprise,7304.407662517164,104.24991299905194,2027-11-01 16:03:01.328249,0.5194315879163836,"Essentials customer using iPhone 15 Pro, Enterprise tier with medium churn risk, typical usage 104.2GB/month"
310260000000153,SUB-00000153,Essentials,OnePlus 11,5G mmWave,MVNO,5930.448500279447,86.88639837073912,2027-10-17 16:03:01.328249,0.2819478591820954,"Long-term MVNO subscriber on Essentials, OnePlus 11 user with heavy video streaming, 86.9GB average consumption"
310260000000154,SUB-00000154,Business Unlimited,Galaxy A54,LTE Advanced,MVNO,8827.6553960913,39.30610831169796,2027-10-02 16:03:01.328249,0.06152911477917194,"Galaxy A54 user in MVNO segment, Business Unlimited plan with low retention risk, 39.3GB monthly data"
310260000000155,SUB-00000155,Essentials,Galaxy A54,5G Sub-6,Enterprise,2933.5581818665064,90.17788908498606,2027-09-17 16:03:01.328249,0.2581936041655868,"Enterprise tier customer with Galaxy A54, Essentials subscription, heavy video streaming, averaging 90.2GB per month"
310260000000156,SUB-00000156,Prepaid,iPhone 12,LTE Advanced,MVNO,6097.774643899904,121.63854536819177,2027-09-02 16:03:01.328249,0.578743697541603,"MVNO subscriber with iPhone 12 on Prepaid plan, average 121.6GB monthly usage, balanced usage pattern"
310260000000157,SUB-00000157,Prepaid,Galaxy S23,5G Sub-6,Enterprise,13170.138647626096,15.502652812737171,2027-08-18 16:03:01.328249,0.11311761802690183,"Prepaid customer using Galaxy S23, Enterprise tier with low churn risk, typical usage 15.5GB/month"
310260000000158,SUB-00000158,Unlimited Elite,Samsung Galaxy S24,5G Sub-6,MVNO,5752.528954551799,18.3921647179824,2027-08-03 16:03:01.328249,0.45883980295847543,"Long-term MVNO subscriber on Unlimited Elite, Samsung Galaxy S24 user with balanced usage pattern, 18.4GB average consumption"
310260000000159,SUB-00000159,Unlimited Elite,iPhone 14,5G Sub-6,Enterprise,10548.630746944904,70.05962080779838,2027-07-19 16:03:01.328249,0.4331836221637935,"iPhone 14 user in Enterprise segment, Unlimited Elite plan with medium retention risk, 70.1GB monthly data"
310260000000160,SUB-00000160,Essentials,Pixel 8,5G mmWave,Premium,12110.265396141256,136.01355529219418,2027-07-04 16:03:01.328249,0.15970276006207723,"Premium tier customer with Pixel 8, Essentials subscription, heavy video streaming, averaging 136.0GB per month"
310260000000161,SUB-00000161,Prepaid,iPhone 14,LTE Advanced,MVNO,11594.770614516508,98.9759099048847,2027-06-19 16:03:01.328249,0.5281640852678475,"MVNO subscriber with iPhone 14 on Prepaid plan, average 99.0GB monthly usage, peak hour heavy user"
310260000000162,SUB-00000162,Business Unlimited,iPhone 12,5G mmWave,Value,7247.615107189647,79.51701740596954,2027-06-04 16:03:01.328249,0.2919189566891856,"Business Unlimited customer using iPhone 12, Value tier with low churn risk, typical usage 79.5GB/month"
310260000000163,SUB-00000163,Business Unlimited,Motorola Edge,5G mmWave,Standard,2275.329549775053,122.4341199151863,2027-05-20 16:03:01.328249,0.6898477285746538,"Long-term Standard subscriber on Business Unlimited, Motorola Edge user with balanced usage pattern, 122.4GB average consumption"
310260000000164,SUB-00000164,Prepaid,iPhone 14,5G mmWave,Standard,10487.594218921891,84.26193208958242,2027-05-05 16:03:01.328249,0.38303243071847265,"iPhone 14 user in Standard segment, Prepaid plan with medium retention risk, 84.3GB monthly data"
310260000000165,SUB-00000165,Prepaid,OnePlus 11,5G mmWave,Enterprise,14633.333843768201,91.89166485871264,2027-04-20 16:03:01.328249,0.15685436584260265,"Enterprise tier customer with OnePlus 11, Prepaid subscription, heavy video streaming, averaging 91.9GB per month"
310260000000166,SUB-00000166,Essentials,Motorola Edge,5G Sub-6,Value,14429.032821388628,69.1332237960549,2027-04-05 16:03:01.328249,0.22909858627512508,"Value subscriber with Motorola Edge on Essentials plan, average 69.1GB monthly usage, balanced usage pattern"
310260000000167,SUB-00000167,Magenta Max,Galaxy S23,5G mmWave,Value,2385.496994033685,22.409900165692193,2027-03-21 16:03:01.328249,0.612167969610667,"Magenta Max customer using Galaxy S23, Value tier with high churn risk, typical usage 22.4GB/month"
310260000000168,SUB-00000168,Unlimited Elite,iPhone 12,LTE Cat 4,Value,4433.026493718278,85.2060084485159,2027-03-06 16:03:01.328249,0.7417902895421729,"Long-term Value subscriber on Unlimited Elite, iPhone 12 user with heavy video streaming, 85.2GB average consumption"
310260000000169,SUB-00000169,Unlimited Elite,Pixel 8,5G Sub-6,Premium,1646.4023354381989,134.91990769268304,2027-02-19 16:03:01.328249,0.5060846835490449,"Pixel 8 user in Premium segment, Unlimited Elite plan with medium retention risk, 134.9GB monthly data"
310260000000170,SUB-00000170,Essentials,Samsung Galaxy S24,5G Sub-6,Enterprise,2903.531576291663,94.58636117379294,2027-02-04 16:03:01.328249,0.8106647393123255,"Enterprise tier customer with Samsung Galaxy S24, Essentials subscription, balanced usage pattern, averaging 94.6GB per month"
310260000000171,SUB-00000171,Prepaid,OnePlus 11,5G mmWave,Standard,12634.806983807039,115.85777662738515,2027-01-20 16:03:01.328249,0.2913225369621124,"Standard subscriber with OnePlus 11 on Prepaid plan, average 115.9GB monthly usage, social media focused"
310260000000172,SUB-00000172,Magenta Max,Galaxy A54,LTE Advanced,Value,5679.840640204135,31.787251677853323,2027-01-05 16:03:01.328249,0.7942070741806874,"Magenta Max customer using Galaxy A54, Value tier with high churn risk, typical usage 31.8GB/month"
310260000000173,SUB-00000173,Unlimited Elite,Pixel 8,5G Sub-6,Enterprise,13657.451349692685,5.793721403927527,2026-12-21 16:03:01.328249,0.3293453392950136,"Long-term Enterprise subscriber on Unlimited Elite, Pixel 8 user with peak hour heavy user, 5.8GB average consumption"
310260000000174,SUB-00000174,Prepaid,iPhone 13,5G Sub-6,Value,7467.802498167672,70.01923495283381,2026-12-06 16:03:01.328249,0.25212740188351696,"iPhone 13 user in Value segment, Prepaid plan with low retention risk, 70.0GB monthly data"
310260000000175,SUB-00000175,Magenta Max,iPhone 13,5G Sub-6,MVNO,5975.693139303727,140.9939549641496,2026-11-21 16:03:01.328249,0.7255104026792658,"MVNO tier customer with iPhone 13, Magenta Max subscription, business data usage, averaging 141.0GB per month"
310260000000176,SUB-00000176,Unlimited Elite,iPhone 14,5G Sub-6,Premium,13762.54456266302,75.17701574679485,2026-11-06 16:03:01.328249,0.8414882817290945,"Premium subscriber with iPhone 14 on Unlimited Elite plan, average 75.2GB monthly usage, heavy video streaming"
310260000000177,SUB-00000177,Essentials,OnePlus 11,5G mmWave,Value,5351.58529162017,94.8386230975108,2026-10-22 16:03:01.328249,0.3013750773269061,"Essentials customer using OnePlus 11, Value tier with medium churn risk, typical usage 94.8GB/month"
310260000000178,SUB-00000178,Prepaid,iPhone 14,5G Sub-6,Standard,12015.047443356218,84.04544347032287,2026-10-07 16:03:01.328249,0.6199989440407333,"Long-term Standard subscriber on Prepaid, iPhone 14 user with peak hour heavy user, 84.0GB average consumption"
310260000000179,SUB-00000179,Prepaid,Pixel 8,LTE Advanced,Enterprise,6494.458611098996,87.68695145510908,2026-09-22 16:03:01.328249,0.19737385007805688,"Pixel 8 user in Enterprise segment, Prepaid plan with low retention risk, 87.7GB monthly data"
310260000000180,SUB-00000180,Magenta Max,Pixel 8,5G mmWave,Standard,10015.77177886187,40.90786794776665,2026-09-07 16:03:01.328249,0.7576596145065584,"Standard tier customer with Pixel 8, Magenta Max subscription, balanced usage pattern, averaging 40.9GB per month"
310260000000181,SUB-00000181,Prepaid,iPhone 14,LTE Cat 4,Premium,9159.975315061016,106.76070204982058,2026-08-23 16:03:01.328249,0.2802256997322275,"Premium subscriber with iPhone 14 on Prepaid plan, average 106.8GB monthly usage, social media focused"
310260000000182,SUB-00000182,Business Unlimited,Samsung Galaxy S24,5G Sub-6,MVNO,4194.927390437827,149.32748718315358,2026-08-08 16:03:01.328249,0.5794849433461996,"Business Unlimited customer using Samsung Galaxy S24, MVNO tier with medium churn risk, typical usage 149.3GB/month"
310260000000183,SUB-00000183,Business Unlimited,iPhone 14,LTE Cat 4,MVNO,1596.5496767677885,101.8080560034453,2026-07-24 16:03:01.328249,0.747405752042322,"Long-term MVNO subscriber on Business Unlimited, iPhone 14 user with social media focused, 101.8GB average consumption"
310260000000184,SUB-00000184,Business Unlimited,iPhone 12,5G Sub-6,Enterprise,9677.44880416622,65.33048320206862,2026-07-09 16:03:01.328249,0.5898092696657156,"iPhone 12 user in Enterprise segment, Business Unlimited plan with medium retention risk, 65.3GB monthly data"
310260000000185,SUB-00000185,Magenta Max,iPhone 13,LTE Advanced,Enterprise,3300.4306718029598,139.6562893072839,2026-06-24 16:03:01.328249,0.28702881208953035,"Enterprise tier customer with iPhone 13, Magenta Max subscription, heavy video streaming, averaging 139.7GB per month"
310260000000186,SUB-00000186,Magenta Max,iPhone 13,LTE Cat 4,Value,9470.68452624679,146.77470362337573,2026-06-09 16:03:01.328249,0.7438943039308299,"Value subscriber with iPhone 13 on Magenta Max plan, average 146.8GB monthly usage, peak hour heavy user"
310260000000187,SUB-00000187,Prepaid,iPhone 15 Pro,LTE Advanced,Standard,14837.01147458203,80.21824789634458,2026-05-25 16:03:01.328249,0.46875073891329,"Prepaid customer using iPhone 15 Pro, Standard tier with medium churn risk, typical usage 80.2GB/month"
310260000000188,SUB-00000188,Essentials,Galaxy A54,LTE Advanced,Enterprise,7612.558047279509,105.73819129719267,2026-05-10 16:03:01.328249,0.5903795834214526,"Long-term Enterprise subscriber on Essentials, Galaxy A54 user with balanced usage pattern, 105.7GB average consumption"
310260000000189,SUB-00000189,Magenta Max,OnePlus 11,LTE Cat 4,Standard,11881.415921201718,19.51338123365062,2026-04-25 16:03:01.328249,0.0796281812339111,"OnePlus 11 user in Standard segment, Magenta Max plan with low retention risk, 19.5GB monthly data"
310260000000190,SUB-00000190,Prepaid,iPhone 12,LTE Cat 4,Enterprise,8555.333442633751,137.336891999177,2026-04-10 16:03:01.328249,0.5653060971058927,"Enterprise tier customer with iPhone 12, Prepaid subscription, balanced usage pattern, averaging 137.3GB per month"
310260000000191,SUB-00000191,Magenta Max,iPhone 12,LTE Advanced,Value,7721.868038349693,22.74685233003728,2026-03-26 16:03:01.328249,0.4324358795778022,"Value subscriber with iPhone 12 on Magenta Max plan, average 22.7GB monthly usage, peak hour heavy user"
310260000000192,SUB-00000192,Unlimited Elite,iPhone 14,LTE Advanced,Premium,4823.857874792187,91.00915503549996,2026-03-11 16:03:01.328249,0.7091116865777932,"Unlimited Elite customer using iPhone 14, Premium tier with high churn risk, typical usage 91.0GB/month"
310260000000193,SUB-00000193,Magenta Max,Motorola Edge,5G Sub-6,Standard,11117.8375554862,130.42828956560743,2026-02-24 16:03:01.328249,0.5907857456003411,"Long-term Standard subscriber on Magenta Max, Motorola Edge user with balanced usage pattern, 130.4GB average consumption"
310260000000194,SUB-00000194,Essentials,Pixel 8,LTE Cat 4,Value,8273.777417456946,86.3387348854885,2026-02-09 16:03:01.328249,0.12462623723072878,"Pixel 8 user in Value segment, Essentials plan with low retention risk, 86.3GB monthly data"
310260000000195,SUB-00000195,Magenta Max,iPhone 14,LTE Advanced,MVNO,12086.050342405862,101.82096020642007,2026-01-25 16:03:01.328249,0.2946525981698367,"MVNO tier customer with iPhone 14, Magenta Max subscription, balanced usage pattern, averaging 101.8GB per month"
310260000000196,SUB-00000196,Business Unlimited,Galaxy S23,5G Sub-6,Standard,1590.6848335065567,118.65430956611807,2026-01-10 16:03:01.328249,0.6153676475819865,"Standard subscriber with Galaxy S23 on Business Unlimited plan, average 118.7GB monthly usage, business data usage"
310260000000197,SUB-00000197,Business Unlimited,iPhone 15 Pro,5G mmWave,Premium,14439.142929048388,93.31018402467866,2025-12-26 16:03:01.328249,0.7715451617006486,"Business Unlimited customer using iPhone 15 Pro, Premium tier with high churn risk, typical usage 93.3GB/month"
310260000000198,SUB-00000198,Essentials,iPhone 15 Pro,LTE Advanced,MVNO,10332.451374974222,72.59529736938119,2025-12-11 16:03:01.328249,0.5171599221661087,"Long-term MVNO subscriber on Essentials, iPhone 15 Pro user with social media focused, 72.6GB average consumption"
310260000000199,SUB-00000199,Unlimited Elite,OnePlus 11,LTE Advanced,Value,8042.862976836019,26.594913860116776,2025-11-26 16:03:01.328249,0.21866434998084747,"OnePlus 11 user in Value segment, Unlimited Elite plan with low retention risk, 26.6GB monthly data"
310260000000200,SUB-00000200,Magenta Max,iPhone 14,5G Sub-6,Premium,846.6433633082802,125.96655591152107,2025-11-11 16:03:01.328249,0.5784111242900194,"Premium tier customer with iPhone 14, Magenta Max subscription, peak hour heavy user, averaging 126.0GB per month"
