Performance ID,Campaign Name,Asset ID,Date,Channel,Region,Audience Segment,Impressions,Clicks,Conversions,Engagement Rate,Conversion Rate,Spend,Revenue
CP-2349,Project Nova,BA-1145,2024-06-19,Print,Global,SMB,11574,454,23,3.92,5.07,67.54,3223.37
CP-2350,Project Nova,BA-1135,2024-06-20,Display Ads,Global,SMB,137299,6479,581,4.72,8.97,1211.86,62119.39
CP-2351,Project Nova,BA-1135,2024-06-20,Social Media,APAC,SMB,50228,2232,220,4.44,9.86,181.57,36114.16
CP-2352,Project Nova,BA-1134,2024-06-20,Web,LATAM,Enterprise,15037,382,21,2.54,5.50,148.68,2334.28
CP-2353,Project Nova,BA-1134,2024-06-20,Social Media,Global,Enterprise,72694,2572,244,3.54,9.49,567.83,54629.63
CP-2354,Project Nova,BA-1071,2024-06-20,Video,North America,Consumer,19691,714,16,3.63,2.24,150.44,1118.51
CP-2355,Project Nova,BA-1071,2024-06-20,Web,LATAM,Consumer,37729,1580,79,4.19,5.00,303.17,5524.07
CP-2356,Project Nova,BA-1191,2024-06-20,Video,EMEA,Consumer,8614,308,24,3.58,7.79,24.36,2300.49
CP-2357,Project Nova,BA-1191,2024-06-20,Print,EMEA,Developer,16373,371,9,2.27,2.43,47.74,1486.26
CP-2358,Project Nova,BA-1191,2024-06-20,Email,North America,Developer,14873,291,23,1.96,7.90,112.00,3625.29
CP-2359,Project Nova,BA-1127,2024-06-20,Display Ads,Global,SMB,53344,702,50,1.32,7.12,301.34,10668.11
CP-2360,Project Nova,BA-1127,2024-06-20,Video,APAC,Developer,9456,546,15,5.77,2.75,24.26,2236.33
CP-2361,Project Nova,BA-1127,2024-06-20,Print,Global,SMB,8987,204,14,2.27,6.86,56.34,2790.25
CP-2362,Project Nova,BA-1145,2024-06-20,Social Media,APAC,Developer,58347,1519,95,2.60,6.25,373.55,13006.28
CP-2363,Project Nova,BA-1135,2024-06-21,Email,North America,Creative Professional,18665,658,42,3.53,6.38,166.96,2545.67
CP-2364,Project Nova,BA-1135,2024-06-21,Video,LATAM,Developer,19755,610,30,3.09,4.92,75.30,3589.08
CP-2365,Project Nova,BA-1135,2024-06-21,Social Media,North America,Consumer,65286,3484,78,5.34,2.24,634.84,16049.76
CP-2366,Project Nova,BA-1134,2024-06-21,Email,Global,Developer,21791,526,20,2.41,3.80,134.60,1374.18
CP-2367,Project Nova,BA-1071,2024-06-21,Email,APAC,Developer,28691,1250,33,4.36,2.64,92.86,5177.37
CP-2368,Project Nova,BA-1191,2024-06-21,Display Ads,LATAM,Creative Professional,105726,5945,327,5.62,5.50,379.47,47951.44
CP-2369,Project Nova,BA-1191,2024-06-21,Print,North America,Enterprise,12828,212,6,1.65,2.83,55.77,952.00
CP-2370,Project Nova,BA-1127,2024-06-21,Email,APAC,Consumer,28984,1675,110,5.78,6.57,168.47,7990.95
CP-2371,Project Nova,BA-1127,2024-06-21,Web,Global,SMB,38079,792,23,2.08,2.90,379.29,1315.28
CP-2372,Project Nova,BA-1127,2024-06-21,Social Media,EMEA,Consumer,69463,1454,72,2.09,4.95,660.58,13802.43
CP-2373,Project Nova,BA-1145,2024-06-21,Print,APAC,Consumer,21190,605,15,2.86,2.48,138.32,2960.35
CP-2374,Project Nova,BA-1145,2024-06-21,Email,Global,Consumer,25700,1341,44,5.22,3.28,189.61,10267.09
CP-2375,Project Nova,BA-1135,2024-06-22,Email,North America,Developer,17171,986,49,5.74,4.97,106.38,6089.30
CP-2376,Project Nova,BA-1134,2024-06-22,Web,Global,Creative Professional,32362,871,49,2.69,5.63,124.29,6510.70
CP-2377,Project Nova,BA-1134,2024-06-22,Video,EMEA,Enterprise,18423,572,17,3.10,2.97,107.79,1609.40
CP-2378,Project Nova,BA-1071,2024-06-22,Video,APAC,Enterprise,22099,563,44,2.55,7.82,106.03,8418.31
CP-2379,Project Nova,BA-1191,2024-06-22,Display Ads,North America,Enterprise,58782,3151,161,5.36,5.11,220.89,16990.63
CP-2380,Project Nova,BA-1191,2024-06-22,Print,EMEA,Developer,7953,200,9,2.51,4.50,49.20,2083.13
CP-2381,Project Nova,BA-1191,2024-06-22,Social Media,Global,SMB,32177,1030,101,3.20,9.81,289.98,15524.82
CP-2382,Project Nova,BA-1127,2024-06-22,Display Ads,North America,Enterprise,109790,2574,155,2.34,6.02,1013.02,16803.72
CP-2383,Project Nova,BA-1127,2024-06-22,Email,EMEA,SMB,15408,616,46,4.00,7.47,122.18,6345.61
CP-2384,Project Nova,BA-1127,2024-06-22,Web,LATAM,Creative Professional,26819,388,21,1.45,5.41,90.84,4266.11
CP-2385,Project Nova,BA-1145,2024-06-22,Web,EMEA,SMB,27895,1384,39,4.96,2.82,257.59,7429.03
CP-2386,Project Nova,BA-1145,2024-06-22,Display Ads,APAC,Enterprise,54146,1607,110,2.97,6.85,153.42,23648.12
CP-2387,Project Nova,BA-1145,2024-06-22,Print,Global,Developer,15174,842,50,5.55,5.94,59.76,8355.23
CP-2388,Project Nova,BA-1135,2024-06-23,Video,EMEA,Enterprise,18408,835,44,4.54,5.27,89.86,3275.18
CP-2389,Project Nova,BA-1135,2024-06-23,Social Media,North America,SMB,51929,1516,127,2.92,8.38,379.26,7487.04
CP-2390,Project Nova,BA-1134,2024-06-23,Print,EMEA,Developer,22257,1281,70,5.76,5.46,155.66,8159.46
CP-2391,Project Nova,BA-1134,2024-06-23,Social Media,LATAM,Creative Professional,30618,1717,129,5.61,7.51,153.84,18993.80
CP-2392,Project Nova,BA-1134,2024-06-23,Display Ads,North America,Developer,58190,2834,254,4.87,8.96,392.15,38510.12
CP-2393,Project Nova,BA-1071,2024-06-23,Web,North America,Consumer,29376,702,14,2.39,1.99,139.34,1592.33
CP-2394,Project Nova,BA-1071,2024-06-23,Social Media,LATAM,Developer,27508,1391,130,5.06,9.35,75.06,28011.40
CP-2395,Project Nova,BA-1071,2024-06-23,Video,APAC,Consumer,18493,458,23,2.48,5.02,41.33,5696.73
CP-2396,Project Nova,BA-1191,2024-06-23,Web,North America,SMB,29748,963,80,3.24,8.31,237.06,10709.28
CP-2397,Project Nova,BA-1127,2024-06-23,Display Ads,LATAM,Enterprise,76185,1289,101,1.69,7.84,469.34,15636.11
CP-2398,Project Nova,BA-1127,2024-06-23,Print,LATAM,Enterprise,12018,346,11,2.88,3.18,47.67,2162.05
CP-2399,Project Nova,BA-1127,2024-06-23,Social Media,APAC,SMB,68959,2614,228,3.79,8.72,277.08,40000.50
CP-2400,Project Nova,BA-1145,2024-06-23,Social Media,North America,Developer,29661,352,18,1.19,5.11,192.67,2745.84
CP-2401,Project Nova,BA-1135,2024-06-24,Display Ads,LATAM,SMB,83566,1464,127,1.75,8.67,670.62,9177.19
CP-2402,Project Nova,BA-1135,2024-06-24,Email,LATAM,Consumer,28773,1322,75,4.59,5.67,100.47,7889.64
CP-2403,Project Nova,BA-1134,2024-06-24,Web,North America,Enterprise,40083,1106,45,2.76,4.07,389.09,2419.81
CP-2404,Project Nova,BA-1071,2024-06-24,Print,LATAM,SMB,8035,294,8,3.66,2.72,51.00,820.48
CP-2405,Project Nova,BA-1071,2024-06-24,Video,APAC,Developer,21205,1046,71,4.93,6.79,196.52,9995.85
CP-2406,Project Nova,BA-1071,2024-06-24,Email,North America,Enterprise,10805,359,35,3.32,9.75,71.44,2591.42
CP-2407,Project Nova,BA-1191,2024-06-24,Video,APAC,Developer,15083,548,44,3.63,8.03,105.03,8404.90
CP-2408,Project Nova,BA-1191,2024-06-24,Display Ads,APAC,Developer,107082,4373,103,4.08,2.36,415.07,6906.13
CP-2409,Project Nova,BA-1127,2024-06-24,Display Ads,APAC,Enterprise,129578,3407,121,2.63,3.55,888.46,25612.74
CP-2410,Project Nova,BA-1127,2024-06-24,Web,North America,Creative Professional,39828,1274,112,3.20,8.79,215.59,18358.51
CP-2411,Project Nova,BA-1127,2024-06-24,Print,APAC,Consumer,17129,546,15,3.19,2.75,153.60,1005.12
CP-2412,Project Nova,BA-1145,2024-06-24,Print,North America,Consumer,20919,1233,26,5.89,2.11,89.16,3418.97
CP-2413,Project Nova,BA-1145,2024-06-24,Video,North America,SMB,11797,660,42,5.59,6.36,109.75,8313.16
CP-2414,Project Nova,BA-1145,2024-06-24,Web,Global,Enterprise,15120,788,52,5.21,6.60,104.21,4050.31
CP-2415,Project Nova,BA-1135,2024-06-25,Print,North America,Developer,11431,651,57,5.70,8.76,40.74,8427.83
CP-2416,Project Nova,BA-1135,2024-06-25,Video,Global,Enterprise,7562,339,15,4.48,4.42,37.04,1059.82
CP-2417,Project Nova,BA-1135,2024-06-25,Social Media,North America,Consumer,26721,954,56,3.57,5.87,228.35,5456.60
CP-2418,Project Nova,BA-1134,2024-06-25,Email,North America,Enterprise,23345,306,21,1.31,6.86,220.57,3680.90
CP-2419,Project Nova,BA-1134,2024-06-25,Web,EMEA,Creative Professional,22616,1145,113,5.06,9.87,124.35,19158.31
CP-2420,Project Nova,BA-1071,2024-06-25,Display Ads,LATAM,Developer,58074,2421,93,4.17,3.84,482.58,7083.34
CP-2421,Project Nova,BA-1191,2024-06-25,Email,LATAM,Developer,28733,323,26,1.12,8.05,168.81,3334.61
CP-2422,Project Nova,BA-1127,2024-06-25,Social Media,APAC,SMB,45399,919,84,2.02,9.14,155.29,17794.01
CP-2423,Project Nova,BA-1145,2024-06-25,Print,APAC,Developer,20302,870,37,4.29,4.25,118.70,3935.08
CP-2424,Project Nova,BA-1145,2024-06-25,Web,EMEA,SMB,19665,974,26,4.95,2.67,148.17,3051.83
CP-2425,Project Nova,BA-1145,2024-06-25,Video,EMEA,SMB,17700,727,23,4.11,3.16,131.70,4907.33
CP-2426,Project Nova,BA-1135,2024-06-26,Print,LATAM,Consumer,14088,703,68,4.99,9.67,118.20,13163.92
CP-2427,Project Nova,BA-1135,2024-06-26,Web,EMEA,Enterprise,35772,642,29,1.79,4.52,326.65,4406.52
CP-2428,Project Nova,BA-1135,2024-06-26,Social Media,North America,Creative Professional,31364,1321,76,4.21,5.75,125.34,8173.09
CP-2429,Project Nova,BA-1134,2024-06-26,Email,APAC,Creative Professional,18349,683,56,3.72,8.20,98.46,13869.70
CP-2430,Project Nova,BA-1071,2024-06-26,Print,LATAM,SMB,17921,296,15,1.65,5.07,82.69,1551.16
CP-2431,Project Nova,BA-1071,2024-06-26,Video,North America,Consumer,18686,924,77,4.94,8.33,105.40,4359.25
CP-2432,Project Nova,BA-1071,2024-06-26,Email,North America,Enterprise,24150,666,50,2.76,7.51,197.68,4260.95
CP-2433,Project Nova,BA-1191,2024-06-26,Display Ads,North America,Developer,58627,3279,163,5.59,4.97,424.87,32160.89
CP-2434,Project Nova,BA-1191,2024-06-26,Video,Global,SMB,14271,384,18,2.69,4.69,50.92,2373.44
CP-2435,Project Nova,BA-1191,2024-06-26,Email,LATAM,Developer,22835,1084,35,4.75,3.23,170.02,2124.20
CP-2436,Project Nova,BA-1127,2024-06-26,Email,North America,Developer,10973,452,28,4.12,6.19,40.36,2636.85
CP-2437,Project Nova,BA-1127,2024-06-26,Web,North America,Enterprise,24921,938,85,3.76,9.06,105.35,5320.32
CP-2438,Project Nova,BA-1127,2024-06-26,Video,North America,Consumer,9411,532,14,5.65,2.63,23.94,2301.22
CP-2439,Project Nova,BA-1145,2024-06-26,Social Media,EMEA,Consumer,25303,1322,49,5.22,3.71,224.47,2642.12
CP-2440,Project Nova,BA-1145,2024-06-26,Video,APAC,Creative Professional,21403,1105,34,5.16,3.08,47.16,4998.39
CP-2441,Project Nova,BA-1135,2024-06-27,Email,EMEA,Enterprise,13812,625,34,4.53,5.44,53.94,5981.26
CP-2442,Project Nova,BA-1135,2024-06-27,Web,Global,Enterprise,23016,1008,53,4.38,5.26,200.28,11556.93
CP-2443,Project Nova,BA-1135,2024-06-27,Social Media,North America,Developer,33076,1581,98,4.78,6.20,105.23,9602.20
CP-2444,Project Nova,BA-1134,2024-06-27,Email,LATAM,Consumer,22140,364,18,1.64,4.95,153.26,2093.91
CP-2445,Project Nova,BA-1134,2024-06-27,Print,LATAM,Enterprise,17959,326,29,1.82,8.90,151.81,5041.03
CP-2446,Project Nova,BA-1071,2024-06-27,Web,North America,Creative Professional,18297,330,9,1.80,2.73,77.90,1213.04
CP-2447,Project Nova,BA-1071,2024-06-27,Display Ads,North America,Enterprise,103493,5464,117,5.28,2.14,762.81,27870.01
CP-2448,Project Nova,BA-1191,2024-06-27,Web,EMEA,Consumer,16814,343,7,2.04,2.04,128.00,669.21
CP-2449,Project Nova,BA-1127,2024-06-27,Email,LATAM,Enterprise,28501,1428,45,5.01,3.15,82.00,10885.65
CP-2450,Project Nova,BA-1127,2024-06-27,Display Ads,EMEA,Consumer,145387,4522,243,3.11,5.37,794.40,18740.85
CP-2451,Project Nova,BA-1145,2024-06-27,Email,Global,Creative Professional,23884,1309,90,5.48,6.88,134.58,11631.17
CP-2452,Project Nova,BA-1145,2024-06-27,Display Ads,EMEA,Developer,141991,7373,152,5.19,2.06,654.31,23873.96
CP-2453,Project Nova,BA-1145,2024-06-27,Web,North America,Consumer,38313,2189,140,5.71,6.40,270.45,28482.40
CP-2454,Project Nova,BA-1135,2024-06-28,Print,EMEA,SMB,11447,306,18,2.67,5.88,31.08,1569.82
CP-2455,Project Nova,BA-1134,2024-06-28,Print,North America,Creative Professional,17007,425,26,2.50,6.12,117.75,4230.29
CP-2456,Project Nova,BA-1134,2024-06-28,Email,North America,SMB,26140,538,37,2.06,6.88,110.14,5282.33
CP-2457,Project Nova,BA-1134,2024-06-28,Display Ads,Global,Enterprise,134349,7001,361,5.21,5.16,704.07,50515.84
CP-2458,Project Nova,BA-1071,2024-06-28,Email,North America,SMB,11423,668,45,5.85,6.74,41.44,2702.85
CP-2459,Project Nova,BA-1071,2024-06-28,Social Media,APAC,Creative Professional,57677,2983,81,5.17,2.72,231.28,13952.77
CP-2460,Project Nova,BA-1071,2024-06-28,Display Ads,Global,SMB,76834,1510,90,1.97,5.96,214.56,16854.25
CP-2461,Project Nova,BA-1191,2024-06-28,Email,LATAM,SMB,21656,749,17,3.46,2.27,135.38,3375.55
CP-2462,Project Nova,BA-1191,2024-06-28,Video,North America,Developer,9485,231,21,2.44,9.09,46.64,1229.92
CP-2463,Project Nova,BA-1191,2024-06-28,Web,LATAM,SMB,32474,775,55,2.39,7.10,212.59,7054.34
CP-2464,Project Nova,BA-1127,2024-06-28,Video,EMEA,Creative Professional,15875,167,9,1.05,5.39,113.04,621.56
CP-2465,Project Nova,BA-1127,2024-06-28,Display Ads,APAC,Enterprise,68834,1932,69,2.81,3.57,406.58,6019.36
CP-2466,Project Nova,BA-1127,2024-06-28,Email,Global,Enterprise,26599,948,51,3.56,5.38,161.02,2626.00
CP-2467,Project Nova,BA-1145,2024-06-28,Social Media,EMEA,Enterprise,41468,2152,199,5.19,9.25,99.46,36473.52
CP-2468,Project Nova,BA-1135,2024-06-29,Display Ads,North America,Enterprise,100915,4942,472,4.90,9.55,481.05,107512.31
CP-2469,Project Nova,BA-1134,2024-06-29,Email,North America,Creative Professional,18607,910,50,4.89,5.49,90.13,4170.49
CP-2470,Project Nova,BA-1071,2024-06-29,Video,EMEA,Creative Professional,21017,1146,29,5.45,2.53,54.47,4038.16
CP-2471,Project Nova,BA-1071,2024-06-29,Email,APAC,Developer,21899,566,13,2.58,2.30,81.94,1175.07
CP-2472,Project Nova,BA-1191,2024-06-29,Web,APAC,Creative Professional,31116,1505,62,4.84,4.12,161.30,15438.09
CP-2473,Project Nova,BA-1191,2024-06-29,Social Media,North America,Consumer,69426,4041,262,5.82,6.48,159.70,17065.62
CP-2474,Project Nova,BA-1191,2024-06-29,Print,EMEA,SMB,16976,728,43,4.29,5.91,54.81,9198.01
CP-2475,Project Nova,BA-1127,2024-06-29,Email,Global,Developer,28783,1694,101,5.89,5.96,213.19,13247.05
CP-2476,Project Nova,BA-1127,2024-06-29,Video,Global,Developer,13373,694,15,5.19,2.16,26.85,3361.94
CP-2477,Project Nova,BA-1127,2024-06-29,Social Media,Global,Consumer,60309,1341,131,2.22,9.77,432.75,26785.16
CP-2478,Project Nova,BA-1145,2024-06-29,Display Ads,LATAM,Developer,60054,1764,139,2.94,7.88,279.91,23576.64
CP-2479,Project Nova,BA-1135,2024-06-30,Print,Global,Creative Professional,9055,486,21,5.37,4.32,24.85,2353.50
CP-2480,Project Nova,BA-1135,2024-06-30,Video,North America,Enterprise,8936,149,11,1.67,7.38,69.68,2709.96
CP-2481,Project Nova,BA-1134,2024-06-30,Video,EMEA,SMB,17015,697,54,4.10,7.75,156.88,9204.95
CP-2482,Project Nova,BA-1071,2024-06-30,Video,North America,SMB,16628,547,15,3.29,2.74,147.27,1244.07
CP-2483,Project Nova,BA-1191,2024-06-30,Web,EMEA,Developer,35585,667,61,1.87,9.15,279.17,10991.35
CP-2484,Project Nova,BA-1127,2024-06-30,Video,LATAM,Consumer,11386,538,35,4.73,6.51,97.58,8185.78
CP-2485,Project Nova,BA-1127,2024-06-30,Print,EMEA,Developer,18703,1006,82,5.38,8.15,101.28,13103.60
CP-2486,Project Nova,BA-1145,2024-06-30,Print,LATAM,SMB,18208,533,11,2.93,2.06,166.79,2270.04
CP-2487,Project Nova,BA-1145,2024-06-30,Social Media,North America,Developer,38651,1555,152,4.02,9.77,162.88,21852.48
CP-2488,Project Nova,BA-1135,2024-07-01,Web,Global,SMB,24004,1016,63,4.23,6.20,227.55,5599.80
CP-2489,Project Nova,BA-1135,2024-07-01,Email,North America,Developer,16277,919,91,5.65,9.90,84.78,19898.60
CP-2490,Project Nova,BA-1135,2024-07-01,Social Media,LATAM,Enterprise,65442,711,18,1.09,2.53,369.43,2915.96
CP-2491,Project Nova,BA-1134,2024-07-01,Web,EMEA,Consumer,44180,1734,128,3.92,7.38,163.95,13446.21
CP-2492,Project Nova,BA-1134,2024-07-01,Email,EMEA,Enterprise,22642,1066,76,4.71,7.13,61.86,7699.26
CP-2493,Project Nova,BA-1071,2024-07-01,Web,EMEA,SMB,36026,2120,170,5.88,8.02,115.90,21219.10
CP-2494,Project Nova,BA-1071,2024-07-01,Social Media,Global,SMB,64803,984,78,1.52,7.93,239.19,16778.61
CP-2495,Project Nova,BA-1191,2024-07-01,Video,North America,Creative Professional,19094,525,28,2.75,5.33,95.77,4053.46
CP-2496,Project Nova,BA-1127,2024-07-01,Video,APAC,Developer,16621,428,35,2.58,8.18,110.51,5966.75
CP-2497,Project Nova,BA-1127,2024-07-01,Web,LATAM,Creative Professional,34555,362,32,1.05,8.84,258.89,5352.93
CP-2498,Project Nova,BA-1127,2024-07-01,Social Media,North America,Developer,61446,3516,242,5.72,6.88,449.23,56923.13
CP-2499,Project Nova,BA-1145,2024-07-01,Email,North America,Creative Professional,18140,433,14,2.39,3.23,145.59,2385.80
CP-2500,Project Nova,BA-1145,2024-07-01,Web,APAC,Enterprise,19563,987,34,5.05,3.44,101.19,4773.51
CP-2501,Project Nova,BA-1145,2024-07-01,Print,LATAM,SMB,12268,631,59,5.14,9.35,53.90,11056.83
CP-2502,Project Nova,BA-1135,2024-07-02,Print,Global,Enterprise,17791,812,17,4.56,2.09,64.30,978.86
CP-2503,Project Nova,BA-1135,2024-07-02,Web,North America,Developer,31012,446,36,1.44,8.07,241.20,5679.26
CP-2504,Project Nova,BA-1135,2024-07-02,Video,Global,Enterprise,17990,913,91,5.08,9.97,138.93,18472.41
CP-2505,Project Nova,BA-1134,2024-07-02,Web,Global,Creative Professional,44143,1701,55,3.85,3.23,354.86,6932.26
CP-2506,Project Nova,BA-1134,2024-07-02,Social Media,North America,SMB,62506,1102,98,1.76,8.89,372.54,16725.51
CP-2507,Project Nova,BA-1071,2024-07-02,Display Ads,APAC,Enterprise,119057,2388,233,2.01,9.76,1182.93,15260.83
CP-2508,Project Nova,BA-1191,2024-07-02,Video,EMEA,Enterprise,15346,320,24,2.09,7.50,143.96,4031.53
CP-2509,Project Nova,BA-1127,2024-07-02,Email,LATAM,SMB,25061,445,35,1.78,7.87,179.36,5642.96
CP-2510,Project Nova,BA-1145,2024-07-02,Display Ads,Global,SMB,55677,2286,156,4.11,6.82,253.78,31939.24
CP-2511,Project Nova,BA-1135,2024-07-03,Web,Global,Creative Professional,31800,1611,92,5.07,5.71,202.74,21835.46
CP-2512,Project Nova,BA-1134,2024-07-03,Print,APAC,Creative Professional,12151,308,18,2.53,5.84,114.79,4448.05
CP-2513,Project Nova,BA-1134,2024-07-03,Display Ads,EMEA,Creative Professional,136538,3170,301,2.32,9.50,1324.26,17305.05
CP-2514,Project Nova,BA-1134,2024-07-03,Email,LATAM,Enterprise,24752,386,12,1.56,3.11,215.03,2185.37
CP-2515,Project Nova,BA-1071,2024-07-03,Social Media,LATAM,Enterprise,51990,2831,192,5.45,6.78,243.63,12795.91
CP-2516,Project Nova,BA-1071,2024-07-03,Print,LATAM,SMB,16079,538,43,3.35,7.99,95.95,7840.88
CP-2517,Project Nova,BA-1191,2024-07-03,Web,EMEA,Developer,32017,1126,42,3.52,3.73,282.07,4371.88
CP-2518,Project Nova,BA-1127,2024-07-03,Print,Global,Enterprise,7801,402,25,5.15,6.22,57.87,3914.64
CP-2519,Project Nova,BA-1145,2024-07-03,Web,North America,Creative Professional,35963,920,37,2.56,4.02,81.43,2840.03
CP-2520,Project Nova,BA-1145,2024-07-03,Print,APAC,Developer,20625,951,37,4.61,3.89,55.89,6019.53
CP-2521,Project Nova,BA-1145,2024-07-03,Email,Global,Consumer,16367,941,54,5.75,5.74,138.37,4062.10
CP-2522,Project Nova,BA-1135,2024-07-04,Print,EMEA,Consumer,18230,879,42,4.82,4.78,109.80,2707.16
CP-2523,Project Nova,BA-1134,2024-07-04,Display Ads,Global,Enterprise,60382,1940,178,3.21,9.18,368.63,37455.61
CP-2524,Project Nova,BA-1134,2024-07-04,Social Media,Global,Creative Professional,66332,826,20,1.25,2.42,293.30,2331.88
CP-2525,Project Nova,BA-1134,2024-07-04,Print,Global,SMB,18393,567,14,3.08,2.47,59.18,1935.49
CP-2526,Project Nova,BA-1071,2024-07-04,Email,EMEA,Enterprise,13240,774,39,5.85,5.04,95.17,2376.98
CP-2527,Project Nova,BA-1071,2024-07-04,Display Ads,LATAM,Enterprise,91182,2984,83,3.27,2.78,183.59,20158.94
CP-2528,Project Nova,BA-1071,2024-07-04,Social Media,LATAM,SMB,38506,1561,113,4.05,7.24,192.48,8469.62
CP-2529,Project Nova,BA-1191,2024-07-04,Display Ads,North America,SMB,61762,1436,95,2.33,6.62,552.96,15822.84
CP-2530,Project Nova,BA-1191,2024-07-04,Web,Global,Enterprise,25871,1412,40,5.46,2.83,205.20,7629.19
CP-2531,Project Nova,BA-1191,2024-07-04,Email,EMEA,SMB,29470,871,81,2.96,9.30,178.63,10460.39
CP-2532,Project Nova,BA-1127,2024-07-04,Video,APAC,SMB,14648,642,50,4.38,7.79,58.66,4693.87
CP-2533,Project Nova,BA-1145,2024-07-04,Print,Global,SMB,21447,544,11,2.54,2.02,155.64,1806.29
CP-2534,Project Nova,BA-1145,2024-07-04,Display Ads,Global,Consumer,137580,5272,357,3.83,6.77,1373.60,78430.05
CP-2535,Project Nova,BA-1145,2024-07-04,Video,North America,SMB,7730,331,25,4.28,7.55,73.24,3758.11
CP-2536,Project Nova,BA-1135,2024-07-05,Social Media,APAC,Developer,53572,1965,79,3.67,4.02,531.80,11407.21
CP-2537,Project Nova,BA-1135,2024-07-05,Display Ads,EMEA,Developer,65455,3390,284,5.18,8.38,157.42,63405.79
CP-2538,Project Nova,BA-1134,2024-07-05,Display Ads,EMEA,SMB,120396,6527,596,5.42,9.13,1097.25,95723.16
CP-2539,Project Nova,BA-1071,2024-07-05,Email,APAC,Enterprise,12694,701,21,5.52,3.00,56.70,4302.70
CP-2540,Project Nova,BA-1071,2024-07-05,Display Ads,APAC,SMB,65825,1992,42,3.03,2.11,305.37,4523.58
CP-2541,Project Nova,BA-1071,2024-07-05,Social Media,APAC,Developer,48862,2638,203,5.40,7.70,486.24,17838.42
CP-2542,Project Nova,BA-1191,2024-07-05,Email,APAC,SMB,21233,649,46,3.06,7.09,194.38,11488.77
CP-2543,Project Nova,BA-1191,2024-07-05,Social Media,Global,SMB,31499,1135,91,3.60,8.02,65.01,7837.13
CP-2544,Project Nova,BA-1127,2024-07-05,Email,EMEA,Creative Professional,15226,659,28,4.33,4.25,35.82,5237.92
CP-2545,Project Nova,BA-1145,2024-07-05,Email,North America,Enterprise,20442,768,34,3.76,4.43,148.14,6783.18
CP-2546,Project Nova,BA-1145,2024-07-05,Social Media,North America,Consumer,38633,1142,43,2.96,3.77,300.89,2985.59
CP-2547,Project Nova,BA-1145,2024-07-05,Web,Global,Creative Professional,41091,1037,74,2.52,7.14,96.48,18440.90
CP-2548,Project Nova,BA-1135,2024-07-06,Display Ads,Global,Developer,88478,4971,123,5.62,2.47,482.13,15998.61
CP-2549,Project Nova,BA-1135,2024-07-06,Social Media,Global,Enterprise,32723,1487,50,4.54,3.36,249.81,10564.21
CP-2550,Project Nova,BA-1134,2024-07-06,Social Media,APAC,Consumer,31493,893,21,2.84,2.35,104.16,4470.18
CP-2551,Project Nova,BA-1071,2024-07-06,Web,APAC,Developer,43075,1049,21,2.44,2.00,114.89,4753.97
CP-2552,Project Nova,BA-1071,2024-07-06,Display Ads,North America,Developer,79302,4596,451,5.80,9.81,338.04,57350.93
CP-2553,Project Nova,BA-1191,2024-07-06,Video,North America,SMB,11273,535,19,4.75,3.55,52.60,4271.22
CP-2554,Project Nova,BA-1191,2024-07-06,Social Media,EMEA,SMB,51325,986,31,1.92,3.14,461.89,4681.18
CP-2555,Project Nova,BA-1127,2024-07-06,Display Ads,North America,SMB,130364,3831,273,2.94,7.13,434.43,55591.72
CP-2556,Project Nova,BA-1145,2024-07-06,Email,EMEA,SMB,26374,1077,33,4.08,3.06,152.39,7131.92
CP-2557,Project Nova,BA-1135,2024-07-07,Display Ads,North America,Creative Professional,74758,4128,199,5.52,4.82,217.00,33571.31
CP-2558,Project Nova,BA-1135,2024-07-07,Email,EMEA,Developer,26559,371,19,1.40,5.12,230.71,1936.99
CP-2559,Project Nova,BA-1134,2024-07-07,Email,EMEA,Developer,16844,685,60,4.07,8.76,151.55,14932.61
CP-2560,Project Nova,BA-1134,2024-07-07,Print,APAC,SMB,16796,188,7,1.12,3.72,37.20,658.92
CP-2561,Project Nova,BA-1134,2024-07-07,Web,Global,Developer,29139,603,21,2.07,3.48,100.27,1247.47
CP-2562,Project Nova,BA-1071,2024-07-07,Email,North America,Developer,27653,472,44,1.71,9.32,174.48,4329.47
CP-2563,Project Nova,BA-1071,2024-07-07,Social Media,LATAM,Enterprise,74339,2157,95,2.90,4.40,296.18,23482.97
CP-2564,Project Nova,BA-1071,2024-07-07,Print,North America,Developer,8981,265,26,2.95,9.81,53.65,5589.05
CP-2565,Project Nova,BA-1191,2024-07-07,Social Media,Global,Consumer,36893,1469,46,3.98,3.13,255.51,4425.57
CP-2566,Project Nova,BA-1127,2024-07-07,Social Media,EMEA,SMB,37024,440,19,1.19,4.32,320.02,1215.74
CP-2567,Project Nova,BA-1127,2024-07-07,Print,EMEA,Consumer,15392,513,35,3.33,6.82,50.92,2309.96
CP-2568,Project Nova,BA-1145,2024-07-07,Print,LATAM,Enterprise,12264,326,14,2.66,4.29,87.02,2892.22
CP-2569,Project Nova,BA-1135,2024-07-08,Email,LATAM,Consumer,24650,1150,63,4.67,5.48,203.69,6893.54
CP-2570,Project Nova,BA-1135,2024-07-08,Video,Global,SMB,19178,1093,69,5.70,6.31,88.64,6859.25
CP-2571,Project Nova,BA-1135,2024-07-08,Display Ads,LATAM,Consumer,134338,4384,246,3.26,5.61,916.73,42209.84
