Event ID,Asset ID,Timestamp,Action Type,User ID,Department,Device Type,Duration Seconds,Session ID
AE-4613,BA-1084,2024-04-14T03:49:31.082Z,Approval Submitted,user-1277,Creative,Desktop,,session-6068
AE-11872,BA-1214,2024-04-14T04:22:17.186Z,Comment Added,user-1131,Sales,Mobile,,session-1753
AE-12812,BA-1231,2024-04-14T06:29:54.798Z,Share,user-1319,Marketing,Mobile,,session-1368
AE-9986,BA-1178,2024-04-14T06:59:40.046Z,Download,user-1111,Regional Marketing,Tablet,,session-919
AE-13165,BA-1237,2024-04-14T07:30:46.804Z,Approved,user-1498,Product,Tablet,,session-1364
AE-15536,BA-1281,2024-04-14T08:20:50.694Z,Approved,user-1128,Sales,Tablet,,session-2320
AE-12379,BA-1225,2024-04-14T09:26:55.672Z,Approval Submitted,user-1097,Brand Management,Desktop,,session-859
AE-3886,BA-1071,2024-04-14T09:49:12.407Z,Approval Submitted,user-1374,Creative,Mobile,,session-9848
AE-6815,BA-1120,2024-04-14T09:58:49.202Z,Comment Added,user-1378,Regional Marketing,Desktop,,session-4549
AE-12266,BA-1223,2024-04-14T10:20:27.570Z,Approved,user-1141,Marketing,Desktop,,session-89
AE-7179,BA-1126,2024-04-14T10:23:53.374Z,Rejected,user-1377,Marketing,Mobile,,session-5707
AE-7112,BA-1125,2024-04-14T10:30:00.471Z,Rejected,user-1278,Creative,Tablet,,session-4512
AE-8248,BA-1145,2024-04-14T11:05:25.814Z,Share,user-1151,Regional Marketing,Mobile,,session-4890
AE-10128,BA-1181,2024-04-14T11:17:37.645Z,Share,user-1113,Product,Desktop,,session-6362
AE-15403,BA-1277,2024-04-14T11:25:52.159Z,Approved,user-1272,Brand Management,Mobile,,session-8482
AE-853,BA-1016,2024-04-14T11:38:36.149Z,Download,user-1478,Brand Management,Tablet,,session-6119
AE-7439,BA-1132,2024-04-14T14:26:55.855Z,Edit Request,user-1441,Brand Management,Desktop,1340,session-2163
AE-15340,BA-1276,2024-04-14T16:30:07.526Z,View,user-1418,Marketing,Desktop,199,session-7570
AE-978,BA-1020,2024-04-14T16:56:20.943Z,Approved,user-1181,Sales,Mobile,,session-7203
AE-10530,BA-1187,2024-04-14T17:49:00.401Z,Share,user-1196,Creative,Tablet,,session-6909
AE-10905,BA-1195,2024-04-14T17:55:23.680Z,Edit Request,user-1435,Sales,Tablet,1623,session-8475
AE-15174,BA-1274,2024-04-14T18:07:06.772Z,Comment Added,user-1159,Digital,Mobile,,session-3297
AE-7243,BA-1127,2024-04-14T19:18:55.057Z,Share,user-1161,Brand Management,Mobile,,session-9668
AE-11698,BA-1210,2024-04-14T19:50:21.677Z,View,user-1203,Product,Mobile,238,session-4625
AE-11104,BA-1199,2024-04-14T20:01:36.613Z,View,user-1336,Digital,Mobile,351,session-5080
AE-5211,BA-1094,2024-04-14T20:56:12.064Z,Edit Request,user-1151,Regional Marketing,Mobile,1855,session-9417
AE-5192,BA-1094,2024-04-14T21:24:58.291Z,Approval Submitted,user-1377,Marketing,Tablet,,session-2137
AE-855,BA-1016,2024-04-14T21:39:04.120Z,View,user-1221,Brand Management,Mobile,351,session-7828
AE-13126,BA-1236,2024-04-14T21:45:50.525Z,Approved,user-1350,Brand Management,Tablet,,session-2465
AE-1232,BA-1025,2024-04-14T22:48:23.795Z,Rejected,user-1391,Marketing,Tablet,,session-1212
AE-4337,BA-1080,2024-04-14T23:11:11.299Z,View,user-1291,Digital,Mobile,87,session-1325
AE-8082,BA-1141,2024-04-15T01:04:44.582Z,Download,user-1448,Digital,Tablet,,session-9212
AE-14015,BA-1249,2024-04-15T01:05:08.071Z,View,user-1237,Product,Tablet,120,session-4904
AE-13408,BA-1242,2024-04-15T03:16:22.221Z,Download,user-1074,Brand Management,Tablet,,session-9792
AE-10737,BA-1190,2024-04-15T03:23:06.906Z,Approved,user-1465,Marketing,Desktop,,session-5712
AE-2327,BA-1042,2024-04-15T04:14:19.982Z,Download,user-1082,Regional Marketing,Tablet,,session-3631
AE-8023,BA-1141,2024-04-15T06:18:03.955Z,Share,user-1289,Creative,Mobile,,session-7964
AE-8817,BA-1156,2024-04-15T09:31:01.717Z,Download,user-1390,Brand Management,Desktop,,session-5584
AE-87,BA-1001,2024-04-15T09:36:57.828Z,Edit Request,user-1142,Creative,Tablet,776,session-5423
AE-6472,BA-1115,2024-04-15T10:42:08.161Z,View,user-1421,Brand Management,Desktop,335,session-3279
AE-8477,BA-1150,2024-04-15T11:58:49.572Z,Share,user-1226,Marketing,Mobile,,session-2609
AE-6258,BA-1112,2024-04-15T12:38:34.347Z,View,user-1150,Marketing,Desktop,342,session-9208
AE-11293,BA-1202,2024-04-15T13:36:50.024Z,Approval Submitted,user-1144,Brand Management,Desktop,,session-291
AE-8606,BA-1152,2024-04-15T14:44:36.606Z,View,user-1248,Sales,Mobile,245,session-3604
AE-11141,BA-1199,2024-04-15T14:51:59.980Z,Rejected,user-1146,Regional Marketing,Tablet,,session-8491
AE-3800,BA-1069,2024-04-15T15:25:52.563Z,Rejected,user-1350,Brand Management,Tablet,,session-2427
AE-9701,BA-1173,2024-04-15T15:47:15.048Z,Approved,user-1315,Marketing,Tablet,,session-8460
AE-7248,BA-1127,2024-04-15T16:26:46.949Z,View,user-1129,Digital,Desktop,427,session-1059
AE-383,BA-1007,2024-04-15T17:04:43.831Z,Comment Added,user-1023,Sales,Mobile,,session-9460
AE-8262,BA-1145,2024-04-15T18:03:44.248Z,Rejected,user-1290,Sales,Desktop,,session-7184
AE-3710,BA-1067,2024-04-15T18:48:07.979Z,Approval Submitted,user-1070,Regional Marketing,Mobile,,session-8535
AE-8713,BA-1155,2024-04-15T19:02:46.077Z,Rejected,user-1273,Marketing,Desktop,,session-2065
AE-3962,BA-1072,2024-04-15T20:28:46.220Z,Approved,user-1378,Product,Tablet,,session-7863
AE-6454,BA-1115,2024-04-15T21:52:10.423Z,Share,user-1247,Regional Marketing,Tablet,,session-6428
AE-5251,BA-1096,2024-04-15T22:43:47.673Z,Approved,user-1204,Regional Marketing,Mobile,,session-6353
AE-8247,BA-1145,2024-04-15T23:31:40.524Z,Approval Submitted,user-1268,Creative,Tablet,,session-4763
AE-2592,BA-1045,2024-04-16T00:04:19.586Z,Edit Request,user-1031,Regional Marketing,Tablet,2547,session-1486
AE-3965,BA-1072,2024-04-16T00:58:08.530Z,View,user-1347,Digital,Mobile,609,session-7096
AE-5204,BA-1094,2024-04-16T02:37:06.843Z,Share,user-1378,Marketing,Mobile,,session-9001
AE-3848,BA-1070,2024-04-16T03:07:04.029Z,Share,user-1196,Regional Marketing,Mobile,,session-9350
AE-12831,BA-1232,2024-04-16T03:55:24.044Z,Rejected,user-1476,Brand Management,Mobile,,session-8092
AE-1064,BA-1020,2024-04-16T04:00:20.047Z,Comment Added,user-1335,Product,Mobile,,session-7440
AE-6255,BA-1112,2024-04-16T05:45:04.883Z,Approval Submitted,user-1387,Regional Marketing,Mobile,,session-3732
AE-11681,BA-1209,2024-04-16T07:09:51.444Z,Download,user-1100,Regional Marketing,Desktop,,session-5961
AE-12966,BA-1234,2024-04-16T07:12:55.655Z,Comment Added,user-1374,Digital,Tablet,,session-8368
AE-2091,BA-1037,2024-04-16T08:29:05.595Z,View,user-1297,Digital,Desktop,424,session-2180
AE-8237,BA-1144,2024-04-16T08:43:24.065Z,Approval Submitted,user-1049,Creative,Desktop,,session-9684
AE-12964,BA-1234,2024-04-16T09:17:44.214Z,Edit Request,user-1285,Digital,Desktop,924,session-2269
AE-7523,BA-1132,2024-04-16T10:02:31.465Z,Download,user-1122,Product,Tablet,,session-5788
AE-6316,BA-1113,2024-04-16T10:13:42.618Z,Download,user-1369,Product,Desktop,,session-2932
AE-12585,BA-1228,2024-04-16T11:39:11.423Z,Approved,user-1275,Marketing,Tablet,,session-2200
AE-15024,BA-1271,2024-04-16T12:02:26.247Z,Approval Submitted,user-1485,Sales,Desktop,,session-2468
AE-2145,BA-1038,2024-04-16T12:05:23.667Z,Rejected,user-1476,Creative,Mobile,,session-6204
AE-2462,BA-1044,2024-04-16T13:08:42.373Z,Download,user-1076,Regional Marketing,Tablet,,session-6543
AE-6508,BA-1116,2024-04-16T13:18:45.262Z,Approved,user-1201,Brand Management,Desktop,,session-1716
AE-1468,BA-1029,2024-04-16T13:29:42.646Z,View,user-1013,Creative,Desktop,325,session-3428
AE-13088,BA-1235,2024-04-16T14:11:48.986Z,Approved,user-1390,Marketing,Tablet,,session-3462
AE-5587,BA-1101,2024-04-16T15:34:52.172Z,Rejected,user-1481,Product,Desktop,,session-9168
AE-3243,BA-1058,2024-04-16T15:53:44.294Z,Download,user-1376,Brand Management,Desktop,,session-7649
AE-551,BA-1011,2024-04-16T16:40:44.194Z,Approval Submitted,user-1185,Marketing,Desktop,,session-7303
AE-11342,BA-1203,2024-04-16T16:53:32.424Z,Rejected,user-1093,Creative,Tablet,,session-2104
AE-11655,BA-1209,2024-04-16T22:27:00.990Z,Download,user-1337,Marketing,Desktop,,session-7714
AE-2587,BA-1045,2024-04-17T00:12:57.232Z,Approval Submitted,user-1055,Creative,Tablet,,session-4737
AE-14054,BA-1250,2024-04-17T00:18:21.680Z,Approved,user-1237,Regional Marketing,Mobile,,session-1982
AE-1696,BA-1031,2024-04-17T00:23:39.573Z,Approved,user-1039,Creative,Mobile,,session-72
AE-14083,BA-1250,2024-04-17T03:00:40.480Z,Edit Request,user-1196,Regional Marketing,Mobile,3706,session-5757
AE-2673,BA-1047,2024-04-17T03:13:00.150Z,Rejected,user-1451,Regional Marketing,Desktop,,session-1653
AE-14229,BA-1253,2024-04-17T03:51:28.841Z,Comment Added,user-1423,Brand Management,Desktop,,session-7629
AE-7283,BA-1128,2024-04-17T04:54:54.655Z,Download,user-1306,Sales,Desktop,,session-6474
AE-4945,BA-1090,2024-04-17T05:31:44.701Z,Rejected,user-1269,Brand Management,Desktop,,session-772
AE-609,BA-1013,2024-04-17T05:39:44.772Z,Edit Request,user-1494,Creative,Tablet,2542,session-6826
AE-721,BA-1014,2024-04-17T06:03:40.514Z,Approved,user-1015,Product,Tablet,,session-1077
AE-13173,BA-1237,2024-04-17T07:06:10.852Z,View,user-1034,Marketing,Tablet,47,session-9865
AE-4969,BA-1091,2024-04-17T07:17:07.699Z,Download,user-1457,Regional Marketing,Tablet,,session-4839
AE-14260,BA-1254,2024-04-17T09:10:31.225Z,Edit Request,user-1019,Creative,Tablet,3827,session-5808
AE-5406,BA-1098,2024-04-17T10:28:57.220Z,Edit Request,user-1467,Product,Desktop,3073,session-5645
AE-2934,BA-1050,2024-04-17T10:47:00.927Z,Download,user-1477,Brand Management,Desktop,,session-8617
AE-527,BA-1011,2024-04-17T10:47:30.772Z,Approval Submitted,user-1489,Digital,Mobile,,session-104
AE-5069,BA-1093,2024-04-17T11:34:21.486Z,Edit Request,user-1413,Regional Marketing,Desktop,3642,session-1170
AE-5178,BA-1094,2024-04-17T11:44:36.869Z,View,user-1337,Marketing,Desktop,105,session-4442
AE-15295,BA-1276,2024-04-17T12:25:03.759Z,View,user-1038,Marketing,Mobile,50,session-5646
AE-10382,BA-1184,2024-04-17T12:26:55.493Z,Comment Added,user-1318,Sales,Desktop,,session-9679
AE-6359,BA-1113,2024-04-17T13:24:30.871Z,Approved,user-1114,Product,Desktop,,session-8938
AE-4559,BA-1083,2024-04-17T14:25:49.715Z,Share,user-1329,Regional Marketing,Tablet,,session-4933
AE-10413,BA-1185,2024-04-17T14:30:22.254Z,Share,user-1452,Marketing,Mobile,,session-5065
AE-6326,BA-1113,2024-04-17T14:51:04.360Z,Approved,user-1241,Regional Marketing,Tablet,,session-1544
AE-1026,BA-1020,2024-04-17T15:03:47.184Z,Share,user-1303,Brand Management,Mobile,,session-7997
AE-2628,BA-1046,2024-04-17T16:03:28.342Z,Download,user-1316,Digital,Desktop,,session-660
AE-15747,BA-1283,2024-04-17T17:15:19.977Z,Approved,user-1343,Brand Management,Tablet,,session-7430
AE-1351,BA-1027,2024-04-17T18:16:51.335Z,Comment Added,user-1159,Digital,Tablet,,session-1557
AE-4633,BA-1084,2024-04-17T18:54:23.095Z,Edit Request,user-1063,Brand Management,Mobile,3741,session-2425
AE-109,BA-1002,2024-04-17T19:10:34.601Z,Share,user-1052,Product,Mobile,,session-5288
AE-2756,BA-1048,2024-04-17T20:37:16.379Z,View,user-1499,Brand Management,Mobile,95,session-4267
AE-14081,BA-1250,2024-04-17T20:37:49.536Z,Download,user-1032,Digital,Tablet,,session-7246
AE-8563,BA-1151,2024-04-17T21:08:20.410Z,Edit Request,user-1285,Sales,Desktop,1097,session-1016
AE-12161,BA-1220,2024-04-17T21:26:47.168Z,Approved,user-1103,Marketing,Mobile,,session-3698
AE-2065,BA-1037,2024-04-17T22:30:24.340Z,Comment Added,user-1291,Sales,Desktop,,session-8609
AE-921,BA-1019,2024-04-18T00:01:23.788Z,Approved,user-1005,Digital,Desktop,,session-1824
AE-9475,BA-1170,2024-04-18T00:12:53.385Z,Comment Added,user-1386,Brand Management,Tablet,,session-9022
AE-9050,BA-1162,2024-04-18T00:33:45.073Z,Rejected,user-1177,Brand Management,Tablet,,session-6495
AE-14361,BA-1256,2024-04-18T00:34:54.477Z,Comment Added,user-1382,Digital,Desktop,,session-1149
AE-2568,BA-1045,2024-04-18T01:09:44.549Z,Comment Added,user-1051,Sales,Tablet,,session-6013
AE-10006,BA-1178,2024-04-18T01:52:45.175Z,Edit Request,user-1349,Brand Management,Mobile,1658,session-7834
AE-3597,BA-1065,2024-04-18T02:28:09.018Z,Comment Added,user-1390,Digital,Tablet,,session-8622
AE-14979,BA-1269,2024-04-18T03:01:23.507Z,Download,user-1181,Regional Marketing,Mobile,,session-2834
AE-2200,BA-1039,2024-04-18T03:10:50.634Z,Approved,user-1383,Product,Desktop,,session-6625
AE-1780,BA-1032,2024-04-18T03:50:15.331Z,Approval Submitted,user-1354,Marketing,Desktop,,session-5326
AE-10448,BA-1186,2024-04-18T04:07:06.648Z,Rejected,user-1388,Sales,Mobile,,session-3709
AE-11068,BA-1198,2024-04-18T04:09:50.345Z,View,user-1377,Marketing,Tablet,342,session-2410
AE-10567,BA-1187,2024-04-18T05:58:45.599Z,Comment Added,user-1105,Creative,Mobile,,session-1421
AE-15103,BA-1272,2024-04-18T07:42:52.161Z,Download,user-1242,Sales,Desktop,,session-69
AE-6701,BA-1119,2024-04-18T07:49:29.415Z,Download,user-1207,Regional Marketing,Mobile,,session-1104
AE-5509,BA-1100,2024-04-18T09:03:44.855Z,Comment Added,user-1356,Creative,Mobile,,session-8114
AE-806,BA-1015,2024-04-18T09:48:35.991Z,View,user-1271,Regional Marketing,Tablet,235,session-6358
AE-6914,BA-1122,2024-04-18T11:29:52.894Z,View,user-1208,Digital,Tablet,439,session-8327
AE-4505,BA-1083,2024-04-18T11:53:17.596Z,View,user-1154,Sales,Desktop,565,session-4346
AE-1493,BA-1029,2024-04-18T12:51:08.596Z,View,user-1317,Product,Tablet,370,session-1025
AE-5322,BA-1097,2024-04-18T13:27:35.476Z,Approval Submitted,user-1370,Regional Marketing,Desktop,,session-4241
AE-4805,BA-1088,2024-04-18T14:59:18.252Z,View,user-1208,Creative,Mobile,385,session-7989
AE-7094,BA-1125,2024-04-18T15:26:20.570Z,Edit Request,user-1370,Creative,Mobile,3147,session-5330
AE-7780,BA-1136,2024-04-18T16:53:05.256Z,Approved,user-1100,Sales,Tablet,,session-2228
AE-1404,BA-1028,2024-04-18T18:13:42.595Z,View,user-1490,Product,Tablet,410,session-3251
AE-13055,BA-1235,2024-04-18T18:50:34.338Z,Rejected,user-1125,Marketing,Tablet,,session-1317
AE-10063,BA-1180,2024-04-18T20:12:39.725Z,Comment Added,user-1223,Product,Tablet,,session-1556
AE-2051,BA-1036,2024-04-18T21:06:53.831Z,Comment Added,user-1196,Regional Marketing,Desktop,,session-1955
AE-8176,BA-1143,2024-04-18T21:17:59.657Z,Approval Submitted,user-1012,Marketing,Tablet,,session-9427
AE-7495,BA-1132,2024-04-18T22:08:11.767Z,Download,user-1200,Regional Marketing,Tablet,,session-6726
AE-1620,BA-1030,2024-04-19T00:05:27.075Z,Approval Submitted,user-1265,Creative,Tablet,,session-4100
AE-5036,BA-1092,2024-04-19T00:07:23.763Z,Rejected,user-1388,Marketing,Mobile,,session-8037
AE-773,BA-1015,2024-04-19T00:40:34.559Z,Approved,user-1473,Creative,Mobile,,session-2070
AE-11889,BA-1214,2024-04-19T01:00:24.229Z,Comment Added,user-1062,Regional Marketing,Mobile,,session-8164
AE-2547,BA-1045,2024-04-19T01:59:44.160Z,Approved,user-1000,Marketing,Mobile,,session-8959
AE-4317,BA-1079,2024-04-19T02:16:42.465Z,Download,user-1493,Marketing,Tablet,,session-246
AE-5473,BA-1099,2024-04-19T02:31:34.835Z,Share,user-1216,Regional Marketing,Mobile,,session-486
AE-5961,BA-1107,2024-04-19T03:01:07.339Z,Rejected,user-1257,Marketing,Desktop,,session-8838
AE-13360,BA-1241,2024-04-19T03:49:53.398Z,Edit Request,user-1106,Digital,Mobile,2322,session-8610
AE-13245,BA-1238,2024-04-19T03:55:21.605Z,Share,user-1403,Marketing,Tablet,,session-1993
AE-10960,BA-1197,2024-04-19T04:07:32.480Z,Share,user-1385,Marketing,Desktop,,session-9995
AE-4295,BA-1079,2024-04-19T06:09:53.959Z,Approval Submitted,user-1255,Creative,Desktop,,session-3370
AE-7245,BA-1127,2024-04-19T06:15:12.134Z,Comment Added,user-1128,Marketing,Mobile,,session-2936
AE-9336,BA-1167,2024-04-19T06:17:26.585Z,Edit Request,user-1290,Digital,Tablet,1489,session-1518
AE-4016,BA-1073,2024-04-19T06:40:02.570Z,Approved,user-1045,Regional Marketing,Mobile,,session-5827
AE-1549,BA-1029,2024-04-19T06:45:13.165Z,Edit Request,user-1290,Marketing,Mobile,3880,session-3469
AE-797,BA-1015,2024-04-19T08:29:48.148Z,Share,user-1089,Creative,Desktop,,session-5693
AE-6826,BA-1121,2024-04-19T10:32:56.654Z,View,user-1432,Digital,Tablet,363,session-4347
AE-14828,BA-1265,2024-04-19T11:03:40.266Z,Share,user-1200,Digital,Desktop,,session-6391
AE-11622,BA-1208,2024-04-19T14:23:55.281Z,Edit Request,user-1433,Creative,Tablet,3232,session-3899
AE-5960,BA-1107,2024-04-19T15:52:58.788Z,View,user-1382,Digital,Tablet,292,session-4449
AE-6699,BA-1119,2024-04-19T16:21:31.066Z,Rejected,user-1027,Marketing,Mobile,,session-6357
AE-2153,BA-1038,2024-04-19T16:26:37.826Z,Approval Submitted,user-1455,Product,Desktop,,session-7816
AE-3021,BA-1053,2024-04-19T17:25:58.817Z,Download,user-1173,Sales,Mobile,,session-8987
AE-11508,BA-1206,2024-04-19T20:00:36.323Z,Share,user-1291,Digital,Tablet,,session-5868
AE-2232,BA-1041,2024-04-19T21:03:52.706Z,Download,user-1156,Regional Marketing,Mobile,,session-9785
AE-504,BA-1010,2024-04-19T21:51:31.115Z,Approval Submitted,user-1288,Digital,Mobile,,session-1170
AE-2515,BA-1045,2024-04-19T23:08:09.346Z,Comment Added,user-1003,Regional Marketing,Mobile,,session-1360
AE-9973,BA-1178,2024-04-19T23:46:27.040Z,View,user-1290,Creative,Tablet,566,session-9822
AE-2646,BA-1047,2024-04-20T01:01:42.853Z,Approval Submitted,user-1457,Sales,Desktop,,session-6355
AE-13629,BA-1244,2024-04-20T03:25:25.611Z,Edit Request,user-1484,Brand Management,Mobile,3766,session-7063
AE-4044,BA-1073,2024-04-20T03:27:40.449Z,Download,user-1171,Brand Management,Tablet,,session-7402
AE-3955,BA-1072,2024-04-20T08:16:09.754Z,Comment Added,user-1334,Marketing,Desktop,,session-8634
AE-5425,BA-1099,2024-04-20T08:47:43.614Z,Share,user-1370,Creative,Mobile,,session-4168
AE-5734,BA-1103,2024-04-20T09:55:05.415Z,View,user-1022,Sales,Tablet,586,session-4080
AE-7037,BA-1124,2024-04-20T09:59:13.006Z,Rejected,user-1118,Marketing,Tablet,,session-5064
AE-10619,BA-1188,2024-04-20T14:13:45.496Z,Rejected,user-1428,Creative,Tablet,,session-5833
AE-2800,BA-1048,2024-04-20T14:53:36.591Z,Download,user-1195,Marketing,Tablet,,session-4887
AE-7120,BA-1125,2024-04-20T15:15:27.545Z,Edit Request,user-1055,Brand Management,Mobile,1378,session-9121
AE-9759,BA-1174,2024-04-20T15:21:37.870Z,Approval Submitted,user-1321,Creative,Mobile,,session-4959
AE-1313,BA-1027,2024-04-20T17:17:47.696Z,Share,user-1377,Sales,Tablet,,session-9400
AE-11210,BA-1200,2024-04-20T18:25:14.149Z,Edit Request,user-1259,Marketing,Mobile,2601,session-1157
AE-13776,BA-1246,2024-04-20T19:13:45.976Z,Approved,user-1041,Marketing,Mobile,,session-6667
AE-14559,BA-1260,2024-04-20T19:16:25.582Z,Edit Request,user-1168,Regional Marketing,Desktop,1270,session-5124
AE-13670,BA-1245,2024-04-20T20:06:10.401Z,View,user-1163,Product,Tablet,279,session-9437
AE-14185,BA-1253,2024-04-20T20:22:01.186Z,Rejected,user-1266,Creative,Desktop,,session-5490
AE-15588,BA-1281,2024-04-20T21:04:32.236Z,Share,user-1343,Product,Desktop,,session-9803
AE-14012,BA-1249,2024-04-20T21:22:07.220Z,Approved,user-1161,Brand Management,Desktop,,session-6149
AE-12335,BA-1224,2024-04-20T23:18:59.445Z,Rejected,user-1081,Digital,Mobile,,session-722
AE-14889,BA-1267,2024-04-20T23:31:18.827Z,Edit Request,user-1117,Product,Tablet,1297,session-6042
AE-11574,BA-1206,2024-04-20T23:46:43.252Z,Rejected,user-1384,Brand Management,Mobile,,session-1097
AE-10317,BA-1183,2024-04-21T00:26:55.944Z,Comment Added,user-1331,Digital,Mobile,,session-9297
AE-13738,BA-1245,2024-04-21T00:34:49.904Z,Approved,user-1391,Brand Management,Desktop,,session-5092
AE-11592,BA-1207,2024-04-21T01:31:11.025Z,Approval Submitted,user-1195,Digital,Desktop,,session-8019
AE-9503,BA-1170,2024-04-21T02:14:56.690Z,Share,user-1496,Brand Management,Tablet,,session-1347
AE-8686,BA-1155,2024-04-21T02:19:11.964Z,Approval Submitted,user-1327,Marketing,Mobile,,session-8494
AE-3942,BA-1072,2024-04-21T02:21:46.265Z,Share,user-1186,Regional Marketing,Desktop,,session-1450
AE-2380,BA-1043,2024-04-21T03:18:47.074Z,Rejected,user-1398,Regional Marketing,Mobile,,session-3547
AE-13954,BA-1249,2024-04-21T04:19:40.653Z,View,user-1423,Product,Mobile,446,session-6097
AE-15182,BA-1274,2024-04-21T05:14:34.209Z,View,user-1073,Digital,Desktop,572,session-5822
AE-10563,BA-1187,2024-04-21T05:31:22.423Z,Share,user-1107,Digital,Mobile,,session-6449
AE-3223,BA-1058,2024-04-21T05:56:54.954Z,Download,user-1180,Marketing,Mobile,,session-8359
AE-12623,BA-1229,2024-04-21T06:12:03.075Z,Edit Request,user-1187,Creative,Mobile,1672,session-2915
AE-2400,BA-1043,2024-04-21T07:33:50.797Z,Approval Submitted,user-1445,Marketing,Mobile,,session-9012
AE-14397,BA-1256,2024-04-21T07:58:32.639Z,Share,user-1091,Creative,Desktop,,session-7432
AE-14105,BA-1250,2024-04-21T09:10:34.285Z,Share,user-1278,Regional Marketing,Tablet,,session-5767
AE-4748,BA-1087,2024-04-21T10:22:31.267Z,Share,user-1324,Brand Management,Mobile,,session-181
AE-14320,BA-1254,2024-04-21T10:46:09.324Z,Approval Submitted,user-1001,Brand Management,Tablet,,session-161
AE-1847,BA-1034,2024-04-21T11:22:57.984Z,Comment Added,user-1394,Digital,Tablet,,session-234
AE-12401,BA-1225,2024-04-21T11:35:43.908Z,Download,user-1183,Digital,Tablet,,session-9906
AE-11723,BA-1210,2024-04-21T12:45:07.520Z,Approved,user-1251,Creative,Desktop,,session-2763
AE-14151,BA-1251,2024-04-21T13:58:07.931Z,View,user-1060,Brand Management,Desktop,117,session-2297
AE-13061,BA-1235,2024-04-21T14:21:38.574Z,Download,user-1203,Regional Marketing,Mobile,,session-5217
AE-1714,BA-1031,2024-04-21T15:22:33.439Z,Rejected,user-1013,Marketing,Tablet,,session-1584
AE-8030,BA-1141,2024-04-21T16:06:50.590Z,Comment Added,user-1206,Brand Management,Mobile,,session-278
AE-14782,BA-1264,2024-04-21T16:28:41.758Z,Comment Added,user-1353,Brand Management,Mobile,,session-7040
AE-14701,BA-1262,2024-04-21T17:19:34.639Z,Download,user-1159,Product,Desktop,,session-436
AE-10431,BA-1186,2024-04-21T17:40:21.391Z,Comment Added,user-1316,Sales,Tablet,,session-4786
AE-3911,BA-1071,2024-04-21T17:48:04.853Z,Approval Submitted,user-1286,Brand Management,Mobile,,session-1334
AE-3490,BA-1062,2024-04-21T17:48:31.619Z,View,user-1018,Brand Management,Mobile,27,session-7410
AE-10380,BA-1184,2024-04-21T18:16:00.106Z,Download,user-1408,Digital,Tablet,,session-1991
AE-1001,BA-1020,2024-04-21T18:25:27.224Z,Edit Request,user-1436,Product,Desktop,2856,session-1986
AE-2850,BA-1049,2024-04-21T18:40:30.882Z,Comment Added,user-1337,Creative,Desktop,,session-3499
AE-8805,BA-1156,2024-04-21T18:55:48.198Z,Edit Request,user-1452,Brand Management,Tablet,1805,session-5784
AE-5123,BA-1093,2024-04-21T19:51:53.032Z,Approved,user-1169,Regional Marketing,Mobile,,session-38
AE-5462,BA-1099,2024-04-21T21:13:41.626Z,Comment Added,user-1408,Creative,Desktop,,session-3279
AE-4045,BA-1073,2024-04-21T21:26:21.266Z,Download,user-1158,Brand Management,Tablet,,session-9787
AE-15792,BA-1284,2024-04-21T23:11:23.392Z,View,user-1225,Creative,Mobile,142,session-7829
AE-15399,BA-1277,2024-04-22T01:08:53.646Z,Approval Submitted,user-1474,Sales,Mobile,,session-7777
AE-15766,BA-1283,2024-04-22T02:25:15.044Z,Comment Added,user-1105,Brand Management,Desktop,,session-7673
AE-12721,BA-1230,2024-04-22T02:58:46.450Z,View,user-1224,Brand Management,Desktop,87,session-7897
AE-2505,BA-1044,2024-04-22T03:37:54.496Z,Approval Submitted,user-1490,Regional Marketing,Mobile,,session-5240
AE-11650,BA-1209,2024-04-22T04:08:44.492Z,Rejected,user-1119,Digital,Mobile,,session-2431
AE-12583,BA-1228,2024-04-22T04:37:22.390Z,Share,user-1235,Digital,Tablet,,session-5191
AE-3930,BA-1071,2024-04-22T04:45:30.988Z,Edit Request,user-1279,Regional Marketing,Tablet,681,session-6978
AE-2355,BA-1042,2024-04-22T05:41:18.296Z,Edit Request,user-1165,Regional Marketing,Desktop,1885,session-2418
AE-7368,BA-1130,2024-04-22T06:38:32.059Z,Comment Added,user-1441,Brand Management,Desktop,,session-50
AE-13788,BA-1246,2024-04-22T08:11:54.764Z,Comment Added,user-1064,Brand Management,Tablet,,session-3693
AE-2219,BA-1040,2024-04-22T08:51:32.345Z,Edit Request,user-1061,Sales,Desktop,2626,session-4031
AE-735,BA-1014,2024-04-22T09:48:19.918Z,Download,user-1416,Creative,Tablet,,session-3789
AE-13721,BA-1245,2024-04-22T09:48:43.977Z,Share,user-1297,Digital,Mobile,,session-3962
AE-14128,BA-1251,2024-04-22T09:50:05.922Z,Approval Submitted,user-1492,Marketing,Desktop,,session-841
AE-12129,BA-1219,2024-04-22T12:44:45.459Z,Approved,user-1067,Marketing,Tablet,,session-4226
AE-8075,BA-1141,2024-04-22T13:02:46.929Z,View,user-1238,Brand Management,Tablet,154,session-1431
AE-11970,BA-1215,2024-04-22T13:52:34.712Z,Edit Request,user-1177,Brand Management,Mobile,1044,session-3224
AE-4795,BA-1088,2024-04-22T14:42:11.992Z,Comment Added,user-1020,Regional Marketing,Mobile,,session-3237
AE-2609,BA-1046,2024-04-22T14:54:53.052Z,Rejected,user-1101,Digital,Mobile,,session-8402
