event_id,@timestamp,user_id,tenant_id,feature_name,feature_category,session_id,experiment_variant,interaction_duration_ms,conversion_event
EVT-00500489,2025-11-11 00:37:33.113161,USR-063584,TNT-01015,Collections,Administration,SES-0337414,EXP-00091,57291.2734281254,False
EVT-00500490,2025-11-11 00:38:18.113161,USR-010805,TNT-01094,Smart Tagging,Collaboration,SES-0509719,EXP-00108,10321.454742912416,True
EVT-00500491,2025-11-11 00:39:03.113161,USR-011422,TNT-01134,Collaboration,Analytics,SES-0222836,EXP-00124,3004.3910501169366,False
EVT-00500492,2025-11-11 00:39:48.113161,USR-098568,TNT-01016,Asset Search,Search & Discovery,SES-0372197,EXP-00048,7747.261798969187,False
EVT-00500493,2025-11-11 00:40:33.113161,USR-095969,TNT-01109,Version Control,Analytics,SES-0317383,EXP-00049,127.41672612603944,False
EVT-00500494,2025-11-11 00:41:18.113161,USR-058813,TNT-01099,Version Control,Analytics,SES-0947694,EXP-00138,1920.5938790306404,True
EVT-00500495,2025-11-11 00:42:03.113161,USR-047766,TNT-01094,Collections,Administration,SES-0194640,None,9542.222785863094,False
EVT-00500496,2025-11-11 00:42:48.113161,USR-030966,TNT-01120,Bulk Upload,Search & Discovery,SES-0594632,EXP-00128,3409.6203983505256,False
EVT-00500497,2025-11-11 00:43:33.113161,USR-078590,TNT-01044,Export Pipeline,Search & Discovery,SES-0743346,EXP-00037,3656.896856743759,False
EVT-00500498,2025-11-11 00:44:18.113161,USR-026553,TNT-01037,Collections,Analytics,SES-0795624,EXP-00044,1207.1700185698294,False
EVT-00500499,2025-11-11 00:45:03.113161,USR-016095,TNT-01110,Collaboration,Collaboration,SES-0907689,EXP-00005,9364.51944993007,False
EVT-00500500,2025-11-11 00:45:48.113161,USR-070717,TNT-01090,Collections,Collaboration,SES-0675385,EXP-00089,245.81358776250016,False
EVT-00500501,2025-11-11 00:46:33.113161,USR-037295,TNT-01125,Collaboration,Analytics,SES-0104757,None,2232.5361634733313,False
EVT-00500502,2025-11-11 00:47:18.113161,USR-020346,TNT-01098,Asset Search,Search & Discovery,SES-0873995,EXP-00059,2097.691565577668,False
EVT-00500503,2025-11-11 00:48:03.113161,USR-045719,TNT-01092,Collaboration,Search & Discovery,SES-0196721,EXP-00099,2696.8140346466857,False
EVT-00500504,2025-11-11 00:48:48.113161,USR-109707,TNT-01139,Sharing,Search & Discovery,SES-0546135,EXP-00033,1941.7867967176878,False
EVT-00500505,2025-11-11 00:49:33.113161,USR-105578,TNT-01137,Export Pipeline,Analytics,SES-0941611,EXP-00049,5318.287020598258,False
EVT-00500506,2025-11-11 00:50:18.113161,USR-095859,TNT-01125,Sharing,Asset Management,SES-0340944,EXP-00140,10788.390633733698,False
EVT-00500507,2025-11-11 00:51:03.113161,USR-011963,TNT-01027,Analytics Dashboard,Analytics,SES-0308206,EXP-00146,1795.5155834271234,False
EVT-00500508,2025-11-11 00:51:48.113161,USR-082168,TNT-01037,Asset Search,Collaboration,SES-0879855,EXP-00102,8529.782479505902,False
EVT-00500509,2025-11-11 00:52:33.113161,USR-131468,TNT-01091,Collections,Administration,SES-0228366,EXP-00115,3460.347829078292,False
EVT-00500510,2025-11-11 00:53:18.113161,USR-088561,TNT-01027,Asset Search,Asset Management,SES-0265157,EXP-00097,7855.801567854329,True
EVT-00500511,2025-11-11 00:54:03.113161,USR-115720,TNT-01138,Analytics Dashboard,Analytics,SES-0615644,EXP-00122,3039.8354129293675,True
EVT-00500512,2025-11-11 00:54:48.113161,USR-085969,TNT-01073,Version Control,Administration,SES-0209042,None,433.18293664655425,False
EVT-00500513,2025-11-11 00:55:33.113161,USR-105957,TNT-01147,Version Control,Search & Discovery,SES-0899361,EXP-00078,35213.56861555926,True
EVT-00500514,2025-11-11 00:56:18.113161,USR-029585,TNT-01067,Version Control,Administration,SES-0105909,EXP-00069,2701.363944113048,False
EVT-00500515,2025-11-11 00:57:03.113161,USR-062019,TNT-01109,Asset Search,Collaboration,SES-0314292,EXP-00112,2323.1772838692345,False
EVT-00500516,2025-11-11 00:57:48.113161,USR-056433,TNT-01103,Sharing,Search & Discovery,SES-0907008,EXP-00122,11702.427348928457,False
EVT-00500517,2025-11-11 00:58:33.113161,USR-071064,TNT-01098,Collections,Search & Discovery,SES-0496514,EXP-00064,504.0206756116607,False
EVT-00500518,2025-11-11 00:59:18.113161,USR-049403,TNT-01074,Collaboration,Asset Management,SES-0737948,EXP-00112,1923.7866514773586,False
EVT-00500519,2025-11-11 01:00:03.113161,USR-018930,TNT-01079,Metadata Editor,Administration,SES-0103406,EXP-00113,1992.2484488844052,False
EVT-00500520,2025-11-11 01:00:48.113161,USR-032823,TNT-01133,Smart Tagging,Asset Management,SES-0185372,EXP-00103,8607.198811369428,False
EVT-00500521,2025-11-11 01:01:33.113161,USR-049283,TNT-01102,Smart Tagging,Search & Discovery,SES-0608251,EXP-00077,1504.48403002852,False
EVT-00500522,2025-11-11 01:02:18.113161,USR-024379,TNT-01029,Smart Tagging,Asset Management,SES-0626614,EXP-00014,10583.021703544557,False
EVT-00500523,2025-11-11 01:03:03.113161,USR-034251,TNT-01044,Metadata Editor,Search & Discovery,SES-0711669,EXP-00038,10634.249723729721,True
EVT-00500524,2025-11-11 01:03:48.113161,USR-106287,TNT-01096,Metadata Editor,Collaboration,SES-0648943,EXP-00051,1895.7003288285127,True
EVT-00500525,2025-11-11 01:04:33.113161,USR-023985,TNT-01042,Smart Tagging,Analytics,SES-0672385,None,5278.874393492282,False
EVT-00500526,2025-11-11 01:05:18.113161,USR-011963,TNT-01092,Asset Search,Administration,SES-0974631,EXP-00115,3539.7576179728176,False
EVT-00500527,2025-11-11 01:06:03.113161,USR-032550,TNT-01139,Export Pipeline,Asset Management,SES-0884140,EXP-00096,3814.2912600969116,False
EVT-00500528,2025-11-11 01:06:48.113161,USR-094921,TNT-01051,Version Control,Search & Discovery,SES-0224946,EXP-00086,6668.492531449881,False
EVT-00500529,2025-11-11 01:07:33.113161,USR-054675,TNT-01112,Metadata Editor,Search & Discovery,SES-0315193,EXP-00136,5113.468877894782,False
EVT-00500530,2025-11-11 01:08:18.113161,USR-042262,TNT-01029,Sharing,Collaboration,SES-0809314,EXP-00110,3818.920909667641,False
EVT-00500531,2025-11-11 01:09:03.113161,USR-132420,TNT-01035,Version Control,Asset Management,SES-0649132,EXP-00141,5703.81550718828,False
EVT-00500532,2025-11-11 01:09:48.113161,USR-012280,TNT-01120,Bulk Upload,Asset Management,SES-0844954,EXP-00040,2667.1842619764043,True
EVT-00500533,2025-11-11 01:10:33.113161,USR-058924,TNT-01096,Bulk Upload,Search & Discovery,SES-0855674,EXP-00098,14779.752347286672,True
EVT-00500534,2025-11-11 01:11:18.113161,USR-040931,TNT-01145,Collections,Search & Discovery,SES-0653287,EXP-00095,2170.801896436211,True
EVT-00500535,2025-11-11 01:12:03.113161,USR-016455,TNT-01118,Collections,Analytics,SES-0733926,EXP-00130,2795.5303524602455,False
EVT-00500536,2025-11-11 01:12:48.113161,USR-115208,TNT-01073,Smart Tagging,Analytics,SES-0214103,EXP-00057,1866.6736596301591,False
EVT-00500537,2025-11-11 01:13:33.113161,USR-053917,TNT-01141,Sharing,Asset Management,SES-0802346,EXP-00074,4086.169861697568,False
EVT-00500538,2025-11-11 01:14:18.113161,USR-114161,TNT-01072,Collaboration,Administration,SES-0902040,EXP-00052,2878.514408650903,False
EVT-00500539,2025-11-11 01:15:03.113161,USR-029100,TNT-01073,Collaboration,Analytics,SES-0690160,EXP-00122,11804.434807499028,False
EVT-00500540,2025-11-11 01:15:48.113161,USR-014518,TNT-01021,Smart Tagging,Collaboration,SES-0600081,EXP-00005,32252.637226645307,False
EVT-00500541,2025-11-11 01:16:33.113161,USR-088484,TNT-01035,Bulk Upload,Asset Management,SES-0265100,EXP-00095,4238.807967822576,False
EVT-00500542,2025-11-11 01:17:18.113161,USR-095010,TNT-01076,Bulk Upload,Collaboration,SES-0110323,EXP-00111,40346.58011193086,False
EVT-00500543,2025-11-11 01:18:03.113161,USR-068210,TNT-01000,Analytics Dashboard,Analytics,SES-0144590,EXP-00037,8198.798084659464,True
EVT-00500544,2025-11-11 01:18:48.113161,USR-068288,TNT-01147,Collections,Search & Discovery,SES-0740413,EXP-00084,12162.061498392764,False
EVT-00500545,2025-11-11 01:19:33.113161,USR-049923,TNT-01066,Asset Search,Analytics,SES-0498489,EXP-00121,3814.1977136338205,False
EVT-00500546,2025-11-11 01:20:18.113161,USR-071735,TNT-01031,Metadata Editor,Asset Management,SES-0859518,None,1789.926382555731,False
EVT-00500547,2025-11-11 01:21:03.113161,USR-131108,TNT-01018,Bulk Upload,Analytics,SES-0224269,EXP-00009,38054.55799221684,False
EVT-00500548,2025-11-11 01:21:48.113161,USR-101733,TNT-01059,Sharing,Search & Discovery,SES-0686367,EXP-00075,15753.700116294118,False
EVT-00500549,2025-11-11 01:22:33.113161,USR-093873,TNT-01019,Export Pipeline,Asset Management,SES-0454116,EXP-00122,7314.596789533945,False
EVT-00500550,2025-11-11 01:23:18.113161,USR-091579,TNT-01100,Export Pipeline,Collaboration,SES-0339615,EXP-00141,1546.3630342090582,True
EVT-00500551,2025-11-11 01:24:03.113161,USR-030336,TNT-01049,Asset Search,Search & Discovery,SES-0339111,EXP-00044,5153.389076974887,False
EVT-00500552,2025-11-11 01:24:48.113161,USR-107958,TNT-01146,Analytics Dashboard,Analytics,SES-0243210,EXP-00049,15527.73230136131,False
EVT-00500553,2025-11-11 01:25:33.113161,USR-127247,TNT-01004,Version Control,Analytics,SES-0251355,EXP-00120,5582.397566782875,True
EVT-00500554,2025-11-11 01:26:18.113161,USR-087433,TNT-01066,Metadata Editor,Collaboration,SES-0667351,EXP-00028,19716.227372278678,False
EVT-00500555,2025-11-11 01:27:03.113161,USR-042115,TNT-01121,Smart Tagging,Collaboration,SES-0859406,EXP-00077,26135.694638546935,False
EVT-00500556,2025-11-11 01:27:48.113161,USR-038806,TNT-01125,Collections,Administration,SES-0281068,EXP-00081,5293.649136774032,False
EVT-00500557,2025-11-11 01:28:33.113161,USR-114769,TNT-01144,Smart Tagging,Asset Management,SES-0338439,EXP-00078,3678.5811624249086,False
EVT-00500558,2025-11-11 01:29:18.113161,USR-048592,TNT-01000,Collections,Analytics,SES-0346442,EXP-00051,8010.105149376917,True
EVT-00500559,2025-11-11 01:30:03.113161,USR-037045,TNT-01142,Bulk Upload,Collaboration,SES-0940734,EXP-00014,3991.470256105077,False
EVT-00500560,2025-11-11 01:30:48.113161,USR-097166,TNT-01017,Analytics Dashboard,Collaboration,SES-0698914,EXP-00044,395.76886198403,False
EVT-00500561,2025-11-11 01:31:33.113161,USR-081702,TNT-01002,Metadata Editor,Analytics,SES-0830541,EXP-00054,2047.324936776285,False
EVT-00500562,2025-11-11 01:32:18.113161,USR-032244,TNT-01033,Version Control,Analytics,SES-0696856,EXP-00102,17190.34143059697,False
EVT-00500563,2025-11-11 01:33:03.113161,USR-096254,TNT-01139,Sharing,Analytics,SES-0957910,EXP-00004,1086.9886416468246,False
EVT-00500564,2025-11-11 01:33:48.113161,USR-029585,TNT-01048,Bulk Upload,Search & Discovery,SES-0419666,None,9240.241928766418,True
EVT-00500565,2025-11-11 01:34:33.113161,USR-015304,TNT-01085,Bulk Upload,Asset Management,SES-0923177,EXP-00001,591.7922026393994,False
EVT-00500566,2025-11-11 01:35:18.113161,USR-069447,TNT-01090,Version Control,Administration,SES-0285860,EXP-00054,2948.9120427897587,False
EVT-00500567,2025-11-11 01:36:03.113161,USR-114348,TNT-01035,Version Control,Asset Management,SES-0514368,EXP-00026,1185.1201387028136,False
EVT-00500568,2025-11-11 01:36:48.113161,USR-089892,TNT-01142,Collaboration,Collaboration,SES-0412461,EXP-00021,2738.946498170976,False
EVT-00500569,2025-11-11 01:37:33.113161,USR-082847,TNT-01045,Sharing,Analytics,SES-0530715,EXP-00113,5497.865533464367,False
EVT-00500570,2025-11-11 01:38:18.113161,USR-040760,TNT-01068,Sharing,Search & Discovery,SES-0790005,None,2443.6948994799277,False
EVT-00500571,2025-11-11 01:39:03.113161,USR-094586,TNT-01052,Sharing,Collaboration,SES-0147818,EXP-00142,33961.35705556433,True
EVT-00500572,2025-11-11 01:39:48.113161,USR-036586,TNT-01104,Collaboration,Analytics,SES-0244251,EXP-00131,6124.604950627416,False
EVT-00500573,2025-11-11 01:40:33.113161,USR-077748,TNT-01058,Export Pipeline,Search & Discovery,SES-0543916,EXP-00136,1141.8546461362232,False
EVT-00500574,2025-11-11 01:41:18.113161,USR-127833,TNT-01019,Bulk Upload,Asset Management,SES-0540109,EXP-00135,61668.353270198364,False
EVT-00500575,2025-11-11 01:42:03.113161,USR-097079,TNT-01013,Smart Tagging,Analytics,SES-0363197,EXP-00128,8817.961279855888,True
EVT-00500576,2025-11-11 01:42:48.113161,USR-053869,TNT-01051,Collaboration,Collaboration,SES-0855172,EXP-00094,3045.908481666162,False
EVT-00500577,2025-11-11 01:43:33.113161,USR-036602,TNT-01119,Bulk Upload,Collaboration,SES-0478801,EXP-00132,1869.67018766014,False
EVT-00500578,2025-11-11 01:44:18.113161,USR-047122,TNT-01069,Bulk Upload,Analytics,SES-0262141,EXP-00009,9304.609942094407,True
EVT-00500579,2025-11-11 01:45:03.113161,USR-020949,TNT-01118,Analytics Dashboard,Administration,SES-0530433,EXP-00070,1896.6970415204366,True
EVT-00500580,2025-11-11 01:45:48.113161,USR-074659,TNT-01030,Version Control,Search & Discovery,SES-0740440,EXP-00111,9397.426927302842,False
EVT-00500581,2025-11-11 01:46:33.113161,USR-075701,TNT-01096,Analytics Dashboard,Analytics,SES-0536377,EXP-00098,14369.408333589561,True
EVT-00500582,2025-11-11 01:47:18.113161,USR-016095,TNT-01033,Export Pipeline,Asset Management,SES-0759681,EXP-00102,1117.7346747823046,False
EVT-00500583,2025-11-11 01:48:03.113161,USR-133881,TNT-01016,Bulk Upload,Analytics,SES-0173622,EXP-00007,28043.67726872557,True
EVT-00500584,2025-11-11 01:48:48.113161,USR-095176,TNT-01072,Collaboration,Collaboration,SES-0581758,EXP-00055,18335.651495200233,False
EVT-00500585,2025-11-11 01:49:33.113161,USR-024480,TNT-01006,Collaboration,Collaboration,SES-0249673,EXP-00150,8141.687456860781,False
EVT-00500586,2025-11-11 01:50:18.113161,USR-082100,TNT-01042,Metadata Editor,Search & Discovery,SES-0496982,EXP-00001,15577.419339108126,True
EVT-00500587,2025-11-11 01:51:03.113161,USR-129095,TNT-01121,Smart Tagging,Collaboration,SES-0392091,EXP-00024,1903.2408592888487,False
EVT-00500588,2025-11-11 01:51:48.113161,USR-086867,TNT-01128,Smart Tagging,Analytics,SES-0261192,EXP-00094,2994.2408684039674,False
EVT-00500589,2025-11-11 01:52:33.113161,USR-088484,TNT-01120,Collections,Asset Management,SES-0832277,EXP-00124,4187.196150633798,False
EVT-00500590,2025-11-11 01:53:18.113161,USR-041488,TNT-01133,Collections,Search & Discovery,SES-0397645,EXP-00121,1040.0858175367396,False
EVT-00500591,2025-11-11 01:54:03.113161,USR-041618,TNT-01025,Export Pipeline,Asset Management,SES-0598549,EXP-00099,3325.17441391285,True
EVT-00500592,2025-11-11 01:54:48.113161,USR-104415,TNT-01111,Metadata Editor,Collaboration,SES-0248834,EXP-00099,11148.680569298707,False
EVT-00500593,2025-11-11 01:55:33.113161,USR-062370,TNT-01130,Bulk Upload,Asset Management,SES-0949591,EXP-00131,903.296537940349,True
EVT-00500594,2025-11-11 01:56:18.113161,USR-087560,TNT-01006,Analytics Dashboard,Collaboration,SES-0997288,None,1165.5732858935096,True
EVT-00500595,2025-11-11 01:57:03.113161,USR-058636,TNT-01142,Bulk Upload,Collaboration,SES-0280542,EXP-00116,7187.125655803599,False
EVT-00500596,2025-11-11 01:57:48.113161,USR-028886,TNT-01056,Collections,Administration,SES-0710461,EXP-00140,1853.650944993495,False
EVT-00500597,2025-11-11 01:58:33.113161,USR-134033,TNT-01040,Collaboration,Analytics,SES-0700643,EXP-00014,10305.730925996615,False
EVT-00500598,2025-11-11 01:59:18.113161,USR-118587,TNT-01002,Analytics Dashboard,Collaboration,SES-0461372,EXP-00069,2389.5109327665095,True
EVT-00500599,2025-11-11 02:00:03.113161,USR-051612,TNT-01080,Collections,Search & Discovery,SES-0576182,EXP-00078,1844.93497565928,False
EVT-00500600,2025-11-11 02:00:48.113161,USR-042536,TNT-01045,Asset Search,Analytics,SES-0862519,EXP-00149,2418.755620884105,True
EVT-00500601,2025-11-11 02:01:33.113161,USR-098058,TNT-01016,Asset Search,Analytics,SES-0996000,EXP-00015,20981.10298745884,False
EVT-00500602,2025-11-11 02:02:18.113161,USR-123465,TNT-01073,Version Control,Asset Management,SES-0236254,EXP-00021,2784.8548895809463,True
EVT-00500603,2025-11-11 02:03:03.113161,USR-041590,TNT-01051,Asset Search,Collaboration,SES-0817898,EXP-00074,1104.3595566829654,False
EVT-00500604,2025-11-11 02:03:48.113161,USR-043149,TNT-01011,Collections,Asset Management,SES-0833829,EXP-00068,2188.0274587373547,True
EVT-00500605,2025-11-11 02:04:33.113161,USR-127331,TNT-01137,Smart Tagging,Administration,SES-0518281,EXP-00090,3433.6313188715726,False
EVT-00500606,2025-11-11 02:05:18.113161,USR-045713,TNT-01125,Bulk Upload,Search & Discovery,SES-0287228,EXP-00050,1736.9752861458583,False
EVT-00500607,2025-11-11 02:06:03.113161,USR-062196,TNT-01082,Version Control,Asset Management,SES-0540316,None,6343.348875388006,False
EVT-00500608,2025-11-11 02:06:48.113161,USR-127247,TNT-01001,Collections,Search & Discovery,SES-0546445,EXP-00124,4600.926241903925,False
EVT-00500609,2025-11-11 02:07:33.113161,USR-081489,TNT-01060,Collaboration,Collaboration,SES-0884256,EXP-00004,4577.9266612801375,False
EVT-00500610,2025-11-11 02:08:18.113161,USR-028098,TNT-01087,Metadata Editor,Search & Discovery,SES-0769642,EXP-00131,7656.163745514336,True
EVT-00500611,2025-11-11 02:09:03.113161,USR-025216,TNT-01043,Smart Tagging,Asset Management,SES-0903417,EXP-00052,3275.820392021988,True
EVT-00500612,2025-11-11 02:09:48.113161,USR-064680,TNT-01099,Analytics Dashboard,Collaboration,SES-0919430,EXP-00119,24393.41336223213,False
EVT-00500613,2025-11-11 02:10:33.113161,USR-099289,TNT-01113,Version Control,Analytics,SES-0620338,EXP-00104,2444.6342278915404,True
EVT-00500614,2025-11-11 02:11:18.113161,USR-058612,TNT-01112,Version Control,Search & Discovery,SES-0189300,EXP-00093,14810.262225378361,False
EVT-00500615,2025-11-11 02:12:03.113161,USR-115208,TNT-01060,Metadata Editor,Search & Discovery,SES-0710640,EXP-00131,4733.126612374712,True
EVT-00500616,2025-11-11 02:12:48.113161,USR-098095,TNT-01031,Asset Search,Search & Discovery,SES-0468713,EXP-00094,30233.158654467235,True
EVT-00500617,2025-11-11 02:13:33.113161,USR-093285,TNT-01124,Smart Tagging,Asset Management,SES-0849854,EXP-00045,25130.65098149946,False
EVT-00500618,2025-11-11 02:14:18.113161,USR-080847,TNT-01134,Asset Search,Search & Discovery,SES-0745812,EXP-00109,9684.657036260354,False
EVT-00500619,2025-11-11 02:15:03.113161,USR-087093,TNT-01028,Export Pipeline,Search & Discovery,SES-0902729,EXP-00081,3010.950101838717,False
EVT-00500620,2025-11-11 02:15:48.113161,USR-087061,TNT-01019,Asset Search,Collaboration,SES-0758892,EXP-00043,25149.712285049314,False
EVT-00500621,2025-11-11 02:16:33.113161,USR-039673,TNT-01107,Version Control,Search & Discovery,SES-0534490,EXP-00045,14343.099918424223,True
EVT-00500622,2025-11-11 02:17:18.113161,USR-091762,TNT-01083,Version Control,Analytics,SES-0325352,EXP-00010,1486.3170430137607,False
EVT-00500623,2025-11-11 02:18:03.113161,USR-092572,TNT-01082,Collaboration,Collaboration,SES-0888212,EXP-00125,6070.71896743548,True
EVT-00500624,2025-11-11 02:18:48.113161,USR-017429,TNT-01074,Asset Search,Administration,SES-0822328,EXP-00141,21450.652139453476,False
EVT-00500625,2025-11-11 02:19:33.113161,USR-034745,TNT-01085,Sharing,Search & Discovery,SES-0434151,EXP-00111,7129.420631151014,False
EVT-00500626,2025-11-11 02:20:18.113161,USR-052049,TNT-01102,Export Pipeline,Collaboration,SES-0709475,EXP-00142,6502.901521145831,True
EVT-00500627,2025-11-11 02:21:03.113161,USR-070174,TNT-01016,Export Pipeline,Asset Management,SES-0724344,EXP-00014,2582.9425353487354,False
EVT-00500628,2025-11-11 02:21:48.113161,USR-125028,TNT-01131,Sharing,Asset Management,SES-0481929,EXP-00115,1098.9151699548177,False
EVT-00500629,2025-11-11 02:22:33.113161,USR-101983,TNT-01143,Sharing,Collaboration,SES-0748835,EXP-00037,2609.7848245286345,False
EVT-00500630,2025-11-11 02:23:18.113161,USR-049203,TNT-01003,Analytics Dashboard,Analytics,SES-0894369,EXP-00030,1537.0221290828524,False
EVT-00500631,2025-11-11 02:24:03.113161,USR-123112,TNT-01010,Smart Tagging,Collaboration,SES-0998967,EXP-00132,6697.859053725296,False
EVT-00500632,2025-11-11 02:24:48.113161,USR-047288,TNT-01018,Version Control,Administration,SES-0149659,EXP-00008,19457.804091514434,False
EVT-00500633,2025-11-11 02:25:33.113161,USR-062397,TNT-01044,Metadata Editor,Administration,SES-0624868,EXP-00114,15644.306230370612,True
EVT-00500634,2025-11-11 02:26:18.113161,USR-045351,TNT-01147,Sharing,Search & Discovery,SES-0361126,EXP-00065,2749.283783861084,False
EVT-00500635,2025-11-11 02:27:03.113161,USR-033478,TNT-01000,Collaboration,Administration,SES-0752469,EXP-00012,609.8492937352992,True
EVT-00500636,2025-11-11 02:27:48.113161,USR-056433,TNT-01136,Version Control,Asset Management,SES-0885477,EXP-00052,5528.648012110363,False
EVT-00500637,2025-11-11 02:28:33.113161,USR-066059,TNT-01102,Asset Search,Administration,SES-0375407,EXP-00042,31843.587859867413,False
EVT-00500638,2025-11-11 02:29:18.113161,USR-062196,TNT-01074,Collaboration,Search & Discovery,SES-0544191,EXP-00149,2638.9404400129297,False
EVT-00500639,2025-11-11 02:30:03.113161,USR-078181,TNT-01022,Collaboration,Analytics,SES-0536488,EXP-00034,3492.7138607575243,False
EVT-00500640,2025-11-11 02:30:48.113161,USR-054283,TNT-01076,Bulk Upload,Analytics,SES-0448180,EXP-00114,11199.09150323004,False
EVT-00500641,2025-11-11 02:31:33.113161,USR-052190,TNT-01051,Version Control,Asset Management,SES-0957073,EXP-00022,3538.3020820530014,True
EVT-00500642,2025-11-11 02:32:18.113161,USR-014537,TNT-01127,Export Pipeline,Analytics,SES-0400685,EXP-00075,21295.665893335638,False
EVT-00500643,2025-11-11 02:33:03.113161,USR-017148,TNT-01092,Analytics Dashboard,Search & Discovery,SES-0273716,EXP-00041,1164.5648205337618,False
EVT-00500644,2025-11-11 02:33:48.113161,USR-061694,TNT-01090,Metadata Editor,Analytics,SES-0926108,EXP-00059,970.2914638413289,False
EVT-00500645,2025-11-11 02:34:33.113161,USR-126039,TNT-01031,Analytics Dashboard,Administration,SES-0718064,None,1064.3009369568945,False
EVT-00500646,2025-11-11 02:35:18.113161,USR-134033,TNT-01024,Export Pipeline,Analytics,SES-0755564,EXP-00113,3193.6160518550255,True
EVT-00500647,2025-11-11 02:36:03.113161,USR-029100,TNT-01071,Analytics Dashboard,Search & Discovery,SES-0704082,EXP-00073,1668.1355574835359,True
EVT-00500648,2025-11-11 02:36:48.113161,USR-127904,TNT-01143,Smart Tagging,Asset Management,SES-0363618,EXP-00084,3060.077803162465,False
EVT-00500649,2025-11-11 02:37:33.113161,USR-104378,TNT-01026,Smart Tagging,Administration,SES-0708270,EXP-00111,4798.443503184946,False
EVT-00500650,2025-11-11 02:38:18.113161,USR-062370,TNT-01128,Analytics Dashboard,Collaboration,SES-0179011,EXP-00133,4688.234227190376,False
EVT-00500651,2025-11-11 02:39:03.113161,USR-069782,TNT-01083,Smart Tagging,Asset Management,SES-0395211,EXP-00003,15187.784798791305,False
EVT-00500652,2025-11-11 02:39:48.113161,USR-037295,TNT-01032,Sharing,Administration,SES-0604968,None,15216.195018081062,True
EVT-00500653,2025-11-11 02:40:33.113161,USR-045222,TNT-01138,Export Pipeline,Asset Management,SES-0680237,EXP-00134,17803.902105822424,True
EVT-00500654,2025-11-11 02:41:18.113161,USR-055052,TNT-01025,Analytics Dashboard,Administration,SES-0788853,EXP-00148,5163.567425331219,False
EVT-00500655,2025-11-11 02:42:03.113161,USR-085255,TNT-01106,Collections,Search & Discovery,SES-0644118,EXP-00048,11235.061011413667,False
EVT-00500656,2025-11-11 02:42:48.113161,USR-052190,TNT-01141,Smart Tagging,Administration,SES-0113981,EXP-00148,5886.468294528114,False
EVT-00500657,2025-11-11 02:43:33.113161,USR-025610,TNT-01015,Analytics Dashboard,Search & Discovery,SES-0624402,EXP-00122,4780.654837114801,False
EVT-00500658,2025-11-11 02:44:18.113161,USR-066834,TNT-01110,Export Pipeline,Search & Discovery,SES-0714560,EXP-00111,5642.769585270045,False
EVT-00500659,2025-11-11 02:45:03.113161,USR-074772,TNT-01075,Analytics Dashboard,Analytics,SES-0559067,EXP-00145,8388.651005539672,False
EVT-00500660,2025-11-11 02:45:48.113161,USR-032823,TNT-01144,Sharing,Collaboration,SES-0691893,EXP-00140,1186.060960031728,False
EVT-00500661,2025-11-11 02:46:33.113161,USR-071064,TNT-01077,Sharing,Asset Management,SES-0596733,EXP-00070,3647.395134988204,False
EVT-00500662,2025-11-11 02:47:18.113161,USR-092155,TNT-01075,Metadata Editor,Asset Management,SES-0737363,EXP-00075,3912.6974638831116,False
EVT-00500663,2025-11-11 02:48:03.113161,USR-119589,TNT-01140,Analytics Dashboard,Collaboration,SES-0960774,EXP-00015,54280.49055079483,True
EVT-00500664,2025-11-11 02:48:48.113161,USR-017597,TNT-01026,Collaboration,Search & Discovery,SES-0227981,EXP-00050,6450.796236911037,True
EVT-00500665,2025-11-11 02:49:33.113161,USR-086331,TNT-01034,Sharing,Collaboration,SES-0394811,EXP-00051,9157.616284963635,True
EVT-00500666,2025-11-11 02:50:18.113161,USR-043094,TNT-01086,Analytics Dashboard,Analytics,SES-0692625,EXP-00041,3011.052119200067,False
EVT-00500667,2025-11-11 02:51:03.113161,USR-090274,TNT-01053,Version Control,Asset Management,SES-0133804,EXP-00052,6888.877880144616,False
EVT-00500668,2025-11-11 02:51:48.113161,USR-025998,TNT-01039,Bulk Upload,Collaboration,SES-0692430,EXP-00012,1119.7395693742722,False
EVT-00500669,2025-11-11 02:52:33.113161,USR-092727,TNT-01050,Export Pipeline,Administration,SES-0527009,EXP-00060,5646.118433069452,True
EVT-00500670,2025-11-11 02:53:18.113161,USR-064781,TNT-01104,Export Pipeline,Collaboration,SES-0818366,EXP-00005,6045.357832170805,False
EVT-00500671,2025-11-11 02:54:03.113161,USR-073439,TNT-01039,Analytics Dashboard,Administration,SES-0775157,EXP-00097,842.1489063453894,False
EVT-00500672,2025-11-11 02:54:48.113161,USR-119494,TNT-01013,Analytics Dashboard,Collaboration,SES-0720901,EXP-00038,562.1589107823681,False
EVT-00500673,2025-11-11 02:55:33.113161,USR-091762,TNT-01034,Sharing,Search & Discovery,SES-0924027,EXP-00014,4814.08267372602,True
EVT-00500674,2025-11-11 02:56:18.113161,USR-133582,TNT-01016,Sharing,Collaboration,SES-0196161,EXP-00129,12590.36422203524,True
EVT-00500675,2025-11-11 02:57:03.113161,USR-115385,TNT-01042,Version Control,Analytics,SES-0527598,EXP-00035,7036.052076160355,False
EVT-00500676,2025-11-11 02:57:48.113161,USR-099457,TNT-01125,Bulk Upload,Administration,SES-0105930,EXP-00080,1356.6220179735074,False
EVT-00500677,2025-11-11 02:58:33.113161,USR-058612,TNT-01083,Export Pipeline,Administration,SES-0197930,EXP-00083,3214.985348081428,False
