delivery_id,@timestamp,partner_id,tenant_id,event_type,http_status,retry_count,delivery_latency_ms,success
WBH-00200454,2025-11-11 04:17:33.113161,PTR-0102,TNT-01117,collection.shared,200,0,158.38128006246788,True
WBH-00200455,2025-11-11 04:18:23.113161,PTR-0109,TNT-01113,collection.shared,200,0,263.13069884699655,True
WBH-00200456,2025-11-11 04:19:13.113161,PTR-0122,TNT-01074,metadata.changed,200,0,433.4301262654379,True
WBH-00200457,2025-11-11 04:20:03.113161,PTR-0139,TNT-01066,asset.created,200,0,296.4439595641199,True
WBH-00200458,2025-11-11 04:20:53.113161,PTR-0112,TNT-01000,export.completed,200,0,940.5330900188936,True
WBH-00200459,2025-11-11 04:21:43.113161,PTR-0121,TNT-01100,metadata.changed,200,0,578.307019683512,True
WBH-00200460,2025-11-11 04:22:33.113161,PTR-0119,TNT-01096,user.invited,200,0,149.17948223597392,True
WBH-00200461,2025-11-11 04:23:23.113161,PTR-0128,TNT-01123,asset.created,500,3,2378.1545271203,False
WBH-00200462,2025-11-11 04:24:13.113161,PTR-0117,TNT-01105,export.completed,201,0,336.82378156249786,True
WBH-00200463,2025-11-11 04:25:03.113161,PTR-0107,TNT-01037,collection.shared,503,0,940.9368968993329,False
WBH-00200464,2025-11-11 04:25:53.113161,PTR-0115,TNT-01056,asset.updated,200,0,937.2135478047738,True
WBH-00200465,2025-11-11 04:26:43.113161,PTR-0129,TNT-01010,asset.deleted,503,3,5808.001381548109,False
WBH-00200466,2025-11-11 04:27:33.113161,PTR-0137,TNT-01138,tag.applied,200,0,371.87409773761146,True
WBH-00200467,2025-11-11 04:28:23.113161,PTR-0134,TNT-01047,collection.shared,200,0,481.11447007252366,True
WBH-00200468,2025-11-11 04:29:13.113161,PTR-0133,TNT-01073,collection.shared,200,0,92.88121445670882,True
WBH-00200469,2025-11-11 04:30:03.113161,PTR-0112,TNT-01128,export.completed,401,0,313.26172273622285,False
WBH-00200470,2025-11-11 04:30:53.113161,PTR-0114,TNT-01052,asset.created,200,0,211.95965028760327,True
WBH-00200471,2025-11-11 04:31:43.113161,PTR-0101,TNT-01075,asset.deleted,201,0,878.2690594120944,True
WBH-00200472,2025-11-11 04:32:33.113161,PTR-0106,TNT-01105,asset.updated,200,0,169.2424504976157,True
WBH-00200473,2025-11-11 04:33:23.113161,PTR-0106,TNT-01125,export.completed,200,0,3070.6100386710054,True
WBH-00200474,2025-11-11 04:34:13.113161,PTR-0138,TNT-01102,asset.updated,201,0,62.604204952709686,True
WBH-00200475,2025-11-11 04:35:03.113161,PTR-0132,TNT-01090,export.completed,200,0,250.85393677422672,True
WBH-00200476,2025-11-11 04:35:53.113161,PTR-0103,TNT-01029,asset.updated,200,0,370.4667342473985,True
WBH-00200477,2025-11-11 04:36:43.113161,PTR-0109,TNT-01145,asset.deleted,200,0,300.189284138201,True
WBH-00200478,2025-11-11 04:37:33.113161,PTR-0137,TNT-01043,asset.created,201,0,404.49331723972716,True
WBH-00200479,2025-11-11 04:38:23.113161,PTR-0133,TNT-01028,collection.shared,500,3,2238.2688657429344,False
WBH-00200480,2025-11-11 04:39:13.113161,PTR-0116,TNT-01109,export.completed,200,0,579.6294124048343,True
WBH-00200481,2025-11-11 04:40:03.113161,PTR-0125,TNT-01136,asset.deleted,200,0,514.0368993016177,True
WBH-00200482,2025-11-11 04:40:53.113161,PTR-0107,TNT-01118,collection.shared,200,0,163.32478748194896,True
WBH-00200483,2025-11-11 04:41:43.113161,PTR-0107,TNT-01009,user.invited,200,0,185.68539817593825,True
WBH-00200484,2025-11-11 04:42:33.113161,PTR-0122,TNT-01082,asset.updated,200,0,425.6731434079382,True
WBH-00200485,2025-11-11 04:43:23.113161,PTR-0100,TNT-01015,metadata.changed,200,0,94.80563682133943,True
WBH-00200486,2025-11-11 04:44:13.113161,PTR-0134,TNT-01025,export.completed,200,0,608.3998168955488,True
WBH-00200487,2025-11-11 04:45:03.113161,PTR-0132,TNT-01066,tag.applied,200,0,654.8690289031936,True
WBH-00200488,2025-11-11 04:45:53.113161,PTR-0104,TNT-01091,metadata.changed,200,0,571.1750651021553,True
WBH-00200489,2025-11-11 04:46:43.113161,PTR-0120,TNT-01111,user.invited,200,0,104.56794878399415,True
WBH-00200490,2025-11-11 04:47:33.113161,PTR-0122,TNT-01064,metadata.changed,200,0,737.7569411448044,True
WBH-00200491,2025-11-11 04:48:23.113161,PTR-0134,TNT-01002,asset.deleted,200,0,214.6604944685321,True
WBH-00200492,2025-11-11 04:49:13.113161,PTR-0137,TNT-01001,asset.deleted,200,0,320.4988367672962,True
WBH-00200493,2025-11-11 04:50:03.113161,PTR-0124,TNT-01066,tag.applied,200,0,301.3806983283983,True
WBH-00200494,2025-11-11 04:50:53.113161,PTR-0139,TNT-01030,user.invited,200,0,444.3389992763056,True
WBH-00200495,2025-11-11 04:51:43.113161,PTR-0105,TNT-01068,asset.updated,200,0,372.3012782996704,True
WBH-00200496,2025-11-11 04:52:33.113161,PTR-0105,TNT-01041,metadata.changed,200,0,795.2294458820921,True
WBH-00200497,2025-11-11 04:53:23.113161,PTR-0100,TNT-01058,collection.shared,201,0,123.67594996381551,True
WBH-00200498,2025-11-11 04:54:13.113161,PTR-0128,TNT-01086,asset.created,200,0,523.0884927559924,True
WBH-00200499,2025-11-11 04:55:03.113161,PTR-0138,TNT-01076,export.completed,201,0,124.89106295119473,True
WBH-00200500,2025-11-11 04:55:53.113161,PTR-0106,TNT-01133,user.invited,200,0,341.979217769816,True
WBH-00200501,2025-11-11 04:56:43.113161,PTR-0132,TNT-01052,export.completed,200,0,188.86391788959514,True
WBH-00200502,2025-11-11 04:57:33.113161,PTR-0108,TNT-01008,tag.applied,200,0,429.3626793040692,True
WBH-00200503,2025-11-11 04:58:23.113161,PTR-0111,TNT-01057,asset.created,200,0,431.71481411857457,True
WBH-00200504,2025-11-11 04:59:13.113161,PTR-0119,TNT-01000,asset.deleted,200,0,311.66677656091656,True
WBH-00200505,2025-11-11 05:00:03.113161,PTR-0104,TNT-01096,collection.shared,200,0,293.40129626114475,True
WBH-00200506,2025-11-11 05:00:53.113161,PTR-0109,TNT-01006,collection.shared,200,0,295.9493082208108,True
WBH-00200507,2025-11-11 05:01:43.113161,PTR-0118,TNT-01063,asset.deleted,200,0,152.24324605631296,True
WBH-00200508,2025-11-11 05:02:33.113161,PTR-0131,TNT-01105,asset.deleted,200,0,308.4830090460306,True
WBH-00200509,2025-11-11 05:03:23.113161,PTR-0111,TNT-01139,asset.created,200,0,771.7874620212469,True
WBH-00200510,2025-11-11 05:04:13.113161,PTR-0109,TNT-01036,collection.shared,200,0,1020.1483871079411,True
WBH-00200511,2025-11-11 05:05:03.113161,PTR-0122,TNT-01088,user.invited,200,0,265.48190338329033,True
WBH-00200512,2025-11-11 05:05:53.113161,PTR-0106,TNT-01140,user.invited,200,0,401.8300891907832,True
WBH-00200513,2025-11-11 05:06:43.113161,PTR-0100,TNT-01093,export.completed,201,0,1022.777440865613,True
WBH-00200514,2025-11-11 05:07:33.113161,PTR-0120,TNT-01146,asset.deleted,200,0,149.42139675059386,True
WBH-00200515,2025-11-11 05:08:23.113161,PTR-0130,TNT-01019,export.completed,200,0,246.10062704632193,True
WBH-00200516,2025-11-11 05:09:13.113161,PTR-0117,TNT-01054,asset.updated,200,0,485.3912162924727,True
WBH-00200517,2025-11-11 05:10:03.113161,PTR-0133,TNT-01048,metadata.changed,401,0,193.2650479650911,False
WBH-00200518,2025-11-11 05:10:53.113161,PTR-0132,TNT-01125,asset.updated,200,0,815.0780501023258,True
WBH-00200519,2025-11-11 05:11:43.113161,PTR-0111,TNT-01083,tag.applied,200,0,1025.6371665191195,True
WBH-00200520,2025-11-11 05:12:33.113161,PTR-0121,TNT-01064,collection.shared,200,0,387.2698587956463,True
WBH-00200521,2025-11-11 05:13:23.113161,PTR-0125,TNT-01075,metadata.changed,200,0,527.0108831123187,True
WBH-00200522,2025-11-11 05:14:13.113161,PTR-0105,TNT-01130,tag.applied,201,0,467.5406151890795,True
WBH-00200523,2025-11-11 05:15:03.113161,PTR-0120,TNT-01141,metadata.changed,200,0,871.3603822166975,True
WBH-00200524,2025-11-11 05:15:53.113161,PTR-0128,TNT-01033,export.completed,200,0,546.2056283335868,True
WBH-00200525,2025-11-11 05:16:43.113161,PTR-0118,TNT-01145,asset.updated,200,0,364.57459997540735,True
WBH-00200526,2025-11-11 05:17:33.113161,PTR-0110,TNT-01031,tag.applied,200,0,234.93244175018853,True
WBH-00200527,2025-11-11 05:18:23.113161,PTR-0104,TNT-01010,metadata.changed,502,1,1077.6283210349407,False
WBH-00200528,2025-11-11 05:19:13.113161,PTR-0127,TNT-01098,export.completed,404,0,495.80095426591504,False
WBH-00200529,2025-11-11 05:20:03.113161,PTR-0118,TNT-01109,asset.deleted,200,0,543.4308712310742,True
WBH-00200530,2025-11-11 05:20:53.113161,PTR-0116,TNT-01128,user.invited,200,0,272.3414076961381,True
WBH-00200531,2025-11-11 05:21:43.113161,PTR-0101,TNT-01017,export.completed,200,0,159.842141446178,True
WBH-00200532,2025-11-11 05:22:33.113161,PTR-0106,TNT-01145,user.invited,200,0,613.1562144264182,True
WBH-00200533,2025-11-11 05:23:23.113161,PTR-0131,TNT-01102,user.invited,200,0,191.23325900644468,True
WBH-00200534,2025-11-11 05:24:13.113161,PTR-0106,TNT-01144,asset.updated,201,0,120.31973484290526,True
WBH-00200535,2025-11-11 05:25:03.113161,PTR-0102,TNT-01011,asset.deleted,200,0,310.756519230247,True
WBH-00200536,2025-11-11 05:25:53.113161,PTR-0122,TNT-01018,asset.deleted,200,0,148.7454869025823,True
WBH-00200537,2025-11-11 05:26:43.113161,PTR-0138,TNT-01128,asset.deleted,200,0,237.9744896358708,True
WBH-00200538,2025-11-11 05:27:33.113161,PTR-0132,TNT-01099,asset.deleted,401,0,425.4742140358027,False
WBH-00200539,2025-11-11 05:28:23.113161,PTR-0120,TNT-01031,user.invited,200,0,418.9645104887215,True
WBH-00200540,2025-11-11 05:29:13.113161,PTR-0131,TNT-01085,asset.deleted,200,0,305.5809989237389,True
WBH-00200541,2025-11-11 05:30:03.113161,PTR-0131,TNT-01019,user.invited,200,0,280.57112720108034,True
WBH-00200542,2025-11-11 05:30:53.113161,PTR-0101,TNT-01142,asset.deleted,200,0,177.7286758995341,True
WBH-00200543,2025-11-11 05:31:43.113161,PTR-0104,TNT-01118,metadata.changed,200,0,610.7336963500468,True
WBH-00200544,2025-11-11 05:32:33.113161,PTR-0133,TNT-01019,metadata.changed,200,0,548.4124902487249,True
WBH-00200545,2025-11-11 05:33:23.113161,PTR-0126,TNT-01056,tag.applied,200,0,574.0346388466693,True
WBH-00200546,2025-11-11 05:34:13.113161,PTR-0138,TNT-01033,export.completed,200,0,264.40789761823845,True
WBH-00200547,2025-11-11 05:35:03.113161,PTR-0135,TNT-01017,collection.shared,200,0,258.41812871222544,True
WBH-00200548,2025-11-11 05:35:53.113161,PTR-0137,TNT-01006,metadata.changed,200,0,433.69099553024887,True
WBH-00200549,2025-11-11 05:36:43.113161,PTR-0134,TNT-01019,metadata.changed,400,0,450.71859040913034,False
WBH-00200550,2025-11-11 05:37:33.113161,PTR-0119,TNT-01090,metadata.changed,200,0,198.98382986872664,True
WBH-00200551,2025-11-11 05:38:23.113161,PTR-0128,TNT-01076,metadata.changed,200,0,539.7047747547836,True
WBH-00200552,2025-11-11 05:39:13.113161,PTR-0102,TNT-01067,metadata.changed,200,0,354.8567600549444,True
WBH-00200553,2025-11-11 05:40:03.113161,PTR-0113,TNT-01124,asset.created,500,3,2705.4960063312287,False
WBH-00200554,2025-11-11 05:40:53.113161,PTR-0106,TNT-01017,asset.updated,200,0,959.3665729259935,True
WBH-00200555,2025-11-11 05:41:43.113161,PTR-0112,TNT-01130,tag.applied,200,0,260.18962398220515,True
WBH-00200556,2025-11-11 05:42:33.113161,PTR-0130,TNT-01098,metadata.changed,200,0,383.7517526935419,True
WBH-00200557,2025-11-11 05:43:23.113161,PTR-0104,TNT-01038,asset.deleted,401,1,127.39083896211166,False
WBH-00200558,2025-11-11 05:44:13.113161,PTR-0108,TNT-01122,asset.created,200,0,563.7525455712661,True
WBH-00200559,2025-11-11 05:45:03.113161,PTR-0132,TNT-01025,user.invited,200,0,96.35749453139961,True
WBH-00200560,2025-11-11 05:45:53.113161,PTR-0105,TNT-01132,asset.deleted,201,0,680.9167012787143,True
WBH-00200561,2025-11-11 05:46:43.113161,PTR-0101,TNT-01001,metadata.changed,200,0,718.4977702970662,True
WBH-00200562,2025-11-11 05:47:33.113161,PTR-0106,TNT-01005,user.invited,200,0,249.61367187907118,True
WBH-00200563,2025-11-11 05:48:23.113161,PTR-0130,TNT-01076,user.invited,200,0,206.9663196936006,True
WBH-00200564,2025-11-11 05:49:13.113161,PTR-0129,TNT-01077,asset.updated,404,1,233.33541204384707,False
WBH-00200565,2025-11-11 05:50:03.113161,PTR-0108,TNT-01146,tag.applied,200,0,181.56114416693563,True
WBH-00200566,2025-11-11 05:50:53.113161,PTR-0124,TNT-01099,asset.deleted,201,0,714.7195188398003,True
WBH-00200567,2025-11-11 05:51:43.113161,PTR-0107,TNT-01059,collection.shared,200,0,260.6423324951882,True
WBH-00200568,2025-11-11 05:52:33.113161,PTR-0106,TNT-01021,collection.shared,200,0,444.4702890672641,True
WBH-00200569,2025-11-11 05:53:23.113161,PTR-0102,TNT-01113,collection.shared,200,0,147.47808411300247,True
WBH-00200570,2025-11-11 05:54:13.113161,PTR-0139,TNT-01044,asset.deleted,503,1,1991.3998977956976,False
WBH-00200571,2025-11-11 05:55:03.113161,PTR-0121,TNT-01148,collection.shared,200,0,76.821102821318,True
WBH-00200572,2025-11-11 05:55:53.113161,PTR-0106,TNT-01109,asset.deleted,200,0,348.3920484960849,True
WBH-00200573,2025-11-11 05:56:43.113161,PTR-0110,TNT-01063,user.invited,502,1,278.26548312371597,False
WBH-00200574,2025-11-11 05:57:33.113161,PTR-0105,TNT-01061,asset.created,200,0,199.47739555489187,True
WBH-00200575,2025-11-11 05:58:23.113161,PTR-0139,TNT-01016,asset.deleted,200,0,809.0890944344676,True
WBH-00200576,2025-11-11 05:59:13.113161,PTR-0116,TNT-01094,metadata.changed,200,0,78.61439338053543,True
WBH-00200577,2025-11-11 06:00:03.113161,PTR-0120,TNT-01043,asset.updated,500,1,3512.8948530315893,False
WBH-00200578,2025-11-11 06:00:53.113161,PTR-0131,TNT-01097,collection.shared,502,0,865.5492970110358,False
WBH-00200579,2025-11-11 06:01:43.113161,PTR-0129,TNT-01139,collection.shared,200,0,401.4818409074651,True
WBH-00200580,2025-11-11 06:02:33.113161,PTR-0119,TNT-01079,asset.updated,200,0,441.1651289064766,True
WBH-00200581,2025-11-11 06:03:23.113161,PTR-0137,TNT-01056,metadata.changed,200,0,315.76446806375316,True
WBH-00200582,2025-11-11 06:04:13.113161,PTR-0125,TNT-01052,export.completed,201,0,626.8069731758214,True
WBH-00200583,2025-11-11 06:05:03.113161,PTR-0126,TNT-01016,asset.deleted,200,0,170.74403330263772,True
WBH-00200584,2025-11-11 06:05:53.113161,PTR-0108,TNT-01141,tag.applied,200,0,289.3923915302349,True
WBH-00200585,2025-11-11 06:06:43.113161,PTR-0127,TNT-01114,asset.deleted,200,0,740.7015179127663,True
WBH-00200586,2025-11-11 06:07:33.113161,PTR-0106,TNT-01011,asset.created,201,0,150.28346924458484,True
WBH-00200587,2025-11-11 06:08:23.113161,PTR-0105,TNT-01118,asset.updated,200,0,54.76244164103747,True
WBH-00200588,2025-11-11 06:09:13.113161,PTR-0139,TNT-01129,asset.deleted,200,0,186.93061212574938,True
WBH-00200589,2025-11-11 06:10:03.113161,PTR-0117,TNT-01119,asset.updated,404,0,102.34984075729523,False
WBH-00200590,2025-11-11 06:10:53.113161,PTR-0119,TNT-01026,user.invited,401,1,934.064167492838,False
WBH-00200591,2025-11-11 06:11:43.113161,PTR-0134,TNT-01103,asset.updated,201,0,180.32718727378844,True
WBH-00200592,2025-11-11 06:12:33.113161,PTR-0127,TNT-01048,export.completed,200,0,504.7811886716446,True
WBH-00200593,2025-11-11 06:13:23.113161,PTR-0121,TNT-01012,asset.updated,200,0,237.99469000737295,True
WBH-00200594,2025-11-11 06:14:13.113161,PTR-0108,TNT-01078,collection.shared,200,0,350.43206934215937,True
WBH-00200595,2025-11-11 06:15:03.113161,PTR-0116,TNT-01076,asset.deleted,200,0,500.62090275176314,True
WBH-00200596,2025-11-11 06:15:53.113161,PTR-0111,TNT-01017,asset.deleted,200,0,411.55118027778855,True
WBH-00200597,2025-11-11 06:16:43.113161,PTR-0104,TNT-01035,export.completed,200,0,311.4908512696189,True
WBH-00200598,2025-11-11 06:17:33.113161,PTR-0131,TNT-01068,tag.applied,200,0,345.02432792540685,True
WBH-00200599,2025-11-11 06:18:23.113161,PTR-0122,TNT-01094,asset.created,200,0,570.8455847081588,True
WBH-00200600,2025-11-11 06:19:13.113161,PTR-0125,TNT-01026,asset.deleted,201,0,489.8561081165999,True
WBH-00200601,2025-11-11 06:20:03.113161,PTR-0139,TNT-01114,metadata.changed,200,0,538.5752589002814,True
WBH-00200602,2025-11-11 06:20:53.113161,PTR-0110,TNT-01097,export.completed,200,0,375.69624183273186,True
WBH-00200603,2025-11-11 06:21:43.113161,PTR-0117,TNT-01063,metadata.changed,200,0,116.0276595041691,True
WBH-00200604,2025-11-11 06:22:33.113161,PTR-0101,TNT-01014,export.completed,200,0,246.72609793391533,True
WBH-00200605,2025-11-11 06:23:23.113161,PTR-0139,TNT-01043,tag.applied,200,0,279.3652980328017,True
WBH-00200606,2025-11-11 06:24:13.113161,PTR-0112,TNT-01132,asset.created,200,0,185.16903321003085,True
WBH-00200607,2025-11-11 06:25:03.113161,PTR-0108,TNT-01149,user.invited,200,0,362.9692725428537,True
WBH-00200608,2025-11-11 06:25:53.113161,PTR-0107,TNT-01041,asset.updated,200,0,915.3186387786384,True
WBH-00200609,2025-11-11 06:26:43.113161,PTR-0104,TNT-01069,collection.shared,200,0,377.6441291760437,True
WBH-00200610,2025-11-11 06:27:33.113161,PTR-0101,TNT-01071,asset.updated,201,0,1347.3918090758452,True
WBH-00200611,2025-11-11 06:28:23.113161,PTR-0125,TNT-01060,export.completed,201,0,150.64771115699898,True
WBH-00200612,2025-11-11 06:29:13.113161,PTR-0114,TNT-01020,user.invited,401,0,511.63610810540575,False
WBH-00200613,2025-11-11 06:30:03.113161,PTR-0119,TNT-01098,collection.shared,200,0,64.61446138511124,True
WBH-00200614,2025-11-11 06:30:53.113161,PTR-0102,TNT-01001,tag.applied,200,0,76.40500433063087,True
WBH-00200615,2025-11-11 06:31:43.113161,PTR-0113,TNT-01123,asset.created,200,0,296.51673639981027,True
WBH-00200616,2025-11-11 06:32:33.113161,PTR-0116,TNT-01038,metadata.changed,200,0,241.68168626110682,True
WBH-00200617,2025-11-11 06:33:23.113161,PTR-0114,TNT-01007,tag.applied,201,0,270.50203022362666,True
WBH-00200618,2025-11-11 06:34:13.113161,PTR-0127,TNT-01034,asset.deleted,201,0,945.7769351413682,True
WBH-00200619,2025-11-11 06:35:03.113161,PTR-0101,TNT-01063,metadata.changed,200,0,652.8237005780957,True
WBH-00200620,2025-11-11 06:35:53.113161,PTR-0124,TNT-01102,asset.updated,200,0,471.974052582648,True
WBH-00200621,2025-11-11 06:36:43.113161,PTR-0125,TNT-01099,asset.updated,200,0,433.57817376624166,True
WBH-00200622,2025-11-11 06:37:33.113161,PTR-0122,TNT-01006,asset.deleted,200,0,296.9376264526371,True
WBH-00200623,2025-11-11 06:38:23.113161,PTR-0134,TNT-01116,asset.updated,500,1,4826.673892735055,False
WBH-00200624,2025-11-11 06:39:13.113161,PTR-0100,TNT-01037,tag.applied,200,0,187.38576322886473,True
WBH-00200625,2025-11-11 06:40:03.113161,PTR-0118,TNT-01052,tag.applied,200,0,348.528291332653,True
WBH-00200626,2025-11-11 06:40:53.113161,PTR-0135,TNT-01114,user.invited,200,0,258.70082625353626,True
WBH-00200627,2025-11-11 06:41:43.113161,PTR-0127,TNT-01052,tag.applied,201,0,531.7877438168297,True
WBH-00200628,2025-11-11 06:42:33.113161,PTR-0106,TNT-01040,collection.shared,200,0,242.28635999426203,True
WBH-00200629,2025-11-11 06:43:23.113161,PTR-0131,TNT-01097,asset.deleted,200,0,264.2990899365544,True
WBH-00200630,2025-11-11 06:44:13.113161,PTR-0119,TNT-01018,asset.updated,200,0,578.5578253589978,True
WBH-00200631,2025-11-11 06:45:03.113161,PTR-0139,TNT-01106,asset.updated,200,0,1034.608964149053,True
WBH-00200632,2025-11-11 06:45:53.113161,PTR-0129,TNT-01066,collection.shared,200,0,646.1360063284851,True
WBH-00200633,2025-11-11 06:46:43.113161,PTR-0129,TNT-01131,asset.deleted,500,0,1681.085108394667,False
WBH-00200634,2025-11-11 06:47:33.113161,PTR-0114,TNT-01093,asset.updated,200,0,317.44925008831973,True
WBH-00200635,2025-11-11 06:48:23.113161,PTR-0139,TNT-01006,tag.applied,200,0,576.6144422389975,True
WBH-00200636,2025-11-11 06:49:13.113161,PTR-0100,TNT-01058,asset.deleted,200,0,302.51761062670784,True
WBH-00200637,2025-11-11 06:50:03.113161,PTR-0110,TNT-01039,tag.applied,200,0,253.82141792805993,True
WBH-00200638,2025-11-11 06:50:53.113161,PTR-0136,TNT-01104,export.completed,201,0,277.445293119039,True
WBH-00200639,2025-11-11 06:51:43.113161,PTR-0135,TNT-01105,user.invited,200,0,193.46633259807942,True
WBH-00200640,2025-11-11 06:52:33.113161,PTR-0106,TNT-01056,user.invited,201,0,490.13433747781255,True
WBH-00200641,2025-11-11 06:53:23.113161,PTR-0132,TNT-01054,user.invited,500,0,2263.0395558722666,False
WBH-00200642,2025-11-11 06:54:13.113161,PTR-0123,TNT-01079,collection.shared,200,0,616.7660588909545,True
WBH-00200643,2025-11-11 06:55:03.113161,PTR-0103,TNT-01014,asset.deleted,200,0,402.1727592174876,True
WBH-00200644,2025-11-11 06:55:53.113161,PTR-0118,TNT-01038,asset.updated,200,0,252.4805551082397,True
WBH-00200645,2025-11-11 06:56:43.113161,PTR-0100,TNT-01039,metadata.changed,504,2,374.3734803044484,False
WBH-00200646,2025-11-11 06:57:33.113161,PTR-0107,TNT-01007,collection.shared,404,0,636.8597742191589,False
WBH-00200647,2025-11-11 06:58:23.113161,PTR-0124,TNT-01063,asset.deleted,200,0,122.57619345806225,True
WBH-00200648,2025-11-11 06:59:13.113161,PTR-0110,TNT-01092,tag.applied,200,0,100.96705939555578,True
WBH-00200649,2025-11-11 07:00:03.113161,PTR-0131,TNT-01129,export.completed,200,0,848.7229412710003,True
WBH-00200650,2025-11-11 07:00:53.113161,PTR-0138,TNT-01056,asset.deleted,503,0,2569.309287379551,False
WBH-00200651,2025-11-11 07:01:43.113161,PTR-0131,TNT-01014,asset.updated,201,0,246.92930524935326,True
WBH-00200652,2025-11-11 07:02:33.113161,PTR-0119,TNT-01080,user.invited,200,0,156.10083372156407,True
WBH-00200653,2025-11-11 07:03:23.113161,PTR-0119,TNT-01000,asset.updated,500,2,4290.048575548018,False
WBH-00200654,2025-11-11 07:04:13.113161,PTR-0127,TNT-01089,metadata.changed,200,0,348.0858436046846,True
WBH-00200655,2025-11-11 07:05:03.113161,PTR-0121,TNT-01136,asset.deleted,200,0,227.8250973379572,True
WBH-00200656,2025-11-11 07:05:53.113161,PTR-0101,TNT-01137,asset.deleted,200,0,620.8322218531694,True
WBH-00200657,2025-11-11 07:06:43.113161,PTR-0136,TNT-01109,metadata.changed,200,0,767.1047844718624,True
WBH-00200658,2025-11-11 07:07:33.113161,PTR-0111,TNT-01069,asset.created,200,0,274.3894379473564,True
WBH-00200659,2025-11-11 07:08:23.113161,PTR-0119,TNT-01108,user.invited,200,0,403.07636470133946,True
WBH-00200660,2025-11-11 07:09:13.113161,PTR-0113,TNT-01084,collection.shared,201,0,360.67537010677626,True
WBH-00200661,2025-11-11 07:10:03.113161,PTR-0104,TNT-01006,metadata.changed,200,0,246.21786676062945,True
WBH-00200662,2025-11-11 07:10:53.113161,PTR-0109,TNT-01033,asset.created,200,0,705.3438197595576,True
WBH-00200663,2025-11-11 07:11:43.113161,PTR-0119,TNT-01022,user.invited,200,0,474.350959569046,True
WBH-00200664,2025-11-11 07:12:33.113161,PTR-0112,TNT-01130,asset.created,200,0,510.8059577074976,True
WBH-00200665,2025-11-11 07:13:23.113161,PTR-0112,TNT-01000,metadata.changed,502,2,1615.2662976682625,False
WBH-00200666,2025-11-11 07:14:13.113161,PTR-0120,TNT-01116,user.invited,200,0,243.32925465110145,True
WBH-00200667,2025-11-11 07:15:03.113161,PTR-0111,TNT-01136,asset.deleted,502,2,1591.0263933780245,False
WBH-00200668,2025-11-11 07:15:53.113161,PTR-0134,TNT-01076,export.completed,200,0,465.716674789327,True
WBH-00200669,2025-11-11 07:16:43.113161,PTR-0115,TNT-01112,asset.created,200,0,140.58450294004678,True
WBH-00200670,2025-11-11 07:17:33.113161,PTR-0118,TNT-01020,collection.shared,200,0,296.02815150656454,True
WBH-00200671,2025-11-11 07:18:23.113161,PTR-0129,TNT-01086,asset.updated,404,0,494.4295834924076,False
WBH-00200672,2025-11-11 07:19:13.113161,PTR-0100,TNT-01015,tag.applied,200,0,66.07255528407588,True
WBH-00200673,2025-11-11 07:20:03.113161,PTR-0111,TNT-01126,export.completed,200,0,163.7451392304425,True
WBH-00200674,2025-11-11 07:20:53.113161,PTR-0127,TNT-01082,collection.shared,200,0,172.03823562918896,True
WBH-00200675,2025-11-11 07:21:43.113161,PTR-0101,TNT-01003,tag.applied,200,0,94.49811998777501,True
WBH-00200676,2025-11-11 07:22:33.113161,PTR-0120,TNT-01125,collection.shared,201,0,603.3396755840322,True
WBH-00200677,2025-11-11 07:23:23.113161,PTR-0101,TNT-01145,export.completed,200,0,1011.9893988349828,True
WBH-00200678,2025-11-11 07:24:13.113161,PTR-0135,TNT-01016,asset.deleted,400,0,327.153324774109,False
WBH-00200679,2025-11-11 07:25:03.113161,PTR-0114,TNT-01005,asset.updated,200,0,545.1414815779747,True
WBH-00200680,2025-11-11 07:25:53.113161,PTR-0115,TNT-01122,asset.updated,502,1,1034.1861769317725,False
WBH-00200681,2025-11-11 07:26:43.113161,PTR-0115,TNT-01037,collection.shared,400,0,162.67421953005038,False
WBH-00200682,2025-11-11 07:27:33.113161,PTR-0139,TNT-01006,user.invited,200,0,94.93133023406074,True
WBH-00200683,2025-11-11 07:28:23.113161,PTR-0108,TNT-01096,asset.updated,200,0,403.4152554539402,True
WBH-00200684,2025-11-11 07:29:13.113161,PTR-0137,TNT-01116,export.completed,200,0,209.723746123417,True
WBH-00200685,2025-11-11 07:30:03.113161,PTR-0126,TNT-01116,tag.applied,200,0,375.0632044571969,True
WBH-00200686,2025-11-11 07:30:53.113161,PTR-0109,TNT-01043,user.invited,200,0,189.99154277159582,True
WBH-00200687,2025-11-11 07:31:43.113161,PTR-0139,TNT-01024,tag.applied,200,0,249.2679610744017,True
WBH-00200688,2025-11-11 07:32:33.113161,PTR-0111,TNT-01122,export.completed,200,0,337.9853304314548,True
WBH-00200689,2025-11-11 07:33:23.113161,PTR-0105,TNT-01104,tag.applied,200,0,1109.9569141296977,True
WBH-00200690,2025-11-11 07:34:13.113161,PTR-0132,TNT-01021,asset.deleted,200,0,115.10179754754466,True
WBH-00200691,2025-11-11 07:35:03.113161,PTR-0103,TNT-01002,export.completed,200,0,242.29178985097482,True
WBH-00200692,2025-11-11 07:35:53.113161,PTR-0118,TNT-01014,export.completed,200,0,176.05679677399533,True
WBH-00200693,2025-11-11 07:36:43.113161,PTR-0129,TNT-01099,export.completed,200,0,230.41487529535323,True
