session_id,@timestamp,user_id,tenant_id,session_duration_ms,page_views,lcp_ms,fid_ms,bounce,device_type,browser
SES-0841002,2025-11-10 23:53:03.113161,USR-041618,TNT-01063,24543.88966400573,11,5046.261189645542,28.340655196538975,False,Desktop,Chrome
SES-0776753,2025-11-10 23:54:03.113161,USR-045040,TNT-01006,242735.2981081042,7,3162.4058824229787,24.371973347733405,False,Mobile,Chrome
SES-0842441,2025-11-10 23:55:03.113161,USR-060696,TNT-01044,83788.0788889633,9,2989.320599911546,50.71134353123335,False,Desktop,Safari
SES-0714793,2025-11-10 23:56:03.113161,USR-045351,TNT-01130,92471.41715551289,10,4180.472520172327,32.91493372826143,False,Desktop,Firefox
SES-0202053,2025-11-10 23:57:03.113161,USR-062392,TNT-01144,92032.95622627073,7,2033.8144195529783,13.10969858571173,True,Mobile,Chrome
SES-0393855,2025-11-10 23:58:03.113161,USR-095080,TNT-01037,3350333.8789793868,8,2945.692930202791,31.861037490265375,False,Desktop,Chrome
SES-0978419,2025-11-10 23:59:03.113161,USR-014551,TNT-01060,327317.7470616927,5,1810.3906444246174,17.684837140999523,False,Desktop,Safari
SES-0740329,2025-11-11 00:00:03.113161,USR-045713,TNT-01091,217735.27644106778,11,1002.6013767893037,30.57629984813711,False,Desktop,Chrome
SES-0710006,2025-11-11 00:01:03.113161,USR-091359,TNT-01094,94516.26899009386,5,4299.349315971305,93.08459764120697,False,Mobile,Safari
SES-0224421,2025-11-11 00:02:03.113161,USR-094520,TNT-01070,834113.6634380212,6,2669.5162084884,55.377852842643385,True,Desktop,Chrome
SES-0244967,2025-11-11 00:03:03.113161,USR-129766,TNT-01126,1139726.5260386083,9,3017.4836260389893,46.26320607366131,True,Mobile,Chrome
SES-0211592,2025-11-11 00:04:03.113161,USR-129803,TNT-01027,387619.9817826246,10,4650.048499535141,53.13692242493567,True,Desktop,Chrome
SES-0100465,2025-11-11 00:05:03.113161,USR-036602,TNT-01063,196617.235425226,6,1689.8940326920522,35.018194870212724,False,Desktop,Chrome
SES-0894449,2025-11-11 00:06:03.113161,USR-054675,TNT-01021,35043.635622429065,12,1172.568361692525,21.956224694476074,False,Desktop,Chrome
SES-0208979,2025-11-11 00:07:03.113161,USR-032244,TNT-01054,279516.31514838344,8,2419.7808540681795,18.233442230441927,False,Desktop,Chrome
SES-0429848,2025-11-11 00:08:03.113161,USR-011891,TNT-01116,28061.308786893536,7,1052.1322354332467,70.92608217580286,False,Desktop,Firefox
SES-0812699,2025-11-11 00:09:03.113161,USR-073269,TNT-01122,128461.12159819798,6,4164.3643137620165,13.466762374623144,False,Desktop,Chrome
SES-0837763,2025-11-11 00:10:03.113161,USR-023047,TNT-01023,1772729.147675968,10,1164.5178029389779,39.29909402658777,False,Desktop,Chrome
SES-0319144,2025-11-11 00:11:03.113161,USR-102264,TNT-01066,249471.30858906824,12,1496.940011444888,18.54951550121881,False,Mobile,Edge
SES-0720805,2025-11-11 00:12:03.113161,USR-063049,TNT-01053,202696.5873545267,13,2275.974482136937,35.067170402327996,False,Mobile,Chrome
SES-0818366,2025-11-11 00:13:03.113161,USR-045040,TNT-01095,34389.845137271564,13,1645.5060210991317,61.951786443287496,False,Tablet,Edge
SES-0693306,2025-11-11 00:14:03.113161,USR-043149,TNT-01054,227394.6912734756,9,1919.741844277542,60.49788872572371,False,Desktop,Chrome
SES-0878005,2025-11-11 00:15:03.113161,USR-104060,TNT-01121,177111.37737859073,8,1999.8783087042375,15.043783995242054,False,Mobile,Chrome
SES-0486626,2025-11-11 00:16:03.113161,USR-088415,TNT-01019,510231.99667513894,8,2251.953874185472,36.995464703472244,False,Desktop,Firefox
SES-0236254,2025-11-11 00:17:03.113161,USR-032383,TNT-01075,221742.59570190427,14,1589.2298904402385,46.264641061388126,True,Desktop,Chrome
SES-0102795,2025-11-11 00:18:03.113161,USR-065806,TNT-01026,640885.1079529301,11,1786.5769896327406,29.77615378219312,False,Mobile,Chrome
SES-0106918,2025-11-11 00:19:03.113161,USR-078582,TNT-01114,632163.4264839356,10,2059.9978749649335,29.80818463138115,False,Mobile,Safari
SES-0664551,2025-11-11 00:20:03.113161,USR-037045,TNT-01061,1225229.0914357002,12,5268.23493394061,74.42976274552466,False,Mobile,Chrome
SES-0102961,2025-11-11 00:21:03.113161,USR-119304,TNT-01004,1511820.1541848434,8,3810.0709633645715,73.20812008319389,False,Desktop,Chrome
SES-0335857,2025-11-11 00:22:03.113161,USR-066212,TNT-01096,268148.79113063705,6,1092.769353554269,38.36320228415926,False,Desktop,Firefox
SES-0293769,2025-11-11 00:23:03.113161,USR-102855,TNT-01007,1526051.8998029246,8,1605.282874453739,51.43866137919088,False,Desktop,Chrome
SES-0723850,2025-11-11 00:24:03.113161,USR-054801,TNT-01021,142419.15151375657,11,930.1358177512477,8.248075386086684,False,Desktop,Chrome
SES-0713744,2025-11-11 00:25:03.113161,USR-060162,TNT-01107,192696.83455251006,9,2122.643000984138,21.196717503296956,False,Mobile,Edge
SES-0852454,2025-11-11 00:26:03.113161,USR-076134,TNT-01110,651906.6650277498,8,8177.759082455607,18.195138612901257,False,Desktop,Firefox
SES-0945899,2025-11-11 00:27:03.113161,USR-016476,TNT-01063,50338.58337702637,13,1633.9730163840613,14.444556985486084,False,Desktop,Firefox
SES-0155566,2025-11-11 00:28:03.113161,USR-036406,TNT-01036,256431.0254659175,7,3009.7931572675325,48.03917011144531,False,Tablet,Chrome
SES-0710640,2025-11-11 00:29:03.113161,USR-132767,TNT-01111,191539.2858612331,13,4272.3252513785765,13.092044502257368,False,Mobile,Edge
SES-0464469,2025-11-11 00:30:03.113161,USR-100484,TNT-01098,312306.2136632567,10,1391.266003099671,76.50883202805974,False,Mobile,Chrome
SES-0530433,2025-11-11 00:31:03.113161,USR-047798,TNT-01071,160037.4672726569,6,2474.552353259498,10.587834052508304,False,Tablet,Chrome
SES-0539052,2025-11-11 00:32:03.113161,USR-085969,TNT-01056,305431.96282661875,7,3522.500531356146,40.43727507984006,False,Desktop,Chrome
SES-0220097,2025-11-11 00:33:03.113161,USR-124688,TNT-01052,4850810.27828579,6,2469.3878978091348,35.6107375410214,False,Tablet,Safari
SES-0757272,2025-11-11 00:34:03.113161,USR-120660,TNT-01073,1132426.888871485,10,2733.619692926473,34.262814258601786,False,Desktop,Chrome
SES-0610964,2025-11-11 00:35:03.113161,USR-026686,TNT-01138,221110.1732913942,8,2193.782894763184,99.53656947561554,False,Desktop,Chrome
SES-0881704,2025-11-11 00:36:03.113161,USR-059004,TNT-01100,290159.5468062209,6,7597.109369140603,218.17051714272034,False,Desktop,Chrome
SES-0663506,2025-11-11 00:37:03.113161,USR-093727,TNT-01115,760331.9041082761,7,10210.223678171886,14.81677177186554,False,Desktop,Safari
SES-0637723,2025-11-11 00:38:03.113161,USR-047629,TNT-01042,12401.930157094503,12,1315.8029761312187,60.33603839400388,False,Mobile,Chrome
SES-0477384,2025-11-11 00:39:03.113161,USR-073269,TNT-01087,287356.13897442416,4,3830.091183842993,36.2824258090725,True,Mobile,Chrome
SES-0262198,2025-11-11 00:40:03.113161,USR-134775,TNT-01073,555935.8673319785,4,3373.043531702246,16.933065121001135,False,Mobile,Edge
SES-0280061,2025-11-11 00:41:03.113161,USR-039673,TNT-01017,484489.8072725191,13,1217.3213756739754,23.42148544091524,False,Desktop,Chrome
SES-0371890,2025-11-11 00:42:03.113161,USR-102237,TNT-01075,113393.13959952639,13,1779.8955245699524,6.704552815398942,True,Desktop,Chrome
SES-0184386,2025-11-11 00:43:03.113161,USR-127368,TNT-01007,3874532.4303105148,6,5261.160641572619,237.1538887237789,False,Desktop,Chrome
SES-0496514,2025-11-11 00:44:03.113161,USR-123112,TNT-01098,773304.1476817679,8,3455.558809598001,16.943127110543447,False,Desktop,Safari
SES-0967472,2025-11-11 00:45:03.113161,USR-086553,TNT-01114,1061121.0899662958,9,2090.844595980263,40.66096360072866,True,Desktop,Chrome
SES-0129663,2025-11-11 00:46:03.113161,USR-050590,TNT-01096,1187315.1290050545,9,3869.5297893171005,19.65708314646744,False,Mobile,Chrome
SES-0516035,2025-11-11 00:47:03.113161,USR-024379,TNT-01092,480070.588227696,8,2280.0440409664425,181.04579140360406,False,Desktop,Chrome
SES-0265100,2025-11-11 00:48:03.113161,USR-128684,TNT-01053,677612.3559652375,9,4959.912172858385,20.877206051037813,False,Mobile,Edge
SES-0747374,2025-11-11 00:49:03.113161,USR-095080,TNT-01012,280205.8406154958,12,1707.09914448968,62.45793558511318,False,Desktop,Chrome
SES-0724647,2025-11-11 00:50:03.113161,USR-026406,TNT-01148,288425.1745772961,12,3192.6310112384795,39.49051359839284,False,Mobile,Firefox
SES-0539409,2025-11-11 00:51:03.113161,USR-015474,TNT-01139,339545.9590234206,8,1459.5739402549098,73.96942597437582,False,Mobile,Firefox
SES-0149055,2025-11-11 00:52:03.113161,USR-075000,TNT-01142,737423.8049529091,14,2474.414381682818,46.38364873018471,False,Desktop,Firefox
SES-0597209,2025-11-11 00:53:03.113161,USR-033478,TNT-01042,429952.7627180449,3,1741.623187292336,33.847339808092904,False,Mobile,Chrome
SES-0766331,2025-11-11 00:54:03.113161,USR-020578,TNT-01087,93374.55181727912,7,2453.212733310616,77.26281704481852,False,Mobile,Edge
SES-0672385,2025-11-11 00:55:03.113161,USR-056174,TNT-01093,68476.04986429229,6,4756.92192073585,121.9007020440709,True,Desktop,Edge
SES-0257830,2025-11-11 00:56:03.113161,USR-094549,TNT-01092,55263.04671809629,10,5892.601213298767,83.50753750683118,False,Desktop,Edge
SES-0960071,2025-11-11 00:57:03.113161,USR-015913,TNT-01010,96219.02609261197,10,2053.2510747506694,25.37065474618759,False,Mobile,Edge
SES-0605626,2025-11-11 00:58:03.113161,USR-126843,TNT-01148,618988.2125829484,7,6544.636505037748,80.28853234032533,False,Mobile,Firefox
SES-0895292,2025-11-11 00:59:03.113161,USR-058924,TNT-01083,513753.4388000527,15,2871.643794702403,64.12120082670208,False,Desktop,Chrome
SES-0648943,2025-11-11 01:00:03.113161,USR-072610,TNT-01137,315117.2526625214,7,4443.582976182396,44.63950612995947,False,Desktop,Chrome
SES-0394345,2025-11-11 01:01:03.113161,USR-099703,TNT-01147,8089.583469236166,7,1311.3377713309778,27.229472658681544,False,Tablet,Chrome
SES-0936345,2025-11-11 01:02:03.113161,USR-074300,TNT-01070,456565.37935049785,11,3346.282657987805,99.15550195038219,False,Desktop,Firefox
SES-0424851,2025-11-11 01:03:03.113161,USR-054675,TNT-01001,245604.1809236569,11,4304.77882515781,54.90266622041375,True,Desktop,Firefox
SES-0115786,2025-11-11 01:04:03.113161,USR-117454,TNT-01129,45651.16919566792,12,2276.5533493702906,36.03287536105713,True,Mobile,Chrome
SES-0818763,2025-11-11 01:05:03.113161,USR-109967,TNT-01053,152650.9034615126,9,1352.8996808567401,81.50870135981546,False,Tablet,Chrome
SES-0137733,2025-11-11 01:06:03.113161,USR-057010,TNT-01142,1849883.8523486706,8,4275.310721237968,47.74824468416565,False,Tablet,Firefox
SES-0971086,2025-11-11 01:07:03.113161,USR-029618,TNT-01093,655510.7197942912,10,957.7570698443246,35.555591519746706,False,Desktop,Chrome
SES-0896259,2025-11-11 01:08:03.113161,USR-034496,TNT-01048,1014312.89276214,8,3978.8130145894866,118.11316222170463,False,Desktop,Firefox
SES-0162817,2025-11-11 01:09:03.113161,USR-080847,TNT-01140,48449.3886346638,9,2545.0021091683675,14.236712241152228,False,Mobile,Chrome
SES-0463129,2025-11-11 01:10:03.113161,USR-126185,TNT-01136,606745.6713768534,6,3354.581034896983,172.29891914265082,False,Desktop,Chrome
SES-0495494,2025-11-11 01:11:03.113161,USR-082591,TNT-01039,1959832.324078579,5,2995.133895502987,67.40879467949543,False,Desktop,Firefox
SES-0188303,2025-11-11 01:12:03.113161,USR-083584,TNT-01060,453666.9347811237,8,3723.9925257589443,45.84883272810917,False,Desktop,Chrome
SES-0311002,2025-11-11 01:13:03.113161,USR-054801,TNT-01086,171744.1034736902,9,4059.555737109335,25.211493487149923,False,Tablet,Chrome
SES-0562453,2025-11-11 01:14:03.113161,USR-025698,TNT-01137,2108478.362951494,7,3493.6939352721593,147.89307082864727,False,Desktop,Safari
SES-0228366,2025-11-11 01:15:03.113161,USR-129512,TNT-01020,167369.93926958178,12,2456.620493433559,38.81187366183571,True,Desktop,Safari
SES-0849151,2025-11-11 01:16:03.113161,USR-033605,TNT-01088,2568411.194142868,10,6193.682216754242,5.738870873749611,False,Mobile,Chrome
SES-0137431,2025-11-11 01:17:03.113161,USR-024298,TNT-01122,83559.8370755948,7,2280.2095538715216,97.70689457798161,False,Tablet,Firefox
SES-0462736,2025-11-11 01:18:03.113161,USR-127101,TNT-01051,1925915.3016944919,16,4533.026035982593,40.76801857981307,False,Desktop,Chrome
SES-0470517,2025-11-11 01:19:03.113161,USR-101135,TNT-01014,38293.43042418619,9,3273.9420350063397,108.21865750370686,True,Desktop,Safari
SES-0884159,2025-11-11 01:20:03.113161,USR-113656,TNT-01060,72154.64999730107,6,912.5920360177525,33.37323223834747,True,Mobile,Firefox
SES-0710461,2025-11-11 01:21:03.113161,USR-079084,TNT-01019,120858.4934932791,5,3417.9013529244735,38.91457355687877,False,Mobile,Chrome
SES-0398298,2025-11-11 01:22:03.113161,USR-049688,TNT-01102,3947930.2223916203,9,584.4082210824623,36.712994960310205,True,Desktop,Chrome
SES-0929860,2025-11-11 01:23:03.113161,USR-093394,TNT-01045,187504.16726874618,14,1702.5117951603522,144.0127729965765,False,Mobile,Chrome
SES-0845538,2025-11-11 01:24:03.113161,USR-123465,TNT-01093,159616.5499839037,9,3713.132819634054,25.595838199714105,False,Desktop,Safari
SES-0884140,2025-11-11 01:25:03.113161,USR-087094,TNT-01034,19593.817183249197,10,4573.52816598884,39.77307609500659,False,Desktop,Safari
SES-0923816,2025-11-11 01:26:03.113161,USR-030336,TNT-01003,84436.08957495642,7,1345.0226553174193,24.28311187505647,False,Mobile,Chrome
SES-0636635,2025-11-11 01:27:03.113161,USR-066013,TNT-01125,129549.89467953994,11,13647.033357752294,24.653812085311493,False,Desktop,Chrome
SES-0118216,2025-11-11 01:28:03.113161,USR-127247,TNT-01056,1541808.7478853392,7,1470.4571398057235,26.569231235095113,False,Desktop,Chrome
SES-0677781,2025-11-11 01:29:03.113161,USR-011963,TNT-01113,688670.7644374057,4,5736.221303345614,23.180546948024986,False,Desktop,Chrome
SES-0486721,2025-11-11 01:30:03.113161,USR-019498,TNT-01091,114053.36217679837,8,2940.7191062788293,23.88234135344996,False,Desktop,Chrome
SES-0801821,2025-11-11 01:31:03.113161,USR-120695,TNT-01087,310763.20202001353,6,12500.600384785412,7.5400838612054795,False,Tablet,Chrome
SES-0731005,2025-11-11 01:32:03.113161,USR-039395,TNT-01109,154200.9988896542,12,1566.8873377391517,157.425355207291,False,Mobile,Safari
SES-0893500,2025-11-11 01:33:03.113161,USR-037484,TNT-01005,38281.95401109285,8,1122.0797853769077,50.14668810431683,False,Desktop,Safari
SES-0894323,2025-11-11 01:34:03.113161,USR-085862,TNT-01021,67186.33085895021,12,4283.646622650581,26.739354593427517,False,Desktop,Chrome
SES-0714435,2025-11-11 01:35:03.113161,USR-114769,TNT-01034,1132354.5261230234,11,2445.4569936362445,6.300639397209086,False,Desktop,Chrome
SES-0164807,2025-11-11 01:36:03.113161,USR-094980,TNT-01051,75126.4590424747,17,3548.210418490934,148.28388708677755,False,Desktop,Safari
SES-0291963,2025-11-11 01:37:03.113161,USR-114348,TNT-01061,27998.875295023394,6,1372.9071351685782,81.73132578477984,True,Mobile,Firefox
SES-0557832,2025-11-11 01:38:03.113161,USR-133974,TNT-01143,212326.82397089686,11,2572.4677180768526,136.83075002850632,True,Desktop,Firefox
SES-0894369,2025-11-11 01:39:03.113161,USR-017429,TNT-01094,6100532.7440153565,16,5957.163106448415,25.655533419903033,False,Desktop,Safari
SES-0881226,2025-11-11 01:40:03.113161,USR-062370,TNT-01104,97238.8771707677,12,6744.908942213842,57.19336761827479,False,Mobile,Chrome
SES-0711534,2025-11-11 01:41:03.113161,USR-127368,TNT-01045,5242.674940279775,6,1528.4734258412584,8.835794022687407,False,Desktop,Safari
SES-0223032,2025-11-11 01:42:03.113161,USR-042834,TNT-01126,220569.58737623904,9,1707.8216705129732,13.141115391376223,False,Desktop,Safari
SES-0826858,2025-11-11 01:43:03.113161,USR-041310,TNT-01042,103581.38494549127,4,2848.4567401219265,11.79843577077967,True,Desktop,Chrome
SES-0657829,2025-11-11 01:44:03.113161,USR-126185,TNT-01085,86785.07128583186,11,1631.7187804198325,14.626573314391518,False,Desktop,Chrome
SES-0685588,2025-11-11 01:45:03.113161,USR-127826,TNT-01082,860656.3840974526,10,1318.1000724190912,185.46143692006177,False,Desktop,Firefox
SES-0231989,2025-11-11 01:46:03.113161,USR-096568,TNT-01017,95913.77684729897,16,1508.0145798057972,46.506219386500064,False,Desktop,Chrome
SES-0233465,2025-11-11 01:47:03.113161,USR-105345,TNT-01129,225355.78140094748,5,1095.297328056134,32.77441512273362,False,Desktop,Edge
SES-0236635,2025-11-11 01:48:03.113161,USR-071251,TNT-01103,5655214.619856017,6,1730.2529514328155,12.17588178561961,True,Desktop,Firefox
SES-0225279,2025-11-11 01:49:03.113161,USR-017317,TNT-01081,34956.30125029746,12,1980.1405566183275,117.4880060080456,False,Desktop,Chrome
SES-0308730,2025-11-11 01:50:03.113161,USR-091683,TNT-01113,42712.651491556964,7,3025.371102872904,35.15919074042345,False,Desktop,Chrome
SES-0113474,2025-11-11 01:51:03.113161,USR-025216,TNT-01007,473769.7565949777,11,1365.612085777608,60.74488156849425,False,Desktop,Safari
SES-0429009,2025-11-11 01:52:03.113161,USR-083517,TNT-01000,11310.36923236271,7,2768.3750925755367,21.521881847829917,False,Desktop,Chrome
SES-0577276,2025-11-11 01:53:03.113161,USR-084578,TNT-01039,694775.1553729125,8,4503.058403914398,22.087456955318643,False,Desktop,Edge
SES-0796105,2025-11-11 01:54:03.113161,USR-050590,TNT-01107,537728.1372615688,7,2632.856863038429,34.448435732633996,False,Desktop,Chrome
SES-0374803,2025-11-11 01:55:03.113161,USR-134863,TNT-01050,170760.33170472836,8,6309.309522400656,25.44474176047865,False,Mobile,Safari
SES-0914625,2025-11-11 01:56:03.113161,USR-065139,TNT-01003,532014.393154349,8,1557.8040402196746,14.962667432063858,False,Desktop,Firefox
SES-0617772,2025-11-11 01:57:03.113161,USR-034049,TNT-01007,940610.8695610949,10,1901.0186946111226,31.50394831286401,False,Desktop,Safari
SES-0798662,2025-11-11 01:58:03.113161,USR-103898,TNT-01048,106476.66674935906,11,2855.9420820146624,10.756305931019218,False,Mobile,Safari
SES-0448180,2025-11-11 01:59:03.113161,USR-073661,TNT-01009,1521389.711286691,8,1503.4002127801984,26.536253705985875,True,Desktop,Chrome
SES-0566905,2025-11-11 02:00:03.113161,USR-108518,TNT-01123,710125.8773248446,7,1761.1585495526472,36.11164045060041,False,Mobile,Safari
SES-0483733,2025-11-11 02:01:03.113161,USR-032666,TNT-01147,1586376.803932763,10,3075.307818041753,35.4766139334625,False,Tablet,Firefox
SES-0855177,2025-11-11 02:02:03.113161,USR-086020,TNT-01056,1251819.296637396,13,969.2244728553017,115.6147746819538,False,Desktop,Chrome
SES-0475376,2025-11-11 02:03:03.113161,USR-090280,TNT-01077,282293.34622346656,8,4422.368672818067,62.115730926543584,False,Mobile,Chrome
SES-0653210,2025-11-11 02:04:03.113161,USR-058955,TNT-01014,121250.02262259062,11,1720.6531878122223,27.931803014204974,False,Desktop,Chrome
SES-0907411,2025-11-11 02:05:03.113161,USR-097079,TNT-01100,72981.28652044422,4,2255.834147419609,57.179803933365044,False,Desktop,Chrome
SES-0761171,2025-11-11 02:06:03.113161,USR-054143,TNT-01062,1527678.2371904757,10,2160.4709386461786,27.27653646794962,False,Desktop,Safari
SES-0233147,2025-11-11 02:07:03.113161,USR-101135,TNT-01003,27712.901224723722,12,10265.74831285673,26.44907218233143,False,Mobile,Safari
SES-0124676,2025-11-11 02:08:03.113161,USR-092557,TNT-01081,704822.1599911909,10,3609.995577855845,32.62563379917295,False,Mobile,Safari
SES-0160134,2025-11-11 02:09:03.113161,USR-045713,TNT-01041,109254.66387786523,8,4002.145423819474,44.860795433121304,False,Mobile,Chrome
SES-0293972,2025-11-11 02:10:03.113161,USR-083749,TNT-01005,332012.476468615,10,9433.268189317816,96.38323711007243,False,Mobile,Chrome
SES-0235898,2025-11-11 02:11:03.113161,USR-024506,TNT-01057,74046.65595492984,4,2849.8274280940714,26.744025323162848,False,Mobile,Edge
SES-0260456,2025-11-11 02:12:03.113161,USR-019498,TNT-01099,1260423.3467903323,4,2456.0098992739704,17.633533183814492,False,Desktop,Safari
SES-0200781,2025-11-11 02:13:03.113161,USR-105957,TNT-01003,1107572.5730542818,5,5868.22641268697,18.447238577157304,False,Desktop,Chrome
SES-0515946,2025-11-11 02:14:03.113161,USR-090192,TNT-01051,115504.85255908725,8,2076.2326793114494,12.003316549629073,False,Desktop,Chrome
SES-0202684,2025-11-11 02:15:03.113161,USR-035295,TNT-01101,68409.18393648292,9,1850.1048212768985,28.090643418065536,False,Desktop,Firefox
SES-0744667,2025-11-11 02:16:03.113161,USR-045601,TNT-01055,101616.39551993039,12,2783.23679375495,40.392154003829575,False,Desktop,Firefox
SES-0819714,2025-11-11 02:17:03.113161,USR-123494,TNT-01030,55779.99363851177,10,2086.40411708697,18.4955846489815,False,Mobile,Safari
SES-0152006,2025-11-11 02:18:03.113161,USR-115385,TNT-01037,529287.634992534,6,1561.6947953966444,15.365355402764697,False,Tablet,Chrome
SES-0691893,2025-11-11 02:19:03.113161,USR-029426,TNT-01076,76161.35041846371,19,2694.575798820092,11.972410950692577,False,Desktop,Chrome
SES-0745812,2025-11-11 02:20:03.113161,USR-080064,TNT-01019,352231.572490943,11,2026.831482751064,70.84787164679653,False,Desktop,Chrome
SES-0830541,2025-11-11 02:21:03.113161,USR-099297,TNT-01100,632040.7169904459,3,1210.457226912821,52.90449507286201,False,Desktop,Safari
SES-0931635,2025-11-11 02:22:03.113161,USR-057875,TNT-01074,145785.44926989818,4,2812.2406232375074,44.108252731828436,True,Desktop,Safari
SES-0498224,2025-11-11 02:23:03.113161,USR-018999,TNT-01035,187889.26898326442,9,2792.7051116747907,34.63380931814892,False,Desktop,Chrome
SES-0756002,2025-11-11 02:24:03.113161,USR-051417,TNT-01033,18688.246721123243,10,1916.2471086172752,31.34028600389509,False,Desktop,Safari
SES-0265157,2025-11-11 02:25:03.113161,USR-070326,TNT-01022,1636081.6446180716,6,4166.31780720195,25.604337712571635,False,Desktop,Edge
SES-0936672,2025-11-11 02:26:03.113161,USR-131377,TNT-01117,2802012.7533683665,7,1979.1927989277422,110.90825525902827,True,Mobile,Firefox
SES-0758351,2025-11-11 02:27:03.113161,USR-105826,TNT-01115,401470.15633321437,8,1992.0338195126512,35.35695404024508,False,Desktop,Safari
SES-0660540,2025-11-11 02:28:03.113161,USR-092155,TNT-01069,102145.8524909375,12,3175.957799636388,52.743782954489234,False,Tablet,Chrome
SES-0881660,2025-11-11 02:29:03.113161,USR-078181,TNT-01035,1401676.2454091841,8,2481.7052146137553,9.701501729716203,False,Mobile,Chrome
SES-0349808,2025-11-11 02:30:03.113161,USR-118649,TNT-01132,62455.708620214,7,3893.567820442478,9.091042566819429,False,Desktop,Chrome
SES-0570158,2025-11-11 02:31:03.113161,USR-030428,TNT-01004,742049.0620201685,3,1775.36268185395,156.77501873371327,False,Mobile,Chrome
SES-0456924,2025-11-11 02:32:03.113161,USR-107502,TNT-01079,73142.3236502687,13,1811.427998361841,41.941034155106465,False,Mobile,Chrome
SES-0114979,2025-11-11 02:33:03.113161,USR-067484,TNT-01113,834622.1517198833,9,2395.940924883718,19.011733421002504,False,Mobile,Chrome
SES-0832983,2025-11-11 02:34:03.113161,USR-119191,TNT-01112,159679.1767968108,13,3931.31335448238,13.502272191735806,False,Desktop,Firefox
SES-0953852,2025-11-11 02:35:03.113161,USR-026093,TNT-01137,1175545.8175481951,10,9292.8241467245,70.74286886196384,False,Tablet,Safari
SES-0446710,2025-11-11 02:36:03.113161,USR-082847,TNT-01015,1774713.97357279,10,2437.4237033429977,12.936199965427392,True,Mobile,Edge
SES-0399635,2025-11-11 02:37:03.113161,USR-120924,TNT-01027,3793633.420752288,7,1159.7978857302844,232.78932285839457,False,Mobile,Chrome
SES-0609887,2025-11-11 02:38:03.113161,USR-064165,TNT-01045,326845.17327839456,10,2180.3426459566967,11.494720630936516,False,Desktop,Firefox
SES-0467094,2025-11-11 02:39:03.113161,USR-026748,TNT-01107,479280.1803186697,9,1884.3324355888444,4.882122619155323,False,Desktop,Chrome
SES-0624379,2025-11-11 02:40:03.113161,USR-115873,TNT-01073,90547.44459951094,8,1398.696178911616,44.71643902144905,True,Mobile,Safari
SES-0401282,2025-11-11 02:41:03.113161,USR-123774,TNT-01121,350964.39052980114,8,4174.098799713818,125.57861176497684,False,Desktop,Chrome
SES-0180419,2025-11-11 02:42:03.113161,USR-059860,TNT-01128,15078.31322881497,7,4104.67555631456,30.67807391432001,False,Tablet,Firefox
SES-0489476,2025-11-11 02:43:03.113161,USR-123494,TNT-01008,665450.6140740511,11,6212.589245861275,84.85103739701901,False,Desktop,Safari
SES-0210433,2025-11-11 02:44:03.113161,USR-130163,TNT-01018,318365.1243327462,6,1735.1772963591873,25.35354436358202,False,Desktop,Chrome
SES-0537331,2025-11-11 02:45:03.113161,USR-076205,TNT-01006,358259.7749981871,13,1528.8555390072047,97.61778267658886,False,Desktop,Chrome
SES-0586405,2025-11-11 02:46:03.113161,USR-047122,TNT-01114,34258.93652627915,14,4392.081438747026,23.615829005198535,False,Desktop,Firefox
SES-0720097,2025-11-11 02:47:03.113161,USR-024408,TNT-01075,676568.2837355597,11,2584.6873352915286,29.187055551790714,False,Mobile,Safari
SES-0925050,2025-11-11 02:48:03.113161,USR-104378,TNT-01109,95221.07206708519,5,1538.819785519033,29.46051959460989,False,Desktop,Firefox
SES-0402735,2025-11-11 02:49:03.113161,USR-039395,TNT-01149,236344.55646841892,10,4669.741011063927,47.51379327861873,False,Desktop,Chrome
SES-0474489,2025-11-11 02:50:03.113161,USR-053005,TNT-01047,90641.3324444288,9,2024.1293587668283,125.65213260933066,False,Mobile,Chrome
SES-0252363,2025-11-11 02:51:03.113161,USR-084540,TNT-01141,112930.95288903399,11,4055.6864835422634,31.095509879392417,True,Mobile,Edge
SES-0456855,2025-11-11 02:52:03.113161,USR-014875,TNT-01083,3589495.17713658,9,2749.9599353987505,46.56929841709246,False,Mobile,Firefox
SES-0343328,2025-11-11 02:53:03.113161,USR-065806,TNT-01127,735729.156653418,6,2548.4101741379754,125.98819363770886,False,Desktop,Chrome
SES-0453754,2025-11-11 02:54:03.113161,USR-012508,TNT-01038,630264.1318211001,6,2771.5223206075125,10.998654343308777,False,Desktop,Firefox
SES-0713131,2025-11-11 02:55:03.113161,USR-121107,TNT-01086,897232.050070933,6,6014.31821582672,10.46197902272783,False,Mobile,Firefox
SES-0412461,2025-11-11 02:56:03.113161,USR-123460,TNT-01094,2260887.410236527,12,937.0724799154981,18.71947318368783,True,Mobile,Edge
SES-0872694,2025-11-11 02:57:03.113161,USR-089308,TNT-01094,982795.2876361609,12,3071.0556088643034,62.708525225707064,False,Desktop,Firefox
SES-0772561,2025-11-11 02:58:03.113161,USR-017185,TNT-01148,1462078.6331722112,16,5866.538112997916,63.05818067734265,False,Desktop,Safari
SES-0763805,2025-11-11 02:59:03.113161,USR-066897,TNT-01070,20822.16948377133,8,2191.467305699184,123.9023754533024,False,Mobile,Chrome
