request_id,@timestamp,tenant_id,partner_id,endpoint,http_status,response_time_ms,region,error_message,user_id
REQ-00100825,2025-11-11 07:38:03.113161,TNT-01065,PTR-0119,/api/v2/search,200,61.23091536826215,ap-southeast-1,None,USR-127331
REQ-00100826,2025-11-11 07:38:33.113161,TNT-01059,PTR-0122,/api/v2/analytics,200,35.19274348257277,us-east-1,None,USR-116515
REQ-00100827,2025-11-11 07:39:03.113161,TNT-01079,PTR-0116,/api/v2/users,200,20.845725502135537,us-east-1,None,USR-077748
REQ-00100828,2025-11-11 07:39:33.113161,TNT-01026,None,/api/v2/search,200,37.37206616989354,eu-west-1,None,USR-051235
REQ-00100829,2025-11-11 07:40:03.113161,TNT-01096,PTR-0103,/api/v2/collections,200,77.59729992633041,us-west-2,None,USR-103179
REQ-00100830,2025-11-11 07:40:33.113161,TNT-01090,PTR-0102,/api/v2/tags,200,46.85640450955682,us-east-1,None,USR-084760
REQ-00100831,2025-11-11 07:41:03.113161,TNT-01014,PTR-0101,/api/v2/upload,201,249.1816695701653,us-east-1,None,USR-023435
REQ-00100832,2025-11-11 07:41:33.113161,TNT-01119,PTR-0122,/api/v2/webhooks,200,37.51962787178536,us-east-1,None,USR-107065
REQ-00100833,2025-11-11 07:42:03.113161,TNT-01061,PTR-0130,/api/v2/assets,200,64.6171847670186,us-east-1,None,USR-057116
REQ-00100834,2025-11-11 07:42:33.113161,TNT-01019,PTR-0117,/api/v2/upload,200,57.31106520490838,eu-west-1,None,USR-010965
REQ-00100835,2025-11-11 07:43:03.113161,TNT-01139,PTR-0127,/api/v2/share,200,100.23106040191837,us-west-2,None,USR-023432
REQ-00100836,2025-11-11 07:43:33.113161,TNT-01039,PTR-0108,/api/v2/webhooks,200,114.17594781283492,ap-southeast-1,None,USR-016476
REQ-00100837,2025-11-11 07:44:03.113161,TNT-01103,PTR-0107,/api/v2/versions,200,115.21364687447247,us-east-1,None,USR-037295
REQ-00100838,2025-11-11 07:44:33.113161,TNT-01030,PTR-0105,/api/v2/upload,404,132.7452962987309,us-west-2,Invalid authentication token,USR-102916
REQ-00100839,2025-11-11 07:45:03.113161,TNT-01002,PTR-0132,/api/v2/tags,200,54.356019280207164,ap-southeast-1,None,USR-078376
REQ-00100840,2025-11-11 07:45:33.113161,TNT-01105,PTR-0117,/api/v2/assets,200,45.96305186815288,eu-west-1,None,USR-057177
REQ-00100841,2025-11-11 07:46:03.113161,TNT-01029,PTR-0138,/api/v2/share,200,104.47913387796515,ap-southeast-1,None,USR-113117
REQ-00100842,2025-11-11 07:46:33.113161,TNT-01146,None,/api/v2/assets,400,124.21536070646883,us-west-2,Upstream service unavailable,USR-130717
REQ-00100843,2025-11-11 07:47:03.113161,TNT-01094,PTR-0114,/api/v2/webhooks,201,124.21376149061666,ap-southeast-1,None,USR-045040
REQ-00100844,2025-11-11 07:47:33.113161,TNT-01068,None,/api/v2/metadata,200,36.69827946655405,us-east-1,None,USR-037759
REQ-00100845,2025-11-11 07:48:03.113161,TNT-01003,PTR-0107,/api/v2/collections,201,93.87265942404444,us-west-2,None,USR-078181
REQ-00100846,2025-11-11 07:48:33.113161,TNT-01007,PTR-0129,/api/v2/metadata,200,59.05620351207723,ap-southeast-1,None,USR-097079
REQ-00100847,2025-11-11 07:49:03.113161,TNT-01080,PTR-0135,/api/v2/upload,200,210.20146789281137,us-west-2,None,USR-083517
REQ-00100848,2025-11-11 07:49:33.113161,TNT-01006,PTR-0102,/api/v2/export,200,75.39776742031378,us-west-2,None,USR-023013
REQ-00100849,2025-11-11 07:50:03.113161,TNT-01075,PTR-0113,/api/v2/search,200,73.01283480512168,us-east-1,None,USR-079542
REQ-00100850,2025-11-11 07:50:33.113161,TNT-01099,None,/api/v2/export,200,56.434749006872146,us-east-1,None,USR-029218
REQ-00100851,2025-11-11 07:51:03.113161,TNT-01015,PTR-0128,/api/v2/metadata,503,1198.534889606417,us-west-2,Invalid authentication token,USR-102087
REQ-00100852,2025-11-11 07:51:33.113161,TNT-01132,None,/api/v2/assets,201,50.65006290060211,eu-west-1,None,USR-029733
REQ-00100853,2025-11-11 07:52:03.113161,TNT-01067,PTR-0131,/api/v2/upload,200,68.59429821775272,us-west-2,None,USR-122160
REQ-00100854,2025-11-11 07:52:33.113161,TNT-01027,PTR-0128,/api/v2/analytics,200,45.72167287461212,eu-west-1,None,USR-024379
REQ-00100855,2025-11-11 07:53:03.113161,TNT-01081,PTR-0111,/api/v2/upload,201,75.53129531152877,us-west-2,None,USR-047629
REQ-00100856,2025-11-11 07:53:33.113161,TNT-01142,PTR-0135,/api/v2/webhooks,400,67.55719503727056,eu-west-1,Resource not found,USR-082168
REQ-00100857,2025-11-11 07:54:03.113161,TNT-01011,PTR-0103,/api/v2/versions,200,37.3647295043153,ap-southeast-1,None,USR-019871
REQ-00100858,2025-11-11 07:54:33.113161,TNT-01075,PTR-0139,/api/v2/collections,200,39.375996746428434,us-east-1,None,USR-068288
REQ-00100859,2025-11-11 07:55:03.113161,TNT-01073,PTR-0108,/api/v2/webhooks,200,55.585715495491385,us-west-2,None,USR-073388
REQ-00100860,2025-11-11 07:55:33.113161,TNT-01126,None,/api/v2/share,200,29.3484224201454,ap-southeast-1,None,USR-131108
REQ-00100861,2025-11-11 07:56:03.113161,TNT-01083,None,/api/v2/share,200,56.154129942386305,us-west-2,None,USR-048227
REQ-00100862,2025-11-11 07:56:33.113161,TNT-01147,PTR-0104,/api/v2/search,200,141.32946403542294,us-west-2,None,USR-034496
REQ-00100863,2025-11-11 07:57:03.113161,TNT-01123,None,/api/v2/metadata,200,41.98449466248516,ap-southeast-1,None,USR-032131
REQ-00100864,2025-11-11 07:57:33.113161,TNT-01084,None,/api/v2/search,200,61.31293480820362,us-east-1,None,USR-030876
REQ-00100865,2025-11-11 07:58:03.113161,TNT-01059,None,/api/v2/assets,200,66.85527388173637,us-east-1,None,USR-050946
REQ-00100866,2025-11-11 07:58:33.113161,TNT-01126,PTR-0118,/api/v2/tags,200,170.3231139097881,us-east-1,None,USR-133974
REQ-00100867,2025-11-11 07:59:03.113161,TNT-01087,PTR-0129,/api/v2/tags,200,65.9865000500108,eu-west-1,None,USR-042536
REQ-00100868,2025-11-11 07:59:33.113161,TNT-01079,None,/api/v2/search,200,185.46241391449718,us-east-1,None,USR-074772
REQ-00100869,2025-11-11 08:00:03.113161,TNT-01024,PTR-0134,/api/v2/search,200,57.899142901043355,us-east-1,None,USR-061694
REQ-00100870,2025-11-11 08:00:33.113161,TNT-01125,PTR-0118,/api/v2/assets,200,153.796257394803,us-west-2,None,USR-070607
REQ-00100871,2025-11-11 08:01:03.113161,TNT-01106,PTR-0126,/api/v2/versions,403,33.093545496306604,eu-west-1,Insufficient permissions,USR-099956
REQ-00100872,2025-11-11 08:01:33.113161,TNT-01106,PTR-0125,/api/v2/export,200,159.0524775378094,us-west-2,None,USR-013487
REQ-00100873,2025-11-11 08:02:03.113161,TNT-01008,None,/api/v2/export,200,132.4713028497669,us-west-2,None,USR-029178
REQ-00100874,2025-11-11 08:02:33.113161,TNT-01069,PTR-0119,/api/v2/analytics,429,37.35390723271054,us-east-1,Database connection timeout,USR-026686
REQ-00100875,2025-11-11 08:03:03.113161,TNT-01118,PTR-0116,/api/v2/collections,200,45.53333231127166,ap-southeast-1,None,USR-044841
REQ-00100876,2025-11-11 08:03:33.113161,TNT-01028,PTR-0133,/api/v2/search,400,131.05401643019604,us-east-1,Rate limit exceeded for tenant,USR-097470
REQ-00100877,2025-11-11 08:04:03.113161,TNT-01018,PTR-0114,/api/v2/metadata,200,57.346698478651035,us-west-2,None,USR-080847
REQ-00100878,2025-11-11 08:04:33.113161,TNT-01039,PTR-0119,/api/v2/search,503,3066.8038748766744,ap-southeast-1,Database connection timeout,USR-102832
REQ-00100879,2025-11-11 08:05:03.113161,TNT-01099,PTR-0108,/api/v2/upload,200,96.68457504154249,us-west-2,None,USR-037318
REQ-00100880,2025-11-11 08:05:33.113161,TNT-01101,PTR-0113,/api/v2/metadata,200,185.4473088319642,us-east-1,None,USR-119191
REQ-00100881,2025-11-11 08:06:03.113161,TNT-01076,PTR-0128,/api/v2/assets,200,11.569735144644621,us-east-1,None,USR-049923
REQ-00100882,2025-11-11 08:06:33.113161,TNT-01087,None,/api/v2/assets,200,9.159326363839947,us-west-2,None,USR-027793
REQ-00100883,2025-11-11 08:07:03.113161,TNT-01091,PTR-0125,/api/v2/share,204,192.9294680275914,ap-southeast-1,None,USR-123202
REQ-00100884,2025-11-11 08:07:33.113161,TNT-01043,PTR-0110,/api/v2/versions,200,115.49544922753371,eu-west-1,None,USR-029426
REQ-00100885,2025-11-11 08:08:03.113161,TNT-01073,None,/api/v2/export,200,113.81417155952686,us-west-2,None,USR-061318
REQ-00100886,2025-11-11 08:08:33.113161,TNT-01015,PTR-0127,/api/v2/webhooks,200,61.36728703442864,us-east-1,None,USR-017429
REQ-00100887,2025-11-11 08:09:03.113161,TNT-01084,PTR-0106,/api/v2/search,200,70.0547171160461,eu-west-1,None,USR-062370
REQ-00100888,2025-11-11 08:09:33.113161,TNT-01141,None,/api/v2/metadata,200,162.29048334732673,ap-southeast-1,None,USR-042976
REQ-00100889,2025-11-11 08:10:03.113161,TNT-01044,PTR-0112,/api/v2/versions,204,105.4722006138921,us-west-2,None,USR-030961
REQ-00100890,2025-11-11 08:10:33.113161,TNT-01010,None,/api/v2/metadata,200,34.85715869385488,us-west-2,None,USR-020189
REQ-00100891,2025-11-11 08:11:03.113161,TNT-01053,None,/api/v2/upload,200,39.96798661987219,eu-west-1,None,USR-092136
REQ-00100892,2025-11-11 08:11:33.113161,TNT-01023,PTR-0138,/api/v2/versions,200,44.29337653500333,ap-southeast-1,None,USR-025594
REQ-00100893,2025-11-11 08:12:03.113161,TNT-01138,None,/api/v2/search,204,51.14423063570551,us-west-2,None,USR-088033
REQ-00100894,2025-11-11 08:12:33.113161,TNT-01099,PTR-0129,/api/v2/export,200,81.39198709717306,ap-southeast-1,None,USR-020949
REQ-00100895,2025-11-11 08:13:03.113161,TNT-01119,None,/api/v2/analytics,200,20.92252455258626,ap-southeast-1,None,USR-116227
REQ-00100896,2025-11-11 08:13:33.113161,TNT-01147,PTR-0127,/api/v2/users,200,118.03140421805223,eu-west-1,None,USR-048426
REQ-00100897,2025-11-11 08:14:03.113161,TNT-01069,PTR-0132,/api/v2/analytics,200,35.419813338306646,us-west-2,None,USR-102446
REQ-00100898,2025-11-11 08:14:33.113161,TNT-01135,PTR-0121,/api/v2/analytics,404,63.09060137561666,eu-west-1,Invalid authentication token,USR-133881
REQ-00100899,2025-11-11 08:15:03.113161,TNT-01048,PTR-0113,/api/v2/users,204,48.089658796778544,ap-southeast-1,None,USR-091241
REQ-00100900,2025-11-11 08:15:33.113161,TNT-01046,None,/api/v2/users,401,112.55036440006614,ap-southeast-1,Resource not found,USR-098095
REQ-00100901,2025-11-11 08:16:03.113161,TNT-01070,PTR-0126,/api/v2/metadata,200,158.4765688831349,us-west-2,None,USR-114348
REQ-00100902,2025-11-11 08:16:33.113161,TNT-01062,PTR-0118,/api/v2/upload,201,82.98691774314679,us-west-2,None,USR-030428
REQ-00100903,2025-11-11 08:17:03.113161,TNT-01003,None,/api/v2/metadata,200,122.62159085052126,us-west-2,None,USR-095176
REQ-00100904,2025-11-11 08:17:33.113161,TNT-01142,PTR-0114,/api/v2/assets,200,151.34820242881577,eu-west-1,None,USR-086834
REQ-00100905,2025-11-11 08:18:03.113161,TNT-01045,PTR-0136,/api/v2/assets,200,39.23244123252107,eu-west-1,None,USR-030022
REQ-00100906,2025-11-11 08:18:33.113161,TNT-01082,PTR-0100,/api/v2/tags,200,80.83914263182662,ap-southeast-1,None,USR-014134
REQ-00100907,2025-11-11 08:19:03.113161,TNT-01038,PTR-0136,/api/v2/collections,200,56.478688662504005,ap-southeast-1,None,USR-086361
REQ-00100908,2025-11-11 08:19:33.113161,TNT-01004,PTR-0113,/api/v2/metadata,200,63.43955169247281,ap-southeast-1,None,USR-096611
REQ-00100909,2025-11-11 08:20:03.113161,TNT-01057,PTR-0129,/api/v2/tags,429,117.66599493586384,ap-southeast-1,Insufficient permissions,USR-084328
REQ-00100910,2025-11-11 08:20:33.113161,TNT-01148,PTR-0122,/api/v2/users,200,74.42950633165026,ap-southeast-1,None,USR-126843
REQ-00100911,2025-11-11 08:21:03.113161,TNT-01100,None,/api/v2/collections,201,57.962434864900374,us-east-1,None,USR-070717
REQ-00100912,2025-11-11 08:21:33.113161,TNT-01112,PTR-0110,/api/v2/metadata,201,20.524072008686073,us-west-2,None,USR-045601
REQ-00100913,2025-11-11 08:22:03.113161,TNT-01009,PTR-0126,/api/v2/tags,200,36.587848955492866,us-east-1,None,USR-064003
REQ-00100914,2025-11-11 08:22:33.113161,TNT-01093,PTR-0100,/api/v2/tags,200,73.18468337793682,ap-southeast-1,None,USR-055052
REQ-00100915,2025-11-11 08:23:03.113161,TNT-01044,None,/api/v2/share,200,266.50940596426705,eu-west-1,None,USR-086553
REQ-00100916,2025-11-11 08:23:33.113161,TNT-01136,PTR-0132,/api/v2/upload,200,64.15079520766704,us-west-2,None,USR-120919
REQ-00100917,2025-11-11 08:24:03.113161,TNT-01037,None,/api/v2/export,201,83.20056878715133,eu-west-1,None,USR-099493
REQ-00100918,2025-11-11 08:24:33.113161,TNT-01030,PTR-0139,/api/v2/assets,401,242.89412771683578,eu-west-1,Database connection timeout,USR-111306
REQ-00100919,2025-11-11 08:25:03.113161,TNT-01123,PTR-0105,/api/v2/analytics,200,280.22158437313516,us-west-2,None,USR-084540
REQ-00100920,2025-11-11 08:25:33.113161,TNT-01128,PTR-0106,/api/v2/analytics,200,109.81485185571059,ap-southeast-1,None,USR-044625
REQ-00100921,2025-11-11 08:26:03.113161,TNT-01013,PTR-0109,/api/v2/webhooks,200,132.04138584965295,us-west-2,None,USR-066834
REQ-00100922,2025-11-11 08:26:33.113161,TNT-01116,PTR-0106,/api/v2/metadata,200,64.26367392414483,ap-southeast-1,None,USR-089228
REQ-00100923,2025-11-11 08:27:03.113161,TNT-01054,PTR-0105,/api/v2/assets,200,74.53287145281162,eu-west-1,None,USR-033124
REQ-00100924,2025-11-11 08:27:33.113161,TNT-01027,PTR-0128,/api/v2/export,200,92.68266452108328,us-east-1,None,USR-047122
REQ-00100925,2025-11-11 08:28:03.113161,TNT-01067,PTR-0105,/api/v2/analytics,200,79.13754198854622,eu-west-1,None,USR-023248
REQ-00100926,2025-11-11 08:28:33.113161,TNT-01132,PTR-0122,/api/v2/upload,200,164.5385220960275,us-west-2,None,USR-123494
REQ-00100927,2025-11-11 08:29:03.113161,TNT-01038,PTR-0123,/api/v2/analytics,201,76.89220702555697,ap-southeast-1,None,USR-110413
REQ-00100928,2025-11-11 08:29:33.113161,TNT-01145,PTR-0124,/api/v2/versions,200,30.235266542957195,us-west-2,None,USR-026748
REQ-00100929,2025-11-11 08:30:03.113161,TNT-01034,PTR-0119,/api/v2/search,200,20.86881646493709,us-east-1,None,USR-076666
REQ-00100930,2025-11-11 08:30:33.113161,TNT-01066,PTR-0119,/api/v2/analytics,200,74.93348786773221,us-east-1,None,USR-123309
REQ-00100931,2025-11-11 08:31:03.113161,TNT-01010,PTR-0128,/api/v2/metadata,200,290.7420348935118,us-west-2,None,USR-060162
REQ-00100932,2025-11-11 08:31:33.113161,TNT-01013,PTR-0119,/api/v2/versions,500,99.93204802671656,ap-southeast-1,Insufficient permissions,USR-058347
REQ-00100933,2025-11-11 08:32:03.113161,TNT-01086,PTR-0126,/api/v2/webhooks,200,45.8128081332918,us-west-2,None,USR-035311
REQ-00100934,2025-11-11 08:32:33.113161,TNT-01017,None,/api/v2/export,200,28.963666524415643,us-west-2,None,USR-075000
REQ-00100935,2025-11-11 08:33:03.113161,TNT-01103,PTR-0120,/api/v2/tags,200,51.83270917645109,eu-west-1,None,USR-100365
REQ-00100936,2025-11-11 08:33:33.113161,TNT-01016,PTR-0136,/api/v2/tags,200,61.61575690572811,us-west-2,None,USR-034745
REQ-00100937,2025-11-11 08:34:03.113161,TNT-01006,PTR-0121,/api/v2/search,200,88.5634657899851,eu-west-1,None,USR-040153
REQ-00100938,2025-11-11 08:34:33.113161,TNT-01075,PTR-0111,/api/v2/tags,200,80.6937079633944,ap-southeast-1,None,USR-129095
REQ-00100939,2025-11-11 08:35:03.113161,TNT-01041,PTR-0112,/api/v2/search,401,93.86570697570527,ap-southeast-1,Resource not found,USR-117454
REQ-00100940,2025-11-11 08:35:33.113161,TNT-01019,PTR-0130,/api/v2/upload,201,225.28588409548595,us-west-2,None,USR-087094
REQ-00100941,2025-11-11 08:36:03.113161,TNT-01143,PTR-0134,/api/v2/users,200,49.771826891304705,eu-west-1,None,USR-064548
REQ-00100942,2025-11-11 08:36:33.113161,TNT-01047,PTR-0109,/api/v2/export,200,55.962490818202305,ap-southeast-1,None,USR-118120
REQ-00100943,2025-11-11 08:37:03.113161,TNT-01065,PTR-0113,/api/v2/analytics,200,59.0442836392265,us-west-2,None,USR-087061
REQ-00100944,2025-11-11 08:37:33.113161,TNT-01023,PTR-0133,/api/v2/search,200,61.895281562081614,us-west-2,None,USR-056623
REQ-00100945,2025-11-11 08:38:03.113161,TNT-01046,PTR-0101,/api/v2/share,200,57.252988797537625,eu-west-1,None,USR-091579
REQ-00100946,2025-11-11 08:38:33.113161,TNT-01010,PTR-0114,/api/v2/share,200,56.18846553382549,ap-southeast-1,None,USR-035605
REQ-00100947,2025-11-11 08:39:03.113161,TNT-01105,None,/api/v2/search,200,61.844650500420926,us-west-2,None,USR-128407
REQ-00100948,2025-11-11 08:39:33.113161,TNT-01006,PTR-0132,/api/v2/search,200,328.8683950107833,us-east-1,None,USR-127015
REQ-00100949,2025-11-11 08:40:03.113161,TNT-01108,PTR-0106,/api/v2/tags,200,22.22634856753418,eu-west-1,None,USR-018930
REQ-00100950,2025-11-11 08:40:33.113161,TNT-01058,PTR-0119,/api/v2/webhooks,200,50.809843971544,ap-southeast-1,None,USR-042142
REQ-00100951,2025-11-11 08:41:03.113161,TNT-01043,None,/api/v2/users,201,31.508662745602862,eu-west-1,None,USR-112612
REQ-00100952,2025-11-11 08:41:33.113161,TNT-01092,PTR-0107,/api/v2/analytics,200,116.98864676094111,eu-west-1,None,USR-101135
REQ-00100953,2025-11-11 08:42:03.113161,TNT-01129,None,/api/v2/metadata,201,223.08434705579813,us-west-2,None,USR-062667
REQ-00100954,2025-11-11 08:42:33.113161,TNT-01127,None,/api/v2/metadata,200,122.5652498222603,us-east-1,None,USR-132767
REQ-00100955,2025-11-11 08:43:03.113161,TNT-01131,PTR-0114,/api/v2/assets,200,148.4227103653704,eu-west-1,None,USR-116764
REQ-00100956,2025-11-11 08:43:33.113161,TNT-01069,PTR-0137,/api/v2/export,200,34.44558262169095,ap-southeast-1,None,USR-125572
REQ-00100957,2025-11-11 08:44:03.113161,TNT-01043,PTR-0134,/api/v2/metadata,200,32.13329852138232,us-east-1,None,USR-134863
REQ-00100958,2025-11-11 08:44:33.113161,TNT-01065,None,/api/v2/webhooks,200,70.35722831628918,eu-west-1,None,USR-070370
REQ-00100959,2025-11-11 08:45:03.113161,TNT-01127,PTR-0132,/api/v2/export,204,104.35355449619948,us-west-2,None,USR-037807
REQ-00100960,2025-11-11 08:45:33.113161,TNT-01107,PTR-0126,/api/v2/share,200,135.01280060434848,ap-southeast-1,None,USR-134127
REQ-00100961,2025-11-11 08:46:03.113161,TNT-01069,PTR-0138,/api/v2/metadata,200,321.3990475196621,us-west-2,None,USR-127352
REQ-00100962,2025-11-11 08:46:33.113161,TNT-01147,None,/api/v2/export,200,44.834647478727405,us-west-2,None,USR-116346
REQ-00100963,2025-11-11 08:47:03.113161,TNT-01113,PTR-0119,/api/v2/export,400,463.91073819513434,ap-southeast-1,Request payload too large,USR-056326
REQ-00100964,2025-11-11 08:47:33.113161,TNT-01126,None,/api/v2/collections,200,48.75750444198075,us-east-1,None,USR-111370
REQ-00100965,2025-11-11 08:48:03.113161,TNT-01000,PTR-0100,/api/v2/upload,200,117.83139775781318,eu-west-1,None,USR-075695
REQ-00100966,2025-11-11 08:48:33.113161,TNT-01096,PTR-0128,/api/v2/upload,200,79.00976747363212,ap-southeast-1,None,USR-027496
REQ-00100967,2025-11-11 08:49:03.113161,TNT-01067,PTR-0104,/api/v2/assets,201,96.05245603309633,us-west-2,None,USR-125258
REQ-00100968,2025-11-11 08:49:33.113161,TNT-01002,PTR-0130,/api/v2/tags,200,49.63114997993706,eu-west-1,None,USR-124688
REQ-00100969,2025-11-11 08:50:03.113161,TNT-01001,None,/api/v2/share,200,148.75266486311466,us-east-1,None,USR-031052
REQ-00100970,2025-11-11 08:50:33.113161,TNT-01119,None,/api/v2/webhooks,200,64.51903836788726,ap-southeast-1,None,USR-050567
REQ-00100971,2025-11-11 08:51:03.113161,TNT-01107,PTR-0110,/api/v2/assets,200,47.16851666828538,ap-southeast-1,None,USR-050358
REQ-00100972,2025-11-11 08:51:33.113161,TNT-01066,PTR-0107,/api/v2/analytics,502,317.4464547623277,us-west-2,Insufficient permissions,USR-070343
REQ-00100973,2025-11-11 08:52:03.113161,TNT-01068,None,/api/v2/share,404,283.2802105643567,ap-southeast-1,Database connection timeout,USR-082458
REQ-00100974,2025-11-11 08:52:33.113161,TNT-01036,PTR-0125,/api/v2/metadata,200,76.20172935092181,us-east-1,None,USR-054801
REQ-00100975,2025-11-11 08:53:03.113161,TNT-01062,PTR-0119,/api/v2/metadata,200,15.63040168325585,us-east-1,None,USR-096670
REQ-00100976,2025-11-11 08:53:33.113161,TNT-01031,PTR-0135,/api/v2/versions,200,95.65516814183803,ap-southeast-1,None,USR-099289
REQ-00100977,2025-11-11 08:54:03.113161,TNT-01017,PTR-0138,/api/v2/upload,200,83.21506169159885,ap-southeast-1,None,USR-079563
REQ-00100978,2025-11-11 08:54:33.113161,TNT-01023,PTR-0101,/api/v2/assets,200,182.54208240301753,ap-southeast-1,None,USR-065806
REQ-00100979,2025-11-11 08:55:03.113161,TNT-01076,PTR-0128,/api/v2/users,200,24.89568179082896,ap-southeast-1,None,USR-093727
REQ-00100980,2025-11-11 08:55:33.113161,TNT-01049,None,/api/v2/upload,200,224.06276011148145,eu-west-1,None,USR-072976
REQ-00100981,2025-11-11 08:56:03.113161,TNT-01055,PTR-0123,/api/v2/tags,204,47.38477889945302,us-east-1,None,USR-013385
REQ-00100982,2025-11-11 08:56:33.113161,TNT-01041,None,/api/v2/assets,200,38.162851115269284,eu-west-1,None,USR-025698
REQ-00100983,2025-11-11 08:57:03.113161,TNT-01024,PTR-0100,/api/v2/analytics,403,63.48825740988343,us-east-1,Invalid query parameters,USR-035952
REQ-00100984,2025-11-11 08:57:33.113161,TNT-01027,PTR-0130,/api/v2/users,503,1125.5970991542906,us-west-2,Database connection timeout,USR-084778
REQ-00100985,2025-11-11 08:58:03.113161,TNT-01055,None,/api/v2/versions,200,47.780865838567415,us-east-1,None,USR-049403
REQ-00100986,2025-11-11 08:58:33.113161,TNT-01086,PTR-0139,/api/v2/share,201,173.1713372758408,us-west-2,None,USR-033395
REQ-00100987,2025-11-11 08:59:03.113161,TNT-01144,PTR-0116,/api/v2/upload,200,32.24493676977251,ap-southeast-1,None,USR-125966
REQ-00100988,2025-11-11 08:59:33.113161,TNT-01106,PTR-0120,/api/v2/webhooks,200,60.90845258491369,us-east-1,None,USR-113237
REQ-00100989,2025-11-11 09:00:03.113161,TNT-01090,PTR-0123,/api/v2/collections,200,77.2366075710751,eu-west-1,None,USR-075119
REQ-00100990,2025-11-11 09:00:33.113161,TNT-01030,PTR-0123,/api/v2/analytics,200,250.90105498798115,ap-southeast-1,None,USR-046034
REQ-00100991,2025-11-11 09:01:03.113161,TNT-01079,PTR-0107,/api/v2/metadata,200,62.18401127999613,ap-southeast-1,None,USR-073439
REQ-00100992,2025-11-11 09:01:33.113161,TNT-01104,PTR-0105,/api/v2/share,200,108.72334299644776,us-west-2,None,USR-067487
REQ-00100993,2025-11-11 09:02:03.113161,TNT-01138,PTR-0108,/api/v2/search,204,96.99584815770639,us-west-2,None,USR-115990
REQ-00100994,2025-11-11 09:02:33.113161,TNT-01028,PTR-0139,/api/v2/assets,200,111.88855547733804,ap-southeast-1,None,USR-041229
REQ-00100995,2025-11-11 09:03:03.113161,TNT-01045,PTR-0124,/api/v2/export,200,85.40449533395245,eu-west-1,None,USR-029134
REQ-00100996,2025-11-11 09:03:33.113161,TNT-01067,PTR-0100,/api/v2/share,200,51.531747937488134,eu-west-1,None,USR-032550
REQ-00100997,2025-11-11 09:04:03.113161,TNT-01041,None,/api/v2/export,204,50.03617220712185,eu-west-1,None,USR-068210
REQ-00100998,2025-11-11 09:04:33.113161,TNT-01043,PTR-0135,/api/v2/analytics,200,138.65544478948257,us-east-1,None,USR-040522
REQ-00100999,2025-11-11 09:05:03.113161,TNT-01010,PTR-0122,/api/v2/webhooks,429,49.7533069347008,us-west-2,Invalid authentication token,USR-129803
REQ-00101000,2025-11-11 09:05:33.113161,TNT-01011,PTR-0128,/api/v2/share,200,90.12464464612282,us-east-1,None,USR-121518
REQ-00101001,2025-11-11 09:06:03.113161,TNT-01094,PTR-0107,/api/v2/versions,204,43.566871284814525,ap-southeast-1,None,USR-127602
REQ-00101002,2025-11-11 09:06:33.113161,TNT-01038,None,/api/v2/export,200,79.01790292032253,us-west-2,None,USR-077352
REQ-00101003,2025-11-11 09:07:03.113161,TNT-01134,PTR-0101,/api/v2/webhooks,200,218.18467534293998,us-west-2,None,USR-019004
REQ-00101004,2025-11-11 09:07:33.113161,TNT-01008,PTR-0139,/api/v2/export,201,284.5014419269433,us-west-2,None,USR-094069
REQ-00101005,2025-11-11 09:08:03.113161,TNT-01137,None,/api/v2/versions,200,51.00550558699573,us-west-2,None,USR-030276
REQ-00101006,2025-11-11 09:08:33.113161,TNT-01006,PTR-0135,/api/v2/assets,201,80.8142292706005,ap-southeast-1,None,USR-051903
REQ-00101007,2025-11-11 09:09:03.113161,TNT-01130,PTR-0105,/api/v2/upload,200,122.94130614229593,us-east-1,None,USR-052867
REQ-00101008,2025-11-11 09:09:33.113161,TNT-01140,None,/api/v2/analytics,200,38.239924976034274,ap-southeast-1,None,USR-052665
REQ-00101009,2025-11-11 09:10:03.113161,TNT-01006,PTR-0130,/api/v2/users,200,42.311717527996265,eu-west-1,None,USR-052316
REQ-00101010,2025-11-11 09:10:33.113161,TNT-01088,PTR-0129,/api/v2/versions,200,44.31377960517853,eu-west-1,None,USR-010124
REQ-00101011,2025-11-11 09:11:03.113161,TNT-01134,PTR-0127,/api/v2/metadata,204,55.05074399752794,ap-southeast-1,None,USR-052903
REQ-00101012,2025-11-11 09:11:33.113161,TNT-01047,PTR-0126,/api/v2/tags,403,139.12773281831355,us-west-2,Upstream service unavailable,USR-052835
REQ-00101013,2025-11-11 09:12:03.113161,TNT-01100,None,/api/v2/upload,200,138.11890473199193,eu-west-1,None,USR-127931
REQ-00101014,2025-11-11 09:12:33.113161,TNT-01127,PTR-0102,/api/v2/share,200,94.95624352407913,eu-west-1,None,USR-085621
REQ-00101015,2025-11-11 09:13:03.113161,TNT-01141,None,/api/v2/upload,429,99.2933762304797,ap-southeast-1,Request payload too large,USR-076036
REQ-00101016,2025-11-11 09:13:33.113161,TNT-01046,None,/api/v2/tags,200,28.399302971087277,us-west-2,None,USR-121990
REQ-00101017,2025-11-11 09:14:03.113161,TNT-01079,PTR-0128,/api/v2/users,200,237.62048706997538,us-west-2,None,USR-038082
REQ-00101018,2025-11-11 09:14:33.113161,TNT-01028,PTR-0123,/api/v2/assets,201,32.92851912712226,us-east-1,None,USR-131703
