event_id,@timestamp,hss_node,sync_status,affected_imsi_count,database_partition,error_code,replication_lag_ms
HSS-00000567,2025-10-17 08:16:08.973878,hss-primary-1,Timeout,149,partition-14,HSS-SYNC-001,31534
HSS-00000568,2025-10-17 06:26:59.973878,hss-primary-1,Partial Failure,425,partition-12,HSS-SYNC-001,1418
HSS-00000569,2025-10-17 06:04:33.973878,hss-primary-1,Partial Failure,155,partition-08,HSS-DB-201,1694
HSS-00000570,2025-10-17 07:23:58.973878,hss-primary-1,Timeout,626,partition-12,HSS-DB-201,20185
HSS-00000571,2025-10-17 08:00:13.973878,hss-primary-1,Timeout,177,partition-08,HSS-REP-101,39753
HSS-00000572,2025-10-17 08:12:48.973878,hss-primary-1,Timeout,355,partition-02,HSS-DB-201,20407
HSS-00000573,2025-10-17 06:54:16.973878,hss-primary-1,Complete Failure,3917,partition-12,HSS-SYNC-001,16603
HSS-00000574,2025-10-17 07:00:52.973878,hss-primary-1,Complete Failure,766,partition-01,HSS-SYNC-002,24988
HSS-00000575,2025-10-17 05:32:37.973878,hss-primary-1,Success,1,partition-08,HSS-SYNC-000,84
HSS-00000576,2025-10-17 06:37:57.973878,hss-primary-1,Timeout,100,partition-02,HSS-REP-102,46421
HSS-00000577,2025-10-17 08:20:50.973878,hss-primary-1,Complete Failure,3353,partition-08,HSS-DB-201,24415
HSS-00000578,2025-10-17 07:31:40.973878,hss-primary-1,Timeout,485,partition-12,HSS-DB-201,37998
HSS-00000579,2025-10-17 06:57:48.973878,hss-primary-1,Partial Failure,127,partition-14,HSS-REP-102,645
HSS-00000580,2025-10-17 07:57:53.973878,hss-primary-1,Timeout,168,partition-16,HSS-REP-102,11521
HSS-00000581,2025-10-17 06:01:26.973878,hss-primary-1,Complete Failure,4523,partition-08,HSS-REP-101,16203
HSS-00000582,2025-10-17 08:20:13.973878,hss-primary-1,Timeout,864,partition-02,HSS-SYNC-003,49867
HSS-00000583,2025-10-17 04:35:46.973878,hss-primary-1,Timeout,660,partition-14,HSS-REP-102,12950
HSS-00000584,2025-10-17 08:28:06.973878,hss-primary-1,Complete Failure,1975,partition-12,HSS-REP-101,10927
HSS-00000585,2025-10-17 06:13:11.973878,hss-primary-1,Success,1,partition-02,HSS-SYNC-000,91
HSS-00000586,2025-10-17 08:25:09.973878,hss-primary-1,Complete Failure,1133,partition-12,HSS-REP-102,20897
HSS-00000587,2025-10-17 04:51:01.973878,hss-primary-1,Partial Failure,292,partition-08,HSS-DB-201,580
HSS-00000588,2025-10-17 06:20:40.973878,hss-primary-1,Partial Failure,161,partition-02,HSS-DB-202,1615
HSS-00000589,2025-10-17 04:54:32.973878,hss-primary-1,Complete Failure,3322,partition-12,HSS-DB-202,22225
HSS-00000590,2025-10-17 07:52:23.973878,hss-primary-1,Timeout,820,partition-01,HSS-SYNC-002,21360
HSS-00000591,2025-10-17 08:14:10.973878,hss-primary-1,Timeout,362,partition-16,HSS-SYNC-002,35361
HSS-00000592,2025-10-17 07:31:11.973878,hss-primary-1,Complete Failure,1945,partition-01,HSS-SYNC-002,8420
HSS-00000593,2025-10-17 06:27:25.973878,hss-primary-1,Complete Failure,2455,partition-12,HSS-DB-201,23125
HSS-00000594,2025-10-17 07:04:15.973878,hss-primary-1,Complete Failure,2955,partition-02,HSS-SYNC-002,6238
HSS-00000595,2025-10-17 07:07:34.973878,hss-primary-1,Complete Failure,4887,partition-01,HSS-SYNC-001,6885
HSS-00000596,2025-10-17 08:19:43.973878,hss-primary-1,Partial Failure,381,partition-01,HSS-REP-102,1630
HSS-00000597,2025-10-17 08:09:14.973878,hss-primary-1,Partial Failure,387,partition-08,HSS-DB-202,1096
HSS-00000598,2025-10-17 06:36:56.973878,hss-primary-1,Partial Failure,213,partition-01,HSS-DB-201,990
HSS-00000599,2025-10-17 06:28:01.973878,hss-primary-1,Complete Failure,4689,partition-12,HSS-DB-201,11219
HSS-00000600,2025-10-17 05:56:23.973878,hss-primary-1,Timeout,429,partition-16,HSS-SYNC-002,11966
HSS-00000601,2025-10-17 06:38:14.973878,hss-primary-1,Timeout,298,partition-01,HSS-SYNC-002,34168
HSS-00000602,2025-10-17 07:32:56.973878,hss-primary-1,Timeout,289,partition-08,HSS-SYNC-001,15949
HSS-00000603,2025-10-17 06:51:10.973878,hss-primary-1,Partial Failure,141,partition-08,HSS-SYNC-003,1763
HSS-00000604,2025-10-17 07:11:09.973878,hss-primary-1,Lag Warning,33,partition-12,HSS-SYNC-001,2443
HSS-00000605,2025-10-17 06:05:16.973878,hss-primary-1,Complete Failure,3936,partition-14,HSS-SYNC-001,12389
HSS-00000606,2025-10-17 07:17:46.973878,hss-primary-1,Complete Failure,2752,partition-16,HSS-SYNC-002,20032
HSS-00000607,2025-10-17 06:04:37.973878,hss-primary-1,Partial Failure,98,partition-16,HSS-REP-102,1031
HSS-00000608,2025-10-17 08:08:43.973878,hss-primary-1,Partial Failure,233,partition-14,HSS-SYNC-001,1663
HSS-00000609,2025-10-17 04:35:24.973878,hss-primary-1,Timeout,864,partition-14,HSS-SYNC-002,32184
HSS-00000610,2025-10-17 05:11:40.973878,hss-primary-1,Timeout,825,partition-14,HSS-SYNC-002,20043
HSS-00000611,2025-10-17 08:00:04.973878,hss-primary-1,Complete Failure,871,partition-01,HSS-DB-202,16886
HSS-00000612,2025-10-17 07:05:11.973878,hss-primary-1,Timeout,817,partition-12,HSS-DB-201,49174
HSS-00000613,2025-10-17 06:33:46.973878,hss-primary-1,Complete Failure,3777,partition-16,HSS-SYNC-001,11420
HSS-00000614,2025-10-17 04:46:10.973878,hss-primary-1,Complete Failure,4397,partition-12,HSS-DB-201,28683
HSS-00000615,2025-10-17 04:46:15.973878,hss-primary-1,Partial Failure,346,partition-16,HSS-REP-102,1644
HSS-00000616,2025-10-17 08:02:31.973878,hss-primary-1,Timeout,120,partition-02,HSS-SYNC-001,18767
HSS-00000617,2025-10-17 07:20:58.973878,hss-primary-1,Complete Failure,4303,partition-08,HSS-DB-202,26477
HSS-00000618,2025-10-17 06:23:41.973878,hss-primary-1,Timeout,347,partition-12,HSS-SYNC-001,52452
HSS-00000619,2025-10-17 06:07:33.973878,hss-primary-1,Complete Failure,2947,partition-12,HSS-REP-102,11157
HSS-00000620,2025-10-17 07:05:46.973878,hss-primary-1,Complete Failure,1719,partition-16,HSS-DB-201,26858
HSS-00000621,2025-10-17 05:45:48.973878,hss-primary-1,Complete Failure,1407,partition-08,HSS-REP-101,20344
HSS-00000622,2025-10-17 07:50:26.973878,hss-primary-1,Complete Failure,1529,partition-02,HSS-SYNC-001,6502
HSS-00000623,2025-10-17 04:38:48.973878,hss-primary-1,Complete Failure,4605,partition-12,HSS-DB-202,19867
HSS-00000624,2025-10-17 07:40:29.973878,hss-primary-1,Success,2,partition-02,HSS-SYNC-000,42
HSS-00000625,2025-10-17 06:23:22.973878,hss-primary-1,Success,7,partition-02,HSS-SYNC-000,165
HSS-00000626,2025-10-17 05:37:25.973878,hss-primary-1,Partial Failure,194,partition-14,HSS-SYNC-001,1951
HSS-00000627,2025-10-17 08:13:04.973878,hss-primary-1,Partial Failure,118,partition-12,HSS-DB-202,888
HSS-00000628,2025-10-17 07:47:57.973878,hss-primary-1,Timeout,161,partition-01,HSS-SYNC-002,12616
HSS-00000629,2025-10-17 04:50:57.973878,hss-primary-1,Partial Failure,348,partition-08,HSS-REP-101,978
HSS-00000630,2025-10-17 05:43:29.973878,hss-primary-1,Complete Failure,2914,partition-08,HSS-DB-202,11775
HSS-00000631,2025-10-17 05:35:33.973878,hss-primary-1,Complete Failure,3038,partition-02,HSS-REP-102,9291
HSS-00000632,2025-10-17 07:52:05.973878,hss-primary-1,Partial Failure,279,partition-02,HSS-REP-102,1594
HSS-00000633,2025-10-17 08:26:17.973878,hss-primary-1,Complete Failure,3192,partition-14,HSS-SYNC-001,11817
HSS-00000634,2025-10-17 06:32:58.973878,hss-primary-1,Partial Failure,249,partition-01,HSS-SYNC-003,894
HSS-00000635,2025-10-17 05:23:29.973878,hss-primary-1,Complete Failure,3992,partition-08,HSS-REP-101,7824
HSS-00000636,2025-10-17 07:26:41.973878,hss-primary-1,Success,1,partition-16,HSS-SYNC-000,129
HSS-00000637,2025-10-17 08:15:44.973878,hss-primary-1,Success,5,partition-02,HSS-SYNC-000,144
HSS-00000638,2025-10-17 04:38:02.973878,hss-primary-1,Complete Failure,4604,partition-14,HSS-SYNC-003,20981
HSS-00000639,2025-10-17 07:02:09.973878,hss-primary-1,Complete Failure,2489,partition-12,HSS-DB-201,6973
HSS-00000640,2025-10-17 07:50:14.973878,hss-primary-1,Complete Failure,842,partition-01,HSS-SYNC-002,17577
HSS-00000641,2025-10-17 04:46:22.973878,hss-primary-1,Partial Failure,423,partition-14,HSS-REP-102,1175
HSS-00000642,2025-10-17 05:43:46.973878,hss-primary-1,Timeout,641,partition-14,HSS-REP-102,26037
HSS-00000643,2025-10-17 06:25:41.973878,hss-primary-1,Complete Failure,1129,partition-12,HSS-DB-202,10388
HSS-00000644,2025-10-17 05:46:06.973878,hss-primary-1,Lag Warning,19,partition-16,HSS-REP-102,4622
HSS-00000645,2025-10-17 06:39:23.973878,hss-primary-1,Success,1,partition-01,HSS-SYNC-000,40
HSS-00000646,2025-10-17 05:04:14.973878,hss-primary-1,Complete Failure,4014,partition-14,HSS-REP-101,12565
HSS-00000647,2025-10-17 06:29:01.973878,hss-primary-1,Partial Failure,403,partition-12,HSS-SYNC-001,513
HSS-00000648,2025-10-17 05:33:13.973878,hss-primary-1,Success,8,partition-01,HSS-SYNC-000,145
HSS-00000649,2025-10-17 08:24:05.973878,hss-primary-1,Partial Failure,204,partition-12,HSS-DB-202,710
HSS-00000650,2025-10-17 06:05:36.973878,hss-primary-1,Success,0,partition-02,HSS-SYNC-000,80
HSS-00000651,2025-10-17 07:25:52.973878,hss-primary-1,Partial Failure,161,partition-08,HSS-DB-202,1110
HSS-00000652,2025-10-17 06:29:34.973878,hss-primary-1,Timeout,911,partition-16,HSS-SYNC-001,19004
HSS-00000653,2025-10-17 05:57:13.973878,hss-primary-1,Timeout,880,partition-12,HSS-SYNC-001,23825
HSS-00000654,2025-10-17 07:17:37.973878,hss-primary-1,Timeout,841,partition-16,HSS-SYNC-003,52403
HSS-00000655,2025-10-17 06:31:30.973878,hss-primary-1,Complete Failure,4495,partition-16,HSS-DB-202,25654
HSS-00000656,2025-10-17 05:08:49.973878,hss-primary-1,Timeout,539,partition-01,HSS-REP-101,12993
HSS-00000657,2025-10-17 04:45:03.973878,hss-primary-1,Partial Failure,123,partition-08,HSS-SYNC-002,1458
HSS-00000658,2025-10-17 07:11:06.973878,hss-primary-1,Complete Failure,3087,partition-01,HSS-REP-102,26210
HSS-00000659,2025-10-17 04:54:53.973878,hss-primary-1,Timeout,308,partition-08,HSS-REP-101,57612
HSS-00000660,2025-10-17 05:32:04.973878,hss-primary-1,Timeout,596,partition-01,HSS-DB-202,27341
HSS-00000661,2025-10-17 08:14:45.973878,hss-primary-1,Complete Failure,1554,partition-14,HSS-REP-102,22533
HSS-00000662,2025-10-17 07:22:13.973878,hss-primary-1,Timeout,607,partition-16,HSS-DB-201,55300
HSS-00000663,2025-10-17 08:02:54.973878,hss-primary-1,Lag Warning,25,partition-12,HSS-REP-102,2291
HSS-00000664,2025-10-17 08:30:03.973878,hss-primary-1,Complete Failure,1041,partition-01,HSS-REP-102,25588
HSS-00000665,2025-10-17 04:56:08.973878,hss-primary-1,Timeout,127,partition-12,HSS-SYNC-001,33583
HSS-00000666,2025-10-17 04:56:00.973878,hss-primary-1,Partial Failure,417,partition-01,HSS-DB-202,1460
HSS-00000667,2025-10-17 05:05:14.973878,hss-primary-1,Timeout,715,partition-02,HSS-DB-201,10412
HSS-00000668,2025-10-17 05:20:38.973878,hss-primary-1,Complete Failure,4002,partition-14,HSS-DB-202,11151
HSS-00000669,2025-10-17 06:19:39.973878,hss-primary-1,Lag Warning,23,partition-16,HSS-DB-202,3365
HSS-00000670,2025-10-17 04:58:28.973878,hss-primary-1,Complete Failure,2203,partition-14,HSS-DB-202,15199
HSS-00000671,2025-10-17 06:25:43.973878,hss-primary-1,Complete Failure,2217,partition-08,HSS-REP-102,12440
HSS-00000672,2025-10-17 05:36:13.973878,hss-primary-1,Success,5,partition-14,HSS-SYNC-000,18
HSS-00000673,2025-10-17 06:24:26.973878,hss-primary-1,Complete Failure,4314,partition-16,HSS-SYNC-001,15911
HSS-00000674,2025-10-17 08:18:46.973878,hss-primary-1,Complete Failure,4742,partition-08,HSS-SYNC-003,28983
HSS-00000675,2025-10-17 06:49:36.973878,hss-primary-1,Timeout,266,partition-08,HSS-DB-201,39632
HSS-00000676,2025-10-25 13:10:49.973878,hss-secondary-1,Timeout,290,partition-12,HSS-SYNC-003,51786
HSS-00000677,2025-10-25 13:36:57.973878,hss-secondary-1,Timeout,318,partition-02,HSS-REP-102,10619
HSS-00000678,2025-10-25 12:43:22.973878,hss-secondary-1,Complete Failure,2214,partition-16,HSS-SYNC-003,22960
HSS-00000679,2025-10-25 12:32:39.973878,hss-secondary-1,Complete Failure,2334,partition-07,HSS-DB-202,17846
HSS-00000680,2025-10-25 14:49:43.973878,hss-secondary-1,Complete Failure,2280,partition-15,HSS-SYNC-003,10780
HSS-00000681,2025-10-25 12:54:01.973878,hss-secondary-1,Complete Failure,4150,partition-05,HSS-REP-101,23165
HSS-00000682,2025-10-25 15:07:00.973878,hss-secondary-1,Complete Failure,4958,partition-16,HSS-SYNC-001,6904
HSS-00000683,2025-10-25 15:02:20.973878,hss-secondary-1,Timeout,557,partition-16,HSS-SYNC-002,16247
HSS-00000684,2025-10-25 14:54:40.973878,hss-secondary-1,Partial Failure,252,partition-02,HSS-REP-102,544
HSS-00000685,2025-10-25 13:05:27.973878,hss-secondary-1,Partial Failure,190,partition-02,HSS-REP-102,1617
HSS-00000686,2025-10-25 12:55:53.973878,hss-secondary-1,Timeout,121,partition-16,HSS-SYNC-002,36783
HSS-00000687,2025-10-25 13:51:24.973878,hss-secondary-1,Complete Failure,1153,partition-05,HSS-SYNC-003,8631
HSS-00000688,2025-10-25 14:44:39.973878,hss-secondary-1,Success,2,partition-07,HSS-SYNC-000,111
HSS-00000689,2025-10-25 14:14:38.973878,hss-secondary-1,Complete Failure,3651,partition-16,HSS-REP-102,5521
HSS-00000690,2025-10-25 14:17:03.973878,hss-secondary-1,Complete Failure,4217,partition-15,HSS-SYNC-003,27004
HSS-00000691,2025-10-25 14:01:16.973878,hss-secondary-1,Timeout,283,partition-05,HSS-SYNC-001,55041
HSS-00000692,2025-10-25 14:41:02.973878,hss-secondary-1,Complete Failure,2923,partition-12,HSS-DB-202,17937
HSS-00000693,2025-10-25 12:29:14.973878,hss-secondary-1,Complete Failure,859,partition-02,HSS-SYNC-001,9150
HSS-00000694,2025-10-25 12:53:39.973878,hss-secondary-1,Partial Failure,87,partition-05,HSS-DB-201,1362
HSS-00000695,2025-10-25 13:50:36.973878,hss-secondary-1,Complete Failure,4900,partition-16,HSS-REP-101,26453
HSS-00000696,2025-10-25 15:02:05.973878,hss-secondary-1,Partial Failure,185,partition-15,HSS-SYNC-002,1051
HSS-00000697,2025-10-25 12:30:45.973878,hss-secondary-1,Partial Failure,103,partition-05,HSS-DB-201,1535
HSS-00000698,2025-10-25 13:02:15.973878,hss-secondary-1,Partial Failure,118,partition-05,HSS-SYNC-001,1363
HSS-00000699,2025-10-25 15:26:42.973878,hss-secondary-1,Timeout,254,partition-07,HSS-REP-101,59126
HSS-00000700,2025-10-25 15:22:11.973878,hss-secondary-1,Complete Failure,1468,partition-07,HSS-REP-102,14895
HSS-00000701,2025-10-25 14:32:37.973878,hss-secondary-1,Partial Failure,249,partition-12,HSS-REP-102,658
HSS-00000702,2025-10-25 14:17:36.973878,hss-secondary-1,Complete Failure,1276,partition-16,HSS-SYNC-002,6956
HSS-00000703,2025-10-25 14:25:51.973878,hss-secondary-1,Partial Failure,473,partition-15,HSS-REP-101,912
HSS-00000704,2025-10-25 12:30:03.973878,hss-secondary-1,Timeout,193,partition-12,HSS-DB-201,51858
HSS-00000705,2025-10-25 13:23:30.973878,hss-secondary-1,Partial Failure,460,partition-15,HSS-DB-202,1082
HSS-00000706,2025-10-25 15:22:49.973878,hss-secondary-1,Complete Failure,3690,partition-05,HSS-SYNC-001,27857
HSS-00000707,2025-10-25 14:57:08.973878,hss-secondary-1,Complete Failure,4331,partition-05,HSS-SYNC-001,7694
HSS-00000708,2025-10-25 14:57:56.973878,hss-secondary-1,Complete Failure,2158,partition-16,HSS-SYNC-003,20077
HSS-00000709,2025-10-25 14:37:52.973878,hss-secondary-1,Partial Failure,449,partition-15,HSS-REP-101,1105
HSS-00000710,2025-10-25 14:29:28.973878,hss-secondary-1,Complete Failure,3272,partition-16,HSS-SYNC-001,29234
HSS-00000711,2025-10-25 13:18:23.973878,hss-secondary-1,Partial Failure,301,partition-07,HSS-REP-101,1005
HSS-00000712,2025-10-25 15:13:05.973878,hss-secondary-1,Complete Failure,784,partition-12,HSS-DB-201,8155
HSS-00000713,2025-10-25 14:23:11.973878,hss-secondary-1,Timeout,716,partition-05,HSS-SYNC-003,29631
HSS-00000714,2025-10-25 13:19:14.973878,hss-secondary-1,Partial Failure,254,partition-15,HSS-REP-102,1986
HSS-00000715,2025-10-25 14:54:56.973878,hss-secondary-1,Timeout,896,partition-15,HSS-SYNC-001,44506
HSS-00000716,2025-10-25 13:17:21.973878,hss-secondary-1,Partial Failure,97,partition-02,HSS-DB-202,1574
HSS-00000717,2025-10-25 13:57:28.973878,hss-secondary-1,Partial Failure,271,partition-02,HSS-REP-101,1437
HSS-00000718,2025-10-25 15:13:18.973878,hss-secondary-1,Partial Failure,168,partition-05,HSS-SYNC-001,752
HSS-00000719,2025-10-25 14:48:04.973878,hss-secondary-1,Timeout,962,partition-05,HSS-REP-102,33927
HSS-00000720,2025-10-25 14:19:31.973878,hss-secondary-1,Complete Failure,3313,partition-12,HSS-SYNC-001,26842
HSS-00000721,2025-10-25 14:39:28.973878,hss-secondary-1,Complete Failure,790,partition-12,HSS-SYNC-002,10344
HSS-00000722,2025-10-25 15:12:25.973878,hss-secondary-1,Complete Failure,4508,partition-05,HSS-DB-201,6617
HSS-00000723,2025-10-25 13:41:07.973878,hss-secondary-1,Timeout,527,partition-07,HSS-SYNC-003,58162
HSS-00000724,2025-10-25 14:26:46.973878,hss-secondary-1,Lag Warning,42,partition-12,HSS-SYNC-001,2050
HSS-00000725,2025-10-25 13:03:21.973878,hss-secondary-1,Complete Failure,3532,partition-02,HSS-DB-202,19464
HSS-00000726,2025-10-25 14:32:57.973878,hss-secondary-1,Complete Failure,2030,partition-02,HSS-DB-202,8952
HSS-00000727,2025-10-25 13:47:12.973878,hss-secondary-1,Complete Failure,4795,partition-02,HSS-SYNC-002,11673
HSS-00000728,2025-10-25 15:19:10.973878,hss-secondary-1,Timeout,122,partition-16,HSS-SYNC-001,11176
HSS-00000729,2025-10-25 13:43:43.973878,hss-secondary-1,Complete Failure,1147,partition-15,HSS-SYNC-003,29011
HSS-00000730,2025-10-25 15:18:01.973878,hss-secondary-1,Partial Failure,120,partition-16,HSS-REP-101,623
HSS-00000731,2025-10-25 15:16:54.973878,hss-secondary-1,Success,3,partition-15,HSS-SYNC-000,139
HSS-00000732,2025-10-25 12:48:22.973878,hss-secondary-1,Complete Failure,4507,partition-12,HSS-SYNC-001,9214
HSS-00000733,2025-10-25 13:17:28.973878,hss-secondary-1,Timeout,696,partition-05,HSS-DB-201,30138
HSS-00000734,2025-10-25 14:19:14.973878,hss-secondary-1,Timeout,416,partition-05,HSS-SYNC-001,26974
HSS-00000735,2025-10-25 15:04:52.973878,hss-secondary-1,Partial Failure,243,partition-02,HSS-DB-201,1036
HSS-00000736,2025-10-25 13:06:45.973878,hss-secondary-1,Complete Failure,1237,partition-05,HSS-REP-101,11728
HSS-00000737,2025-10-25 14:11:44.973878,hss-secondary-1,Complete Failure,4696,partition-12,HSS-SYNC-001,8856
HSS-00000738,2025-10-25 13:22:32.973878,hss-secondary-1,Partial Failure,368,partition-16,HSS-SYNC-003,1499
HSS-00000739,2025-10-25 14:23:47.973878,hss-secondary-1,Complete Failure,4057,partition-12,HSS-SYNC-001,27737
HSS-00000740,2025-10-25 12:31:09.973878,hss-secondary-1,Timeout,462,partition-16,HSS-DB-202,52314
HSS-00000741,2025-10-25 13:18:00.973878,hss-secondary-1,Partial Failure,194,partition-12,HSS-DB-201,812
HSS-00000742,2025-10-25 13:23:20.973878,hss-secondary-1,Partial Failure,155,partition-15,HSS-DB-202,1790
HSS-00000743,2025-10-25 14:37:07.973878,hss-secondary-1,Timeout,571,partition-05,HSS-SYNC-003,44400
HSS-00000744,2025-10-25 13:34:48.973878,hss-secondary-1,Partial Failure,384,partition-07,HSS-REP-101,1459
HSS-00000745,2025-10-25 14:43:23.973878,hss-secondary-1,Partial Failure,358,partition-12,HSS-REP-102,590
HSS-00000746,2025-10-25 14:52:10.973878,hss-secondary-1,Complete Failure,557,partition-05,HSS-SYNC-003,23451
HSS-00000747,2025-10-25 13:03:39.973878,hss-secondary-1,Partial Failure,293,partition-15,HSS-SYNC-002,974
HSS-00000748,2025-10-25 14:57:08.973878,hss-secondary-1,Complete Failure,3983,partition-15,HSS-SYNC-003,26874
HSS-00000749,2025-10-25 14:08:13.973878,hss-secondary-1,Partial Failure,301,partition-07,HSS-SYNC-003,808
HSS-00000750,2025-10-25 13:41:42.973878,hss-secondary-1,Partial Failure,353,partition-05,HSS-SYNC-002,611
HSS-00000751,2025-10-25 15:03:43.973878,hss-secondary-1,Partial Failure,303,partition-16,HSS-DB-202,1717
HSS-00000752,2025-10-25 14:51:52.973878,hss-secondary-1,Timeout,250,partition-15,HSS-DB-202,51026
HSS-00000753,2025-10-25 13:47:26.973878,hss-secondary-1,Success,5,partition-02,HSS-SYNC-000,169
HSS-00000754,2025-10-25 13:05:54.973878,hss-secondary-1,Complete Failure,2397,partition-07,HSS-SYNC-003,13570
HSS-00000755,2025-10-25 13:44:36.973878,hss-secondary-1,Partial Failure,126,partition-15,HSS-SYNC-003,1544
HSS-00000756,2025-10-25 12:48:08.973878,hss-secondary-1,Timeout,172,partition-12,HSS-DB-201,27689
HSS-00000757,2025-10-25 13:26:18.973878,hss-secondary-1,Partial Failure,496,partition-12,HSS-SYNC-002,1382
HSS-00000758,2025-10-25 13:40:50.973878,hss-secondary-1,Partial Failure,70,partition-15,HSS-DB-201,1886
HSS-00000759,2025-10-25 14:39:33.973878,hss-secondary-1,Complete Failure,881,partition-12,HSS-REP-101,15407
HSS-00000760,2025-10-25 12:55:36.973878,hss-secondary-1,Complete Failure,1326,partition-15,HSS-SYNC-002,7362
HSS-00000761,2025-10-25 13:27:11.973878,hss-secondary-1,Complete Failure,3184,partition-02,HSS-SYNC-002,27778
HSS-00000762,2025-10-25 14:33:29.973878,hss-secondary-1,Partial Failure,225,partition-07,HSS-SYNC-003,1421
HSS-00000763,2025-10-25 13:00:00.973878,hss-secondary-1,Partial Failure,323,partition-12,HSS-REP-101,1802
HSS-00000764,2025-10-25 13:56:31.973878,hss-secondary-1,Timeout,139,partition-05,HSS-REP-101,33888
HSS-00000765,2025-10-25 13:36:07.973878,hss-secondary-1,Partial Failure,259,partition-12,HSS-SYNC-001,1745
HSS-00000766,2025-10-25 13:57:17.973878,hss-secondary-1,Partial Failure,385,partition-15,HSS-REP-102,1458
HSS-00000767,2025-10-25 12:53:44.973878,hss-secondary-1,Complete Failure,2867,partition-12,HSS-DB-201,25068
HSS-00000768,2025-10-25 14:40:48.973878,hss-secondary-1,Complete Failure,4494,partition-15,HSS-DB-201,13096
HSS-00000769,2025-10-25 12:49:23.973878,hss-secondary-1,Complete Failure,932,partition-02,HSS-DB-202,24192
HSS-00000770,2025-10-25 13:04:02.973878,hss-secondary-1,Complete Failure,2907,partition-07,HSS-SYNC-001,20803
HSS-00000771,2025-10-25 13:43:15.973878,hss-secondary-1,Partial Failure,63,partition-07,HSS-SYNC-002,580
HSS-00000772,2025-10-25 12:28:47.973878,hss-secondary-1,Lag Warning,5,partition-16,HSS-REP-101,4148
HSS-00000773,2025-10-25 13:20:05.973878,hss-secondary-1,Complete Failure,3931,partition-16,HSS-SYNC-003,22811
HSS-00000774,2025-10-25 14:39:35.973878,hss-secondary-1,Partial Failure,451,partition-07,HSS-REP-102,777
HSS-00000775,2025-10-25 13:05:27.973878,hss-secondary-1,Timeout,677,partition-15,HSS-REP-101,26876
HSS-00000776,2025-10-25 14:02:02.973878,hss-secondary-1,Partial Failure,120,partition-05,HSS-SYNC-001,1278
HSS-00000777,2025-10-25 13:47:23.973878,hss-secondary-1,Complete Failure,3613,partition-16,HSS-REP-102,17890
HSS-00000778,2025-10-25 12:46:29.973878,hss-secondary-1,Complete Failure,2687,partition-12,HSS-SYNC-001,21258
HSS-00000779,2025-10-25 13:30:03.973878,hss-secondary-1,Complete Failure,2449,partition-02,HSS-SYNC-001,7552
HSS-00000780,2025-10-25 14:30:20.973878,hss-secondary-1,Partial Failure,442,partition-12,HSS-REP-102,1806
HSS-00000781,2025-10-25 14:36:25.973878,hss-secondary-1,Partial Failure,373,partition-05,HSS-DB-202,1907
HSS-00000782,2025-10-25 14:49:19.973878,hss-secondary-1,Complete Failure,3033,partition-16,HSS-DB-202,16801
HSS-00000783,2025-10-25 15:08:07.973878,hss-secondary-1,Complete Failure,624,partition-16,HSS-SYNC-002,21559
HSS-00000784,2025-10-25 13:16:13.973878,hss-secondary-1,Complete Failure,3625,partition-16,HSS-SYNC-002,27396
HSS-00000785,2025-10-25 14:04:46.973878,hss-secondary-1,Success,3,partition-12,HSS-SYNC-000,79
HSS-00000786,2025-10-25 12:42:57.973878,hss-secondary-1,Partial Failure,416,partition-05,HSS-REP-101,605
HSS-00000787,2025-10-25 15:19:26.973878,hss-secondary-1,Partial Failure,213,partition-05,HSS-REP-101,1966
HSS-00000788,2025-10-25 14:41:18.973878,hss-secondary-1,Complete Failure,4515,partition-16,HSS-DB-201,22629
HSS-00000789,2025-10-25 13:52:48.973878,hss-secondary-1,Timeout,858,partition-02,HSS-DB-202,47393
HSS-00000790,2025-10-25 12:43:23.973878,hss-secondary-1,Partial Failure,157,partition-16,HSS-SYNC-003,799
HSS-00000791,2025-10-25 13:44:22.973878,hss-secondary-1,Lag Warning,40,partition-12,HSS-SYNC-001,2642
HSS-00000792,2025-10-25 12:41:10.973878,hss-secondary-1,Success,3,partition-12,HSS-SYNC-000,78
HSS-00000793,2025-10-25 14:33:36.973878,hss-secondary-1,Timeout,503,partition-15,HSS-SYNC-001,47213
HSS-00000794,2025-10-25 13:47:15.973878,hss-secondary-1,Complete Failure,3871,partition-15,HSS-DB-201,10302
HSS-00000795,2025-10-25 14:09:43.973878,hss-secondary-1,Partial Failure,136,partition-07,HSS-REP-101,731
HSS-00000796,2025-10-25 15:25:19.973878,hss-secondary-1,Lag Warning,14,partition-12,HSS-SYNC-002,3037
HSS-00000797,2025-10-25 14:14:04.973878,hss-secondary-1,Timeout,967,partition-16,HSS-SYNC-003,27678
HSS-00000798,2025-10-25 14:31:12.973878,hss-secondary-1,Complete Failure,1575,partition-05,HSS-REP-102,25987
HSS-00000799,2025-10-25 12:29:42.973878,hss-secondary-1,Complete Failure,4016,partition-12,HSS-REP-102,22483
HSS-00000800,2025-10-25 13:53:59.973878,hss-secondary-1,Partial Failure,288,partition-16,HSS-DB-201,1969
HSS-00000801,2025-10-25 12:37:53.973878,hss-secondary-1,Timeout,683,partition-05,HSS-SYNC-002,19661
HSS-00000802,2025-10-25 14:52:38.973878,hss-secondary-1,Complete Failure,2339,partition-15,HSS-DB-202,28468
