transaction_id,@timestamp,customer_id,product_id,channel,transaction_amount,payment_method,store_location,campaign_id
TXN00000492,2025-10-22 11:00:20.082623,CUST000150,PROD000005,e-commerce,137.78,buy_now_pay_later,Uptown,CAMP0079
TXN00000493,2025-10-22 11:15:20.082623,CUST000008,PROD000006,in-store,65.93,buy_now_pay_later,Airport,CAMP0027
TXN00000494,2025-10-22 11:30:20.082623,CUST000143,PROD000042,e-commerce,40.46,buy_now_pay_later,East Market,NONE
TXN00000495,2025-10-22 11:45:20.082623,CUST000042,PROD000007,e-commerce,31.52,cash,Riverside,CAMP0032
TXN00000496,2025-10-22 12:00:20.082623,CUST000072,PROD000099,e-commerce,58.4,credit_card,East Market,CAMP0007
TXN00000497,2025-10-22 12:15:20.082623,CUST000178,PROD000023,e-commerce,31.95,credit_card,East Market,CAMP0022
TXN00000498,2025-10-22 12:30:20.082623,CUST000037,PROD000065,e-commerce,18.05,digital_wallet,Suburban Center,NONE
TXN00000499,2025-10-22 12:45:20.082623,CUST000187,PROD000043,e-commerce,48.05,debit_card,East Market,CAMP0026
TXN00000500,2025-10-22 13:00:20.082623,CUST000097,PROD000113,in-store,34.32,digital_wallet,Airport,CAMP0067
TXN00000501,2025-10-22 13:15:20.082623,CUST000029,PROD000068,in-store,332.67,credit_card,Riverside,NONE
TXN00000502,2025-10-22 13:30:20.082623,CUST000175,PROD000075,e-commerce,35.52,digital_wallet,Uptown,CAMP0054
TXN00000503,2025-10-22 13:45:20.082623,CUST000081,PROD000127,in-store,35.14,debit_card,Riverside,CAMP0026
TXN00000504,2025-10-22 14:00:20.082623,CUST000163,PROD000001,e-commerce,37.91,digital_wallet,Airport,CAMP0030
TXN00000505,2025-10-22 14:15:20.082623,CUST000127,PROD000034,in-store,18.94,digital_wallet,Riverside,CAMP0062
TXN00000506,2025-10-22 14:30:20.082623,CUST000062,PROD000066,e-commerce,40.21,buy_now_pay_later,East Market,CAMP0019
TXN00000507,2025-10-22 14:45:20.082623,CUST000032,PROD000147,e-commerce,25.37,buy_now_pay_later,Metro Station,CAMP0047
TXN00000508,2025-10-22 15:00:20.082623,CUST000077,PROD000003,e-commerce,29.47,debit_card,East Market,CAMP0074
TXN00000509,2025-10-22 15:15:20.082623,CUST000172,PROD000026,e-commerce,434.22,buy_now_pay_later,South Center,CAMP0054
TXN00000510,2025-10-22 15:30:20.082623,CUST000165,PROD000137,in-store,213.12,buy_now_pay_later,East Market,CAMP0069
TXN00000511,2025-10-22 15:45:20.082623,CUST000013,PROD000005,in-store,49.36,debit_card,Downtown,CAMP0077
TXN00000512,2025-10-22 16:00:20.082623,CUST000015,PROD000124,in-store,15.08,buy_now_pay_later,Downtown,CAMP0021
TXN00000513,2025-10-22 16:15:20.082623,CUST000037,PROD000073,e-commerce,19.86,buy_now_pay_later,Metro Station,CAMP0061
TXN00000514,2025-10-22 16:30:20.082623,CUST000073,PROD000139,e-commerce,483.89,debit_card,North Plaza,CAMP0045
TXN00000515,2025-10-22 16:45:20.082623,CUST000054,PROD000028,in-store,13.56,debit_card,Downtown,CAMP0067
TXN00000516,2025-10-22 17:00:20.082623,CUST000163,PROD000005,in-store,43.42,cash,Metro Station,CAMP0076
TXN00000517,2025-10-22 17:15:20.082623,CUST000115,PROD000123,e-commerce,99.19,credit_card,North Plaza,CAMP0024
TXN00000518,2025-10-22 17:30:20.082623,CUST000154,PROD000132,in-store,44.09,buy_now_pay_later,North Plaza,CAMP0011
TXN00000519,2025-10-22 17:45:20.082623,CUST000029,PROD000080,e-commerce,14.94,credit_card,North Plaza,NONE
TXN00000520,2025-10-22 18:00:20.082623,CUST000133,PROD000010,e-commerce,9.76,cash,Suburban Center,NONE
TXN00000521,2025-10-22 18:15:20.082623,CUST000127,PROD000063,in-store,127.78,credit_card,South Center,CAMP0050
TXN00000522,2025-10-22 18:30:20.082623,CUST000127,PROD000064,e-commerce,229.21,buy_now_pay_later,Westside Mall,CAMP0070
TXN00000523,2025-10-22 18:45:20.082623,CUST000049,PROD000141,in-store,15.19,credit_card,North Plaza,CAMP0040
TXN00000524,2025-10-22 19:00:20.082623,CUST000008,PROD000021,e-commerce,18.04,cash,Uptown,CAMP0024
TXN00000525,2025-10-22 19:15:20.082623,CUST000047,PROD000028,in-store,27.55,digital_wallet,Uptown,CAMP0070
TXN00000526,2025-10-22 19:30:20.082623,CUST000164,PROD000065,in-store,20.68,digital_wallet,Downtown,CAMP0025
TXN00000527,2025-10-22 19:45:20.082623,CUST000018,PROD000046,e-commerce,35.1,debit_card,Westside Mall,CAMP0065
TXN00000528,2025-10-22 20:00:20.082623,CUST000044,PROD000025,e-commerce,5.22,buy_now_pay_later,Uptown,NONE
TXN00000529,2025-10-22 20:15:20.082623,CUST000131,PROD000145,e-commerce,13.88,debit_card,Riverside,CAMP0062
TXN00000530,2025-10-22 20:30:20.082623,CUST000059,PROD000013,e-commerce,60.97,credit_card,Metro Station,CAMP0048
TXN00000531,2025-10-22 20:45:20.082623,CUST000064,PROD000113,in-store,58.58,credit_card,Airport,NONE
TXN00000532,2025-10-22 21:00:20.082623,CUST000148,PROD000008,e-commerce,217.24,debit_card,Airport,CAMP0073
TXN00000533,2025-10-22 21:15:20.082623,CUST000034,PROD000078,e-commerce,20.96,cash,Uptown,CAMP0020
TXN00000534,2025-10-22 21:30:20.082623,CUST000075,PROD000098,in-store,230.18,cash,North Plaza,CAMP0051
TXN00000535,2025-10-22 21:45:20.082623,CUST000122,PROD000123,in-store,30.2,credit_card,Metro Station,CAMP0076
TXN00000536,2025-10-22 22:00:20.082623,CUST000124,PROD000111,e-commerce,32.81,cash,Metro Station,NONE
TXN00000537,2025-10-22 22:15:20.082623,CUST000130,PROD000038,in-store,24.3,credit_card,Metro Station,CAMP0078
TXN00000538,2025-10-22 22:30:20.082623,CUST000062,PROD000130,in-store,10.7,credit_card,Metro Station,CAMP0062
TXN00000539,2025-10-22 22:45:20.082623,CUST000145,PROD000061,in-store,31.99,debit_card,Westside Mall,CAMP0035
TXN00000540,2025-10-22 23:00:20.082623,CUST000065,PROD000141,e-commerce,30.01,digital_wallet,Downtown,CAMP0003
TXN00000541,2025-10-22 23:15:20.082623,CUST000180,PROD000014,in-store,12.65,debit_card,Metro Station,CAMP0029
TXN00000542,2025-10-22 23:30:20.082623,CUST000135,PROD000056,in-store,138.68,buy_now_pay_later,East Market,CAMP0030
TXN00000543,2025-10-22 23:45:20.082623,CUST000072,PROD000003,in-store,14.42,credit_card,Downtown,CAMP0013
TXN00000544,2025-10-23 00:00:20.082623,CUST000106,PROD000148,e-commerce,75.96,digital_wallet,Downtown,CAMP0078
TXN00000545,2025-10-23 00:15:20.082623,CUST000103,PROD000147,in-store,49.36,digital_wallet,North Plaza,CAMP0061
TXN00000546,2025-10-23 00:30:20.082623,CUST000189,PROD000124,in-store,6.66,debit_card,Riverside,NONE
TXN00000547,2025-10-23 00:45:20.082623,CUST000042,PROD000043,in-store,45.57,buy_now_pay_later,Suburban Center,CAMP0019
TXN00000548,2025-10-23 01:00:20.082623,CUST000008,PROD000093,e-commerce,27.97,digital_wallet,Riverside,NONE
TXN00000549,2025-10-23 01:15:20.082623,CUST000008,PROD000016,e-commerce,216.17,digital_wallet,Airport,CAMP0029
TXN00000550,2025-10-23 01:30:20.082623,CUST000029,PROD000023,in-store,65.93,digital_wallet,Suburban Center,CAMP0053
TXN00000551,2025-10-23 01:45:20.082623,CUST000047,PROD000040,in-store,279.87,buy_now_pay_later,Airport,CAMP0006
TXN00000552,2025-10-23 02:00:20.082623,CUST000169,PROD000024,e-commerce,17.05,cash,Airport,CAMP0031
TXN00000553,2025-10-23 02:15:20.082623,CUST000092,PROD000128,in-store,45.31,cash,Suburban Center,CAMP0031
TXN00000554,2025-10-23 02:30:20.082623,CUST000011,PROD000130,in-store,12.43,digital_wallet,Riverside,NONE
TXN00000555,2025-10-23 02:45:20.082623,CUST000074,PROD000081,in-store,82.47,digital_wallet,Airport,CAMP0053
TXN00000556,2025-10-23 03:00:20.082623,CUST000141,PROD000128,in-store,42.21,digital_wallet,Riverside,CAMP0065
TXN00000557,2025-10-23 03:15:20.082623,CUST000169,PROD000025,in-store,14.58,cash,Downtown,CAMP0078
TXN00000558,2025-10-23 03:30:20.082623,CUST000023,PROD000005,in-store,83.38,buy_now_pay_later,Downtown,CAMP0016
TXN00000559,2025-10-23 03:45:20.082623,CUST000050,PROD000104,in-store,28.21,cash,Metro Station,CAMP0014
TXN00000560,2025-10-23 04:00:20.082623,CUST000066,PROD000107,in-store,50.17,cash,South Center,CAMP0067
TXN00000561,2025-10-23 04:15:20.082623,CUST000040,PROD000006,e-commerce,55.75,digital_wallet,Airport,NONE
TXN00000562,2025-10-23 04:30:20.082623,CUST000058,PROD000118,in-store,19.76,credit_card,Westside Mall,CAMP0015
TXN00000563,2025-10-23 04:45:20.082623,CUST000034,PROD000030,in-store,84.75,buy_now_pay_later,South Center,CAMP0021
TXN00000564,2025-10-23 05:00:20.082623,CUST000140,PROD000063,in-store,123.97,credit_card,Westside Mall,NONE
TXN00000565,2025-10-23 05:15:20.082623,CUST000151,PROD000057,e-commerce,39.24,debit_card,Downtown,CAMP0007
TXN00000566,2025-10-23 05:30:20.082623,CUST000030,PROD000130,in-store,11.74,credit_card,Suburban Center,NONE
TXN00000567,2025-10-23 05:45:20.082623,CUST000131,PROD000053,in-store,21.66,digital_wallet,Airport,CAMP0013
TXN00000568,2025-10-23 06:00:20.082623,CUST000183,PROD000118,in-store,42.65,buy_now_pay_later,South Center,CAMP0051
TXN00000569,2025-10-23 06:15:20.082623,CUST000089,PROD000112,e-commerce,62.08,cash,South Center,CAMP0001
TXN00000570,2025-10-23 06:30:20.082623,CUST000183,PROD000103,e-commerce,59.39,credit_card,Suburban Center,CAMP0006
TXN00000571,2025-10-23 06:45:20.082623,CUST000180,PROD000065,in-store,20.72,digital_wallet,Uptown,CAMP0060
TXN00000572,2025-10-23 07:00:20.082623,CUST000100,PROD000080,e-commerce,33.54,credit_card,Westside Mall,CAMP0028
TXN00000573,2025-10-23 07:15:20.082623,CUST000112,PROD000005,e-commerce,43.84,buy_now_pay_later,Riverside,NONE
TXN00000574,2025-10-23 07:30:20.082623,CUST000110,PROD000010,e-commerce,5.62,debit_card,East Market,CAMP0013
TXN00000575,2025-10-23 07:45:20.082623,CUST000188,PROD000121,e-commerce,55.94,digital_wallet,Suburban Center,NONE
TXN00000576,2025-10-23 08:00:20.082623,CUST000122,PROD000079,e-commerce,29.98,buy_now_pay_later,East Market,CAMP0012
TXN00000577,2025-10-23 08:15:20.082623,CUST000067,PROD000055,in-store,68.92,credit_card,South Center,NONE
TXN00000578,2025-10-23 08:30:20.082623,CUST000138,PROD000049,e-commerce,34.97,credit_card,Westside Mall,CAMP0047
TXN00000579,2025-10-23 08:45:20.082623,CUST000092,PROD000026,in-store,219.77,debit_card,Suburban Center,NONE
TXN00000580,2025-10-23 09:00:20.082623,CUST000075,PROD000089,in-store,11.86,digital_wallet,Airport,CAMP0065
TXN00000581,2025-10-23 09:15:20.082623,CUST000009,PROD000042,in-store,20.68,cash,South Center,CAMP0030
TXN00000582,2025-10-23 09:30:20.082623,CUST000139,PROD000075,e-commerce,91.66,buy_now_pay_later,North Plaza,CAMP0018
TXN00000583,2025-10-23 09:45:20.082623,CUST000006,PROD000124,in-store,19.77,debit_card,South Center,CAMP0034
TXN00000584,2025-10-23 10:00:20.082623,CUST000004,PROD000078,e-commerce,18.55,credit_card,Suburban Center,NONE
TXN00000585,2025-10-23 10:15:20.082623,CUST000077,PROD000113,e-commerce,38.92,credit_card,Airport,NONE
TXN00000586,2025-10-23 10:30:20.082623,CUST000085,PROD000070,in-store,64.26,digital_wallet,East Market,CAMP0042
TXN00000587,2025-10-23 10:45:20.082623,CUST000180,PROD000015,e-commerce,169.57,debit_card,Riverside,CAMP0019
TXN00000588,2025-10-23 11:00:20.082623,CUST000007,PROD000003,in-store,15.09,credit_card,Westside Mall,CAMP0012
TXN00000589,2025-10-23 11:15:20.082623,CUST000172,PROD000141,e-commerce,52.41,digital_wallet,Downtown,CAMP0027
TXN00000590,2025-10-23 11:30:20.082623,CUST000053,PROD000044,e-commerce,16.68,debit_card,South Center,CAMP0030
TXN00000591,2025-10-23 11:45:20.082623,CUST000136,PROD000115,e-commerce,66.34,digital_wallet,Airport,CAMP0063
TXN00000592,2025-10-23 12:00:20.082623,CUST000069,PROD000057,e-commerce,42.91,debit_card,Airport,NONE
TXN00000593,2025-10-23 12:15:20.082623,CUST000024,PROD000034,e-commerce,6.89,cash,Downtown,CAMP0045
TXN00000594,2025-10-23 12:30:20.082623,CUST000149,PROD000051,e-commerce,16.89,cash,Riverside,CAMP0004
TXN00000595,2025-10-23 12:45:20.082623,CUST000087,PROD000047,e-commerce,39.07,cash,East Market,CAMP0058
TXN00000596,2025-10-23 13:00:20.082623,CUST000025,PROD000049,in-store,36.98,buy_now_pay_later,Uptown,CAMP0043
TXN00000597,2025-10-23 13:15:20.082623,CUST000169,PROD000019,e-commerce,10.91,buy_now_pay_later,North Plaza,CAMP0008
TXN00000598,2025-10-23 13:30:20.082623,CUST000172,PROD000069,e-commerce,116.55,cash,Westside Mall,CAMP0018
TXN00000599,2025-10-23 13:45:20.082623,CUST000097,PROD000031,e-commerce,262.97,debit_card,Riverside,NONE
TXN00000600,2025-10-23 14:00:20.082623,CUST000085,PROD000029,in-store,114.55,debit_card,South Center,CAMP0071
TXN00000601,2025-10-23 14:15:20.082623,CUST000083,PROD000137,e-commerce,134.26,buy_now_pay_later,Suburban Center,NONE
TXN00000602,2025-10-23 14:30:20.082623,CUST000101,PROD000120,in-store,39.31,digital_wallet,East Market,NONE
TXN00000603,2025-10-23 14:45:20.082623,CUST000190,PROD000082,e-commerce,107.01,cash,Westside Mall,CAMP0041
TXN00000604,2025-10-23 15:00:20.082623,CUST000105,PROD000118,in-store,21.53,digital_wallet,Metro Station,CAMP0055
TXN00000605,2025-10-23 15:15:20.082623,CUST000117,PROD000019,e-commerce,34.03,digital_wallet,Riverside,CAMP0031
TXN00000606,2025-10-23 15:30:20.082623,CUST000121,PROD000108,e-commerce,19.31,buy_now_pay_later,South Center,CAMP0014
TXN00000607,2025-10-23 15:45:20.082623,CUST000128,PROD000020,in-store,91.95,credit_card,South Center,CAMP0032
TXN00000608,2025-10-23 16:00:20.082623,CUST000066,PROD000056,in-store,92.42,credit_card,Metro Station,CAMP0068
TXN00000609,2025-10-23 16:15:20.082623,CUST000009,PROD000117,e-commerce,26.5,buy_now_pay_later,Suburban Center,CAMP0071
TXN00000610,2025-10-23 16:30:20.082623,CUST000013,PROD000097,e-commerce,65.87,debit_card,Suburban Center,CAMP0011
TXN00000611,2025-10-23 16:45:20.082623,CUST000123,PROD000104,e-commerce,29.25,buy_now_pay_later,Uptown,CAMP0079
TXN00000612,2025-10-23 17:00:20.082623,CUST000133,PROD000047,e-commerce,42.56,digital_wallet,Suburban Center,CAMP0042
TXN00000613,2025-10-23 17:15:20.082623,CUST000064,PROD000088,e-commerce,54.2,credit_card,Riverside,NONE
TXN00000614,2025-10-23 17:30:20.082623,CUST000130,PROD000066,in-store,24.23,credit_card,Airport,CAMP0048
TXN00000615,2025-10-23 17:45:20.082623,CUST000119,PROD000005,in-store,89.31,debit_card,Downtown,NONE
TXN00000616,2025-10-23 18:00:20.082623,CUST000042,PROD000008,in-store,208.66,credit_card,Westside Mall,NONE
TXN00000617,2025-10-23 18:15:20.082623,CUST000049,PROD000037,e-commerce,31.33,cash,South Center,CAMP0020
TXN00000618,2025-10-23 18:30:20.082623,CUST000149,PROD000146,in-store,25.76,cash,Downtown,CAMP0027
TXN00000619,2025-10-23 18:45:20.082623,CUST000014,PROD000017,e-commerce,74.2,cash,Downtown,CAMP0023
TXN00000620,2025-10-23 19:00:20.082623,CUST000007,PROD000078,e-commerce,64.74,digital_wallet,Airport,NONE
TXN00000621,2025-10-23 19:15:20.082623,CUST000083,PROD000044,e-commerce,10.98,buy_now_pay_later,North Plaza,NONE
TXN00000622,2025-10-23 19:30:20.082623,CUST000074,PROD000064,e-commerce,235.3,digital_wallet,Suburban Center,CAMP0042
TXN00000623,2025-10-23 19:45:20.082623,CUST000082,PROD000147,in-store,81.63,debit_card,Westside Mall,NONE
TXN00000624,2025-10-23 20:00:20.082623,CUST000081,PROD000097,e-commerce,65.79,debit_card,Suburban Center,NONE
TXN00000625,2025-10-23 20:15:20.082623,CUST000034,PROD000049,in-store,72.31,digital_wallet,South Center,NONE
TXN00000626,2025-10-23 20:30:20.082623,CUST000156,PROD000100,e-commerce,16.04,credit_card,Metro Station,NONE
TXN00000627,2025-10-23 20:45:20.082623,CUST000131,PROD000021,e-commerce,18.22,buy_now_pay_later,Westside Mall,NONE
TXN00000628,2025-10-23 21:00:20.082623,CUST000178,PROD000079,in-store,32.98,debit_card,North Plaza,CAMP0070
TXN00000629,2025-10-23 21:15:20.082623,CUST000200,PROD000144,e-commerce,11.28,cash,Metro Station,CAMP0043
TXN00000630,2025-10-23 21:30:20.082623,CUST000194,PROD000118,in-store,42.57,cash,Metro Station,CAMP0072
TXN00000631,2025-10-23 21:45:20.082623,CUST000143,PROD000064,in-store,112.38,buy_now_pay_later,Suburban Center,CAMP0025
TXN00000632,2025-10-23 22:00:20.082623,CUST000150,PROD000030,in-store,83.84,debit_card,Downtown,CAMP0024
TXN00000633,2025-10-23 22:15:20.082623,CUST000172,PROD000130,in-store,11.12,credit_card,Riverside,NONE
TXN00000634,2025-10-23 22:30:20.082623,CUST000161,PROD000088,e-commerce,52.7,debit_card,Airport,CAMP0012
TXN00000635,2025-10-23 22:45:20.082623,CUST000199,PROD000031,e-commerce,120.39,cash,Uptown,CAMP0051
TXN00000636,2025-10-23 23:00:20.082623,CUST000091,PROD000108,e-commerce,27.65,digital_wallet,Riverside,CAMP0032
TXN00000637,2025-10-23 23:15:20.082623,CUST000153,PROD000042,e-commerce,37.85,buy_now_pay_later,South Center,CAMP0008
TXN00000638,2025-10-23 23:30:20.082623,CUST000173,PROD000040,in-store,260.04,credit_card,Downtown,CAMP0052
TXN00000639,2025-10-23 23:45:20.082623,CUST000188,PROD000111,in-store,31.24,cash,Airport,CAMP0007
TXN00000640,2025-10-24 00:00:20.082623,CUST000186,PROD000029,e-commerce,35.59,debit_card,North Plaza,CAMP0004
TXN00000641,2025-10-24 00:15:20.082623,CUST000143,PROD000135,in-store,17.83,digital_wallet,North Plaza,NONE
TXN00000642,2025-10-24 00:30:20.082623,CUST000163,PROD000079,e-commerce,33.85,digital_wallet,Metro Station,CAMP0015
TXN00000643,2025-10-24 00:45:20.082623,CUST000042,PROD000079,e-commerce,35.79,digital_wallet,North Plaza,CAMP0019
TXN00000644,2025-10-24 01:00:20.082623,CUST000167,PROD000014,in-store,11.7,debit_card,Riverside,CAMP0027
TXN00000645,2025-10-24 01:15:20.082623,CUST000153,PROD000015,e-commerce,185.09,buy_now_pay_later,Uptown,CAMP0078
TXN00000646,2025-10-24 01:30:20.082623,CUST000062,PROD000088,in-store,56.49,buy_now_pay_later,Metro Station,CAMP0043
TXN00000647,2025-10-24 01:45:20.082623,CUST000004,PROD000021,e-commerce,20.51,digital_wallet,North Plaza,CAMP0028
TXN00000648,2025-10-24 02:00:20.082623,CUST000161,PROD000121,in-store,60.69,buy_now_pay_later,Metro Station,CAMP0028
TXN00000649,2025-10-24 02:15:20.082623,CUST000164,PROD000078,e-commerce,37.98,cash,Riverside,CAMP0046
TXN00000650,2025-10-24 02:30:20.082623,CUST000107,PROD000012,in-store,17.42,debit_card,Metro Station,CAMP0016
TXN00000651,2025-10-24 02:45:20.082623,CUST000020,PROD000121,e-commerce,61.76,cash,North Plaza,CAMP0029
TXN00000652,2025-10-24 03:00:20.082623,CUST000065,PROD000073,in-store,10.65,credit_card,Suburban Center,CAMP0055
TXN00000653,2025-10-24 03:15:20.082623,CUST000195,PROD000033,in-store,34.42,cash,Suburban Center,NONE
TXN00000654,2025-10-24 03:30:20.082623,CUST000077,PROD000103,in-store,57.23,cash,Airport,CAMP0041
TXN00000655,2025-10-24 03:45:20.082623,CUST000185,PROD000067,in-store,64.94,credit_card,Westside Mall,CAMP0077
TXN00000656,2025-10-24 04:00:20.082623,CUST000139,PROD000105,in-store,16.29,cash,Suburban Center,NONE
TXN00000657,2025-10-24 04:15:20.082623,CUST000059,PROD000085,e-commerce,216.29,digital_wallet,East Market,NONE
TXN00000658,2025-10-24 04:30:20.082623,CUST000079,PROD000088,in-store,28.63,cash,Uptown,CAMP0014
TXN00000659,2025-10-24 04:45:20.082623,CUST000134,PROD000002,in-store,75.94,buy_now_pay_later,Suburban Center,CAMP0039
TXN00000660,2025-10-24 05:00:20.082623,CUST000016,PROD000115,e-commerce,68.96,buy_now_pay_later,Downtown,CAMP0001
TXN00000661,2025-10-24 05:15:20.082623,CUST000123,PROD000114,in-store,53.34,digital_wallet,Airport,CAMP0019
TXN00000662,2025-10-24 05:30:20.082623,CUST000074,PROD000043,in-store,47.65,cash,Riverside,NONE
TXN00000663,2025-10-24 05:45:20.082623,CUST000184,PROD000147,in-store,27.42,credit_card,Suburban Center,NONE
TXN00000664,2025-10-24 06:00:20.082623,CUST000105,PROD000028,e-commerce,28.31,digital_wallet,Downtown,CAMP0050
TXN00000665,2025-10-24 06:15:20.082623,CUST000150,PROD000031,in-store,110.08,cash,Uptown,CAMP0052
TXN00000666,2025-10-24 06:30:20.082623,CUST000051,PROD000001,e-commerce,67.15,debit_card,South Center,CAMP0008
TXN00000667,2025-10-24 06:45:20.082623,CUST000181,PROD000138,in-store,23.04,buy_now_pay_later,Airport,NONE
TXN00000668,2025-10-24 07:00:20.082623,CUST000094,PROD000028,e-commerce,15.92,debit_card,Uptown,NONE
TXN00000669,2025-10-24 07:15:20.082623,CUST000190,PROD000131,e-commerce,6.34,credit_card,Uptown,CAMP0075
TXN00000670,2025-10-24 07:30:20.082623,CUST000145,PROD000118,in-store,18.73,credit_card,Airport,CAMP0066
TXN00000671,2025-10-24 07:45:20.082623,CUST000187,PROD000097,e-commerce,70.01,digital_wallet,Metro Station,CAMP0026
TXN00000672,2025-10-24 08:00:20.082623,CUST000033,PROD000049,e-commerce,77.13,debit_card,North Plaza,CAMP0011
TXN00000673,2025-10-24 08:15:20.082623,CUST000171,PROD000060,e-commerce,108.0,buy_now_pay_later,Downtown,CAMP0020
TXN00000674,2025-10-24 08:30:20.082623,CUST000017,PROD000043,e-commerce,94.67,buy_now_pay_later,Downtown,CAMP0009
TXN00000675,2025-10-24 08:45:20.082623,CUST000067,PROD000037,in-store,16.6,buy_now_pay_later,Suburban Center,CAMP0025
TXN00000676,2025-10-24 09:00:20.082623,CUST000044,PROD000026,in-store,402.57,debit_card,Westside Mall,NONE
TXN00000677,2025-10-24 09:15:20.082623,CUST000126,PROD000079,e-commerce,67.08,credit_card,Airport,CAMP0003
TXN00000678,2025-10-24 09:30:20.082623,CUST000005,PROD000048,in-store,32.18,digital_wallet,North Plaza,CAMP0015
TXN00000679,2025-10-24 09:45:20.082623,CUST000183,PROD000094,in-store,305.22,digital_wallet,Suburban Center,CAMP0035
TXN00000680,2025-10-24 10:00:20.082623,CUST000087,PROD000117,e-commerce,26.46,credit_card,Downtown,CAMP0039
TXN00000681,2025-10-24 10:15:20.082623,CUST000122,PROD000111,e-commerce,30.18,cash,Suburban Center,CAMP0077
TXN00000682,2025-10-24 10:30:20.082623,CUST000071,PROD000104,in-store,16.83,debit_card,Riverside,CAMP0031
TXN00000683,2025-10-24 10:45:20.082623,CUST000039,PROD000064,e-commerce,256.92,credit_card,Metro Station,CAMP0044
TXN00000684,2025-10-24 11:00:20.082623,CUST000016,PROD000097,e-commerce,66.92,buy_now_pay_later,Downtown,CAMP0069
TXN00000685,2025-10-24 11:15:20.082623,CUST000163,PROD000004,e-commerce,92.78,debit_card,Airport,NONE
TXN00000686,2025-10-24 11:30:20.082623,CUST000037,PROD000112,in-store,32.68,debit_card,Uptown,CAMP0060
TXN00000687,2025-10-24 11:45:20.082623,CUST000185,PROD000021,in-store,35.59,digital_wallet,Uptown,CAMP0077
TXN00000688,2025-10-24 12:00:20.082623,CUST000037,PROD000040,e-commerce,147.55,credit_card,South Center,CAMP0053
TXN00000689,2025-10-24 12:15:20.082623,CUST000008,PROD000120,e-commerce,114.86,credit_card,Airport,CAMP0048
TXN00000690,2025-10-24 12:30:20.082623,CUST000142,PROD000034,e-commerce,15.03,credit_card,East Market,CAMP0031
TXN00000691,2025-10-24 12:45:20.082623,CUST000158,PROD000008,in-store,589.71,credit_card,East Market,CAMP0056
TXN00000692,2025-10-24 13:00:20.082623,CUST000064,PROD000091,e-commerce,98.42,debit_card,Uptown,CAMP0048
TXN00000693,2025-10-24 13:15:20.082623,CUST000008,PROD000056,in-store,42.01,debit_card,Airport,CAMP0062
TXN00000694,2025-10-24 13:30:20.082623,CUST000105,PROD000088,e-commerce,85.99,digital_wallet,Suburban Center,CAMP0010
TXN00000695,2025-10-24 13:45:20.082623,CUST000078,PROD000085,e-commerce,95.74,buy_now_pay_later,Airport,CAMP0075
TXN00000696,2025-10-24 14:00:20.082623,CUST000107,PROD000064,in-store,381.34,debit_card,East Market,NONE
TXN00000697,2025-10-24 14:15:20.082623,CUST000181,PROD000008,in-store,185.22,cash,Westside Mall,CAMP0050
TXN00000698,2025-10-24 14:30:20.082623,CUST000032,PROD000099,in-store,17.27,buy_now_pay_later,East Market,CAMP0067
TXN00000699,2025-10-24 14:45:20.082623,CUST000180,PROD000002,in-store,155.72,credit_card,Downtown,NONE
TXN00000700,2025-10-24 15:00:20.082623,CUST000143,PROD000032,in-store,16.36,digital_wallet,Airport,CAMP0017
TXN00000701,2025-10-24 15:15:20.082623,CUST000039,PROD000097,in-store,135.15,credit_card,Airport,CAMP0054
TXN00000702,2025-10-24 15:30:20.082623,CUST000039,PROD000032,in-store,9.51,buy_now_pay_later,Riverside,CAMP0061
TXN00000703,2025-10-24 15:45:20.082623,CUST000178,PROD000107,in-store,53.1,buy_now_pay_later,Suburban Center,CAMP0014
TXN00000704,2025-10-24 16:00:20.082623,CUST000030,PROD000119,in-store,10.6,credit_card,South Center,CAMP0030
TXN00000705,2025-10-24 16:15:20.082623,CUST000151,PROD000075,e-commerce,61.99,credit_card,North Plaza,CAMP0003
TXN00000706,2025-10-24 16:30:20.082623,CUST000098,PROD000130,e-commerce,10.94,cash,Uptown,CAMP0047
TXN00000707,2025-10-24 16:45:20.082623,CUST000038,PROD000027,in-store,40.17,credit_card,Airport,CAMP0061
TXN00000708,2025-10-24 17:00:20.082623,CUST000199,PROD000016,e-commerce,68.7,digital_wallet,Suburban Center,NONE
TXN00000709,2025-10-24 17:15:20.082623,CUST000132,PROD000143,in-store,16.98,debit_card,Suburban Center,CAMP0076
TXN00000710,2025-10-24 17:30:20.082623,CUST000147,PROD000027,in-store,40.77,cash,Suburban Center,CAMP0045
TXN00000711,2025-10-24 17:45:20.082623,CUST000016,PROD000072,e-commerce,71.39,credit_card,Airport,CAMP0068
TXN00000712,2025-10-24 18:00:20.082623,CUST000200,PROD000082,e-commerce,30.5,buy_now_pay_later,Uptown,NONE
TXN00000713,2025-10-24 18:15:20.082623,CUST000064,PROD000042,e-commerce,21.71,credit_card,South Center,NONE
TXN00000714,2025-10-24 18:30:20.082623,CUST000163,PROD000096,e-commerce,226.77,credit_card,East Market,CAMP0001
TXN00000715,2025-10-24 18:45:20.082623,CUST000112,PROD000055,e-commerce,19.82,cash,Suburban Center,CAMP0018
TXN00000716,2025-10-24 19:00:20.082623,CUST000072,PROD000048,in-store,30.98,cash,Downtown,CAMP0054
TXN00000717,2025-10-24 19:15:20.082623,CUST000093,PROD000112,in-store,30.43,buy_now_pay_later,Uptown,CAMP0068
