recommendation_id,user_id,content_id,explanation_text,reasoning_factors,similarity_score,preference_match_themes,created_at
REC-00000247,USER-0001151,CONTENT-001884,Recommended because you enjoyed similar Political power themes in Fantasy content,"Completion rate,Tone preference,Narrative complexity",0.6503163656583704,"Historical drama,Good vs evil",2025-11-10 22:51:48.783598
REC-00000248,USER-0003233,CONTENT-000984,Based on your preference for Serious tone and Very Complex narrative complexity,"New release,Popular with similar users,Theme similarity",0.8941958408422277,"Addiction recovery,Mental health,Betrayal",2025-11-10 22:56:48.783598
REC-00000249,USER-0003324,CONTENT-001401,Recommended because you enjoyed similar Political power themes in SciFi content,"Completion rate,Narrative complexity,Theme similarity,Director preference",0.7815234504151172,"Generational conflict,Time travel",2025-11-10 23:01:48.783598
REC-00000250,USER-0001948,CONTENT-000959,Popular among viewers who share your interest in Fantasy and Artificial intelligence,"Director preference,Completion rate,Cast preference",0.8295032293783771,"Mental health,Redemption arc,Social justice",2025-11-10 23:06:48.783598
REC-00000251,USER-0001664,CONTENT-000625,Popular among viewers who share your interest in Documentary and Political power,"Theme similarity,Narrative complexity,Popular with similar users,Tone preference",0.9647482776739884,"Time travel,Corporate intrigue",2025-11-10 23:11:48.783598
REC-00000252,USER-0000085,CONTENT-001967,Popular among viewers who share your interest in Comedy and Revenge quest,"Cast preference,Director preference,New release,Theme similarity",0.6967956453886599,"Survival,Identity crisis,Love triangle",2025-11-10 23:16:48.783598
REC-00000253,USER-0001362,CONTENT-000060,Popular among viewers who share your interest in SciFi and Historical drama,"Similar viewing history,Trending content,Theme similarity,Popular with similar users",0.7473208758268414,"Revenge quest,Generational conflict,Class struggle",2025-11-10 23:21:48.783598
REC-00000254,USER-0002140,CONTENT-001250,Recommended because you enjoyed similar Betrayal themes in Action content,"Genre match,Tone preference,Completion rate,Trending content",0.9749418550785864,"Friendship bonds,Political power",2025-11-10 23:26:48.783598
REC-00000255,USER-0002713,CONTENT-000415,Similar to content you've watched with Post-apocalyptic themes,"Tone preference,Director preference,Trending content",0.950574209727811,"Good vs evil,Revenge quest",2025-11-10 23:31:48.783598
REC-00000256,USER-0003785,CONTENT-001681,Similar to content you've watched with Identity crisis themes,"Similar viewing history,Director preference",0.6828849837419387,"Love triangle,Mental health",2025-11-10 23:36:48.783598
REC-00000257,USER-0002162,CONTENT-001910,Based on your preference for Dark tone and Simple narrative complexity,"Trending content,Popular with similar users,Tone preference,Genre match",0.7572775897716273,"Redemption arc,Coming of age,Addiction recovery",2025-11-10 23:41:48.783598
REC-00000258,USER-0002597,CONTENT-001836,Popular among viewers who share your interest in Action and Redemption arc,"Trending content,Highly rated",0.7126907416169677,"Friendship bonds,Addiction recovery",2025-11-10 23:46:48.783598
REC-00000259,USER-0001582,CONTENT-001044,Based on your preference for Whimsical tone and Moderate narrative complexity,"Narrative complexity,Completion rate",0.7524349710401511,"Love triangle,Coming of age,Post-apocalyptic",2025-11-10 23:51:48.783598
REC-00000260,USER-0003592,CONTENT-000607,Matches your preference for Dark storytelling with Very Complex plots,"Director preference,Similar viewing history,Trending content",0.7557857006489818,"Survival,Friendship bonds",2025-11-10 23:56:48.783598
REC-00000261,USER-0001816,CONTENT-001971,Based on your preference for Serious tone and Complex narrative complexity,"Genre match,Theme similarity,Tone preference,Cast preference",0.8687109371740884,"Parallel universes,Coming of age,Good vs evil",2025-11-11 00:01:48.783598
REC-00000262,USER-0001029,CONTENT-001629,Matches your preference for Light storytelling with Very Complex plots,"Cast preference,Genre match,Popular with similar users,Highly rated",0.8964479282812353,"Post-apocalyptic,Parallel universes,Artificial intelligence",2025-11-11 00:06:48.783598
REC-00000263,USER-0002055,CONTENT-000230,Based on your preference for Dark tone and Moderate narrative complexity,"Highly rated,New release",0.8801426733268304,"Moral ambiguity,Family dynamics",2025-11-11 00:11:48.783598
REC-00000264,USER-0002271,CONTENT-001946,Matches your preference for Serious storytelling with Complex plots,"Highly rated,Tone preference",0.6958002087835349,"Social justice,Moral ambiguity",2025-11-11 00:16:48.783598
REC-00000265,USER-0000099,CONTENT-000364,Popular among viewers who share your interest in Comedy and Revenge quest,"New release,Tone preference",0.8734390127160927,"Friendship bonds,Redemption arc,Addiction recovery",2025-11-11 00:21:48.783598
REC-00000266,USER-0001689,CONTENT-001638,Popular among viewers who share your interest in SciFi and Identity crisis,"Trending content,Completion rate,Cast preference,Theme similarity",0.8260905533058593,"Parallel universes,Addiction recovery",2025-11-11 00:26:48.783598
REC-00000267,USER-0002296,CONTENT-000353,Similar to content you've watched with Betrayal themes,"Highly rated,Director preference,Similar viewing history,Narrative complexity",0.9392805219936476,"Betrayal,Survival,Redemption arc",2025-11-11 00:31:48.783598
REC-00000268,USER-0003576,CONTENT-000364,Recommended because you enjoyed similar Mental health themes in Horror content,"Cast preference,Genre match",0.7201871607540801,"Social justice,Betrayal",2025-11-11 00:36:48.783598
REC-00000269,USER-0001340,CONTENT-000456,Similar to content you've watched with Identity crisis themes,"Popular with similar users,Cast preference,New release",0.7963892935791114,"Corporate intrigue,Friendship bonds,Political power",2025-11-11 00:41:48.783598
REC-00000270,USER-0004139,CONTENT-001565,Similar to content you've watched with Addiction recovery themes,"Theme similarity,Similar viewing history,Highly rated,Popular with similar users",0.6837992163012723,"Historical drama,Love triangle",2025-11-11 00:46:48.783598
REC-00000271,USER-0000220,CONTENT-000598,Popular among viewers who share your interest in SciFi and Love triangle,"Genre match,Popular with similar users,Similar viewing history",0.6814254580060756,"Artificial intelligence,Parallel universes,Political power",2025-11-11 00:51:48.783598
REC-00000272,USER-0003169,CONTENT-000261,Matches your preference for Serious storytelling with Complex plots,"Popular with similar users,New release",0.8844807113335149,"Moral ambiguity,Political power",2025-11-11 00:56:48.783598
REC-00000273,USER-0004514,CONTENT-000404,Matches your preference for Intense storytelling with Complex plots,"Theme similarity,Similar viewing history,Tone preference,Popular with similar users",0.9546203531453162,"Post-apocalyptic,Family dynamics",2025-11-11 01:01:48.783598
REC-00000274,USER-0001733,CONTENT-000040,Popular among viewers who share your interest in SciFi and Time travel,"Popular with similar users,Narrative complexity,Theme similarity,Genre match",0.8138460445140263,"Redemption arc,Survival,Friendship bonds",2025-11-11 01:06:48.783598
REC-00000275,USER-0001658,CONTENT-000258,Similar to content you've watched with Parallel universes themes,"New release,Highly rated,Trending content,Theme similarity",0.7811896031225313,"Coming of age,Identity crisis",2025-11-11 01:11:48.783598
REC-00000276,USER-0000737,CONTENT-001624,Based on your preference for Serious tone and Simple narrative complexity,"Highly rated,Theme similarity,Completion rate,Popular with similar users",0.7237275951209882,"Corporate intrigue,Time travel",2025-11-11 01:16:48.783598
REC-00000277,USER-0001923,CONTENT-001541,Recommended because you enjoyed similar Time travel themes in Romance content,"New release,Trending content,Similar viewing history,Tone preference",0.695923751424855,"Survival,Moral ambiguity,Love triangle",2025-11-11 01:21:48.783598
REC-00000278,USER-0004305,CONTENT-000681,Based on your preference for Uplifting tone and Simple narrative complexity,"Cast preference,Popular with similar users",0.8226869628373796,"Historical drama,Mental health",2025-11-11 01:26:48.783598
REC-00000279,USER-0001175,CONTENT-000191,Based on your preference for Dark tone and Very Complex narrative complexity,"Cast preference,Genre match",0.8178045400267577,"Time travel,Family dynamics,Historical drama",2025-11-11 01:31:48.783598
REC-00000280,USER-0004118,CONTENT-001689,Recommended because you enjoyed similar Generational conflict themes in SciFi content,"Theme similarity,Trending content",0.8008956843154544,"Family dynamics,Good vs evil,Corporate intrigue",2025-11-11 01:36:48.783598
REC-00000281,USER-0001667,CONTENT-001725,Recommended because you enjoyed similar Mental health themes in Documentary content,"Theme similarity,Genre match",0.8832633626752184,"Good vs evil,Post-apocalyptic,Time travel",2025-11-11 01:41:48.783598
REC-00000282,USER-0001149,CONTENT-000643,Popular among viewers who share your interest in Crime and Political power,"Completion rate,Highly rated",0.6530584455601836,"Artificial intelligence,Friendship bonds,Identity crisis",2025-11-11 01:46:48.783598
REC-00000283,USER-0004580,CONTENT-000215,Popular among viewers who share your interest in Adventure and Mental health,"Cast preference,Narrative complexity",0.870493229360559,"Identity crisis,Post-apocalyptic,Betrayal",2025-11-11 01:51:48.783598
REC-00000284,USER-0000328,CONTENT-000782,Recommended because you enjoyed similar Revenge quest themes in Crime content,"Cast preference,Tone preference,Trending content,Narrative complexity",0.7876150541318617,"Redemption arc,Family dynamics",2025-11-11 01:56:48.783598
REC-00000285,USER-0001252,CONTENT-000579,Based on your preference for Light tone and Moderate narrative complexity,"Highly rated,Similar viewing history",0.8552835048829754,"Survival,Political power,Social justice",2025-11-11 02:01:48.783598
REC-00000286,USER-0003618,CONTENT-001254,Based on your preference for Light tone and Complex narrative complexity,"Narrative complexity,Theme similarity",0.7095600364767806,"Parallel universes,Addiction recovery,Social justice",2025-11-11 02:06:48.783598
REC-00000287,USER-0001559,CONTENT-000746,Popular among viewers who share your interest in Family and Family dynamics,"Theme similarity,Director preference",0.6787683225462334,"Time travel,Mental health,Good vs evil",2025-11-11 02:11:48.783598
REC-00000288,USER-0000518,CONTENT-000826,Based on your preference for Uplifting tone and Simple narrative complexity,"Completion rate,Theme similarity,Cast preference,Narrative complexity",0.8693592093517706,"Time travel,Friendship bonds",2025-11-11 02:16:48.783598
REC-00000289,USER-0003357,CONTENT-001762,Recommended because you enjoyed similar Corporate intrigue themes in Documentary content,"Theme similarity,Completion rate,Popular with similar users,Cast preference",0.6984546760158382,"Class struggle,Coming of age,Survival",2025-11-11 02:21:48.783598
REC-00000290,USER-0004614,CONTENT-000982,Based on your preference for Serious tone and Complex narrative complexity,"Director preference,New release",0.8641164149637273,"Class struggle,Redemption arc",2025-11-11 02:26:48.783598
REC-00000291,USER-0000084,CONTENT-001076,Popular among viewers who share your interest in Family and Corporate intrigue,"Completion rate,Tone preference",0.934317712896182,"Generational conflict,Mental health",2025-11-11 02:31:48.783598
REC-00000292,USER-0000803,CONTENT-000718,Matches your preference for Uplifting storytelling with Simple plots,"Popular with similar users,Director preference",0.652578931052578,"Coming of age,Survival,Friendship bonds",2025-11-11 02:36:48.783598
REC-00000293,USER-0004881,CONTENT-001834,Similar to content you've watched with Moral ambiguity themes,"Director preference,Narrative complexity,Genre match",0.9646264133543949,"Class struggle,Post-apocalyptic",2025-11-11 02:41:48.783598
REC-00000294,USER-0004645,CONTENT-001531,Matches your preference for Uplifting storytelling with Very Complex plots,"Cast preference,Highly rated",0.8139701015855481,"Redemption arc,Addiction recovery",2025-11-11 02:46:48.783598
REC-00000295,USER-0001641,CONTENT-001012,Recommended because you enjoyed similar Family dynamics themes in Adventure content,"Highly rated,Director preference",0.96154948411488,"Corporate intrigue,Time travel,Identity crisis",2025-11-11 02:51:48.783598
REC-00000296,USER-0004520,CONTENT-001556,Popular among viewers who share your interest in Mystery and Betrayal,"Popular with similar users,Genre match,Similar viewing history",0.8102827724542058,"Betrayal,Identity crisis,Time travel",2025-11-11 02:56:48.783598
REC-00000297,USER-0001850,CONTENT-001630,Popular among viewers who share your interest in Action and Generational conflict,"Cast preference,Completion rate,Popular with similar users",0.9342162589810895,"Corporate intrigue,Love triangle,Betrayal",2025-11-11 03:01:48.783598
REC-00000298,USER-0002564,CONTENT-001377,Matches your preference for Gritty storytelling with Very Complex plots,"Popular with similar users,Highly rated,Cast preference",0.6675862751280958,"Friendship bonds,Class struggle",2025-11-11 03:06:48.783598
REC-00000299,USER-0004112,CONTENT-000095,Recommended because you enjoyed similar Corporate intrigue themes in Fantasy content,"Narrative complexity,Cast preference,Tone preference,Similar viewing history",0.7870130782991065,"Mental health,Addiction recovery",2025-11-11 03:11:48.783598
REC-00000300,USER-0001072,CONTENT-000537,Recommended because you enjoyed similar Moral ambiguity themes in Horror content,"Theme similarity,Narrative complexity",0.8588312477850333,"Addiction recovery,Historical drama,Artificial intelligence",2025-11-11 03:16:48.783598
REC-00000301,USER-0004860,CONTENT-001903,Similar to content you've watched with Mental health themes,"Completion rate,Narrative complexity,Theme similarity",0.7070644769353169,"Family dynamics,Betrayal,Moral ambiguity",2025-11-11 03:21:48.783598
REC-00000302,USER-0001389,CONTENT-000170,Based on your preference for Gritty tone and Complex narrative complexity,"Completion rate,Director preference,New release,Popular with similar users",0.7024838732039127,"Mental health,Post-apocalyptic",2025-11-11 03:26:48.783598
REC-00000303,USER-0004965,CONTENT-001057,Similar to content you've watched with Survival themes,"Genre match,Trending content",0.7201991434994759,"Good vs evil,Parallel universes,Family dynamics",2025-11-11 03:31:48.783598
REC-00000304,USER-0002963,CONTENT-000124,Recommended because you enjoyed similar Political power themes in SciFi content,"Theme similarity,Completion rate",0.6811256856016682,"Good vs evil,Political power,Mental health",2025-11-11 03:36:48.783598
REC-00000305,USER-0002943,CONTENT-000040,Based on your preference for Serious tone and Very Complex narrative complexity,"Completion rate,Tone preference,Cast preference,Trending content",0.7624958895339164,"Good vs evil,Corporate intrigue",2025-11-11 03:41:48.783598
REC-00000306,USER-0001983,CONTENT-000870,Recommended because you enjoyed similar Moral ambiguity themes in Mystery content,"New release,Highly rated,Trending content,Tone preference",0.972561153206939,"Parallel universes,Love triangle,Generational conflict",2025-11-11 03:46:48.783598
REC-00000307,USER-0001970,CONTENT-000210,Recommended because you enjoyed similar Artificial intelligence themes in Action content,"Completion rate,Tone preference,Cast preference",0.859558914184776,"Political power,Artificial intelligence,Redemption arc",2025-11-11 03:51:48.783598
REC-00000308,USER-0000776,CONTENT-000933,Popular among viewers who share your interest in Animation and Mental health,"Theme similarity,Genre match,Popular with similar users",0.7774054602060427,"Historical drama,Good vs evil,Generational conflict",2025-11-11 03:56:48.783598
REC-00000309,USER-0003719,CONTENT-000711,Similar to content you've watched with Mental health themes,"Genre match,Theme similarity,Narrative complexity,Similar viewing history",0.6784810553678959,"Time travel,Post-apocalyptic",2025-11-11 04:01:48.783598
REC-00000310,USER-0001165,CONTENT-000931,Popular among viewers who share your interest in Horror and Friendship bonds,"Director preference,Completion rate",0.8641083927992642,"Post-apocalyptic,Class struggle",2025-11-11 04:06:48.783598
REC-00000311,USER-0001787,CONTENT-000707,Popular among viewers who share your interest in Documentary and Post-apocalyptic,"Similar viewing history,Director preference,Completion rate,Narrative complexity",0.8711988757033458,"Redemption arc,Coming of age",2025-11-11 04:11:48.783598
REC-00000312,USER-0003737,CONTENT-001245,Popular among viewers who share your interest in Crime and Parallel universes,"New release,Director preference,Popular with similar users,Cast preference",0.7529585615924066,"Corporate intrigue,Social justice,Time travel",2025-11-11 04:16:48.783598
REC-00000313,USER-0001665,CONTENT-001328,Based on your preference for Intense tone and Complex narrative complexity,"Narrative complexity,Cast preference",0.9790190224899006,"Generational conflict,Political power",2025-11-11 04:21:48.783598
REC-00000314,USER-0002050,CONTENT-001696,Recommended because you enjoyed similar Family dynamics themes in Mystery content,"New release,Director preference,Narrative complexity,Highly rated",0.9118287282418845,"Artificial intelligence,Good vs evil,Coming of age",2025-11-11 04:26:48.783598
REC-00000315,USER-0004123,CONTENT-001925,Similar to content you've watched with Social justice themes,"Trending content,Director preference",0.94101499001113,"Addiction recovery,Class struggle",2025-11-11 04:31:48.783598
REC-00000316,USER-0000759,CONTENT-000540,Matches your preference for Gritty storytelling with Very Complex plots,"New release,Director preference,Genre match,Trending content",0.6568596967585779,"Parallel universes,Friendship bonds,Survival",2025-11-11 04:36:48.783598
REC-00000317,USER-0002557,CONTENT-001813,Based on your preference for Whimsical tone and Complex narrative complexity,"Cast preference,Popular with similar users,New release",0.8390287232642568,"Friendship bonds,Social justice",2025-11-11 04:41:48.783598
REC-00000318,USER-0000305,CONTENT-000547,Based on your preference for Dark tone and Very Complex narrative complexity,"Director preference,Completion rate",0.8975575929528321,"Parallel universes,Identity crisis,Betrayal",2025-11-11 04:46:48.783598
REC-00000319,USER-0003940,CONTENT-001751,Based on your preference for Intense tone and Simple narrative complexity,"Cast preference,Similar viewing history",0.7203268105600864,"Redemption arc,Time travel",2025-11-11 04:51:48.783598
REC-00000320,USER-0003489,CONTENT-000480,Matches your preference for Gritty storytelling with Moderate plots,"Narrative complexity,Genre match,Trending content,Tone preference",0.6722086105481735,"Redemption arc,Betrayal,Time travel",2025-11-11 04:56:48.783598
REC-00000321,USER-0001422,CONTENT-001861,Matches your preference for Serious storytelling with Simple plots,"Cast preference,Genre match,Trending content",0.9702211743266621,"Revenge quest,Family dynamics",2025-11-11 05:01:48.783598
REC-00000322,USER-0001724,CONTENT-000459,Similar to content you've watched with Revenge quest themes,"Cast preference,Genre match,Narrative complexity,Popular with similar users",0.7712066610175424,"Time travel,Social justice,Betrayal",2025-11-11 05:06:48.783598
REC-00000323,USER-0003087,CONTENT-001929,Recommended because you enjoyed similar Good vs evil themes in Fantasy content,"Trending content,Popular with similar users",0.6785662428447663,"Friendship bonds,Family dynamics,Survival",2025-11-11 05:11:48.783598
REC-00000324,USER-0004099,CONTENT-000327,Recommended because you enjoyed similar Artificial intelligence themes in Crime content,"Tone preference,Cast preference,Genre match,New release",0.7745908568444729,"Betrayal,Social justice,Political power",2025-11-11 05:16:48.783598
REC-00000325,USER-0000198,CONTENT-000717,Similar to content you've watched with Artificial intelligence themes,"Tone preference,Highly rated",0.7593187258849642,"Betrayal,Identity crisis",2025-11-11 05:21:48.783598
REC-00000326,USER-0003774,CONTENT-001475,Based on your preference for Whimsical tone and Simple narrative complexity,"Genre match,Narrative complexity",0.8429801032930143,"Redemption arc,Parallel universes,Corporate intrigue",2025-11-11 05:26:48.783598
REC-00000327,USER-0004522,CONTENT-001462,Similar to content you've watched with Redemption arc themes,"Trending content,Cast preference,Popular with similar users,Completion rate",0.9721120917168183,"Revenge quest,Friendship bonds",2025-11-11 05:31:48.783598
REC-00000328,USER-0000170,CONTENT-001927,Popular among viewers who share your interest in Drama and Generational conflict,"Theme similarity,Trending content,Completion rate,Narrative complexity",0.9111236155000452,"Love triangle,Time travel,Generational conflict",2025-11-11 05:36:48.783598
REC-00000329,USER-0002432,CONTENT-000306,Similar to content you've watched with Moral ambiguity themes,"Director preference,Trending content,Theme similarity,New release",0.7916733383823011,"Post-apocalyptic,Identity crisis,Historical drama",2025-11-11 05:41:48.783598
REC-00000330,USER-0002364,CONTENT-001491,Popular among viewers who share your interest in Adventure and Betrayal,"Highly rated,Cast preference",0.7668925717941978,"Generational conflict,Historical drama,Political power",2025-11-11 05:46:48.783598
REC-00000331,USER-0002113,CONTENT-000887,Recommended because you enjoyed similar Love triangle themes in Documentary content,"Director preference,Genre match",0.9697725782770542,"Moral ambiguity,Addiction recovery",2025-11-11 05:51:48.783598
REC-00000332,USER-0000426,CONTENT-001556,Based on your preference for Dark tone and Very Complex narrative complexity,"Tone preference,Narrative complexity",0.7327493842945387,"Social justice,Betrayal",2025-11-11 05:56:48.783598
REC-00000333,USER-0003602,CONTENT-001376,Based on your preference for Whimsical tone and Complex narrative complexity,"Genre match,Popular with similar users,Cast preference",0.7441987580205317,"Mental health,Parallel universes",2025-11-11 06:01:48.783598
REC-00000334,USER-0003524,CONTENT-001495,Recommended because you enjoyed similar Class struggle themes in Documentary content,"Tone preference,Highly rated",0.879016893240864,"Generational conflict,Identity crisis,Time travel",2025-11-11 06:06:48.783598
REC-00000335,USER-0004914,CONTENT-000639,Based on your preference for Intense tone and Very Complex narrative complexity,"Completion rate,Highly rated",0.826130001641645,"Identity crisis,Family dynamics",2025-11-11 06:11:48.783598
REC-00000336,USER-0001751,CONTENT-001735,Based on your preference for Gritty tone and Very Complex narrative complexity,"Cast preference,Theme similarity,Trending content",0.9704666784310254,"Moral ambiguity,Betrayal,Post-apocalyptic",2025-11-11 06:16:48.783598
REC-00000337,USER-0002520,CONTENT-001543,Popular among viewers who share your interest in Mystery and Identity crisis,"Highly rated,Popular with similar users,Cast preference",0.7035233261774683,"Social justice,Political power",2025-11-11 06:21:48.783598
REC-00000338,USER-0003991,CONTENT-001036,Matches your preference for Serious storytelling with Moderate plots,"Completion rate,Narrative complexity,New release,Trending content",0.9069082955999961,"Family dynamics,Historical drama",2025-11-11 06:26:48.783598
REC-00000339,USER-0003389,CONTENT-000766,Matches your preference for Intense storytelling with Complex plots,"Similar viewing history,Trending content",0.8781239525165938,"Addiction recovery,Betrayal,Generational conflict",2025-11-11 06:31:48.783598
REC-00000340,USER-0001539,CONTENT-000970,Popular among viewers who share your interest in Drama and Post-apocalyptic,"New release,Tone preference,Genre match",0.6504536790950094,"Friendship bonds,Corporate intrigue,Redemption arc",2025-11-11 06:36:48.783598
REC-00000341,USER-0003391,CONTENT-000790,Popular among viewers who share your interest in Crime and Family dynamics,"Narrative complexity,Director preference",0.8522903885460795,"Survival,Artificial intelligence,Family dynamics",2025-11-11 06:41:48.783598
REC-00000342,USER-0000969,CONTENT-001809,Matches your preference for Intense storytelling with Moderate plots,"Popular with similar users,Cast preference",0.706719344942982,"Coming of age,Love triangle,Good vs evil",2025-11-11 06:46:48.783598
REC-00000343,USER-0002455,CONTENT-001718,Similar to content you've watched with Family dynamics themes,"Popular with similar users,Tone preference,Trending content,Theme similarity",0.8259968512957531,"Time travel,Parallel universes,Identity crisis",2025-11-11 06:51:48.783598
REC-00000344,USER-0000941,CONTENT-000126,Based on your preference for Serious tone and Simple narrative complexity,"Cast preference,New release,Narrative complexity",0.8093261611970509,"Moral ambiguity,Mental health",2025-11-11 06:56:48.783598
REC-00000345,USER-0002090,CONTENT-001291,Based on your preference for Uplifting tone and Very Complex narrative complexity,"Similar viewing history,Completion rate",0.8158817489169787,"Social justice,Mental health,Historical drama",2025-11-11 07:01:48.783598
REC-00000346,USER-0004608,CONTENT-001516,Matches your preference for Intense storytelling with Simple plots,"New release,Popular with similar users",0.7510318364495133,"Artificial intelligence,Betrayal,Revenge quest",2025-11-11 07:06:48.783598
REC-00000347,USER-0004511,CONTENT-001949,Popular among viewers who share your interest in Documentary and Class struggle,"Similar viewing history,New release",0.8501957724269067,"Friendship bonds,Identity crisis,Class struggle",2025-11-11 07:11:48.783598
REC-00000348,USER-0001615,CONTENT-001640,Similar to content you've watched with Addiction recovery themes,"Completion rate,Similar viewing history,Cast preference",0.7956881794228635,"Moral ambiguity,Survival",2025-11-11 07:16:48.783598
REC-00000349,USER-0003341,CONTENT-001653,Recommended because you enjoyed similar Mental health themes in Fantasy content,"Tone preference,Trending content,Genre match",0.727610858996973,"Generational conflict,Survival,Coming of age",2025-11-11 07:21:48.783598
REC-00000350,USER-0002511,CONTENT-000682,Based on your preference for Whimsical tone and Complex narrative complexity,"Theme similarity,Popular with similar users,Completion rate",0.7360407164294637,"Post-apocalyptic,Love triangle,Good vs evil",2025-11-11 07:26:48.783598
REC-00000351,USER-0004188,CONTENT-001562,Similar to content you've watched with Redemption arc themes,"Completion rate,Tone preference,Similar viewing history,Highly rated",0.6511144864891651,"Generational conflict,Political power",2025-11-11 07:31:48.783598
REC-00000352,USER-0003580,CONTENT-000981,Popular among viewers who share your interest in Mystery and Revenge quest,"Popular with similar users,Director preference,Highly rated",0.7972063972320784,"Social justice,Coming of age",2025-11-11 07:36:48.783598
REC-00000353,USER-0000115,CONTENT-000595,Popular among viewers who share your interest in Documentary and Survival,"Trending content,Director preference,Popular with similar users",0.651856391978759,"Social justice,Friendship bonds",2025-11-11 07:41:48.783598
REC-00000354,USER-0004709,CONTENT-001666,Similar to content you've watched with Historical drama themes,"Trending content,Director preference,Genre match,Popular with similar users",0.9502912228462665,"Historical drama,Addiction recovery,Post-apocalyptic",2025-11-11 07:46:48.783598
REC-00000355,USER-0004464,CONTENT-000192,Popular among viewers who share your interest in Fantasy and Identity crisis,"Theme similarity,Genre match,New release,Narrative complexity",0.7872592378163035,"Coming of age,Betrayal,Revenge quest",2025-11-11 07:51:48.783598
REC-00000356,USER-0000518,CONTENT-001208,Matches your preference for Serious storytelling with Simple plots,"Popular with similar users,Highly rated",0.8777713374363503,"Corporate intrigue,Artificial intelligence",2025-11-11 07:56:48.783598
REC-00000357,USER-0002999,CONTENT-000700,Matches your preference for Whimsical storytelling with Very Complex plots,"Narrative complexity,Highly rated",0.9246644591086328,"Friendship bonds,Survival",2025-11-11 08:01:48.783598
REC-00000358,USER-0003682,CONTENT-000515,Matches your preference for Light storytelling with Moderate plots,"Highly rated,New release,Tone preference",0.8236627996483026,"Addiction recovery,Survival,Good vs evil",2025-11-11 08:06:48.783598
REC-00000359,USER-0004434,CONTENT-001249,Based on your preference for Serious tone and Complex narrative complexity,"Director preference,New release,Theme similarity,Tone preference",0.8323244576300874,"Mental health,Redemption arc",2025-11-11 08:11:48.783598
REC-00000360,USER-0001065,CONTENT-000027,Recommended because you enjoyed similar Family dynamics themes in Romance content,"Theme similarity,Director preference,Completion rate",0.68191015337773,"Survival,Family dynamics,Historical drama",2025-11-11 08:16:48.783598
REC-00000361,USER-0002660,CONTENT-000280,Based on your preference for Intense tone and Very Complex narrative complexity,"Trending content,Genre match",0.8557938941891565,"Generational conflict,Redemption arc,Time travel",2025-11-11 08:21:48.783598
REC-00000362,USER-0003468,CONTENT-001049,Similar to content you've watched with Artificial intelligence themes,"Narrative complexity,Director preference,Completion rate",0.8206439209309038,"Revenge quest,Survival",2025-11-11 08:26:48.783598
REC-00000363,USER-0002051,CONTENT-001041,Matches your preference for Light storytelling with Complex plots,"Narrative complexity,Popular with similar users,Completion rate",0.9366635707330965,"Social justice,Political power,Addiction recovery",2025-11-11 08:31:48.783598
REC-00000364,USER-0002086,CONTENT-001453,Popular among viewers who share your interest in Documentary and Survival,"New release,Theme similarity",0.7512536805278265,"Identity crisis,Friendship bonds",2025-11-11 08:36:48.783598
REC-00000365,USER-0004965,CONTENT-001068,Similar to content you've watched with Addiction recovery themes,"Genre match,Highly rated,Tone preference,Director preference",0.8778752639943822,"Artificial intelligence,Revenge quest,Addiction recovery",2025-11-11 08:41:48.783598
REC-00000366,USER-0000236,CONTENT-000025,Matches your preference for Intense storytelling with Simple plots,"Cast preference,New release,Theme similarity,Completion rate",0.7228260553457782,"Love triangle,Social justice",2025-11-11 08:46:48.783598
REC-00000367,USER-0001047,CONTENT-001843,Popular among viewers who share your interest in Horror and Coming of age,"Completion rate,Popular with similar users",0.7292502519559007,"Political power,Redemption arc,Coming of age",2025-11-11 08:51:48.783598
REC-00000368,USER-0001110,CONTENT-000723,Popular among viewers who share your interest in Comedy and Post-apocalyptic,"Tone preference,New release",0.6952474763541974,"Coming of age,Betrayal",2025-11-11 08:56:48.783598
REC-00000369,USER-0000680,CONTENT-001680,Similar to content you've watched with Coming of age themes,"Narrative complexity,Completion rate,Popular with similar users",0.8316320561331947,"Love triangle,Generational conflict,Revenge quest",2025-11-11 09:01:48.783598
REC-00000370,USER-0002869,CONTENT-000241,Similar to content you've watched with Identity crisis themes,"Genre match,Trending content,New release,Similar viewing history",0.8307394406179096,"Addiction recovery,Moral ambiguity,Betrayal",2025-11-11 09:06:48.783598
REC-00000371,USER-0001308,CONTENT-000877,Based on your preference for Dark tone and Very Complex narrative complexity,"Completion rate,Narrative complexity,Tone preference",0.9694461565027911,"Friendship bonds,Parallel universes",2025-11-11 09:11:48.783598
REC-00000372,USER-0002958,CONTENT-001579,Popular among viewers who share your interest in Drama and Friendship bonds,"New release,Highly rated,Cast preference,Narrative complexity",0.7499926315929756,"Generational conflict,Moral ambiguity,Class struggle",2025-11-11 09:16:48.783598
REC-00000373,USER-0000360,CONTENT-000817,Recommended because you enjoyed similar Moral ambiguity themes in Family content,"Trending content,Highly rated",0.7817130409933319,"Historical drama,Political power,Betrayal",2025-11-11 09:21:48.783598
REC-00000374,USER-0000777,CONTENT-001655,Matches your preference for Gritty storytelling with Simple plots,"Trending content,New release,Cast preference",0.6620208929539723,"Post-apocalyptic,Time travel,Survival",2025-11-11 09:26:48.783598
