user_id,subscriber_id,preference_vector,liked_themes,disliked_themes,preferred_genres,avoided_genres,preferred_tone,complexity_preference,session_count,profile_maturity,last_updated,cold_start_phase
USER-0000197,SUB-0000197,"0.8954,0.4657,0.8549,0.0573,0.0770,0.1421,0.8440,0.9698,0.7368,0.3997,0.7021,0.7968,0.8778,0.3412,0.7350,0.1306,0.2523,0.7238,0.3892,0.3744","Revenge quest,Love triangle,Class struggle,Political power","Corporate intrigue,Survival,Time travel","Drama,Animation",,Whimsical,Very Complex,15,Established,2025-09-24 13:01:48.711304,False
USER-0000198,SUB-0000198,"0.5244,0.1320,0.3418,0.4427,0.5407,0.8281,0.3951,0.9716,0.6119,0.1766,0.6944,0.9627,0.4601,0.5694,0.8490,0.6933,0.0185,0.1678,0.5426,0.5636","Redemption arc,Revenge quest,Corporate intrigue,Post-apocalyptic,Moral ambiguity,Generational conflict","Historical drama,Family dynamics","Horror,Adventure","Animation,Drama",Dark,Moderate,75,Mature,2025-09-24 13:16:48.711304,False
USER-0000199,SUB-0000199,"0.5295,0.3557,0.6110,0.8352,0.1997,0.9301,0.9635,0.0819,0.2860,0.2123,0.5300,0.7582,0.5582,0.5772,0.1821,0.6577,0.1532,0.8092,0.7921,0.9420","Parallel universes,Redemption arc,Addiction recovery,Betrayal,Revenge quest",Redemption arc,"Documentary,Adventure,Crime",,Dark,Complex,15,Established,2025-09-24 13:31:48.711304,False
USER-0000200,SUB-0000200,"0.7354,0.9088,0.7839,0.5282,0.7944,0.8714,0.3740,0.7143,0.7215,0.4946,0.4357,0.3734,0.7592,0.9353,0.1086,0.3250,0.0544,0.3509,0.0038,0.3969","Historical drama,Addiction recovery,Coming of age,Time travel,Political power","Post-apocalyptic,Revenge quest,Good vs evil","Documentary,Adventure,SciFi,Action",,Whimsical,Very Complex,5,Established,2025-09-24 13:46:48.711304,False
USER-0000201,SUB-0000201,"0.7959,0.9274,0.0909,0.5758,0.2866,0.9483,0.5492,0.7317,0.2452,0.3049,0.1354,0.8516,0.8023,0.4186,0.0411,0.6176,0.7943,0.3785,0.4010,0.3839","Redemption arc,Artificial intelligence,Social justice","Class struggle,Post-apocalyptic","Mystery,Documentary,Horror,Thriller",,Serious,Complex,35,Established,2025-09-24 14:01:48.711304,False
USER-0000202,SUB-0000202,"0.6193,0.8806,0.8718,0.6343,0.6339,0.0298,0.6133,0.7737,0.2763,0.8306,0.2652,0.2563,0.0984,0.3574,0.5129,0.1149,0.8781,0.7390,0.3227,0.7293","Parallel universes,Addiction recovery,Social justice,Identity crisis,Moral ambiguity",Class struggle,"SciFi,Fantasy,Drama",,Gritty,Very Complex,35,Mature,2025-09-24 14:16:48.711304,False
USER-0000203,SUB-0000203,"0.9030,0.9268,0.8375,0.1013,0.0835,0.9409,0.5552,0.4681,0.4195,0.2025,0.5162,0.5251,0.9557,0.0373,0.6943,1.0000,0.8699,0.4997,0.6573,0.2945","Corporate intrigue,Friendship bonds,Survival,Historical drama","Survival,Corporate intrigue","Mystery,Animation,Thriller","Romance,SciFi",Dark,Simple,15,Established,2025-09-24 14:31:48.711304,False
USER-0000204,SUB-0000204,"0.7642,0.1407,0.0836,0.6458,0.4590,0.4378,0.6467,0.8498,0.3410,0.0608,0.3443,0.1348,0.8812,0.2771,0.4283,0.6584,0.1430,0.9908,0.8989,0.8592","Parallel universes,Historical drama,Good vs evil,Corporate intrigue,Class struggle,Identity crisis","Redemption arc,Good vs evil","SciFi,Mystery",Fantasy,Dark,Moderate,5,Mature,2025-09-24 14:46:48.711304,False
USER-0000205,SUB-0000205,"0.0010,0.3238,0.8983,0.2548,0.7488,0.4238,0.3185,0.7241,0.1310,0.5180,0.7983,0.8443,0.9563,0.6281,0.4305,0.2881,0.3605,0.2653,0.0618,0.7789","Political power,Coming of age,Post-apocalyptic,Addiction recovery,Social justice,Time travel","Good vs evil,Betrayal,Family dynamics","SciFi,Family,Thriller,Animation",,Uplifting,Simple,75,Established,2025-09-24 15:01:48.711304,False
USER-0000206,SUB-0000206,"0.0316,0.5220,0.1916,0.6137,0.1056,0.7029,0.4480,0.4817,0.8884,0.7416,0.8727,0.8353,0.8191,0.9911,0.9497,0.1911,0.3646,0.9571,0.2667,0.7883","Identity crisis,Political power,Social justice,Love triangle,Moral ambiguity,Time travel",Time travel,"Crime,Comedy,Adventure",,Light,Complex,15,Developing,2025-09-24 15:16:48.711304,False
USER-0000207,SUB-0000207,"0.6301,0.2923,0.9270,0.6886,0.3368,0.1928,0.7444,0.4278,0.1444,0.2916,0.2981,0.4646,0.2677,0.4555,0.3670,0.5422,0.8965,0.9411,0.8485,0.5597","Betrayal,Social justice,Coming of age,Historical drama,Redemption arc,Good vs evil",Class struggle,"Thriller,Adventure","Family,Comedy",Gritty,Simple,5,Mature,2025-09-24 15:31:48.711304,False
USER-0000208,SUB-0000208,"0.1900,0.3124,0.6791,0.0199,0.2590,0.7526,0.7261,0.9513,0.1098,0.6823,0.3918,0.2708,0.9444,0.3782,0.8351,0.1289,0.6814,0.9086,0.0379,0.3089","Survival,Family dynamics,Corporate intrigue",Family dynamics,"Horror,Crime",,Serious,Simple,35,Established,2025-09-24 15:46:48.711304,True
USER-0000209,SUB-0000209,"0.3306,0.6139,0.4220,0.7590,0.4427,0.2078,0.4478,0.6412,0.3533,0.6794,0.8573,0.6976,0.4045,0.3002,0.3789,0.3711,0.4094,0.5816,0.0380,0.7076","Social justice,Moral ambiguity,Friendship bonds,Family dynamics,Artificial intelligence,Coming of age","Survival,Good vs evil,Moral ambiguity","Thriller,Drama,Fantasy,Documentary",,Intense,Very Complex,35,Developing,2025-09-24 16:01:48.711304,False
USER-0000210,SUB-0000210,"0.1004,0.8141,0.4868,0.1346,0.0939,0.5129,0.6421,0.5772,0.1104,0.8469,0.0805,0.0142,0.8524,0.5524,0.6324,0.3639,0.5714,0.2985,0.6908,0.4856","Identity crisis,Moral ambiguity,Time travel,Social justice,Addiction recovery","Good vs evil,Love triangle","Comedy,Family,Adventure",,Whimsical,Moderate,35,Developing,2025-09-24 16:16:48.711304,False
USER-0000211,SUB-0000211,"0.7573,0.4160,0.6436,0.4463,0.7850,0.5086,0.6212,0.3435,0.0736,0.6236,0.0882,0.2427,0.6453,0.2405,0.0319,0.4567,0.3702,0.7861,0.1473,0.7498","Betrayal,Mental health,Moral ambiguity,Revenge quest,Historical drama","Survival,Moral ambiguity,Social justice","Documentary,Fantasy,Horror,Animation",,Intense,Simple,2,Established,2025-09-24 16:31:48.711304,False
USER-0000212,SUB-0000212,"0.3308,0.4094,0.8748,0.9795,0.3646,0.4234,0.5601,0.6699,0.7373,0.9007,0.5776,0.4427,0.7719,0.7240,0.5979,0.0678,0.7909,0.9066,0.9997,0.5635","Historical drama,Generational conflict,Artificial intelligence","Political power,Generational conflict","Crime,Mystery",,Gritty,Simple,15,Established,2025-09-24 16:46:48.711304,False
USER-0000213,SUB-0000213,"0.5880,0.1699,0.4974,0.0892,0.8135,0.0155,0.1490,0.9249,0.7057,0.5147,0.5295,0.5472,0.9888,0.2448,0.8906,0.3921,0.8061,0.9383,0.0942,0.3404","Artificial intelligence,Friendship bonds,Historical drama,Mental health",Class struggle,"Drama,Thriller,Action",Comedy,Light,Simple,2,Established,2025-09-24 17:01:48.711304,False
USER-0000214,SUB-0000214,"0.4151,0.7763,0.7355,0.2358,0.8815,0.7358,0.5828,0.7332,0.3197,0.6114,0.6871,0.2237,0.5285,0.2279,0.5901,0.4547,0.3197,0.9777,0.5018,0.5338","Social justice,Parallel universes,Love triangle,Coming of age,Betrayal",Generational conflict,"SciFi,Thriller,Mystery",,Light,Very Complex,35,Cold Start,2025-09-24 17:16:48.711304,False
USER-0000215,SUB-0000215,"0.5578,0.1947,0.6087,0.7115,0.4721,0.5160,0.8101,0.2411,0.7981,0.9801,0.0414,0.3567,0.5385,0.2342,0.7641,0.5933,0.8093,0.3323,0.3696,0.8661","Class struggle,Good vs evil,Political power",Friendship bonds,"Action,Animation,Family,Mystery",,Uplifting,Very Complex,35,Developing,2025-09-24 17:31:48.711304,True
USER-0000216,SUB-0000216,"0.0683,0.6535,0.7135,0.6774,0.4288,0.2952,0.9104,0.5311,0.9362,0.5572,0.0912,0.8032,0.0470,0.5757,0.8695,0.3066,0.1023,0.2068,0.4987,0.1798","Corporate intrigue,Moral ambiguity,Parallel universes,Revenge quest",Artificial intelligence,"Action,Mystery,Thriller,Crime",Action,Gritty,Complex,15,Cold Start,2025-09-24 17:46:48.711304,False
USER-0000217,SUB-0000217,"0.7855,0.4174,0.0548,0.3108,0.0626,0.4236,0.0012,0.8791,0.4127,0.7853,0.7917,0.7810,0.9508,0.0322,0.0655,0.2372,0.9247,0.7103,0.6955,0.4710","Coming of age,Historical drama,Mental health,Parallel universes,Generational conflict","Social justice,Moral ambiguity,Revenge quest","Action,SciFi",,Serious,Very Complex,75,Developing,2025-09-24 18:01:48.711304,False
USER-0000218,SUB-0000218,"0.4700,0.0311,0.0723,0.0469,0.2987,0.6659,0.5939,0.2099,0.0895,0.1834,0.7475,0.4213,0.5271,0.1606,0.0098,0.6753,0.8371,0.3074,0.1990,0.6547","Class struggle,Artificial intelligence,Family dynamics,Revenge quest",Betrayal,"Mystery,Documentary,SciFi,Thriller","Romance,Horror",Gritty,Simple,35,Established,2025-09-24 18:16:48.711304,True
USER-0000219,SUB-0000219,"0.6677,0.3028,0.2812,0.8425,0.1253,0.5457,0.7094,0.2891,0.6139,0.4865,0.1907,0.0882,0.9945,0.2557,0.5856,0.2782,0.0870,0.3546,0.7703,0.5871","Generational conflict,Betrayal,Post-apocalyptic",Addiction recovery,"Comedy,Thriller,Crime",,Gritty,Complex,35,Established,2025-09-24 18:31:48.711304,True
USER-0000220,SUB-0000220,"0.1836,0.4070,0.6957,0.1004,0.6647,0.3333,0.6117,0.5975,0.4916,0.8737,0.2788,0.9688,0.0934,0.1992,0.9698,0.1425,0.6912,0.9651,0.4641,0.8456","Social justice,Political power,Identity crisis,Mental health,Class struggle",Parallel universes,"Fantasy,Drama,Romance,Thriller",,Light,Simple,35,Cold Start,2025-09-24 18:46:48.711304,False
USER-0000221,SUB-0000221,"0.8040,0.0562,0.0255,0.5249,0.8298,0.4915,0.0418,0.3980,0.7505,0.8282,0.0288,0.8807,0.2269,0.7013,0.8478,0.6268,0.5151,0.1098,0.3698,0.0895","Corporate intrigue,Artificial intelligence,Parallel universes,Identity crisis,Social justice","Parallel universes,Identity crisis,Good vs evil","SciFi,Comedy",Horror,Light,Complex,35,Established,2025-09-24 19:01:48.711304,False
USER-0000222,SUB-0000222,"0.3804,0.8623,0.6053,0.1233,0.4099,0.4633,0.9662,0.2670,0.5189,0.8696,0.3826,0.5006,0.9153,0.7686,0.8389,0.7711,0.4117,0.3722,0.0755,0.8136","Identity crisis,Moral ambiguity,Redemption arc,Betrayal","Post-apocalyptic,Corporate intrigue","Horror,Drama,SciFi,Crime",Comedy,Whimsical,Complex,35,Mature,2025-09-24 19:16:48.711304,True
USER-0000223,SUB-0000223,"0.4088,0.0812,0.8526,0.8251,0.5018,0.0383,0.3500,0.1257,0.7825,0.0621,0.6629,0.4577,0.7546,0.4784,0.2675,0.6846,0.9017,0.0530,0.8489,0.8117","Addiction recovery,Political power,Family dynamics,Friendship bonds",Betrayal,"Action,Adventure,SciFi",,Intense,Simple,5,Developing,2025-09-24 19:31:48.711304,False
USER-0000224,SUB-0000224,"0.7081,0.5548,0.3806,0.7284,0.2306,0.4795,0.3854,0.3549,0.3523,0.0166,0.8619,0.0001,0.4967,0.9018,0.3084,0.0534,0.9470,0.7879,0.4952,0.9089","Addiction recovery,Historical drama,Corporate intrigue,Moral ambiguity",Addiction recovery,"Documentary,Mystery,Animation,Horror",,Light,Simple,75,Developing,2025-09-24 19:46:48.711304,False
USER-0000225,SUB-0000225,"0.8526,0.3430,0.8863,0.1765,0.3630,0.1438,0.4083,0.3672,0.9054,0.4298,0.2559,0.5005,0.7380,0.3643,0.0585,0.3531,0.5511,0.8802,0.2331,0.0391","Parallel universes,Addiction recovery,Love triangle,Survival,Class struggle,Friendship bonds","Coming of age,Mental health","Crime,Action,Adventure",Drama,Gritty,Very Complex,2,Mature,2025-09-24 20:01:48.711304,False
USER-0000226,SUB-0000226,"0.6435,0.0175,0.4793,0.4460,0.4799,0.8008,0.8493,0.8692,0.7526,0.3259,0.5788,0.2965,0.0766,0.1498,0.5358,0.5138,0.1446,0.0651,0.5714,0.6680","Addiction recovery,Historical drama,Corporate intrigue,Mental health,Parallel universes,Moral ambiguity","Political power,Social justice","Horror,Animation,Crime,Family",Documentary,Intense,Simple,35,Developing,2025-09-24 20:16:48.711304,False
USER-0000227,SUB-0000227,"0.4848,0.1027,0.5005,0.4598,0.2130,0.0736,0.4226,0.7371,0.0521,0.8262,0.3612,0.2035,0.2614,0.1474,0.8908,0.3842,0.6141,0.3983,0.2738,0.4013","Class struggle,Redemption arc,Addiction recovery,Corporate intrigue,Artificial intelligence","Survival,Artificial intelligence,Moral ambiguity","Animation,Horror,Action,SciFi","Thriller,Mystery",Uplifting,Complex,35,Cold Start,2025-09-24 20:31:48.711304,False
USER-0000228,SUB-0000228,"0.5348,0.1445,0.1717,0.2072,0.0439,0.4250,0.1460,0.8501,0.4225,0.8527,0.8013,0.0849,0.9020,0.6666,0.8288,0.6133,0.6922,0.8951,0.9354,0.2982","Post-apocalyptic,Mental health,Friendship bonds,Corporate intrigue,Political power,Good vs evil",Family dynamics,"Comedy,Crime,Horror,Drama","SciFi,Family",Dark,Moderate,35,Established,2025-09-24 20:46:48.711304,False
USER-0000229,SUB-0000229,"0.1307,0.3944,0.6093,0.0073,0.1219,0.3704,0.7806,0.6363,0.1391,0.9540,0.3356,0.7517,0.3402,0.8633,0.1014,0.0426,0.3195,0.2888,0.0136,0.9123","Class struggle,Moral ambiguity,Historical drama,Addiction recovery,Love triangle,Post-apocalyptic","Time travel,Post-apocalyptic","Documentary,Animation,Family","Documentary,Horror",Intense,Simple,5,Mature,2025-09-24 21:01:48.711304,True
USER-0000230,SUB-0000230,"0.4583,0.5742,0.1079,0.6850,0.7591,0.1598,0.7487,0.2364,0.9406,0.6460,0.4741,0.0828,0.0716,0.6937,0.8369,0.8919,0.2897,0.8243,0.5316,0.2806","Redemption arc,Betrayal,Coming of age,Identity crisis","Revenge quest,Parallel universes","SciFi,Adventure,Action,Crime",Documentary,Intense,Very Complex,15,Mature,2025-09-24 21:16:48.711304,False
USER-0000231,SUB-0000231,"0.0529,0.0041,0.0010,0.8154,0.2804,0.8880,0.0684,0.1114,0.4784,0.3799,0.6565,0.9256,0.1786,0.8518,0.9684,0.1865,0.9808,0.5562,0.6241,0.4386","Revenge quest,Coming of age,Identity crisis",Generational conflict,"SciFi,Thriller,Animation","SciFi,Mystery",Gritty,Complex,15,Established,2025-09-24 21:31:48.711304,False
USER-0000232,SUB-0000232,"0.3916,0.1391,0.5737,0.8040,0.0344,0.1540,0.3340,0.7769,0.2810,0.4571,0.7621,0.6396,0.8816,0.4180,0.8685,0.3490,0.3503,0.6611,0.2834,0.1895","Generational conflict,Historical drama,Addiction recovery,Time travel,Artificial intelligence,Redemption arc","Political power,Friendship bonds","Drama,Action,Animation,Crime","Comedy,Family",Whimsical,Simple,5,Established,2025-09-24 21:46:48.711304,False
USER-0000233,SUB-0000233,"0.5682,0.4329,0.9526,0.7600,0.2001,0.3384,0.7414,0.4726,0.0184,0.6916,0.2766,0.5262,0.4714,0.9259,0.9869,0.9017,0.1728,0.4063,0.8279,0.5466","Artificial intelligence,Political power,Friendship bonds,Historical drama",Identity crisis,"SciFi,Family",Romance,Gritty,Very Complex,2,Established,2025-09-24 22:01:48.711304,False
USER-0000234,SUB-0000234,"0.2402,0.7260,0.4797,0.2063,0.2191,0.3585,0.2435,0.2334,0.8741,0.9535,0.1286,0.9169,0.5526,0.0020,0.9282,0.1436,0.2360,0.4190,0.3818,0.2164","Corporate intrigue,Addiction recovery,Identity crisis,Coming of age,Friendship bonds",Class struggle,"Fantasy,Family,Thriller",Family,Gritty,Very Complex,5,Cold Start,2025-09-24 22:16:48.711304,True
USER-0000235,SUB-0000235,"0.5115,0.8955,0.3621,0.9826,0.2674,0.5000,0.7969,0.0766,0.4110,0.3205,0.9720,0.0086,0.6289,0.0132,0.0368,0.4922,0.7243,0.2933,0.4937,0.4280","Good vs evil,Addiction recovery,Family dynamics,Identity crisis",Revenge quest,"Action,Fantasy",Thriller,Whimsical,Complex,15,Established,2025-09-24 22:31:48.711304,False
USER-0000236,SUB-0000236,"0.7023,0.9230,0.5824,0.1664,0.9956,0.9935,0.9900,0.6743,0.0165,0.9999,0.0599,0.2037,0.6816,0.2151,0.3182,0.6512,0.6038,0.5116,0.1741,0.7217","Love triangle,Family dynamics,Generational conflict,Betrayal,Class struggle,Coming of age","Revenge quest,Identity crisis","Adventure,Drama","Family,Comedy",Intense,Moderate,15,Mature,2025-09-24 22:46:48.711304,False
USER-0000237,SUB-0000237,"0.2046,0.4580,0.4739,0.2342,0.3387,0.4970,0.8134,0.1976,0.9350,0.4831,0.9457,0.5578,0.4609,0.3628,0.0376,0.8365,0.8821,0.9908,0.6959,0.3576","Historical drama,Class struggle,Family dynamics,Artificial intelligence,Parallel universes,Identity crisis","Parallel universes,Redemption arc,Identity crisis","Family,Romance,Comedy,Fantasy",Romance,Uplifting,Moderate,2,Established,2025-09-24 23:01:48.711304,False
USER-0000238,SUB-0000238,"0.6605,0.1483,0.0354,0.8296,0.0371,0.4713,0.0115,0.6397,0.1606,0.6914,0.3219,0.4462,0.7325,0.8032,0.9142,0.7231,0.4033,0.6702,0.4854,0.6992","Friendship bonds,Historical drama,Addiction recovery,Post-apocalyptic,Survival","Corporate intrigue,Parallel universes","Animation,Thriller",Documentary,Whimsical,Very Complex,75,Cold Start,2025-09-24 23:16:48.711304,True
USER-0000239,SUB-0000239,"0.1275,0.8089,0.0549,0.6055,0.2544,0.4075,0.1386,0.6482,0.5532,0.2209,0.5397,0.5040,0.6102,0.4832,0.3577,0.1825,0.1088,0.9003,0.2160,0.1522","Class struggle,Generational conflict,Addiction recovery,Artificial intelligence","Generational conflict,Addiction recovery,Time travel","Thriller,Fantasy,Documentary,Mystery",Family,Serious,Simple,2,Cold Start,2025-09-24 23:31:48.711304,True
USER-0000240,SUB-0000240,"0.0148,0.9163,0.0163,0.9304,0.7831,0.8362,0.5054,0.6226,0.2490,0.4279,0.2808,0.7018,0.2858,0.1711,0.4956,0.2585,0.2277,0.8945,0.9664,0.7047","Class struggle,Survival,Identity crisis,Artificial intelligence,Redemption arc","Parallel universes,Time travel","Thriller,SciFi,Adventure,Comedy","Drama,Documentary",Uplifting,Very Complex,35,Developing,2025-09-24 23:46:48.711304,False
USER-0000241,SUB-0000241,"0.2351,0.9158,0.1738,0.2455,0.7795,0.4765,0.7070,0.9382,0.8104,0.3365,0.9163,0.1459,0.9357,0.3179,0.4112,0.7870,0.6930,0.4122,0.5101,0.0916","Redemption arc,Time travel,Identity crisis,Post-apocalyptic,Moral ambiguity",Family dynamics,"Family,Comedy,Adventure,Crime","Romance,Family",Uplifting,Very Complex,75,Established,2025-09-25 00:01:48.711304,False
USER-0000242,SUB-0000242,"0.5795,0.8302,0.3833,0.2330,0.6744,0.1366,0.2619,0.4413,0.6669,0.4990,0.2758,0.8563,0.9761,0.6718,0.4819,0.0164,0.4340,0.8202,0.4201,0.0827","Moral ambiguity,Time travel,Revenge quest","Good vs evil,Mental health,Identity crisis","Family,Mystery,Adventure","Documentary,Adventure",Light,Very Complex,5,Mature,2025-09-25 00:16:48.711304,False
USER-0000243,SUB-0000243,"0.4255,0.5621,0.4531,0.6321,0.9931,0.9977,0.1124,0.3141,0.4907,0.9789,0.1676,0.4858,0.6913,0.6910,0.2738,0.0710,0.3635,0.1507,0.4070,0.3011","Revenge quest,Artificial intelligence,Social justice",Corporate intrigue,"Drama,Thriller,SciFi,Action","Comedy,Action",Serious,Simple,5,Mature,2025-09-25 00:31:48.711304,False
USER-0000244,SUB-0000244,"0.5725,0.3157,0.6801,0.5078,0.1507,0.1567,0.2323,0.8876,0.1826,0.7477,0.8818,0.2436,0.4413,0.4332,0.7652,0.3795,0.5825,0.9347,0.9484,0.8188","Historical drama,Social justice,Betrayal,Family dynamics",Family dynamics,"Horror,Adventure,Drama,Family",SciFi,Serious,Complex,2,Mature,2025-09-25 00:46:48.711304,True
USER-0000245,SUB-0000245,"0.1194,0.3320,0.1135,0.0840,0.3772,0.1685,0.3476,0.7663,0.6966,0.8024,0.0352,0.6009,0.5311,0.3653,0.1499,0.6783,0.8181,0.0492,0.0494,0.8574","Revenge quest,Generational conflict,Redemption arc,Moral ambiguity,Post-apocalyptic,Corporate intrigue",Generational conflict,"Animation,SciFi,Thriller",Horror,Light,Simple,75,Established,2025-09-25 01:01:48.711304,True
USER-0000246,SUB-0000246,"0.2728,0.3127,0.0018,0.9535,0.5703,0.0874,0.8368,0.0832,0.9765,0.5676,0.5842,0.7238,0.8919,0.2659,0.4308,0.5980,0.3758,0.7870,0.2969,0.9903","Mental health,Historical drama,Good vs evil,Identity crisis","Betrayal,Post-apocalyptic,Redemption arc","Mystery,Family","Thriller,Fantasy",Light,Very Complex,75,Developing,2025-09-25 01:16:48.711304,False
USER-0000247,SUB-0000247,"0.5045,0.6076,0.5122,0.8940,0.2497,0.3680,0.2950,0.0233,0.3378,0.6950,0.8249,0.5268,0.9504,0.1276,0.0637,0.2127,0.4735,0.5017,0.1800,0.4439","Revenge quest,Good vs evil,Redemption arc,Parallel universes,Coming of age,Love triangle",Betrayal,"Comedy,Horror,Family,Thriller","SciFi,Animation",Serious,Moderate,5,Established,2025-09-25 01:31:48.711304,False
USER-0000248,SUB-0000248,"0.8567,0.7348,0.2550,0.8283,0.6506,0.0350,0.0252,0.0406,0.1240,0.4457,0.2698,0.5410,0.6436,0.1396,0.9797,0.2807,0.7166,0.1168,0.5340,0.1016","Class struggle,Post-apocalyptic,Coming of age,Corporate intrigue,Love triangle,Good vs evil","Addiction recovery,Corporate intrigue","Comedy,Adventure","Comedy,Mystery",Intense,Very Complex,35,Mature,2025-09-25 01:46:48.711304,False
USER-0000249,SUB-0000249,"0.7048,0.6185,0.4084,0.4486,0.1222,0.5420,0.1202,0.2126,0.5559,0.3249,0.5269,0.5226,0.2105,0.1429,0.4142,0.9031,0.5694,0.7160,0.2415,0.7630","Time travel,Survival,Post-apocalyptic,Historical drama,Class struggle",Identity crisis,"Fantasy,Horror,Drama,SciFi","SciFi,Action",Intense,Simple,5,Established,2025-09-25 02:01:48.711304,False
USER-0000250,SUB-0000250,"0.7047,0.9955,0.3778,0.5427,0.2928,0.7234,0.1002,0.3469,0.1418,0.7667,0.0514,0.2015,0.9274,0.0900,0.7656,0.6981,0.3910,0.8900,0.2605,0.7421","Addiction recovery,Friendship bonds,Generational conflict,Mental health","Betrayal,Moral ambiguity","Thriller,SciFi,Crime","Adventure,Thriller",Dark,Very Complex,35,Established,2025-09-25 02:16:48.711304,False
USER-0000251,SUB-0000251,"0.7599,0.2028,0.0059,0.4491,0.2954,0.8890,0.5790,0.9991,0.7091,0.7231,0.7471,0.4166,0.6498,0.3395,0.2257,0.1248,0.9551,0.2420,0.0908,0.8150","Moral ambiguity,Identity crisis,Generational conflict","Moral ambiguity,Political power","Family,Adventure,Mystery",,Light,Very Complex,75,Mature,2025-09-25 02:31:48.711304,False
USER-0000252,SUB-0000252,"0.2773,0.4852,0.1335,0.2787,0.6105,0.0414,0.4336,0.4543,0.8010,0.3042,0.1370,0.8017,0.4658,0.5308,0.5837,0.4544,0.2237,0.8710,0.6190,0.4413","Artificial intelligence,Redemption arc,Parallel universes,Time travel",Addiction recovery,"Thriller,Drama,Family",SciFi,Whimsical,Moderate,5,Established,2025-09-25 02:46:48.711304,False
USER-0000253,SUB-0000253,"0.3949,0.0019,0.0380,0.2853,0.5283,0.8595,0.6887,0.7711,0.0858,0.6269,0.7166,0.5018,0.2341,0.1527,0.4807,0.1381,0.5675,0.9383,0.5413,0.0709","Social justice,Redemption arc,Betrayal,Family dynamics",Historical drama,"Adventure,Mystery",Thriller,Dark,Very Complex,15,Established,2025-09-25 03:01:48.711304,False
USER-0000254,SUB-0000254,"0.5812,0.4370,0.5306,0.8979,0.4113,0.2024,0.0700,0.1665,0.5194,0.2439,0.0328,0.3563,0.0402,0.3084,0.9609,0.4793,0.4007,0.8367,0.5514,0.0405","Addiction recovery,Class struggle,Coming of age,Mental health,Social justice,Good vs evil",Addiction recovery,"Crime,Fantasy,Horror",,Light,Moderate,75,Developing,2025-09-25 03:16:48.711304,True
USER-0000255,SUB-0000255,"0.2446,0.9657,0.6960,0.1800,0.4996,0.5532,0.1269,0.8018,0.4779,0.0062,0.2142,0.3532,0.0675,0.3282,0.3378,0.7974,0.6693,0.4074,0.9684,0.5856","Corporate intrigue,Class struggle,Identity crisis",Family dynamics,"Action,Fantasy,SciFi,Adventure",Mystery,Intense,Complex,2,Developing,2025-09-25 03:31:48.711304,False
USER-0000256,SUB-0000256,"0.2561,0.2360,0.7467,0.3861,0.1233,0.3328,0.8500,0.2324,0.8056,0.2498,0.8029,0.9203,0.6358,0.1389,0.7564,0.9174,0.8053,0.9971,0.3843,0.2607","Survival,Revenge quest,Love triangle,Generational conflict,Moral ambiguity,Class struggle","Mental health,Class struggle","Horror,Thriller,SciFi,Mystery",,Light,Moderate,5,Mature,2025-09-25 03:46:48.711304,False
USER-0000257,SUB-0000257,"0.9921,0.4061,0.4768,0.5983,0.1316,0.1039,0.9417,0.3660,0.8751,0.7287,0.2738,0.3455,0.3890,0.5154,0.5609,0.5561,0.1135,0.5400,0.3303,0.4833","Post-apocalyptic,Mental health,Revenge quest,Addiction recovery,Family dynamics",Coming of age,"Thriller,Adventure,Romance",Documentary,Intense,Simple,35,Established,2025-09-25 04:01:48.711304,False
USER-0000258,SUB-0000258,"0.4261,0.1858,0.1744,0.3839,0.5186,0.1031,0.6087,0.4514,0.7473,0.0593,0.5365,0.0963,0.8525,0.6938,0.2864,0.4971,0.2690,0.2864,0.1895,0.2541","Redemption arc,Friendship bonds,Parallel universes,Artificial intelligence,Time travel,Generational conflict",Parallel universes,"Action,Adventure",SciFi,Gritty,Complex,75,Mature,2025-09-25 04:16:48.711304,False
USER-0000259,SUB-0000259,"0.0386,0.2516,0.7555,0.0196,0.4622,0.5790,0.3245,0.1316,0.7109,0.3121,0.7066,0.9487,0.3543,0.8811,0.0009,0.6265,0.0517,0.6793,0.0471,0.5766","Artificial intelligence,Revenge quest,Political power","Coming of age,Survival","Comedy,Drama,Mystery,Romance",Animation,Gritty,Complex,2,Mature,2025-09-25 04:31:48.711304,False
USER-0000260,SUB-0000260,"0.3341,0.9359,0.7104,0.9587,0.4411,0.1689,0.4032,0.9410,0.1659,0.5539,0.4956,0.2435,0.0877,0.0195,0.1801,0.5925,0.1481,0.1692,0.3843,0.0093","Redemption arc,Social justice,Post-apocalyptic","Parallel universes,Artificial intelligence,Family dynamics","Comedy,Thriller,Adventure",Romance,Gritty,Complex,35,Developing,2025-09-25 04:46:48.711304,False
USER-0000261,SUB-0000261,"0.7487,0.0804,0.6908,0.6242,0.0404,0.2130,0.8967,0.7643,0.4928,0.5462,0.5818,0.4642,0.5812,0.3724,0.1709,0.4204,0.3143,0.0922,0.3577,0.1343","Family dynamics,Post-apocalyptic,Identity crisis,Historical drama,Social justice,Mental health","Post-apocalyptic,Identity crisis","SciFi,Horror,Documentary,Comedy",Mystery,Light,Simple,35,Developing,2025-09-25 05:01:48.711304,True
