@timestamp,transaction_id,command_code,application_id,result_code,origin_host,destination_host,response_time_ms,imsi_hash,hss_node,mme_host,transaction_success
2025-11-11 10:45:06.901367,txn-0000001646,Purge-UE,16777216,2001,mme-ce-48,hss-dc-12,20,imsi-332671,hss-dc-03,mme-so-36,True
2025-11-11 10:45:31.901367,txn-0000001647,Insert-Subscriber-Data,16777216,2001,mme-so-43,hss-dc-16,90,imsi-179692,hss-dc-08,mme-no-34,True
2025-11-11 10:45:56.901367,txn-0000001648,Authentication-Information,16777238,3002,mme-so-32,hss-dc-10,87,imsi-815824,hss-dc-10,mme-no-07,True
2025-11-11 10:46:21.901367,txn-0000001649,Update-Location,16777238,2001,mme-ce-41,hss-dc-07,39,imsi-552493,hss-dc-13,mme-ce-20,True
2025-11-11 10:46:46.901367,txn-0000001650,Update-Location,16777251,2001,mme-so-11,hss-dc-16,27,imsi-583440,hss-dc-20,mme-no-08,True
2025-11-11 10:47:11.901367,txn-0000001651,Purge-UE,16777251,2001,mme-ce-46,hss-dc-17,54,imsi-583686,hss-dc-10,mme-no-16,True
2025-11-11 10:47:36.901367,txn-0000001652,Purge-UE,16777251,2001,mme-no-34,hss-dc-02,20,imsi-188950,hss-dc-08,mme-ce-20,True
2025-11-11 10:48:01.901367,txn-0000001653,Update-Location,16777251,2001,mme-ce-46,hss-dc-14,12,imsi-925874,hss-dc-11,mme-no-12,True
2025-11-11 10:48:26.901367,txn-0000001654,Update-Location,16777238,2001,mme-no-22,hss-dc-01,49,imsi-604391,hss-dc-06,mme-no-15,True
2025-11-11 10:48:51.901367,txn-0000001655,Insert-Subscriber-Data,16777238,2001,mme-so-14,hss-dc-08,129,imsi-472881,hss-dc-18,mme-no-08,True
2025-11-11 10:49:16.901367,txn-0000001656,Authentication-Information,16777238,2001,mme-no-29,hss-dc-13,10,imsi-455341,hss-dc-04,mme-no-29,False
2025-11-11 10:49:41.901367,txn-0000001657,Update-Location,16777216,2001,mme-so-02,hss-dc-19,338,imsi-357558,hss-dc-03,mme-ce-46,True
2025-11-11 10:50:06.901367,txn-0000001658,Authentication-Information,16777238,2001,mme-no-27,hss-dc-11,40,imsi-493117,hss-dc-10,mme-no-29,True
2025-11-11 10:50:31.901367,txn-0000001659,Authentication-Information,16777251,2001,mme-so-09,hss-dc-14,10,imsi-154558,hss-dc-03,mme-no-12,True
2025-11-11 10:50:56.901367,txn-0000001660,Authentication-Information,16777238,2001,mme-so-10,hss-dc-15,22,imsi-818015,hss-dc-09,mme-no-22,True
2025-11-11 10:51:21.901367,txn-0000001661,Update-Location,16777251,2001,mme-ce-46,hss-dc-19,29,imsi-985923,hss-dc-11,mme-so-03,True
2025-11-11 10:51:46.901367,txn-0000001662,Authentication-Information,16777238,2001,mme-ce-41,hss-dc-01,14,imsi-126183,hss-dc-13,mme-no-07,True
2025-11-11 10:52:11.901367,txn-0000001663,Purge-UE,16777251,5001,mme-ce-46,hss-dc-08,31,imsi-385918,hss-dc-16,mme-so-30,True
2025-11-11 10:52:36.901367,txn-0000001664,Update-Location,16777216,2001,mme-no-34,hss-dc-17,21,imsi-168905,hss-dc-07,mme-no-33,True
2025-11-11 10:53:01.901367,txn-0000001665,Authentication-Information,16777216,2001,mme-no-12,hss-dc-16,26,imsi-591048,hss-dc-03,mme-no-45,True
2025-11-11 10:53:26.901367,txn-0000001666,Authentication-Information,16777238,2001,mme-so-23,hss-dc-18,54,imsi-972083,hss-dc-12,mme-ce-20,True
2025-11-11 10:53:51.901367,txn-0000001667,Update-Location,16777251,5001,mme-so-03,hss-dc-01,27,imsi-670306,hss-dc-13,mme-no-27,False
2025-11-11 10:54:16.901367,txn-0000001668,Authentication-Information,16777251,2001,mme-so-42,hss-dc-10,41,imsi-121639,hss-dc-08,mme-ce-19,True
2025-11-11 10:54:41.901367,txn-0000001669,Insert-Subscriber-Data,16777216,2001,mme-ce-24,hss-dc-06,12,imsi-950368,hss-dc-17,mme-ce-19,False
2025-11-11 10:55:06.901367,txn-0000001670,Cancel-Location,16777251,2001,mme-no-31,hss-dc-06,146,imsi-513975,hss-dc-20,mme-so-18,True
2025-11-11 10:55:31.901367,txn-0000001671,Purge-UE,16777238,2001,mme-no-22,hss-dc-02,28,imsi-258952,hss-dc-13,mme-so-14,True
2025-11-11 10:55:56.901367,txn-0000001672,Update-Location,16777216,2001,mme-ce-21,hss-dc-19,142,imsi-886376,hss-dc-09,mme-so-42,True
2025-11-11 10:56:21.901367,txn-0000001673,Cancel-Location,16777251,2001,mme-no-45,hss-dc-08,21,imsi-907631,hss-dc-05,mme-so-05,True
2025-11-11 10:56:46.901367,txn-0000001674,Update-Location,16777238,2001,mme-no-37,hss-dc-02,68,imsi-683755,hss-dc-02,mme-no-34,True
2025-11-11 10:57:11.901367,txn-0000001675,Authentication-Information,16777251,2001,mme-no-34,hss-dc-08,46,imsi-753777,hss-dc-06,mme-no-39,True
2025-11-11 10:57:36.901367,txn-0000001676,Authentication-Information,16777238,2001,mme-so-05,hss-dc-17,17,imsi-562583,hss-dc-11,mme-so-30,True
2025-11-11 10:58:01.901367,txn-0000001677,Update-Location,16777216,2001,mme-no-49,hss-dc-16,213,imsi-123630,hss-dc-03,mme-no-17,True
2025-11-11 10:58:26.901367,txn-0000001678,Insert-Subscriber-Data,16777216,2001,mme-so-05,hss-dc-11,45,imsi-666760,hss-dc-09,mme-so-09,True
2025-11-11 10:58:51.901367,txn-0000001679,Update-Location,16777216,2001,mme-ce-41,hss-dc-19,37,imsi-196248,hss-dc-19,mme-no-29,True
2025-11-11 10:59:16.901367,txn-0000001680,Authentication-Information,16777216,2001,mme-no-22,hss-dc-12,44,imsi-859586,hss-dc-03,mme-so-03,True
2025-11-11 10:59:41.901367,txn-0000001681,Purge-UE,16777216,2001,mme-no-12,hss-dc-04,12,imsi-209027,hss-dc-20,mme-ce-46,True
2025-11-11 11:00:06.901367,txn-0000001682,Authentication-Information,16777216,2001,mme-so-02,hss-dc-03,17,imsi-416631,hss-dc-18,mme-no-06,True
2025-11-11 11:00:31.901367,txn-0000001683,Insert-Subscriber-Data,16777238,5001,mme-no-47,hss-dc-14,12,imsi-413391,hss-dc-14,mme-so-43,True
2025-11-11 11:00:56.901367,txn-0000001684,Authentication-Information,16777238,2001,mme-ce-48,hss-dc-10,33,imsi-601209,hss-dc-03,mme-so-42,True
2025-11-11 11:01:21.901367,txn-0000001685,Cancel-Location,16777251,2001,mme-no-34,hss-dc-16,39,imsi-213429,hss-dc-16,mme-so-28,True
2025-11-11 11:01:46.901367,txn-0000001686,Purge-UE,16777251,2001,mme-so-30,hss-dc-16,16,imsi-421834,hss-dc-11,mme-so-14,True
2025-11-11 11:02:11.901367,txn-0000001687,Authentication-Information,16777238,2001,mme-so-10,hss-dc-02,13,imsi-865998,hss-dc-09,mme-no-47,True
2025-11-11 11:02:36.901367,txn-0000001688,Update-Location,16777216,2001,mme-no-17,hss-dc-16,73,imsi-280402,hss-dc-07,mme-no-39,True
2025-11-11 11:03:01.901367,txn-0000001689,Insert-Subscriber-Data,16777216,2001,mme-so-09,hss-dc-07,9,imsi-658357,hss-dc-15,mme-ce-44,True
2025-11-11 11:03:26.901367,txn-0000001690,Authentication-Information,16777216,2001,mme-no-29,hss-dc-06,43,imsi-512117,hss-dc-08,mme-no-04,True
2025-11-11 11:03:51.901367,txn-0000001691,Update-Location,16777238,2001,mme-no-38,hss-dc-17,87,imsi-705759,hss-dc-18,mme-so-03,True
2025-11-11 11:04:16.901367,txn-0000001692,Authentication-Information,16777216,2001,mme-so-32,hss-dc-11,134,imsi-519690,hss-dc-11,mme-no-45,True
2025-11-11 11:04:41.901367,txn-0000001693,Authentication-Information,16777238,5012,mme-no-37,hss-dc-20,23,imsi-825183,hss-dc-09,mme-no-27,True
2025-11-11 11:05:06.901367,txn-0000001694,Purge-UE,16777216,2001,mme-no-04,hss-dc-01,33,imsi-676090,hss-dc-09,mme-no-27,True
2025-11-11 11:05:31.901367,txn-0000001695,Update-Location,16777251,2001,mme-so-35,hss-dc-07,8,imsi-650787,hss-dc-14,mme-so-50,True
2025-11-11 11:05:56.901367,txn-0000001696,Authentication-Information,16777216,2001,mme-ce-46,hss-dc-10,32,imsi-750714,hss-dc-17,mme-no-31,True
2025-11-11 11:06:21.901367,txn-0000001697,Update-Location,16777251,2001,mme-no-47,hss-dc-11,65,imsi-892578,hss-dc-13,mme-no-07,True
2025-11-11 11:06:46.901367,txn-0000001698,Purge-UE,16777238,2001,mme-so-14,hss-dc-05,18,imsi-272791,hss-dc-04,mme-so-11,True
2025-11-11 11:07:11.901367,txn-0000001699,Update-Location,16777251,2001,mme-ce-48,hss-dc-15,43,imsi-957473,hss-dc-19,mme-no-38,True
2025-11-11 11:07:36.901367,txn-0000001700,Update-Location,16777216,2001,mme-no-31,hss-dc-17,29,imsi-785640,hss-dc-11,mme-no-38,False
2025-11-11 11:08:01.901367,txn-0000001701,Authentication-Information,16777216,2001,mme-no-15,hss-dc-07,10,imsi-663932,hss-dc-04,mme-no-38,True
2025-11-11 11:08:26.901367,txn-0000001702,Authentication-Information,16777251,2001,mme-so-32,hss-dc-01,49,imsi-598862,hss-dc-17,mme-no-37,True
2025-11-11 11:08:51.901367,txn-0000001703,Authentication-Information,16777238,2001,mme-ce-19,hss-dc-19,86,imsi-862706,hss-dc-02,mme-ce-24,True
2025-11-11 11:09:16.901367,txn-0000001704,Cancel-Location,16777216,2001,mme-no-15,hss-dc-19,138,imsi-145092,hss-dc-01,mme-so-05,True
2025-11-11 11:09:41.901367,txn-0000001705,Authentication-Information,16777238,2001,mme-so-10,hss-dc-14,16,imsi-852978,hss-dc-07,mme-so-23,True
2025-11-11 11:10:06.901367,txn-0000001706,Authentication-Information,16777238,2001,mme-no-13,hss-dc-17,72,imsi-662795,hss-dc-04,mme-no-08,True
2025-11-11 11:10:31.901367,txn-0000001707,Insert-Subscriber-Data,16777238,2001,mme-so-05,hss-dc-02,19,imsi-515828,hss-dc-18,mme-so-02,True
2025-11-11 11:10:56.901367,txn-0000001708,Authentication-Information,16777251,2001,mme-no-12,hss-dc-14,51,imsi-127742,hss-dc-01,mme-no-45,True
2025-11-11 11:11:21.901367,txn-0000001709,Authentication-Information,16777251,2001,mme-no-15,hss-dc-14,48,imsi-527443,hss-dc-02,mme-so-10,True
2025-11-11 11:11:46.901367,txn-0000001710,Authentication-Information,16777238,2001,mme-ce-21,hss-dc-02,23,imsi-692570,hss-dc-11,mme-so-35,True
2025-11-11 11:12:11.901367,txn-0000001711,Purge-UE,16777251,2001,mme-no-13,hss-dc-14,24,imsi-725741,hss-dc-02,mme-no-34,False
2025-11-11 11:12:36.901367,txn-0000001712,Authentication-Information,16777251,2001,mme-no-40,hss-dc-09,85,imsi-709794,hss-dc-06,mme-no-45,True
2025-11-11 11:13:01.901367,txn-0000001713,Cancel-Location,16777251,2001,mme-ce-26,hss-dc-11,12,imsi-147773,hss-dc-11,mme-so-05,True
2025-11-11 11:13:26.901367,txn-0000001714,Update-Location,16777251,2001,mme-no-40,hss-dc-07,44,imsi-314758,hss-dc-13,mme-ce-24,False
2025-11-11 11:13:51.901367,txn-0000001715,Authentication-Information,16777251,2001,mme-so-11,hss-dc-18,50,imsi-685604,hss-dc-18,mme-ce-21,True
2025-11-11 11:14:16.901367,txn-0000001716,Cancel-Location,16777216,2001,mme-no-22,hss-dc-01,4,imsi-309946,hss-dc-01,mme-so-03,True
2025-11-11 11:14:41.901367,txn-0000001717,Authentication-Information,16777216,2001,mme-no-25,hss-dc-08,33,imsi-675589,hss-dc-07,mme-ce-46,True
2025-11-11 11:15:06.901367,txn-0000001718,Purge-UE,16777251,2001,mme-so-18,hss-dc-17,13,imsi-255714,hss-dc-05,mme-so-09,True
2025-11-11 11:15:31.901367,txn-0000001719,Authentication-Information,16777216,2001,mme-no-34,hss-dc-20,74,imsi-632248,hss-dc-20,mme-ce-21,True
2025-11-11 11:15:56.901367,txn-0000001720,Insert-Subscriber-Data,16777216,2001,mme-no-01,hss-dc-13,43,imsi-478387,hss-dc-05,mme-no-13,True
2025-11-11 11:16:21.901367,txn-0000001721,Update-Location,16777216,2001,mme-so-43,hss-dc-02,68,imsi-294988,hss-dc-17,mme-no-45,True
2025-11-11 11:16:46.901367,txn-0000001722,Update-Location,16777251,2001,mme-no-47,hss-dc-03,23,imsi-464886,hss-dc-12,mme-no-08,True
2025-11-11 11:17:11.901367,txn-0000001723,Insert-Subscriber-Data,16777216,2001,mme-ce-41,hss-dc-08,46,imsi-548802,hss-dc-12,mme-no-29,True
2025-11-11 11:17:36.901367,txn-0000001724,Authentication-Information,16777216,2001,mme-no-38,hss-dc-01,244,imsi-889110,hss-dc-20,mme-no-31,True
2025-11-11 11:18:01.901367,txn-0000001725,Update-Location,16777251,2001,mme-no-29,hss-dc-13,48,imsi-984849,hss-dc-02,mme-so-09,True
2025-11-11 11:18:26.901367,txn-0000001726,Insert-Subscriber-Data,16777251,2001,mme-no-31,hss-dc-15,43,imsi-568266,hss-dc-10,mme-so-43,True
2025-11-11 11:18:51.901367,txn-0000001727,Cancel-Location,16777238,2001,mme-so-50,hss-dc-08,25,imsi-790828,hss-dc-15,mme-no-33,True
2025-11-11 11:19:16.901367,txn-0000001728,Update-Location,16777238,2001,mme-ce-44,hss-dc-02,22,imsi-507617,hss-dc-20,mme-no-45,True
2025-11-11 11:19:41.901367,txn-0000001729,Update-Location,16777238,2001,mme-so-42,hss-dc-17,31,imsi-915596,hss-dc-05,mme-ce-26,False
2025-11-11 11:20:06.901367,txn-0000001730,Update-Location,16777251,2001,mme-no-27,hss-dc-06,174,imsi-224222,hss-dc-08,mme-no-45,True
2025-11-11 11:20:31.901367,txn-0000001731,Insert-Subscriber-Data,16777251,2001,mme-no-34,hss-dc-11,29,imsi-559758,hss-dc-01,mme-so-35,True
2025-11-11 11:20:56.901367,txn-0000001732,Purge-UE,16777251,2001,mme-so-42,hss-dc-02,83,imsi-172950,hss-dc-18,mme-no-39,True
2025-11-11 11:21:21.901367,txn-0000001733,Update-Location,16777251,2001,mme-no-40,hss-dc-14,54,imsi-907666,hss-dc-14,mme-so-50,True
2025-11-11 11:21:46.901367,txn-0000001734,Cancel-Location,16777216,2001,mme-no-31,hss-dc-02,36,imsi-304459,hss-dc-17,mme-so-28,True
2025-11-11 11:22:11.901367,txn-0000001735,Authentication-Information,16777238,2001,mme-no-25,hss-dc-19,31,imsi-880574,hss-dc-07,mme-so-18,True
2025-11-11 11:22:36.901367,txn-0000001736,Authentication-Information,16777251,2001,mme-no-07,hss-dc-09,113,imsi-961827,hss-dc-01,mme-so-09,True
2025-11-11 11:23:01.901367,txn-0000001737,Authentication-Information,16777251,2001,mme-so-35,hss-dc-18,14,imsi-429077,hss-dc-14,mme-no-07,True
2025-11-11 11:23:26.901367,txn-0000001738,Authentication-Information,16777238,2001,mme-so-11,hss-dc-17,14,imsi-965198,hss-dc-20,mme-no-38,True
2025-11-11 11:23:51.901367,txn-0000001739,Update-Location,16777238,2001,mme-no-22,hss-dc-04,11,imsi-377688,hss-dc-14,mme-no-07,True
2025-11-11 11:24:16.901367,txn-0000001740,Authentication-Information,16777251,2001,mme-ce-41,hss-dc-13,8,imsi-591466,hss-dc-10,mme-no-22,True
2025-11-11 11:24:41.901367,txn-0000001741,Authentication-Information,16777251,2001,mme-ce-44,hss-dc-03,46,imsi-690919,hss-dc-07,mme-so-09,True
2025-11-11 11:25:06.901367,txn-0000001742,Cancel-Location,16777216,2001,mme-so-09,hss-dc-13,37,imsi-421611,hss-dc-13,mme-no-38,True
2025-11-11 11:25:31.901367,txn-0000001743,Update-Location,16777216,2001,mme-no-34,hss-dc-17,50,imsi-860820,hss-dc-04,mme-so-23,True
2025-11-11 11:25:56.901367,txn-0000001744,Cancel-Location,16777238,2001,mme-ce-26,hss-dc-07,29,imsi-455687,hss-dc-12,mme-ce-24,True
2025-11-11 11:26:21.901367,txn-0000001745,Authentication-Information,16777216,2001,mme-no-38,hss-dc-09,12,imsi-734750,hss-dc-03,mme-no-13,True
2025-11-11 11:26:46.901367,txn-0000001746,Authentication-Information,16777251,2001,mme-so-36,hss-dc-13,43,imsi-373422,hss-dc-03,mme-so-30,True
2025-11-11 11:27:11.901367,txn-0000001747,Authentication-Information,16777238,2001,mme-so-03,hss-dc-01,20,imsi-725485,hss-dc-06,mme-no-39,True
2025-11-11 11:27:36.901367,txn-0000001748,Update-Location,16777251,2001,mme-so-05,hss-dc-18,13,imsi-249276,hss-dc-18,mme-no-40,True
2025-11-11 11:28:01.901367,txn-0000001749,Cancel-Location,16777251,2001,mme-so-23,hss-dc-20,32,imsi-754054,hss-dc-14,mme-no-45,True
2025-11-11 11:28:26.901367,txn-0000001750,Update-Location,16777216,2001,mme-no-16,hss-dc-07,7,imsi-306700,hss-dc-14,mme-no-15,True
2025-11-11 11:28:51.901367,txn-0000001751,Insert-Subscriber-Data,16777216,2001,mme-so-30,hss-dc-12,5,imsi-993751,hss-dc-13,mme-ce-20,True
2025-11-11 11:29:16.901367,txn-0000001752,Authentication-Information,16777251,2001,mme-no-29,hss-dc-14,22,imsi-533078,hss-dc-16,mme-so-32,False
2025-11-11 11:29:41.901367,txn-0000001753,Purge-UE,16777216,5001,mme-so-42,hss-dc-06,17,imsi-174636,hss-dc-17,mme-no-07,True
2025-11-11 11:30:06.901367,txn-0000001754,Authentication-Information,16777238,2001,mme-no-15,hss-dc-03,35,imsi-144887,hss-dc-09,mme-so-32,True
2025-11-11 11:30:31.901367,txn-0000001755,Insert-Subscriber-Data,16777251,2001,mme-so-14,hss-dc-07,10,imsi-309623,hss-dc-05,mme-so-02,True
2025-11-11 11:30:56.901367,txn-0000001756,Authentication-Information,16777238,5003,mme-ce-24,hss-dc-02,17,imsi-698983,hss-dc-19,mme-no-15,True
2025-11-11 11:31:21.901367,txn-0000001757,Update-Location,16777216,2001,mme-so-28,hss-dc-09,38,imsi-251600,hss-dc-08,mme-no-13,True
2025-11-11 11:31:46.901367,txn-0000001758,Authentication-Information,16777216,2001,mme-no-01,hss-dc-02,72,imsi-779557,hss-dc-15,mme-so-09,True
2025-11-11 11:32:11.901367,txn-0000001759,Authentication-Information,16777238,2001,mme-no-04,hss-dc-19,30,imsi-236543,hss-dc-05,mme-no-01,True
2025-11-11 11:32:36.901367,txn-0000001760,Purge-UE,16777251,2001,mme-so-23,hss-dc-09,93,imsi-513873,hss-dc-02,mme-no-17,True
2025-11-11 11:33:01.901367,txn-0000001761,Cancel-Location,16777251,2001,mme-so-03,hss-dc-16,10,imsi-916088,hss-dc-11,mme-so-11,True
2025-11-11 11:33:26.901367,txn-0000001762,Insert-Subscriber-Data,16777216,2001,mme-no-07,hss-dc-12,6,imsi-580228,hss-dc-15,mme-no-22,True
2025-11-11 11:33:51.901367,txn-0000001763,Authentication-Information,16777251,2001,mme-ce-26,hss-dc-19,18,imsi-768974,hss-dc-12,mme-no-47,True
2025-11-11 11:34:16.901367,txn-0000001764,Authentication-Information,16777238,2001,mme-no-38,hss-dc-09,59,imsi-869404,hss-dc-18,mme-no-34,True
2025-11-11 11:34:41.901367,txn-0000001765,Cancel-Location,16777251,2001,mme-so-50,hss-dc-15,152,imsi-695459,hss-dc-02,mme-no-49,True
2025-11-11 11:35:06.901367,txn-0000001766,Purge-UE,16777238,2001,mme-so-50,hss-dc-19,11,imsi-121818,hss-dc-12,mme-so-14,True
2025-11-11 11:35:31.901367,txn-0000001767,Authentication-Information,16777216,2001,mme-so-02,hss-dc-01,90,imsi-563014,hss-dc-14,mme-so-30,True
2025-11-11 11:35:56.901367,txn-0000001768,Update-Location,16777251,2001,mme-no-04,hss-dc-20,10,imsi-405694,hss-dc-17,mme-so-14,True
2025-11-11 11:36:21.901367,txn-0000001769,Update-Location,16777238,2001,mme-so-50,hss-dc-19,62,imsi-335949,hss-dc-02,mme-no-17,True
2025-11-11 11:36:46.901367,txn-0000001770,Update-Location,16777251,2001,mme-no-39,hss-dc-18,14,imsi-396617,hss-dc-04,mme-no-34,True
2025-11-11 11:37:11.901367,txn-0000001771,Authentication-Information,16777238,2001,mme-ce-46,hss-dc-20,23,imsi-612365,hss-dc-05,mme-so-23,True
2025-11-11 11:37:36.901367,txn-0000001772,Authentication-Information,16777251,2001,mme-no-17,hss-dc-17,19,imsi-441364,hss-dc-12,mme-so-42,True
2025-11-11 11:38:01.901367,txn-0000001773,Cancel-Location,16777216,2001,mme-no-07,hss-dc-03,34,imsi-626952,hss-dc-07,mme-no-47,True
2025-11-11 11:38:26.901367,txn-0000001774,Cancel-Location,16777251,2001,mme-no-13,hss-dc-05,97,imsi-454901,hss-dc-08,mme-no-38,True
2025-11-11 11:38:51.901367,txn-0000001775,Update-Location,16777216,5001,mme-no-31,hss-dc-19,5,imsi-269119,hss-dc-02,mme-no-37,True
2025-11-11 11:39:16.901367,txn-0000001776,Cancel-Location,16777216,2001,mme-so-35,hss-dc-09,14,imsi-859530,hss-dc-09,mme-so-05,True
2025-11-11 11:39:41.901367,txn-0000001777,Authentication-Information,16777251,2001,mme-no-33,hss-dc-20,191,imsi-359165,hss-dc-16,mme-no-47,True
2025-11-11 11:40:06.901367,txn-0000001778,Update-Location,16777216,2001,mme-no-38,hss-dc-03,24,imsi-207383,hss-dc-08,mme-no-37,True
2025-11-11 11:40:31.901367,txn-0000001779,Authentication-Information,16777216,2001,mme-no-07,hss-dc-08,72,imsi-415152,hss-dc-20,mme-no-25,True
2025-11-11 11:40:56.901367,txn-0000001780,Cancel-Location,16777216,2001,mme-so-30,hss-dc-03,91,imsi-726478,hss-dc-02,mme-ce-24,True
2025-11-11 11:41:21.901367,txn-0000001781,Authentication-Information,16777238,2001,mme-so-28,hss-dc-04,75,imsi-367570,hss-dc-07,mme-so-36,True
2025-11-11 11:41:46.901367,txn-0000001782,Insert-Subscriber-Data,16777251,2001,mme-no-29,hss-dc-12,8,imsi-463522,hss-dc-02,mme-ce-21,True
2025-11-11 11:42:11.901367,txn-0000001783,Purge-UE,16777238,2001,mme-so-36,hss-dc-06,19,imsi-575829,hss-dc-10,mme-so-30,True
2025-11-11 11:42:36.901367,txn-0000001784,Authentication-Information,16777251,2001,mme-no-07,hss-dc-09,133,imsi-501707,hss-dc-06,mme-no-39,True
2025-11-11 11:43:01.901367,txn-0000001785,Purge-UE,16777216,2001,mme-no-15,hss-dc-06,10,imsi-527792,hss-dc-11,mme-ce-19,True
2025-11-11 11:43:26.901367,txn-0000001786,Authentication-Information,16777216,2001,mme-no-07,hss-dc-18,36,imsi-261363,hss-dc-12,mme-so-43,True
2025-11-11 11:43:51.901367,txn-0000001787,Cancel-Location,16777251,2001,mme-no-39,hss-dc-05,21,imsi-859756,hss-dc-20,mme-no-22,True
2025-11-11 11:44:16.901367,txn-0000001788,Authentication-Information,16777238,2001,mme-no-29,hss-dc-04,15,imsi-228072,hss-dc-08,mme-so-03,True
2025-11-11 11:44:41.901367,txn-0000001789,Update-Location,16777251,2001,mme-ce-48,hss-dc-10,35,imsi-550215,hss-dc-18,mme-so-02,True
2025-11-11 11:45:06.901367,txn-0000001790,Update-Location,16777251,2001,mme-so-43,hss-dc-12,16,imsi-412924,hss-dc-05,mme-ce-48,True
2025-11-11 11:45:31.901367,txn-0000001791,Update-Location,16777251,2001,mme-no-01,hss-dc-11,22,imsi-965903,hss-dc-07,mme-so-05,True
2025-11-11 11:45:56.901367,txn-0000001792,Purge-UE,16777251,2001,mme-so-14,hss-dc-06,52,imsi-270930,hss-dc-08,mme-no-34,True
2025-11-11 11:46:21.901367,txn-0000001793,Cancel-Location,16777251,2001,mme-no-45,hss-dc-12,163,imsi-430351,hss-dc-02,mme-no-15,True
2025-11-11 11:46:46.901367,txn-0000001794,Authentication-Information,16777216,2001,mme-no-12,hss-dc-03,54,imsi-609627,hss-dc-13,mme-so-02,True
2025-11-11 11:47:11.901367,txn-0000001795,Authentication-Information,16777238,2001,mme-no-22,hss-dc-05,70,imsi-638019,hss-dc-16,mme-no-40,True
2025-11-11 11:47:36.901367,txn-0000001796,Cancel-Location,16777216,2001,mme-no-15,hss-dc-15,49,imsi-731814,hss-dc-11,mme-ce-44,False
2025-11-11 11:48:01.901367,txn-0000001797,Update-Location,16777251,2001,mme-no-04,hss-dc-03,25,imsi-984047,hss-dc-08,mme-ce-26,True
2025-11-11 11:48:26.901367,txn-0000001798,Update-Location,16777251,2001,mme-no-16,hss-dc-08,9,imsi-902677,hss-dc-07,mme-so-28,True
2025-11-11 11:48:51.901367,txn-0000001799,Update-Location,16777216,2001,mme-ce-21,hss-dc-14,71,imsi-285751,hss-dc-13,mme-no-49,True
2025-11-11 11:49:16.901367,txn-0000001800,Update-Location,16777251,3002,mme-no-47,hss-dc-01,25,imsi-232592,hss-dc-02,mme-no-01,True
2025-11-11 11:49:41.901367,txn-0000001801,Update-Location,16777251,2001,mme-so-36,hss-dc-10,26,imsi-234906,hss-dc-02,mme-no-13,True
2025-11-11 11:50:06.901367,txn-0000001802,Update-Location,16777238,2001,mme-so-03,hss-dc-20,41,imsi-796422,hss-dc-20,mme-no-06,True
2025-11-11 11:50:31.901367,txn-0000001803,Cancel-Location,16777251,2001,mme-so-36,hss-dc-09,245,imsi-317804,hss-dc-08,mme-ce-48,True
2025-11-11 11:50:56.901367,txn-0000001804,Update-Location,16777238,2001,mme-no-13,hss-dc-17,41,imsi-499711,hss-dc-16,mme-no-29,True
2025-11-11 11:51:21.901367,txn-0000001805,Insert-Subscriber-Data,16777238,2001,mme-no-15,hss-dc-19,24,imsi-106417,hss-dc-14,mme-so-42,True
2025-11-11 11:51:46.901367,txn-0000001806,Authentication-Information,16777251,2001,mme-so-30,hss-dc-09,15,imsi-438123,hss-dc-07,mme-so-02,True
2025-11-11 11:52:11.901367,txn-0000001807,Authentication-Information,16777216,2001,mme-ce-44,hss-dc-19,75,imsi-979960,hss-dc-17,mme-ce-21,True
2025-11-11 11:52:36.901367,txn-0000001808,Update-Location,16777216,2001,mme-so-05,hss-dc-18,15,imsi-158363,hss-dc-10,mme-no-34,True
2025-11-11 11:53:01.901367,txn-0000001809,Authentication-Information,16777251,2001,mme-no-08,hss-dc-17,21,imsi-337246,hss-dc-05,mme-no-45,True
2025-11-11 11:53:26.901367,txn-0000001810,Authentication-Information,16777216,2001,mme-ce-19,hss-dc-09,5,imsi-318496,hss-dc-17,mme-no-13,True
2025-11-11 11:53:51.901367,txn-0000001811,Purge-UE,16777251,2001,mme-so-36,hss-dc-19,42,imsi-246651,hss-dc-15,mme-no-33,True
2025-11-11 11:54:16.901367,txn-0000001812,Cancel-Location,16777238,2001,mme-no-08,hss-dc-07,59,imsi-647965,hss-dc-16,mme-no-08,True
2025-11-11 11:54:41.901367,txn-0000001813,Update-Location,16777238,2001,mme-ce-44,hss-dc-05,11,imsi-269848,hss-dc-01,mme-no-12,True
2025-11-11 11:55:06.901367,txn-0000001814,Insert-Subscriber-Data,16777238,2001,mme-so-30,hss-dc-02,22,imsi-628100,hss-dc-12,mme-no-07,True
2025-11-11 11:55:31.901367,txn-0000001815,Purge-UE,16777216,2001,mme-so-05,hss-dc-20,50,imsi-149241,hss-dc-02,mme-ce-19,True
2025-11-11 11:55:56.901367,txn-0000001816,Update-Location,16777251,2001,mme-ce-19,hss-dc-12,7,imsi-364973,hss-dc-19,mme-so-02,True
2025-11-11 11:56:21.901367,txn-0000001817,Cancel-Location,16777251,2001,mme-no-34,hss-dc-13,36,imsi-178471,hss-dc-13,mme-no-37,True
2025-11-11 11:56:46.901367,txn-0000001818,Update-Location,16777238,2001,mme-no-06,hss-dc-18,58,imsi-868545,hss-dc-15,mme-so-03,True
