@timestamp,handoff_id,handoff_type,source_cell_id,target_cell_id,handoff_result,failure_reason,handoff_latency_ms,imsi_hash,mme_host,ue_signal_strength_dbm
2025-11-11 09:32:36.924484,ho-00001420,X2,cell-00166,cell-00146,success,target_cell_congestion,37,imsi-233870,mme-no-06,-110
2025-11-11 09:33:16.924484,ho-00001421,X2,cell-00453,cell-00087,success,none,117,imsi-421622,mme-no-06,-108
2025-11-11 09:33:56.924484,ho-00001422,inter-freq,cell-00054,cell-00231,success,none,24,imsi-486867,mme-so-03,-97
2025-11-11 09:34:36.924484,ho-00001423,intra-cell,cell-00227,cell-00219,success,none,103,imsi-889096,mme-no-04,-110
2025-11-11 09:35:16.924484,ho-00001424,X2,cell-00481,cell-00114,failure,none,23,imsi-757438,mme-no-25,-117
2025-11-11 09:35:56.924484,ho-00001425,X2,cell-00015,cell-00130,success,none,64,imsi-160703,mme-no-34,-102
2025-11-11 09:36:36.924484,ho-00001426,S1,cell-00024,cell-00277,success,handoff_timeout,140,imsi-547746,mme-ce-26,-97
2025-11-11 09:37:16.924484,ho-00001427,X2,cell-00013,cell-00223,success,none,90,imsi-367958,mme-so-23,-81
2025-11-11 09:37:56.924484,ho-00001428,X2,cell-00445,cell-00306,success,none,73,imsi-763838,mme-no-07,-73
2025-11-11 09:38:36.924484,ho-00001429,X2,cell-00455,cell-00435,success,none,23,imsi-262329,mme-ce-41,-67
2025-11-11 09:39:16.924484,ho-00001430,X2,cell-00338,cell-00445,success,none,124,imsi-820487,mme-no-08,-102
2025-11-11 09:39:56.924484,ho-00001431,X2,cell-00266,cell-00318,success,none,105,imsi-502046,mme-no-06,-62
2025-11-11 09:40:36.924484,ho-00001432,X2,cell-00327,cell-00173,success,none,13,imsi-481127,mme-so-43,-79
2025-11-11 09:41:16.924484,ho-00001433,intra-cell,cell-00064,cell-00249,success,target_cell_congestion,60,imsi-256073,mme-no-34,-101
2025-11-11 09:41:56.924484,ho-00001434,X2,cell-00447,cell-00142,success,none,54,imsi-568785,mme-so-02,-119
2025-11-11 09:42:36.924484,ho-00001435,X2,cell-00026,cell-00098,success,none,43,imsi-393316,mme-no-06,-64
2025-11-11 09:43:16.924484,ho-00001436,S1,cell-00203,cell-00261,success,none,49,imsi-348913,mme-no-13,-95
2025-11-11 09:43:56.924484,ho-00001437,X2,cell-00030,cell-00337,success,none,31,imsi-724108,mme-ce-48,-72
2025-11-11 09:44:36.924484,ho-00001438,X2,cell-00072,cell-00235,success,none,18,imsi-383059,mme-ce-41,-80
2025-11-11 09:45:16.924484,ho-00001439,X2,cell-00260,cell-00245,timeout,none,31,imsi-405939,mme-no-34,-63
2025-11-11 09:45:56.924484,ho-00001440,S1,cell-00483,cell-00289,success,none,26,imsi-962571,mme-so-09,-98
2025-11-11 09:46:36.924484,ho-00001441,X2,cell-00124,cell-00337,failure,none,50,imsi-700163,mme-so-05,-94
2025-11-11 09:47:16.924484,ho-00001442,X2,cell-00420,cell-00285,success,none,77,imsi-390131,mme-so-09,-108
2025-11-11 09:47:56.924484,ho-00001443,S1,cell-00461,cell-00187,success,none,45,imsi-934871,mme-so-50,-111
2025-11-11 09:48:36.924484,ho-00001444,X2,cell-00267,cell-00207,success,handoff_timeout,43,imsi-515273,mme-ce-48,-81
2025-11-11 09:49:16.924484,ho-00001445,intra-cell,cell-00067,cell-00129,success,weak_signal,65,imsi-757498,mme-so-30,-90
2025-11-11 09:49:56.924484,ho-00001446,X2,cell-00170,cell-00229,success,none,52,imsi-741768,mme-ce-24,-119
2025-11-11 09:50:36.924484,ho-00001447,X2,cell-00029,cell-00397,success,none,61,imsi-398808,mme-so-11,-114
2025-11-11 09:51:16.924484,ho-00001448,X2,cell-00390,cell-00122,success,none,36,imsi-114093,mme-no-49,-62
2025-11-11 09:51:56.924484,ho-00001449,X2,cell-00334,cell-00407,success,none,183,imsi-320136,mme-no-49,-90
2025-11-11 09:52:36.924484,ho-00001450,X2,cell-00154,cell-00228,success,none,25,imsi-216998,mme-no-29,-120
2025-11-11 09:53:16.924484,ho-00001451,X2,cell-00413,cell-00230,success,none,123,imsi-282011,mme-no-45,-84
2025-11-11 09:53:56.924484,ho-00001452,S1,cell-00243,cell-00238,failure,none,33,imsi-741007,mme-no-40,-111
2025-11-11 09:54:36.924484,ho-00001453,X2,cell-00096,cell-00094,success,none,27,imsi-971574,mme-no-07,-79
2025-11-11 09:55:16.924484,ho-00001454,X2,cell-00140,cell-00106,failure,none,27,imsi-163493,mme-no-06,-103
2025-11-11 09:55:56.924484,ho-00001455,S1,cell-00355,cell-00321,success,none,123,imsi-700284,mme-so-18,-119
2025-11-11 09:56:36.924484,ho-00001456,intra-cell,cell-00138,cell-00111,success,none,49,imsi-984193,mme-so-02,-73
2025-11-11 09:57:16.924484,ho-00001457,S1,cell-00460,cell-00179,success,none,30,imsi-254573,mme-no-22,-117
2025-11-11 09:57:56.924484,ho-00001458,S1,cell-00039,cell-00159,success,none,15,imsi-573219,mme-no-45,-119
2025-11-11 09:58:36.924484,ho-00001459,intra-cell,cell-00415,cell-00182,failure,none,75,imsi-307078,mme-no-15,-105
2025-11-11 09:59:16.924484,ho-00001460,intra-cell,cell-00294,cell-00396,success,none,100,imsi-885534,mme-no-31,-75
2025-11-11 09:59:56.924484,ho-00001461,X2,cell-00037,cell-00205,success,none,58,imsi-421061,mme-ce-20,-107
2025-11-11 10:00:36.924484,ho-00001462,S1,cell-00017,cell-00422,success,none,39,imsi-805013,mme-no-17,-88
2025-11-11 10:01:16.924484,ho-00001463,S1,cell-00278,cell-00441,success,none,136,imsi-628342,mme-so-23,-72
2025-11-11 10:01:56.924484,ho-00001464,S1,cell-00203,cell-00223,success,none,47,imsi-505525,mme-ce-19,-91
2025-11-11 10:02:36.924484,ho-00001465,X2,cell-00222,cell-00220,success,none,25,imsi-923110,mme-so-32,-106
2025-11-11 10:03:16.924484,ho-00001466,X2,cell-00168,cell-00494,timeout,none,60,imsi-454552,mme-no-47,-107
2025-11-11 10:03:56.924484,ho-00001467,X2,cell-00095,cell-00294,success,none,70,imsi-914448,mme-no-01,-70
2025-11-11 10:04:36.924484,ho-00001468,inter-freq,cell-00292,cell-00412,success,none,69,imsi-416585,mme-no-31,-93
2025-11-11 10:05:16.924484,ho-00001469,X2,cell-00460,cell-00231,success,none,36,imsi-388698,mme-so-43,-91
2025-11-11 10:05:56.924484,ho-00001470,intra-cell,cell-00212,cell-00474,success,none,48,imsi-949331,mme-no-38,-104
2025-11-11 10:06:36.924484,ho-00001471,S1,cell-00330,cell-00120,success,target_cell_congestion,152,imsi-843016,mme-so-43,-113
2025-11-11 10:07:16.924484,ho-00001472,S1,cell-00401,cell-00321,success,weak_signal,28,imsi-505054,mme-so-03,-76
2025-11-11 10:07:56.924484,ho-00001473,intra-cell,cell-00230,cell-00060,success,none,11,imsi-920441,mme-so-43,-75
2025-11-11 10:08:36.924484,ho-00001474,intra-cell,cell-00382,cell-00255,success,none,9,imsi-648041,mme-ce-24,-89
2025-11-11 10:09:16.924484,ho-00001475,X2,cell-00488,cell-00320,success,resource_unavailable,92,imsi-744298,mme-so-35,-95
2025-11-11 10:09:56.924484,ho-00001476,X2,cell-00005,cell-00373,success,none,25,imsi-918321,mme-no-06,-96
2025-11-11 10:10:36.924484,ho-00001477,intra-cell,cell-00295,cell-00126,success,resource_unavailable,42,imsi-789124,mme-ce-21,-88
2025-11-11 10:11:16.924484,ho-00001478,S1,cell-00206,cell-00414,success,none,49,imsi-648051,mme-no-15,-80
2025-11-11 10:11:56.924484,ho-00001479,S1,cell-00428,cell-00026,success,none,191,imsi-487824,mme-no-33,-104
2025-11-11 10:12:36.924484,ho-00001480,X2,cell-00227,cell-00349,success,none,72,imsi-380420,mme-so-14,-111
2025-11-11 10:13:16.924484,ho-00001481,inter-freq,cell-00098,cell-00229,success,none,36,imsi-118789,mme-no-38,-79
2025-11-11 10:13:56.924484,ho-00001482,X2,cell-00455,cell-00320,success,none,49,imsi-679045,mme-no-17,-99
2025-11-11 10:14:36.924484,ho-00001483,S1,cell-00150,cell-00279,success,resource_unavailable,48,imsi-996756,mme-no-33,-118
2025-11-11 10:15:16.924484,ho-00001484,X2,cell-00179,cell-00280,success,none,40,imsi-593707,mme-so-23,-78
2025-11-11 10:15:56.924484,ho-00001485,X2,cell-00472,cell-00156,success,none,92,imsi-893588,mme-so-30,-116
2025-11-11 10:16:36.924484,ho-00001486,X2,cell-00064,cell-00337,success,resource_unavailable,276,imsi-514819,mme-so-32,-80
2025-11-11 10:17:16.924484,ho-00001487,S1,cell-00403,cell-00352,success,none,47,imsi-890638,mme-no-38,-120
2025-11-11 10:17:56.924484,ho-00001488,S1,cell-00114,cell-00478,success,none,63,imsi-878918,mme-no-49,-100
2025-11-11 10:18:36.924484,ho-00001489,X2,cell-00370,cell-00012,failure,none,64,imsi-664284,mme-no-04,-71
2025-11-11 10:19:16.924484,ho-00001490,X2,cell-00125,cell-00352,success,none,24,imsi-746906,mme-no-37,-76
2025-11-11 10:19:56.924484,ho-00001491,S1,cell-00243,cell-00208,failure,none,66,imsi-555365,mme-ce-46,-83
2025-11-11 10:20:36.924484,ho-00001492,S1,cell-00060,cell-00500,success,none,81,imsi-999361,mme-no-07,-108
2025-11-11 10:21:16.924484,ho-00001493,X2,cell-00287,cell-00182,success,none,119,imsi-671926,mme-no-33,-63
2025-11-11 10:21:56.924484,ho-00001494,inter-freq,cell-00001,cell-00291,success,none,87,imsi-535627,mme-so-03,-68
2025-11-11 10:22:36.924484,ho-00001495,X2,cell-00338,cell-00168,failure,none,38,imsi-463910,mme-so-32,-102
2025-11-11 10:23:16.924484,ho-00001496,inter-freq,cell-00312,cell-00465,success,target_cell_congestion,144,imsi-857369,mme-no-15,-83
2025-11-11 10:23:56.924484,ho-00001497,X2,cell-00420,cell-00125,failure,none,65,imsi-908328,mme-so-18,-95
2025-11-11 10:24:36.924484,ho-00001498,X2,cell-00082,cell-00499,success,none,51,imsi-450827,mme-so-10,-66
2025-11-11 10:25:16.924484,ho-00001499,S1,cell-00105,cell-00415,success,resource_unavailable,48,imsi-648624,mme-so-35,-101
2025-11-11 10:25:56.924484,ho-00001500,X2,cell-00466,cell-00073,success,none,219,imsi-666323,mme-ce-46,-71
2025-11-11 10:26:36.924484,ho-00001501,X2,cell-00013,cell-00059,success,none,98,imsi-558925,mme-so-11,-115
2025-11-11 10:27:16.924484,ho-00001502,S1,cell-00001,cell-00402,success,none,81,imsi-278026,mme-no-27,-72
2025-11-11 10:27:56.924484,ho-00001503,S1,cell-00448,cell-00332,success,none,111,imsi-331235,mme-no-45,-99
2025-11-11 10:28:36.924484,ho-00001504,X2,cell-00272,cell-00120,success,none,21,imsi-279192,mme-no-37,-112
2025-11-11 10:29:16.924484,ho-00001505,S1,cell-00005,cell-00166,success,handoff_timeout,83,imsi-408748,mme-no-08,-90
2025-11-11 10:29:56.924484,ho-00001506,S1,cell-00088,cell-00408,success,none,67,imsi-641433,mme-no-45,-111
2025-11-11 10:30:36.924484,ho-00001507,X2,cell-00291,cell-00041,success,handoff_timeout,54,imsi-877228,mme-no-15,-109
2025-11-11 10:31:16.924484,ho-00001508,X2,cell-00161,cell-00439,failure,none,177,imsi-673505,mme-no-15,-61
2025-11-11 10:31:56.924484,ho-00001509,intra-cell,cell-00060,cell-00360,success,none,102,imsi-442853,mme-so-23,-83
2025-11-11 10:32:36.924484,ho-00001510,intra-cell,cell-00116,cell-00042,success,none,88,imsi-868392,mme-no-34,-82
2025-11-11 10:33:16.924484,ho-00001511,X2,cell-00259,cell-00272,success,none,184,imsi-517823,mme-no-33,-84
2025-11-11 10:33:56.924484,ho-00001512,S1,cell-00079,cell-00072,success,none,64,imsi-290040,mme-no-37,-91
2025-11-11 10:34:36.924484,ho-00001513,X2,cell-00240,cell-00449,success,none,83,imsi-155413,mme-ce-46,-101
2025-11-11 10:35:16.924484,ho-00001514,X2,cell-00015,cell-00347,success,none,32,imsi-695463,mme-ce-20,-91
2025-11-11 10:35:56.924484,ho-00001515,S1,cell-00207,cell-00283,failure,none,46,imsi-834758,mme-no-12,-64
2025-11-11 10:36:36.924484,ho-00001516,intra-cell,cell-00473,cell-00423,success,resource_unavailable,6,imsi-378592,mme-no-27,-114
2025-11-11 10:37:16.924484,ho-00001517,X2,cell-00364,cell-00051,timeout,none,54,imsi-741692,mme-so-50,-115
2025-11-11 10:37:56.924484,ho-00001518,S1,cell-00292,cell-00043,success,none,44,imsi-667053,mme-ce-19,-83
2025-11-11 10:38:36.924484,ho-00001519,inter-freq,cell-00482,cell-00284,success,none,62,imsi-476584,mme-ce-41,-102
2025-11-11 10:39:16.924484,ho-00001520,S1,cell-00274,cell-00365,success,target_cell_congestion,25,imsi-373003,mme-so-02,-73
2025-11-11 10:39:56.924484,ho-00001521,S1,cell-00259,cell-00012,success,none,55,imsi-385320,mme-so-43,-99
2025-11-11 10:40:36.924484,ho-00001522,S1,cell-00053,cell-00237,success,none,16,imsi-464603,mme-no-08,-115
2025-11-11 10:41:16.924484,ho-00001523,intra-cell,cell-00135,cell-00493,success,handoff_timeout,180,imsi-187616,mme-ce-24,-78
2025-11-11 10:41:56.924484,ho-00001524,X2,cell-00072,cell-00453,failure,weak_signal,67,imsi-141262,mme-ce-44,-67
2025-11-11 10:42:36.924484,ho-00001525,S1,cell-00379,cell-00266,success,none,46,imsi-342364,mme-so-30,-118
2025-11-11 10:43:16.924484,ho-00001526,S1,cell-00079,cell-00457,success,weak_signal,91,imsi-367736,mme-ce-19,-112
2025-11-11 10:43:56.924484,ho-00001527,S1,cell-00217,cell-00164,success,none,25,imsi-610067,mme-ce-20,-71
2025-11-11 10:44:36.924484,ho-00001528,X2,cell-00157,cell-00180,success,none,69,imsi-699705,mme-no-12,-94
2025-11-11 10:45:16.924484,ho-00001529,X2,cell-00286,cell-00222,success,resource_unavailable,40,imsi-128028,mme-so-11,-102
2025-11-11 10:45:56.924484,ho-00001530,X2,cell-00491,cell-00458,success,none,51,imsi-673853,mme-ce-41,-115
2025-11-11 10:46:36.924484,ho-00001531,intra-cell,cell-00098,cell-00293,success,none,27,imsi-879453,mme-so-14,-108
2025-11-11 10:47:16.924484,ho-00001532,S1,cell-00322,cell-00488,success,none,117,imsi-271560,mme-no-16,-114
2025-11-11 10:47:56.924484,ho-00001533,S1,cell-00497,cell-00293,success,none,39,imsi-266003,mme-no-17,-92
2025-11-11 10:48:36.924484,ho-00001534,X2,cell-00136,cell-00307,failure,none,272,imsi-836607,mme-ce-24,-63
2025-11-11 10:49:16.924484,ho-00001535,S1,cell-00441,cell-00363,success,none,35,imsi-265455,mme-so-10,-82
2025-11-11 10:49:56.924484,ho-00001536,X2,cell-00171,cell-00112,success,none,89,imsi-878979,mme-no-15,-83
2025-11-11 10:50:36.924484,ho-00001537,X2,cell-00489,cell-00418,success,none,61,imsi-355664,mme-no-37,-115
2025-11-11 10:51:16.924484,ho-00001538,X2,cell-00366,cell-00259,failure,none,167,imsi-911079,mme-so-09,-104
2025-11-11 10:51:56.924484,ho-00001539,S1,cell-00315,cell-00313,success,none,56,imsi-189749,mme-so-05,-120
2025-11-11 10:52:36.924484,ho-00001540,inter-freq,cell-00450,cell-00187,success,none,101,imsi-724940,mme-no-38,-87
2025-11-11 10:53:16.924484,ho-00001541,intra-cell,cell-00092,cell-00108,success,none,46,imsi-361031,mme-ce-24,-77
2025-11-11 10:53:56.924484,ho-00001542,X2,cell-00236,cell-00404,success,target_cell_congestion,52,imsi-289967,mme-ce-20,-87
2025-11-11 10:54:36.924484,ho-00001543,X2,cell-00244,cell-00412,timeout,weak_signal,48,imsi-900782,mme-no-38,-78
2025-11-11 10:55:16.924484,ho-00001544,inter-freq,cell-00143,cell-00221,success,none,34,imsi-695544,mme-no-29,-95
2025-11-11 10:55:56.924484,ho-00001545,X2,cell-00135,cell-00306,success,none,111,imsi-553744,mme-so-10,-111
2025-11-11 10:56:36.924484,ho-00001546,X2,cell-00148,cell-00303,failure,none,107,imsi-951208,mme-no-39,-120
2025-11-11 10:57:16.924484,ho-00001547,intra-cell,cell-00008,cell-00306,success,none,17,imsi-759468,mme-no-15,-88
2025-11-11 10:57:56.924484,ho-00001548,X2,cell-00156,cell-00326,success,target_cell_congestion,20,imsi-501290,mme-no-40,-67
2025-11-11 10:58:36.924484,ho-00001549,S1,cell-00286,cell-00466,success,none,18,imsi-851336,mme-so-14,-119
2025-11-11 10:59:16.924484,ho-00001550,X2,cell-00178,cell-00006,success,none,45,imsi-470435,mme-no-29,-62
2025-11-11 10:59:56.924484,ho-00001551,X2,cell-00410,cell-00018,success,none,85,imsi-720613,mme-no-17,-106
2025-11-11 11:00:36.924484,ho-00001552,X2,cell-00155,cell-00110,success,none,38,imsi-777789,mme-no-07,-118
2025-11-11 11:01:16.924484,ho-00001553,X2,cell-00459,cell-00298,success,none,89,imsi-184645,mme-no-01,-100
2025-11-11 11:01:56.924484,ho-00001554,inter-freq,cell-00318,cell-00034,failure,none,119,imsi-840625,mme-ce-48,-80
2025-11-11 11:02:36.924484,ho-00001555,intra-cell,cell-00468,cell-00375,success,none,25,imsi-354206,mme-so-11,-93
2025-11-11 11:03:16.924484,ho-00001556,S1,cell-00080,cell-00249,timeout,none,27,imsi-371780,mme-so-28,-77
2025-11-11 11:03:56.924484,ho-00001557,X2,cell-00046,cell-00118,success,none,145,imsi-160577,mme-no-34,-66
2025-11-11 11:04:36.924484,ho-00001558,X2,cell-00019,cell-00498,success,none,15,imsi-460692,mme-no-22,-66
2025-11-11 11:05:16.924484,ho-00001559,X2,cell-00420,cell-00397,success,target_cell_congestion,13,imsi-303299,mme-no-38,-116
2025-11-11 11:05:56.924484,ho-00001560,X2,cell-00313,cell-00394,success,none,53,imsi-946273,mme-ce-44,-69
2025-11-11 11:06:36.924484,ho-00001561,S1,cell-00314,cell-00479,success,none,118,imsi-634427,mme-no-25,-61
2025-11-11 11:07:16.924484,ho-00001562,X2,cell-00476,cell-00486,success,none,99,imsi-370838,mme-no-38,-72
2025-11-11 11:07:56.924484,ho-00001563,X2,cell-00276,cell-00499,success,none,21,imsi-222151,mme-no-39,-82
2025-11-11 11:08:36.924484,ho-00001564,S1,cell-00324,cell-00464,success,weak_signal,20,imsi-214328,mme-so-09,-86
2025-11-11 11:09:16.924484,ho-00001565,X2,cell-00302,cell-00304,success,none,73,imsi-542231,mme-no-45,-64
2025-11-11 11:09:56.924484,ho-00001566,S1,cell-00392,cell-00420,success,resource_unavailable,15,imsi-662698,mme-so-23,-104
2025-11-11 11:10:36.924484,ho-00001567,S1,cell-00465,cell-00012,success,none,54,imsi-407793,mme-ce-20,-78
2025-11-11 11:11:16.924484,ho-00001568,X2,cell-00332,cell-00323,success,none,10,imsi-242707,mme-no-45,-103
2025-11-11 11:11:56.924484,ho-00001569,X2,cell-00419,cell-00422,success,none,50,imsi-439444,mme-so-11,-120
2025-11-11 11:12:36.924484,ho-00001570,S1,cell-00294,cell-00069,success,none,38,imsi-872892,mme-no-27,-94
2025-11-11 11:13:16.924484,ho-00001571,X2,cell-00496,cell-00193,success,none,32,imsi-392609,mme-no-45,-69
2025-11-11 11:13:56.924484,ho-00001572,intra-cell,cell-00296,cell-00413,success,none,29,imsi-175798,mme-no-47,-96
2025-11-11 11:14:36.924484,ho-00001573,X2,cell-00005,cell-00066,success,none,56,imsi-238565,mme-ce-21,-100
2025-11-11 11:15:16.924484,ho-00001574,X2,cell-00313,cell-00329,success,none,50,imsi-716007,mme-no-33,-67
2025-11-11 11:15:56.924484,ho-00001575,X2,cell-00361,cell-00041,success,none,31,imsi-392697,mme-no-12,-64
2025-11-11 11:16:36.924484,ho-00001576,X2,cell-00207,cell-00196,success,none,74,imsi-869654,mme-so-02,-75
2025-11-11 11:17:16.924484,ho-00001577,intra-cell,cell-00083,cell-00291,success,none,53,imsi-896002,mme-no-17,-85
2025-11-11 11:17:56.924484,ho-00001578,intra-cell,cell-00197,cell-00336,success,none,96,imsi-935383,mme-no-38,-94
2025-11-11 11:18:36.924484,ho-00001579,X2,cell-00146,cell-00447,success,none,248,imsi-297909,mme-ce-21,-117
2025-11-11 11:19:16.924484,ho-00001580,X2,cell-00090,cell-00146,success,none,35,imsi-862984,mme-ce-41,-64
2025-11-11 11:19:56.924484,ho-00001581,S1,cell-00299,cell-00135,success,none,92,imsi-426874,mme-no-45,-61
2025-11-11 11:20:36.924484,ho-00001582,X2,cell-00096,cell-00434,failure,weak_signal,51,imsi-706002,mme-no-16,-62
2025-11-11 11:21:16.924484,ho-00001583,S1,cell-00238,cell-00313,success,target_cell_congestion,36,imsi-217829,mme-no-27,-86
2025-11-11 11:21:56.924484,ho-00001584,S1,cell-00404,cell-00222,success,none,33,imsi-638196,mme-ce-46,-114
2025-11-11 11:22:36.924484,ho-00001585,S1,cell-00044,cell-00235,success,none,218,imsi-387126,mme-so-43,-111
2025-11-11 11:23:16.924484,ho-00001586,X2,cell-00194,cell-00234,success,none,57,imsi-558136,mme-no-06,-86
2025-11-11 11:23:56.924484,ho-00001587,X2,cell-00394,cell-00327,success,none,116,imsi-994608,mme-no-29,-94
2025-11-11 11:24:36.924484,ho-00001588,S1,cell-00440,cell-00134,success,none,369,imsi-301032,mme-ce-20,-100
2025-11-11 11:25:16.924484,ho-00001589,S1,cell-00219,cell-00415,success,none,186,imsi-683544,mme-no-40,-88
2025-11-11 11:25:56.924484,ho-00001590,S1,cell-00381,cell-00380,success,none,13,imsi-521992,mme-ce-20,-77
2025-11-11 11:26:36.924484,ho-00001591,X2,cell-00267,cell-00015,success,none,68,imsi-568312,mme-ce-48,-105
2025-11-11 11:27:16.924484,ho-00001592,X2,cell-00176,cell-00310,success,resource_unavailable,39,imsi-907225,mme-no-25,-67
2025-11-11 11:27:56.924484,ho-00001593,inter-freq,cell-00300,cell-00061,failure,none,70,imsi-902934,mme-so-36,-105
2025-11-11 11:28:36.924484,ho-00001594,X2,cell-00350,cell-00148,success,none,31,imsi-594463,mme-so-32,-72
2025-11-11 11:29:16.924484,ho-00001595,X2,cell-00380,cell-00287,success,weak_signal,93,imsi-462681,mme-so-05,-70
2025-11-11 11:29:56.924484,ho-00001596,S1,cell-00343,cell-00260,success,handoff_timeout,139,imsi-521743,mme-no-47,-110
2025-11-11 11:30:36.924484,ho-00001597,X2,cell-00134,cell-00058,success,none,119,imsi-535610,mme-ce-26,-71
2025-11-11 11:31:16.924484,ho-00001598,X2,cell-00409,cell-00486,failure,target_cell_congestion,86,imsi-228535,mme-no-45,-71
2025-11-11 11:31:56.924484,ho-00001599,X2,cell-00435,cell-00358,success,none,91,imsi-393970,mme-so-02,-63
2025-11-11 11:32:36.924484,ho-00001600,X2,cell-00017,cell-00006,success,none,145,imsi-847201,mme-so-43,-92
2025-11-11 11:33:16.924484,ho-00001601,S1,cell-00454,cell-00080,success,none,73,imsi-877367,mme-no-49,-99
2025-11-11 11:33:56.924484,ho-00001602,S1,cell-00168,cell-00162,success,none,40,imsi-870876,mme-no-27,-65
2025-11-11 11:34:36.924484,ho-00001603,S1,cell-00327,cell-00038,success,none,84,imsi-171124,mme-no-29,-104
2025-11-11 11:35:16.924484,ho-00001604,S1,cell-00065,cell-00018,success,none,63,imsi-641747,mme-no-22,-72
2025-11-11 11:35:56.924484,ho-00001605,intra-cell,cell-00443,cell-00464,success,none,15,imsi-918917,mme-no-45,-108
2025-11-11 11:36:36.924484,ho-00001606,X2,cell-00226,cell-00425,success,none,34,imsi-198789,mme-no-08,-86
2025-11-11 11:37:16.924484,ho-00001607,X2,cell-00216,cell-00118,success,none,40,imsi-488470,mme-no-37,-72
2025-11-11 11:37:56.924484,ho-00001608,X2,cell-00302,cell-00077,success,none,19,imsi-543344,mme-ce-21,-81
2025-11-11 11:38:36.924484,ho-00001609,intra-cell,cell-00001,cell-00124,success,none,34,imsi-273531,mme-so-11,-66
2025-11-11 11:39:16.924484,ho-00001610,X2,cell-00381,cell-00137,success,none,31,imsi-622440,mme-ce-41,-68
2025-11-11 11:39:56.924484,ho-00001611,S1,cell-00006,cell-00023,success,none,158,imsi-616960,mme-so-18,-107
2025-11-11 11:40:36.924484,ho-00001612,X2,cell-00097,cell-00198,failure,none,22,imsi-999302,mme-ce-20,-102
2025-11-11 11:41:16.924484,ho-00001613,S1,cell-00069,cell-00482,failure,none,12,imsi-485603,mme-so-09,-120
2025-11-11 11:41:56.924484,ho-00001614,X2,cell-00071,cell-00357,success,none,74,imsi-301372,mme-no-07,-94
2025-11-11 11:42:36.924484,ho-00001615,S1,cell-00015,cell-00427,success,none,71,imsi-524702,mme-no-33,-61
2025-11-11 11:43:16.924484,ho-00001616,intra-cell,cell-00390,cell-00244,success,none,64,imsi-751991,mme-no-45,-71
2025-11-11 11:43:56.924484,ho-00001617,inter-freq,cell-00441,cell-00478,success,none,182,imsi-955655,mme-so-18,-81
2025-11-11 11:44:36.924484,ho-00001618,S1,cell-00301,cell-00443,success,none,185,imsi-262396,mme-so-43,-89
2025-11-11 11:45:16.924484,ho-00001619,X2,cell-00359,cell-00451,success,none,144,imsi-826261,mme-so-50,-106
2025-11-11 11:45:56.924484,ho-00001620,intra-cell,cell-00307,cell-00217,success,none,57,imsi-496730,mme-no-15,-66
2025-11-11 11:46:36.924484,ho-00001621,X2,cell-00493,cell-00490,success,none,38,imsi-284926,mme-ce-44,-105
2025-11-11 11:47:16.924484,ho-00001622,X2,cell-00093,cell-00222,success,none,73,imsi-489170,mme-no-07,-111
2025-11-11 11:47:56.924484,ho-00001623,X2,cell-00299,cell-00452,success,none,12,imsi-641787,mme-no-38,-93
2025-11-11 11:48:36.924484,ho-00001624,X2,cell-00020,cell-00047,success,none,73,imsi-525257,mme-ce-19,-89
2025-11-11 11:49:16.924484,ho-00001625,X2,cell-00460,cell-00214,success,none,24,imsi-430671,mme-ce-24,-100
2025-11-11 11:49:56.924484,ho-00001626,X2,cell-00492,cell-00014,success,none,151,imsi-808190,mme-no-06,-92
2025-11-11 11:50:36.924484,ho-00001627,X2,cell-00349,cell-00335,success,none,155,imsi-590736,mme-no-22,-79
2025-11-11 11:51:16.924484,ho-00001628,S1,cell-00461,cell-00199,success,none,70,imsi-269237,mme-ce-19,-74
2025-11-11 11:51:56.924484,ho-00001629,S1,cell-00038,cell-00064,success,none,69,imsi-144039,mme-no-16,-104
2025-11-11 11:52:36.924484,ho-00001630,X2,cell-00027,cell-00438,success,none,24,imsi-418197,mme-no-07,-80
2025-11-11 11:53:16.924484,ho-00001631,X2,cell-00239,cell-00154,success,none,126,imsi-265603,mme-no-08,-61
2025-11-11 11:53:56.924484,ho-00001632,S1,cell-00190,cell-00258,success,none,42,imsi-666260,mme-so-18,-79
2025-11-11 11:54:36.924484,ho-00001633,X2,cell-00234,cell-00158,success,none,20,imsi-377074,mme-no-13,-115
2025-11-11 11:55:16.924484,ho-00001634,X2,cell-00463,cell-00271,success,none,58,imsi-709307,mme-ce-46,-68
2025-11-11 11:55:56.924484,ho-00001635,X2,cell-00114,cell-00003,success,none,28,imsi-351464,mme-ce-41,-64
2025-11-11 11:56:36.924484,ho-00001636,inter-freq,cell-00407,cell-00130,success,none,39,imsi-154445,mme-no-38,-118
2025-11-11 11:57:16.924484,ho-00001637,X2,cell-00292,cell-00331,timeout,none,70,imsi-615721,mme-ce-19,-120
2025-11-11 11:57:56.924484,ho-00001638,S1,cell-00338,cell-00392,success,none,93,imsi-641914,mme-so-02,-113
2025-11-11 11:58:36.924484,ho-00001639,S1,cell-00306,cell-00162,success,handoff_timeout,162,imsi-675425,mme-no-49,-108
2025-11-11 11:59:16.924484,ho-00001640,X2,cell-00451,cell-00214,success,target_cell_congestion,32,imsi-337338,mme-no-13,-91
