@timestamp,event_id,mme_host,cluster_id,datacenter,procedure_type,procedure_result,procedure_latency_ms,cell_id,tracking_area_code,imsi_hash,reject_cause,s1ap_message_type,signaling_interface,message_direction
2025-11-11 03:16:46.875763,evt-00000475,mme-no-16,cluster-east-2,dc-newyork,PDN Connectivity,success,175,cell-00023,tac-0086,imsi-933012,no_reject,UEContextRelease,S1-MME,uplink
2025-11-11 03:17:16.875763,evt-00000476,mme-no-13,cluster-west-2,dc-dallas,Attach,success,119,cell-00248,tac-0039,imsi-388015,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-11 03:17:46.875763,evt-00000477,mme-no-37,cluster-west-2,dc-dallas,Service Request,success,168,cell-00345,tac-0079,imsi-839661,network_failure,InitialContextSetup,S6a,uplink
2025-11-11 03:18:16.875763,evt-00000478,mme-no-15,cluster-central,dc-newyork,Service Request,success,66,cell-00256,tac-0091,imsi-478572,no_reject,InitialUEMessage,S6a,uplink
2025-11-11 03:18:46.875763,evt-00000479,mme-so-32,cluster-east-1,dc-atlanta,Attach,success,52,cell-00343,tac-0030,imsi-377547,no_reject,DownlinkNASTransport,S1-MME,downlink
2025-11-11 03:19:16.875763,evt-00000480,mme-ce-46,cluster-west-2,dc-dallas,Detach,success,82,cell-00381,tac-0071,imsi-224708,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-11 03:19:46.875763,evt-00000481,mme-no-15,cluster-east-2,dc-atlanta,Bearer Modification,success,271,cell-00373,tac-0061,imsi-806104,no_reject,UplinkNASTransport,S10,downlink
2025-11-11 03:20:16.875763,evt-00000482,mme-ce-24,cluster-west-2,dc-newyork,Attach,success,67,cell-00342,tac-0083,imsi-607032,no_reject,UplinkNASTransport,S1-MME,uplink
2025-11-11 03:20:46.875763,evt-00000483,mme-ce-21,cluster-west-2,dc-newyork,Bearer Modification,success,90,cell-00326,tac-0077,imsi-583652,no_reject,UEContextRelease,S1-MME,downlink
2025-11-11 03:21:16.875763,evt-00000484,mme-so-36,cluster-central,dc-atlanta,Attach,success,81,cell-00444,tac-0094,imsi-170772,no_reject,DownlinkNASTransport,S6a,downlink
2025-11-11 03:21:46.875763,evt-00000485,mme-so-30,cluster-west-2,dc-chicago,PDN Connectivity,success,95,cell-00004,tac-0087,imsi-246847,auth_failure,InitialContextSetup,S6a,downlink
2025-11-11 03:22:16.875763,evt-00000486,mme-so-05,cluster-west-2,dc-chicago,Service Request,success,76,cell-00351,tac-0029,imsi-546832,no_reject,UplinkNASTransport,S11,uplink
2025-11-11 03:22:46.875763,evt-00000487,mme-no-39,cluster-west-2,dc-atlanta,Detach,rejected,50,cell-00386,tac-0069,imsi-878250,no_reject,DownlinkNASTransport,S10,uplink
2025-11-11 03:23:16.875763,evt-00000488,mme-so-11,cluster-west-2,dc-dallas,TAU,success,74,cell-00215,tac-0010,imsi-472984,no_reject,DownlinkNASTransport,S6a,downlink
2025-11-11 03:23:46.875763,evt-00000489,mme-no-12,cluster-west-1,dc-atlanta,Detach,success,150,cell-00393,tac-0016,imsi-161666,no_reject,DownlinkNASTransport,S6a,uplink
2025-11-11 03:24:16.875763,evt-00000490,mme-so-30,cluster-west-1,dc-atlanta,TAU,success,50,cell-00178,tac-0032,imsi-307168,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-11 03:24:46.875763,evt-00000491,mme-so-32,cluster-east-1,dc-dallas,TAU,timeout,291,cell-00419,tac-0008,imsi-609123,no_reject,UEContextRelease,S6a,uplink
2025-11-11 03:25:16.875763,evt-00000492,mme-so-28,cluster-east-2,dc-dallas,Attach,success,35,cell-00005,tac-0057,imsi-555729,no_reject,InitialUEMessage,S6a,uplink
2025-11-11 03:25:46.875763,evt-00000493,mme-no-38,cluster-east-1,dc-chicago,TAU,success,93,cell-00001,tac-0092,imsi-368058,no_reject,UEContextRelease,S6a,downlink
2025-11-11 03:26:16.875763,evt-00000494,mme-so-30,cluster-east-1,dc-atlanta,Attach,success,106,cell-00093,tac-0083,imsi-126295,no_reject,UplinkNASTransport,S6a,uplink
2025-11-11 03:26:46.875763,evt-00000495,mme-so-35,cluster-east-2,dc-newyork,Attach,success,169,cell-00499,tac-0016,imsi-230974,no_reject,DownlinkNASTransport,S1-MME,downlink
2025-11-11 03:27:16.875763,evt-00000496,mme-ce-44,cluster-east-1,dc-dallas,Service Request,success,358,cell-00133,tac-0049,imsi-444835,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-11 03:27:46.875763,evt-00000497,mme-so-02,cluster-west-1,dc-dallas,TAU,success,66,cell-00020,tac-0080,imsi-500818,no_reject,UEContextRelease,S10,downlink
2025-11-11 03:28:16.875763,evt-00000498,mme-no-37,cluster-west-1,dc-dallas,Detach,success,289,cell-00094,tac-0091,imsi-708914,no_reject,UEContextRelease,S11,downlink
2025-11-11 03:28:46.875763,evt-00000499,mme-so-09,cluster-east-2,dc-newyork,PDN Connectivity,success,106,cell-00186,tac-0005,imsi-848309,no_reject,UEContextRelease,S10,uplink
2025-11-11 03:29:16.875763,evt-00000500,mme-no-39,cluster-central,dc-atlanta,PDN Connectivity,success,56,cell-00328,tac-0046,imsi-456271,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-11 03:29:46.875763,evt-00000501,mme-no-06,cluster-central,dc-atlanta,Attach,success,72,cell-00400,tac-0005,imsi-653271,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-11 03:30:16.875763,evt-00000502,mme-no-29,cluster-west-1,dc-seattle,Service Request,success,18,cell-00081,tac-0051,imsi-247031,roaming_not_allowed,DownlinkNASTransport,S1-MME,downlink
2025-11-11 03:30:46.875763,evt-00000503,mme-no-08,cluster-west-1,dc-dallas,Service Request,failure,160,cell-00183,tac-0071,imsi-393937,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-11 03:31:16.875763,evt-00000504,mme-no-27,cluster-east-1,dc-newyork,PDN Connectivity,success,51,cell-00382,tac-0007,imsi-515439,no_reject,InitialUEMessage,S11,downlink
2025-11-11 03:31:46.875763,evt-00000505,mme-ce-20,cluster-central,dc-atlanta,Attach,success,88,cell-00166,tac-0016,imsi-603680,no_reject,UplinkNASTransport,S1-MME,downlink
2025-11-11 03:32:16.875763,evt-00000506,mme-so-03,cluster-west-1,dc-newyork,TAU,failure,45,cell-00421,tac-0052,imsi-725866,no_reject,UEContextRelease,S6a,uplink
2025-11-11 03:32:46.875763,evt-00000507,mme-no-29,cluster-west-1,dc-newyork,TAU,success,51,cell-00415,tac-0022,imsi-745800,no_reject,UEContextRelease,S10,downlink
2025-11-11 03:33:16.875763,evt-00000508,mme-no-12,cluster-central,dc-atlanta,Attach,success,73,cell-00208,tac-0095,imsi-793030,network_failure,UplinkNASTransport,S6a,downlink
2025-11-11 03:33:46.875763,evt-00000509,mme-so-14,cluster-west-2,dc-dallas,PDN Connectivity,success,65,cell-00451,tac-0029,imsi-381313,no_reject,UplinkNASTransport,S11,downlink
2025-11-11 03:34:16.875763,evt-00000510,mme-so-43,cluster-west-2,dc-newyork,Service Request,success,36,cell-00003,tac-0069,imsi-461230,no_reject,UplinkNASTransport,S6a,downlink
2025-11-11 03:34:46.875763,evt-00000511,mme-so-28,cluster-west-2,dc-dallas,Attach,success,57,cell-00244,tac-0060,imsi-768698,no_reject,UEContextRelease,S1-MME,uplink
2025-11-11 03:35:16.875763,evt-00000512,mme-no-37,cluster-east-1,dc-atlanta,PDN Connectivity,success,142,cell-00148,tac-0023,imsi-258575,no_reject,UEContextRelease,S1-MME,downlink
2025-11-11 03:35:46.875763,evt-00000513,mme-no-04,cluster-east-1,dc-atlanta,Bearer Modification,success,38,cell-00261,tac-0095,imsi-222346,no_reject,UplinkNASTransport,S1-MME,downlink
2025-11-11 03:36:16.875763,evt-00000514,mme-no-27,cluster-west-1,dc-atlanta,Service Request,success,293,cell-00024,tac-0068,imsi-677728,auth_failure,DownlinkNASTransport,S1-MME,downlink
2025-11-11 03:36:46.875763,evt-00000515,mme-so-35,cluster-central,dc-seattle,Service Request,success,105,cell-00075,tac-0096,imsi-288557,no_reject,DownlinkNASTransport,S6a,uplink
2025-11-11 03:37:16.875763,evt-00000516,mme-no-13,cluster-east-2,dc-newyork,Service Request,success,179,cell-00275,tac-0026,imsi-352996,no_reject,InitialContextSetup,S6a,downlink
2025-11-11 03:37:46.875763,evt-00000517,mme-so-32,cluster-west-1,dc-atlanta,PDN Connectivity,success,262,cell-00108,tac-0071,imsi-488214,no_reject,InitialUEMessage,S11,uplink
2025-11-11 03:38:16.875763,evt-00000518,mme-no-45,cluster-east-2,dc-dallas,Attach,success,24,cell-00265,tac-0034,imsi-837482,no_reject,DownlinkNASTransport,S1-MME,downlink
2025-11-11 03:38:46.875763,evt-00000519,mme-no-22,cluster-west-2,dc-dallas,Bearer Modification,success,70,cell-00393,tac-0005,imsi-567476,no_reject,UEContextRelease,S11,uplink
2025-11-11 03:39:16.875763,evt-00000520,mme-ce-20,cluster-east-2,dc-newyork,TAU,success,106,cell-00181,tac-0023,imsi-947789,no_reject,UplinkNASTransport,S10,uplink
2025-11-11 03:39:46.875763,evt-00000521,mme-so-02,cluster-west-1,dc-seattle,PDN Connectivity,success,78,cell-00415,tac-0093,imsi-845137,no_reject,UEContextRelease,S11,uplink
2025-11-11 03:40:16.875763,evt-00000522,mme-so-14,cluster-west-1,dc-newyork,Service Request,failure,48,cell-00296,tac-0059,imsi-556980,network_failure,DownlinkNASTransport,S1-MME,uplink
2025-11-11 03:40:46.875763,evt-00000523,mme-no-29,cluster-west-1,dc-dallas,Attach,rejected,22,cell-00086,tac-0075,imsi-158306,no_reject,UEContextRelease,S1-MME,uplink
2025-11-11 03:41:16.875763,evt-00000524,mme-no-15,cluster-east-2,dc-newyork,Attach,success,116,cell-00364,tac-0054,imsi-987590,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-11 03:41:46.875763,evt-00000525,mme-so-30,cluster-west-2,dc-seattle,TAU,success,92,cell-00499,tac-0011,imsi-818959,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-11 03:42:16.875763,evt-00000526,mme-no-08,cluster-west-2,dc-newyork,TAU,success,21,cell-00026,tac-0012,imsi-875480,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-11 03:42:46.875763,evt-00000527,mme-ce-41,cluster-east-2,dc-chicago,Attach,success,92,cell-00088,tac-0084,imsi-387927,no_reject,InitialContextSetup,S10,uplink
2025-11-11 03:43:16.875763,evt-00000528,mme-no-33,cluster-central,dc-chicago,Attach,failure,111,cell-00163,tac-0044,imsi-886865,no_reject,InitialContextSetup,S6a,uplink
2025-11-11 03:43:46.875763,evt-00000529,mme-no-12,cluster-west-1,dc-newyork,Service Request,rejected,32,cell-00308,tac-0015,imsi-419640,no_reject,UEContextRelease,S6a,downlink
2025-11-11 03:44:16.875763,evt-00000530,mme-so-43,cluster-east-1,dc-atlanta,Service Request,success,106,cell-00257,tac-0018,imsi-652567,no_reject,InitialUEMessage,S1-MME,downlink
2025-11-11 03:44:46.875763,evt-00000531,mme-ce-21,cluster-east-2,dc-newyork,Service Request,success,81,cell-00246,tac-0099,imsi-770139,no_reject,InitialContextSetup,S10,downlink
2025-11-11 03:45:16.875763,evt-00000532,mme-ce-26,cluster-west-2,dc-dallas,Detach,success,170,cell-00123,tac-0078,imsi-971519,no_reject,UplinkNASTransport,S1-MME,uplink
2025-11-11 03:45:46.875763,evt-00000533,mme-no-27,cluster-west-2,dc-newyork,Detach,success,84,cell-00412,tac-0080,imsi-537519,no_reject,InitialUEMessage,S6a,uplink
2025-11-11 03:46:16.875763,evt-00000534,mme-so-03,cluster-east-1,dc-atlanta,Detach,failure,31,cell-00163,tac-0047,imsi-691326,no_reject,UEContextRelease,S6a,downlink
2025-11-11 03:46:46.875763,evt-00000535,mme-no-40,cluster-east-1,dc-dallas,Detach,failure,40,cell-00175,tac-0032,imsi-872464,no_reject,UEContextRelease,S1-MME,downlink
2025-11-11 03:47:16.875763,evt-00000536,mme-so-43,cluster-east-1,dc-dallas,TAU,rejected,210,cell-00254,tac-0054,imsi-298881,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-11 03:47:46.875763,evt-00000537,mme-ce-24,cluster-west-1,dc-atlanta,Attach,success,53,cell-00313,tac-0017,imsi-102656,no_reject,UplinkNASTransport,S1-MME,uplink
2025-11-11 03:48:16.875763,evt-00000538,mme-ce-24,cluster-central,dc-atlanta,PDN Connectivity,success,48,cell-00467,tac-0084,imsi-129491,no_reject,InitialUEMessage,S11,downlink
2025-11-11 03:48:46.875763,evt-00000539,mme-so-14,cluster-east-2,dc-chicago,Service Request,success,33,cell-00065,tac-0098,imsi-560970,network_failure,UplinkNASTransport,S6a,uplink
2025-11-11 03:49:16.875763,evt-00000540,mme-ce-48,cluster-central,dc-seattle,Attach,success,75,cell-00357,tac-0089,imsi-456619,no_reject,DownlinkNASTransport,S6a,uplink
2025-11-11 03:49:46.875763,evt-00000541,mme-no-22,cluster-west-1,dc-dallas,Attach,success,136,cell-00486,tac-0031,imsi-655557,congestion,DownlinkNASTransport,S1-MME,uplink
2025-11-11 03:50:16.875763,evt-00000542,mme-ce-41,cluster-central,dc-newyork,Detach,failure,51,cell-00292,tac-0018,imsi-451771,network_failure,UEContextRelease,S6a,uplink
2025-11-11 03:50:46.875763,evt-00000543,mme-no-38,cluster-west-1,dc-newyork,Service Request,success,78,cell-00428,tac-0018,imsi-144013,no_reject,UEContextRelease,S1-MME,uplink
2025-11-11 03:51:16.875763,evt-00000544,mme-no-39,cluster-east-1,dc-newyork,Detach,success,160,cell-00381,tac-0065,imsi-941494,no_reject,DownlinkNASTransport,S11,downlink
2025-11-11 03:51:46.875763,evt-00000545,mme-no-07,cluster-central,dc-newyork,Attach,rejected,105,cell-00467,tac-0073,imsi-584121,roaming_not_allowed,UEContextRelease,S1-MME,uplink
2025-11-11 03:52:16.875763,evt-00000546,mme-no-06,cluster-east-1,dc-atlanta,Service Request,success,40,cell-00199,tac-0063,imsi-302558,no_reject,InitialContextSetup,S6a,downlink
2025-11-11 03:52:46.875763,evt-00000547,mme-no-13,cluster-west-2,dc-newyork,TAU,success,49,cell-00211,tac-0082,imsi-335283,no_reject,UplinkNASTransport,S10,uplink
2025-11-11 03:53:16.875763,evt-00000548,mme-no-16,cluster-west-1,dc-seattle,Service Request,success,202,cell-00230,tac-0091,imsi-501628,roaming_not_allowed,DownlinkNASTransport,S11,uplink
2025-11-11 03:53:46.875763,evt-00000549,mme-no-27,cluster-east-2,dc-newyork,TAU,success,156,cell-00310,tac-0018,imsi-184215,no_reject,UplinkNASTransport,S6a,uplink
2025-11-11 03:54:16.875763,evt-00000550,mme-no-13,cluster-east-2,dc-atlanta,Service Request,success,65,cell-00271,tac-0012,imsi-267677,no_reject,DownlinkNASTransport,S10,uplink
2025-11-11 03:54:46.875763,evt-00000551,mme-so-02,cluster-east-2,dc-atlanta,Service Request,success,64,cell-00290,tac-0012,imsi-106544,no_reject,InitialContextSetup,S1-MME,uplink
2025-11-11 03:55:16.875763,evt-00000552,mme-ce-19,cluster-west-2,dc-atlanta,Attach,success,65,cell-00101,tac-0091,imsi-946882,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-11 03:55:46.875763,evt-00000553,mme-no-47,cluster-east-1,dc-seattle,TAU,success,72,cell-00302,tac-0041,imsi-292449,network_failure,InitialUEMessage,S6a,downlink
2025-11-11 03:56:16.875763,evt-00000554,mme-ce-46,cluster-east-1,dc-dallas,Service Request,success,81,cell-00260,tac-0088,imsi-717660,no_reject,DownlinkNASTransport,S1-MME,downlink
2025-11-11 03:56:46.875763,evt-00000555,mme-no-01,cluster-west-1,dc-dallas,Attach,success,228,cell-00228,tac-0012,imsi-260805,network_failure,InitialUEMessage,S11,downlink
2025-11-11 03:57:16.875763,evt-00000556,mme-no-31,cluster-west-2,dc-chicago,Service Request,success,71,cell-00195,tac-0049,imsi-648274,congestion,UEContextRelease,S11,uplink
2025-11-11 03:57:46.875763,evt-00000557,mme-no-40,cluster-west-1,dc-seattle,TAU,success,36,cell-00467,tac-0057,imsi-460308,no_reject,UEContextRelease,S1-MME,downlink
2025-11-11 03:58:16.875763,evt-00000558,mme-ce-48,cluster-west-1,dc-atlanta,Attach,success,188,cell-00040,tac-0069,imsi-230213,no_reject,InitialContextSetup,S1-MME,uplink
2025-11-11 03:58:46.875763,evt-00000559,mme-so-36,cluster-west-1,dc-newyork,TAU,success,132,cell-00449,tac-0008,imsi-508493,congestion,DownlinkNASTransport,S1-MME,downlink
2025-11-11 03:59:16.875763,evt-00000560,mme-so-10,cluster-central,dc-chicago,Attach,success,33,cell-00370,tac-0086,imsi-750309,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-11 03:59:46.875763,evt-00000561,mme-so-14,cluster-west-1,dc-chicago,Attach,failure,22,cell-00442,tac-0040,imsi-790999,no_reject,UEContextRelease,S1-MME,uplink
2025-11-11 04:00:16.875763,evt-00000562,mme-so-18,cluster-west-1,dc-atlanta,PDN Connectivity,success,122,cell-00166,tac-0034,imsi-214566,no_reject,InitialContextSetup,S10,uplink
2025-11-11 04:00:46.875763,evt-00000563,mme-no-38,cluster-west-2,dc-atlanta,Service Request,success,206,cell-00159,tac-0063,imsi-588133,network_failure,UplinkNASTransport,S11,downlink
2025-11-11 04:01:16.875763,evt-00000564,mme-ce-26,cluster-east-1,dc-newyork,Detach,success,42,cell-00174,tac-0098,imsi-571199,no_reject,UplinkNASTransport,S10,downlink
2025-11-11 04:01:46.875763,evt-00000565,mme-so-18,cluster-central,dc-seattle,Attach,success,147,cell-00017,tac-0065,imsi-874122,no_reject,InitialUEMessage,S6a,downlink
2025-11-11 04:02:16.875763,evt-00000566,mme-no-39,cluster-west-2,dc-chicago,Attach,success,54,cell-00025,tac-0098,imsi-395984,no_reject,UEContextRelease,S1-MME,uplink
2025-11-11 04:02:46.875763,evt-00000567,mme-no-15,cluster-east-1,dc-newyork,Detach,success,154,cell-00106,tac-0092,imsi-807271,no_reject,UplinkNASTransport,S1-MME,downlink
2025-11-11 04:03:16.875763,evt-00000568,mme-so-42,cluster-west-2,dc-chicago,Service Request,failure,45,cell-00327,tac-0072,imsi-235722,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-11 04:03:46.875763,evt-00000569,mme-so-09,cluster-central,dc-chicago,Service Request,success,99,cell-00347,tac-0058,imsi-824082,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-11 04:04:16.875763,evt-00000570,mme-so-10,cluster-east-1,dc-seattle,Attach,success,29,cell-00355,tac-0049,imsi-886301,no_reject,InitialContextSetup,S6a,uplink
2025-11-11 04:04:46.875763,evt-00000571,mme-no-07,cluster-west-1,dc-dallas,Attach,success,130,cell-00379,tac-0021,imsi-199727,no_reject,UEContextRelease,S1-MME,uplink
2025-11-11 04:05:16.875763,evt-00000572,mme-so-03,cluster-east-1,dc-seattle,TAU,success,58,cell-00430,tac-0026,imsi-660900,no_reject,UplinkNASTransport,S11,downlink
2025-11-11 04:05:46.875763,evt-00000573,mme-so-11,cluster-west-2,dc-dallas,TAU,success,152,cell-00113,tac-0005,imsi-609618,no_reject,InitialUEMessage,S1-MME,downlink
2025-11-11 04:06:16.875763,evt-00000574,mme-no-47,cluster-east-1,dc-atlanta,TAU,success,12,cell-00185,tac-0032,imsi-691695,network_failure,UplinkNASTransport,S1-MME,uplink
2025-11-11 04:06:46.875763,evt-00000575,mme-no-17,cluster-east-1,dc-newyork,Attach,success,75,cell-00206,tac-0097,imsi-215559,no_reject,InitialUEMessage,S6a,downlink
2025-11-11 04:07:16.875763,evt-00000576,mme-so-50,cluster-west-1,dc-atlanta,Attach,success,106,cell-00159,tac-0016,imsi-217531,no_reject,InitialContextSetup,S6a,uplink
2025-11-11 04:07:46.875763,evt-00000577,mme-so-18,cluster-east-1,dc-chicago,Service Request,success,48,cell-00093,tac-0046,imsi-956294,no_reject,InitialContextSetup,S11,downlink
2025-11-11 04:08:16.875763,evt-00000578,mme-ce-20,cluster-west-2,dc-chicago,TAU,success,131,cell-00017,tac-0078,imsi-363728,no_reject,InitialContextSetup,S1-MME,uplink
2025-11-11 04:08:46.875763,evt-00000579,mme-so-36,cluster-east-2,dc-chicago,PDN Connectivity,success,102,cell-00251,tac-0024,imsi-654228,no_reject,InitialUEMessage,S10,uplink
2025-11-11 04:09:16.875763,evt-00000580,mme-ce-24,cluster-central,dc-atlanta,Detach,success,39,cell-00201,tac-0092,imsi-104887,no_reject,InitialContextSetup,S6a,downlink
2025-11-11 04:09:46.875763,evt-00000581,mme-so-43,cluster-east-2,dc-newyork,Service Request,success,89,cell-00061,tac-0066,imsi-679729,no_reject,InitialContextSetup,S6a,uplink
2025-11-11 04:10:16.875763,evt-00000582,mme-ce-41,cluster-central,dc-atlanta,Detach,success,101,cell-00181,tac-0085,imsi-963577,auth_failure,UEContextRelease,S1-MME,uplink
2025-11-11 04:10:46.875763,evt-00000583,mme-no-45,cluster-central,dc-seattle,Attach,success,103,cell-00391,tac-0008,imsi-553691,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-11 04:11:16.875763,evt-00000584,mme-so-36,cluster-east-1,dc-newyork,Service Request,success,50,cell-00154,tac-0090,imsi-663608,no_reject,UEContextRelease,S6a,uplink
2025-11-11 04:11:46.875763,evt-00000585,mme-so-10,cluster-east-1,dc-atlanta,TAU,success,359,cell-00063,tac-0058,imsi-925767,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-11 04:12:16.875763,evt-00000586,mme-ce-46,cluster-east-1,dc-newyork,Service Request,failure,139,cell-00459,tac-0037,imsi-467717,no_reject,UplinkNASTransport,S11,downlink
2025-11-11 04:12:46.875763,evt-00000587,mme-so-35,cluster-central,dc-seattle,Service Request,failure,31,cell-00085,tac-0099,imsi-106936,no_reject,InitialUEMessage,S1-MME,downlink
2025-11-11 04:13:16.875763,evt-00000588,mme-ce-44,cluster-east-2,dc-chicago,Attach,success,230,cell-00349,tac-0086,imsi-381317,network_failure,InitialContextSetup,S1-MME,downlink
2025-11-11 04:13:46.875763,evt-00000589,mme-so-23,cluster-central,dc-newyork,Attach,success,56,cell-00267,tac-0091,imsi-603906,no_reject,InitialUEMessage,S11,downlink
2025-11-11 04:14:16.875763,evt-00000590,mme-so-09,cluster-east-1,dc-dallas,PDN Connectivity,success,108,cell-00311,tac-0063,imsi-613888,no_reject,InitialContextSetup,S1-MME,uplink
2025-11-11 04:14:46.875763,evt-00000591,mme-so-11,cluster-central,dc-atlanta,Service Request,success,20,cell-00060,tac-0071,imsi-142680,no_reject,InitialContextSetup,S1-MME,uplink
2025-11-11 04:15:16.875763,evt-00000592,mme-ce-46,cluster-central,dc-chicago,TAU,success,163,cell-00063,tac-0009,imsi-432457,unknown_subscriber,UEContextRelease,S1-MME,uplink
2025-11-11 04:15:46.875763,evt-00000593,mme-no-40,cluster-west-1,dc-seattle,TAU,success,151,cell-00418,tac-0066,imsi-141817,no_reject,UEContextRelease,S11,uplink
2025-11-11 04:16:16.875763,evt-00000594,mme-no-49,cluster-west-2,dc-seattle,TAU,success,245,cell-00484,tac-0062,imsi-149202,no_reject,UplinkNASTransport,S1-MME,uplink
2025-11-11 04:16:46.875763,evt-00000595,mme-ce-21,cluster-east-2,dc-seattle,TAU,success,154,cell-00372,tac-0095,imsi-485479,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-11 04:17:16.875763,evt-00000596,mme-ce-20,cluster-west-1,dc-chicago,Attach,success,144,cell-00004,tac-0027,imsi-614190,no_reject,UplinkNASTransport,S11,downlink
2025-11-11 04:17:46.875763,evt-00000597,mme-so-02,cluster-west-1,dc-chicago,PDN Connectivity,success,149,cell-00411,tac-0003,imsi-555001,no_reject,DownlinkNASTransport,S6a,uplink
2025-11-11 04:18:16.875763,evt-00000598,mme-so-03,cluster-east-2,dc-dallas,Service Request,success,47,cell-00296,tac-0074,imsi-158373,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-11 04:18:46.875763,evt-00000599,mme-so-36,cluster-east-2,dc-atlanta,TAU,success,135,cell-00391,tac-0004,imsi-555347,no_reject,UplinkNASTransport,S11,downlink
2025-11-11 04:19:16.875763,evt-00000600,mme-so-28,cluster-central,dc-chicago,Attach,success,26,cell-00262,tac-0059,imsi-262665,congestion,UEContextRelease,S1-MME,downlink
2025-11-11 04:19:46.875763,evt-00000601,mme-no-07,cluster-east-2,dc-chicago,Service Request,success,45,cell-00219,tac-0002,imsi-671235,no_reject,InitialUEMessage,S1-MME,downlink
2025-11-11 04:20:16.875763,evt-00000602,mme-ce-44,cluster-west-1,dc-atlanta,Detach,success,35,cell-00155,tac-0081,imsi-969835,network_failure,InitialUEMessage,S1-MME,uplink
2025-11-11 04:20:46.875763,evt-00000603,mme-no-49,cluster-east-2,dc-dallas,TAU,success,194,cell-00274,tac-0058,imsi-124890,no_reject,InitialUEMessage,S6a,downlink
2025-11-11 04:21:16.875763,evt-00000604,mme-so-09,cluster-east-1,dc-atlanta,Bearer Modification,success,134,cell-00035,tac-0037,imsi-295834,no_reject,DownlinkNASTransport,S11,uplink
2025-11-11 04:21:46.875763,evt-00000605,mme-so-10,cluster-central,dc-chicago,Bearer Modification,success,41,cell-00189,tac-0074,imsi-344170,no_reject,UplinkNASTransport,S1-MME,downlink
2025-11-11 04:22:16.875763,evt-00000606,mme-no-17,cluster-west-1,dc-newyork,TAU,success,154,cell-00381,tac-0059,imsi-653723,no_reject,UplinkNASTransport,S6a,uplink
2025-11-11 04:22:46.875763,evt-00000607,mme-no-40,cluster-east-2,dc-newyork,TAU,success,85,cell-00070,tac-0049,imsi-834542,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-11 04:23:16.875763,evt-00000608,mme-no-15,cluster-east-2,dc-newyork,Attach,success,104,cell-00294,tac-0034,imsi-888264,no_reject,InitialContextSetup,S6a,uplink
2025-11-11 04:23:46.875763,evt-00000609,mme-no-27,cluster-east-1,dc-chicago,Service Request,success,92,cell-00489,tac-0068,imsi-788820,no_reject,InitialContextSetup,S1-MME,uplink
2025-11-11 04:24:16.875763,evt-00000610,mme-so-02,cluster-west-2,dc-newyork,Service Request,success,263,cell-00380,tac-0029,imsi-740644,no_reject,UplinkNASTransport,S6a,uplink
2025-11-11 04:24:46.875763,evt-00000611,mme-ce-20,cluster-west-1,dc-seattle,PDN Connectivity,success,52,cell-00317,tac-0047,imsi-246859,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-11 04:25:16.875763,evt-00000612,mme-so-36,cluster-east-1,dc-newyork,Attach,success,130,cell-00230,tac-0010,imsi-336135,no_reject,UEContextRelease,S11,downlink
2025-11-11 04:25:46.875763,evt-00000613,mme-so-11,cluster-west-2,dc-atlanta,TAU,success,236,cell-00332,tac-0049,imsi-739749,no_reject,DownlinkNASTransport,S11,downlink
2025-11-11 04:26:16.875763,evt-00000614,mme-no-25,cluster-west-2,dc-dallas,PDN Connectivity,success,55,cell-00105,tac-0049,imsi-310907,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-11 04:26:46.875763,evt-00000615,mme-no-06,cluster-west-1,dc-chicago,Bearer Modification,rejected,102,cell-00047,tac-0072,imsi-683453,no_reject,UplinkNASTransport,S1-MME,downlink
2025-11-11 04:27:16.875763,evt-00000616,mme-no-15,cluster-east-2,dc-atlanta,Attach,success,218,cell-00159,tac-0049,imsi-347710,no_reject,UplinkNASTransport,S1-MME,uplink
2025-11-11 04:27:46.875763,evt-00000617,mme-ce-26,cluster-east-1,dc-atlanta,TAU,success,172,cell-00167,tac-0095,imsi-961799,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-11 04:28:16.875763,evt-00000618,mme-so-32,cluster-east-1,dc-dallas,TAU,success,128,cell-00169,tac-0086,imsi-171167,no_reject,InitialUEMessage,S1-MME,uplink
