@timestamp,session_id,session_status,termination_cause,rat_type,subscriber_id,apn,cell_id,session_duration_seconds,bytes_transferred
2026-01-27 19:08:29.493073,SES-C16A88FEAE8C,ACTIVE,AUTH-FAILURE,5G-NR,310260967682259,mms,CELL-0119,861,8630657
2026-01-27 20:08:29.493073,SES-9F91D236B23A,ACTIVE,AUTH-FAILURE,5G-NR,310260567242432,enterprise.vpn,CELL-0140,2861,87394
2026-01-27 21:08:29.493073,SES-CD5B3C480590,FAILED,NORMAL,LTE,310260976321563,emergency,CELL-0060,330,2367
2026-01-27 22:08:29.493073,SES-78AAC8E7AF00,ACTIVE,NORMAL,5G-NR,310260550208702,wap,CELL-0016,231,5369
2026-01-27 23:08:29.493073,SES-318343B8C659,FAILED,NORMAL,LTE,310260118143742,mms,CELL-0002,229,12504
2026-01-28 00:08:29.493073,SES-D1822FC61F42,ACTIVE,NORMAL,LTE,310260697396599,ims,CELL-0150,535,506472
2026-01-28 01:08:29.493073,SES-E1CF0D1B17BE,FAILED,NORMAL,LTE,310260726611112,emergency,CELL-0094,65,9754
2026-01-28 02:08:29.493073,SES-178F08338D5C,FAILED,NORMAL,5G-NR,310260406996463,wap,CELL-0131,2005,49084
2026-01-28 03:08:29.493073,SES-B4CAE553C0E9,COMPLETED,UE-DETACH,5G-NR,310260826318053,emergency,CELL-0007,1217,24317
2026-01-28 04:08:29.493073,SES-24DCCCC8730E,COMPLETED,UE-DETACH,NR-NSA,310260727622968,ims,CELL-0031,373,720
2026-01-28 05:08:29.493073,SES-CDF5CCF61DBD,COMPLETED,NORMAL,LTE,310260776948342,wap,CELL-0084,12108,9804
2026-01-28 06:08:29.493073,SES-074A831819B0,FAILED,NETWORK-RELEASE,LTE,310260837828673,mms,CELL-0138,141,54185
2026-01-28 07:08:29.493073,SES-E64E6F82BD69,FAILED,NORMAL,LTE,310260623226956,enterprise.vpn,CELL-0072,142,29746
2026-01-28 08:08:29.493073,SES-9DF260537D29,COMPLETED,UE-DETACH,5G-NR,310260935954426,wap,CELL-0159,583,18150
2026-01-28 09:08:29.493073,SES-07E7A96C1B3B,COMPLETED,UE-DETACH,5G-NR,310260298304991,mms,CELL-0108,118,116547
2026-01-28 10:08:29.493073,SES-5F1970EF5EE2,INTERRUPTED,NORMAL,5G-NR,310260439794554,enterprise.vpn,CELL-0193,180,41987
2026-01-28 11:08:29.493073,SES-0DD0A42131E5,ACTIVE,TIMEOUT,NR-NSA,310260722908425,internet,CELL-0040,58,63283
2026-01-28 12:08:29.493073,SES-B053954AAD04,COMPLETED,UE-DETACH,NR-NSA,310260438524825,ims,CELL-0186,645,8757
2026-01-28 13:08:29.493073,SES-432C98E38FC7,FAILED,NORMAL,LTE,310260347051494,mms,CELL-0062,355,1059
2026-01-28 14:08:29.493073,SES-83B145BAE4E4,ACTIVE,NORMAL,5G-NR,310260447178223,mms,CELL-0188,288,7641
2026-01-28 15:08:29.493073,SES-F05021544C40,FAILED,AUTH-FAILURE,LTE,310260178285799,ims,CELL-0003,2786,13513
2026-01-28 16:08:29.493073,SES-98DB6BED2E92,COMPLETED,NORMAL,LTE,310260787518446,wap,CELL-0010,151,138929
2026-01-28 17:08:29.493073,SES-E7BBF5FCDCA2,INTERRUPTED,NORMAL,5G-NR,310260881705046,emergency,CELL-0183,110,31317
2026-01-28 18:08:29.493073,SES-DE267C32BBD6,FAILED,NORMAL,LTE,310260313090657,ims,CELL-0001,286,19417
2026-01-28 19:08:29.493073,SES-229ED176E89A,COMPLETED,UE-DETACH,5G-NR,310260906059668,mms,CELL-0038,163,3863
2026-01-28 20:08:29.493073,SES-C75CDB865BE6,ACTIVE,RESOURCE-EXHAUSTION,5G-NR,310260288936932,wap,CELL-0133,225,131013
2026-01-28 21:08:29.493073,SES-28401DB6D3C8,COMPLETED,NORMAL,NR-NSA,310260468209735,enterprise.vpn,CELL-0009,381,8645
2026-01-28 22:08:29.493073,SES-759956C0DE5C,FAILED,AUTH-FAILURE,5G-NR,310260305817156,wap,CELL-0136,2192,88863
2026-01-28 23:08:29.493073,SES-9E6C175C46D4,ACTIVE,AUTH-FAILURE,5G-NR,310260943219567,emergency,CELL-0083,240,2680
2026-01-29 00:08:29.493073,SES-EC4102FA8EBD,ACTIVE,TIMEOUT,5G-NR,310260515143436,enterprise.vpn,CELL-0119,302,188
2026-01-29 01:08:29.493073,SES-D58FC9DFC296,FAILED,UE-DETACH,NR-SA,310260992354824,ims,CELL-0106,507,13794
2026-01-29 02:08:29.493073,SES-37D1DC40DB38,FAILED,UE-DETACH,LTE,310260348259004,ims,CELL-0103,1092,184295
2026-01-29 03:08:29.493073,SES-807F713B0204,ACTIVE,NORMAL,5G-NR,310260467852493,enterprise.vpn,CELL-0020,375,62809
2026-01-29 04:08:29.493073,SES-F099FA2EEAC8,COMPLETED,NORMAL,LTE,310260985233402,wap,CELL-0118,2441,452
2026-01-29 05:08:29.493073,SES-6DBD14AAB600,FAILED,NETWORK-RELEASE,5G-NR,310260584613158,internet,CELL-0167,52,7444
2026-01-29 06:08:29.493073,SES-E995F0870502,FAILED,NORMAL,LTE,310260952409927,emergency,CELL-0046,36,126773
2026-01-29 07:08:29.493073,SES-E0461457521D,COMPLETED,HANDOVER-FAILURE,5G-NR,310260881788003,ims,CELL-0111,554,16772
2026-01-29 08:08:29.493073,SES-875BA035D2A0,ACTIVE,UE-DETACH,LTE,310260409326013,emergency,CELL-0045,119,4430
2026-01-29 09:08:29.493073,SES-25AAE6FCB735,COMPLETED,HANDOVER-FAILURE,5G-NR,310260665167789,emergency,CELL-0140,163,4647
2026-01-29 10:08:29.493073,SES-855B7574A6A8,COMPLETED,UE-DETACH,NR-SA,310260443934403,wap,CELL-0078,88,5907
2026-01-29 11:08:29.493073,SES-8F49553F91FD,COMPLETED,TIMEOUT,5G-NR,310260284679232,emergency,CELL-0017,180,393381
2026-01-29 12:08:29.493073,SES-564AD596B027,FAILED,NETWORK-RELEASE,5G-NR,310260418459603,wap,CELL-0085,609,11649
2026-01-29 13:08:29.493073,SES-13FBA5C7B832,INTERRUPTED,NORMAL,LTE,310260567242432,emergency,CELL-0093,1100,17441
2026-01-29 14:08:29.493073,SES-83548343629D,COMPLETED,AUTH-FAILURE,LTE,310260310823738,mms,CELL-0114,769,346
2026-01-29 15:08:29.493073,SES-C7D056E081F5,ACTIVE,NORMAL,LTE,310260516000230,internet,CELL-0129,5829,494542
2026-01-29 16:08:29.493073,SES-C9CEE5FB68B2,COMPLETED,UE-DETACH,LTE,310260804066138,enterprise.vpn,CELL-0088,4940,531700
2026-01-29 17:08:29.493073,SES-E238CA80E315,ACTIVE,NORMAL,5G-NR,310260876120803,ims,CELL-0193,3320,3606
2026-01-29 18:08:29.493073,SES-7EC8A0E5B6BB,COMPLETED,NETWORK-RELEASE,LTE,310260808195226,internet,CELL-0075,1417,7462
2026-01-29 19:08:29.493073,SES-7D6B89F2480F,INTERRUPTED,TIMEOUT,LTE,310260979434517,ims,CELL-0154,324,16314
2026-01-29 20:08:29.493073,SES-9200948F4893,ACTIVE,NETWORK-RELEASE,NR-NSA,310260468209735,internet,CELL-0042,662,1530
2026-01-29 21:08:29.493073,SES-BC53EA80B9E8,COMPLETED,NORMAL,LTE,310260881139680,ims,CELL-0137,799,574533
2026-01-29 22:08:29.493073,SES-E0B471320230,ACTIVE,NETWORK-RELEASE,LTE,310260734358606,internet,CELL-0127,71,18591
2026-01-29 23:08:29.493073,SES-A64DC376A872,FAILED,NORMAL,LTE,310260292804629,internet,CELL-0148,172,17922
2026-01-30 00:08:29.493073,SES-CC8EA56F3512,ACTIVE,UE-DETACH,LTE,310260977994997,wap,CELL-0022,2735,4258
2026-01-30 01:08:29.493073,SES-56AEE9323345,INTERRUPTED,NORMAL,5G-NR,310260418459603,mms,CELL-0153,133,218746
2026-01-30 02:08:29.493073,SES-86E696F3EBEA,COMPLETED,UE-DETACH,LTE,310260747664390,internet,CELL-0053,3405,7756
2026-01-30 03:08:29.493073,SES-7E872B33E819,COMPLETED,AUTH-FAILURE,5G-NR,310260475902535,internet,CELL-0068,453,357650
2026-01-30 04:08:29.493073,SES-DC1067101381,COMPLETED,NORMAL,LTE,310260226590292,enterprise.vpn,CELL-0040,224,6263
2026-01-30 05:08:29.493073,SES-79E0875A99D8,FAILED,TIMEOUT,LTE,310260544397455,wap,CELL-0086,1075,86083
2026-01-30 06:08:29.493073,SES-D1AA5D3F3EE7,ACTIVE,UE-DETACH,LTE,310260399846172,mms,CELL-0134,7911,21652
2026-01-30 07:08:29.493073,SES-5702B6BFFD2E,COMPLETED,NORMAL,NR-SA,310260284679232,enterprise.vpn,CELL-0098,317,23164018
2026-01-30 08:08:29.493073,SES-63087C7E032B,COMPLETED,NORMAL,LTE,310260276667397,internet,CELL-0145,2049,158457
2026-01-30 09:08:29.493073,SES-F1AF3496BE2D,ACTIVE,NETWORK-RELEASE,NR-SA,310260198474861,emergency,CELL-0154,1283,32728
2026-01-30 10:08:29.493073,SES-BA78AF9C270E,ACTIVE,NORMAL,NR-SA,310260830146605,mms,CELL-0065,68,450307
2026-01-30 11:08:29.493073,SES-DADB408A26EB,COMPLETED,RESOURCE-EXHAUSTION,LTE,310260656673018,enterprise.vpn,CELL-0184,72,37762
2026-01-30 12:08:29.493073,SES-54F8F8553C87,COMPLETED,HANDOVER-FAILURE,LTE,310260728388305,wap,CELL-0082,183,401274
2026-01-30 13:08:29.493073,SES-0AB01767F96D,ACTIVE,AUTH-FAILURE,LTE,310260756277708,emergency,CELL-0157,163,7237
2026-01-30 14:08:29.493073,SES-CBB06F3C9A71,ACTIVE,UE-DETACH,5G-NR,310260651392041,emergency,CELL-0140,730,680
2026-01-30 15:08:29.493073,SES-EB87A4040F8C,INTERRUPTED,UE-DETACH,LTE,310260228173798,internet,CELL-0066,78,17233
2026-01-30 16:08:29.493073,SES-F7F0617D6433,COMPLETED,NETWORK-RELEASE,LTE,310260580333722,wap,CELL-0059,8255,31904
2026-01-30 17:08:29.493073,SES-7762D19F74D1,COMPLETED,HANDOVER-FAILURE,NR-SA,310260887650568,enterprise.vpn,CELL-0096,45,158819
2026-01-30 18:08:29.493073,SES-BC6F395DB61C,COMPLETED,RESOURCE-EXHAUSTION,LTE,310260467610356,wap,CELL-0134,413,352114
2026-01-30 19:08:29.493073,SES-9C7F1CE74402,COMPLETED,UE-DETACH,NR-SA,310260960131544,emergency,CELL-0024,476,698
2026-01-30 20:08:29.493073,SES-070179B6EC9A,FAILED,NETWORK-RELEASE,LTE,310260879560075,wap,CELL-0048,419,19535
2026-01-30 21:08:29.493073,SES-DDF084DFBD34,ACTIVE,NETWORK-RELEASE,5G-NR,310260915860924,enterprise.vpn,CELL-0041,545,14832
2026-01-30 22:08:29.493073,SES-3E7E8CB94121,FAILED,AUTH-FAILURE,LTE,310260406699024,wap,CELL-0114,45,408781
2026-01-30 23:08:29.493073,SES-ABF1ED35A276,COMPLETED,NETWORK-RELEASE,NR-NSA,310260144740119,wap,CELL-0013,80,1734815
2026-01-31 00:08:29.493073,SES-85F3034C9E28,COMPLETED,HANDOVER-FAILURE,LTE,310260364499965,ims,CELL-0065,1154,33363
2026-01-31 01:08:29.493073,SES-43ED1E5293FE,ACTIVE,NORMAL,LTE,310260620418879,emergency,CELL-0120,102,6402
2026-01-31 02:08:29.493073,SES-5E00C64D203A,ACTIVE,UE-DETACH,LTE,310260144740119,internet,CELL-0061,39,2382
2026-01-31 03:08:29.493073,SES-A354EA94CA77,COMPLETED,TIMEOUT,5G-NR,310260594555621,mms,CELL-0020,51,41867
2026-01-31 04:08:29.493073,SES-1AB5663D1461,INTERRUPTED,NORMAL,LTE,310260505041194,mms,CELL-0125,1380,32108
2026-01-31 05:08:29.493073,SES-6A7A408FA497,ACTIVE,NORMAL,5G-NR,310260288936932,enterprise.vpn,CELL-0096,308,155323
2026-01-31 06:08:29.493073,SES-66E5DF2B895C,ACTIVE,NORMAL,5G-NR,310260226590292,ims,CELL-0012,917,3139
2026-01-31 07:08:29.493073,SES-891D5AA004A6,COMPLETED,AUTH-FAILURE,LTE,310260471129704,internet,CELL-0142,170,11934
2026-01-31 08:08:29.493073,SES-4F419ADB1BFD,FAILED,NORMAL,LTE,310260826369819,emergency,CELL-0036,499,14661
2026-01-31 09:08:29.493073,SES-9BB516EA24E3,COMPLETED,UE-DETACH,5G-NR,310260977994997,enterprise.vpn,CELL-0171,8242,90102
2026-01-31 10:08:29.493073,SES-7EC1E8ABA285,ACTIVE,NORMAL,5G-NR,310260300906959,emergency,CELL-0141,517,10961
2026-01-31 11:08:29.493073,SES-C6ADFA788896,COMPLETED,NORMAL,5G-NR,310260284175338,ims,CELL-0066,363,17857
2026-01-31 12:08:29.493073,SES-93C29106CAA5,COMPLETED,NORMAL,LTE,310260100236788,mms,CELL-0035,1987,12844
2026-01-31 13:08:29.493073,SES-1D9F2F6A64A4,ACTIVE,NORMAL,LTE,310260860026831,mms,CELL-0086,2844,91612
2026-01-31 14:08:29.493073,SES-F96453963132,ACTIVE,NORMAL,LTE,310260820352593,enterprise.vpn,CELL-0073,289,15983
2026-01-31 15:08:29.493073,SES-207471626309,ACTIVE,UE-DETACH,5G-NR,310260967682259,mms,CELL-0034,32,477255
2026-01-31 16:08:29.493073,SES-EFC9593AEA2F,ACTIVE,NORMAL,LTE,310260399846172,emergency,CELL-0057,263,123691
2026-01-31 17:08:29.493073,SES-68CB3B9F5430,COMPLETED,HANDOVER-FAILURE,5G-NR,310260939051842,enterprise.vpn,CELL-0028,1061,78947
2026-01-31 18:08:29.493073,SES-49403FE07601,COMPLETED,UE-DETACH,LTE,310260770476613,mms,CELL-0067,468,3362
2026-01-31 19:08:29.493073,SES-2A5DEF5AEA25,COMPLETED,NORMAL,NR-SA,310260734358606,wap,CELL-0134,12,123693
2026-01-31 20:08:29.493073,SES-E1DB0BE1BA81,COMPLETED,RESOURCE-EXHAUSTION,LTE,310260649702977,emergency,CELL-0109,1386,111253
2026-01-31 21:08:29.493073,SES-FFA3E461D663,ACTIVE,NORMAL,NR-NSA,310260140904861,emergency,CELL-0046,77,1591
2026-01-31 22:08:29.493073,SES-0C1FA621A2FC,ACTIVE,UE-DETACH,NR-NSA,310260521671037,mms,CELL-0068,1775,58740
2026-01-31 23:08:29.493073,SES-0851B2742D36,FAILED,NETWORK-RELEASE,LTE,310260411493234,internet,CELL-0011,15,867347
2026-02-01 00:08:29.493073,SES-575024B2E1F2,ACTIVE,NORMAL,NR-SA,310260623226956,enterprise.vpn,CELL-0027,41,44621
2026-02-01 01:08:29.493073,SES-062B67EC0762,FAILED,UE-DETACH,NR-SA,310260106852217,emergency,CELL-0114,250,191
2026-02-01 02:08:29.493073,SES-313C9198F737,COMPLETED,NORMAL,LTE,310260298304991,wap,CELL-0187,146,249
2026-02-01 03:08:29.493073,SES-D605B463942E,COMPLETED,POLICY-REJECT,LTE,310260553643181,wap,CELL-0067,3828,57473
2026-02-01 04:08:29.493073,SES-13A30BA09E48,COMPLETED,AUTH-FAILURE,5G-NR,310260952409927,enterprise.vpn,CELL-0111,437,71025
2026-02-01 05:08:29.493073,SES-5C0F18A5BEB7,COMPLETED,NORMAL,5G-NR,310260372881322,internet,CELL-0111,429,2346
2026-02-01 06:08:29.493073,SES-DD82FEA3928B,FAILED,NETWORK-RELEASE,LTE,310260809577698,ims,CELL-0044,18058,16545
2026-02-01 07:08:29.493073,SES-DAE35D9958B6,COMPLETED,UE-DETACH,LTE,310260918842692,internet,CELL-0200,9,241
2026-02-01 08:08:29.493073,SES-9BAA80BBBA8D,COMPLETED,NORMAL,5G-NR,310260521816551,emergency,CELL-0021,259,13107
2026-02-01 09:08:29.493073,SES-C91EF66D8527,ACTIVE,AUTH-FAILURE,5G-NR,310260289139983,mms,CELL-0093,161,41062
2026-02-01 10:08:29.493073,SES-C5C21A759EF7,COMPLETED,NORMAL,5G-NR,310260737992266,mms,CELL-0033,786,5974519
2026-02-01 11:08:29.493073,SES-FFEB1E3F4970,COMPLETED,POLICY-REJECT,5G-NR,310260958533256,ims,CELL-0150,275,435514
2026-02-01 12:08:29.493073,SES-389422ED9676,INTERRUPTED,NORMAL,NR-SA,310260605529529,emergency,CELL-0099,285,11203
2026-02-01 13:08:29.493073,SES-8FE220018A45,COMPLETED,NORMAL,LTE,310260776948342,mms,CELL-0033,17,881
2026-02-01 14:08:29.493073,SES-8333B7EB9ABA,COMPLETED,NORMAL,LTE,310260697979086,enterprise.vpn,CELL-0094,149,7655
2026-02-01 15:08:29.493073,SES-57643D82C754,COMPLETED,RESOURCE-EXHAUSTION,NR-SA,310260564539460,wap,CELL-0007,8,3135
2026-02-01 16:08:29.493073,SES-08F82BD47325,COMPLETED,NETWORK-RELEASE,LTE,310260154176102,enterprise.vpn,CELL-0059,75,5418
2026-02-01 17:08:29.493073,SES-7AC660CF62D1,ACTIVE,UE-DETACH,LTE,310260467852493,mms,CELL-0062,459,1601145
2026-02-01 18:08:29.493073,SES-E91BE8B849B9,COMPLETED,NORMAL,LTE,310260339719201,internet,CELL-0091,231,3345
2026-02-01 19:08:29.493073,SES-6B46F94BFEA3,FAILED,NORMAL,5G-NR,310260454655554,enterprise.vpn,CELL-0164,795,16618
2026-02-01 20:08:29.493073,SES-4EBDC5323A24,INTERRUPTED,NETWORK-RELEASE,LTE,310260198443270,enterprise.vpn,CELL-0178,9007,3350
2026-02-01 21:08:29.493073,SES-2D61D4B1A292,COMPLETED,NORMAL,5G-NR,310260583100265,ims,CELL-0141,225,75062
2026-02-01 22:08:29.493073,SES-254298D2EDDA,ACTIVE,UE-DETACH,NR-SA,310260353551573,enterprise.vpn,CELL-0197,672,213560
2026-02-01 23:08:29.493073,SES-EE046E417426,FAILED,NORMAL,LTE,310260284679232,ims,CELL-0015,2671,6490
2026-02-02 00:08:29.493073,SES-B2ED72B1AD1A,COMPLETED,NORMAL,LTE,310260705326888,mms,CELL-0154,2590,437836
2026-02-02 01:08:29.493073,SES-CB595D683898,FAILED,NORMAL,LTE,310260948205592,enterprise.vpn,CELL-0145,2199,324859
2026-02-02 02:08:29.493073,SES-DCBDFFB1A7FE,COMPLETED,NORMAL,NR-NSA,310260307992585,mms,CELL-0185,2192,395588
2026-02-02 03:08:29.493073,SES-0B97A219F745,COMPLETED,NORMAL,5G-NR,310260272295407,emergency,CELL-0128,183,801
2026-02-02 04:08:29.493073,SES-F1CF04CAD1EB,COMPLETED,TIMEOUT,LTE,310260562019416,wap,CELL-0054,93,8990
2026-02-02 05:08:29.493073,SES-3374E927EA8D,FAILED,NORMAL,LTE,310260697257231,internet,CELL-0085,9594,1882
2026-02-02 06:08:29.493073,SES-69E2A6810094,COMPLETED,POLICY-REJECT,5G-NR,310260428774091,mms,CELL-0102,159,1005
2026-02-02 07:08:29.493073,SES-5208B38BE10C,ACTIVE,AUTH-FAILURE,NR-SA,310260349418509,internet,CELL-0167,12,1271
2026-02-02 08:08:29.493073,SES-F3CCB809DD8F,FAILED,NORMAL,5G-NR,310260620364269,mms,CELL-0177,2459,123934
2026-02-02 09:08:29.493073,SES-2155A81A904E,ACTIVE,NORMAL,LTE,310260100236788,emergency,CELL-0097,643,22222
2026-02-02 10:08:29.493073,SES-CC6BA31AD677,ACTIVE,NORMAL,NR-SA,310260228702086,wap,CELL-0139,138,73
2026-02-02 11:08:29.493073,SES-A942DEB77990,INTERRUPTED,AUTH-FAILURE,NR-SA,310260819660900,internet,CELL-0112,268,3061
2026-02-02 12:08:29.493073,SES-6F52159AD772,COMPLETED,NORMAL,LTE,310260391979328,mms,CELL-0063,25,177003
2026-02-02 13:08:29.493073,SES-171252CEECD7,FAILED,AUTH-FAILURE,5G-NR,310260121328704,ims,CELL-0036,1637,322017
2026-02-02 14:08:29.493073,SES-F43D88626B6C,FAILED,UE-DETACH,LTE,310260884337679,emergency,CELL-0008,969,355080
2026-02-02 15:08:29.493073,SES-7780EB0B7343,COMPLETED,NORMAL,LTE,310260881705046,emergency,CELL-0169,1056,70142
2026-02-02 16:08:29.493073,SES-4ACDD43C84C4,COMPLETED,HANDOVER-FAILURE,NR-SA,310260755017222,mms,CELL-0174,740,1014
2026-02-02 17:08:29.493073,SES-75D6101D414B,COMPLETED,NORMAL,LTE,310260166700125,internet,CELL-0032,2350,23890
2026-02-02 18:08:29.493073,SES-08EEC6F3D3C5,COMPLETED,TIMEOUT,5G-NR,310260811035804,emergency,CELL-0127,57,22223
2026-02-02 19:08:29.493073,SES-E74AD9D62CD8,ACTIVE,NORMAL,LTE,310260915381086,wap,CELL-0020,152,46420
2026-02-02 20:08:29.493073,SES-8B2E6CC9F151,ACTIVE,POLICY-REJECT,LTE,310260809577698,wap,CELL-0056,367,6909
2026-02-02 21:08:29.493073,SES-ECC431D5376D,FAILED,UE-DETACH,5G-NR,310260406996463,ims,CELL-0166,44,6513
2026-02-02 22:08:29.493073,SES-2CB217AA7AAA,FAILED,NORMAL,5G-NR,310260399793845,ims,CELL-0073,1291,4675
2026-02-02 23:08:29.493073,SES-0A32665BAF48,ACTIVE,AUTH-FAILURE,NR-SA,310260468209735,ims,CELL-0037,75,4246
2026-02-03 00:08:29.493073,SES-05D773FFECCF,ACTIVE,UE-DETACH,LTE,310260661621082,mms,CELL-0158,62,54243
2026-02-03 01:08:29.493073,SES-DB19203CF21F,FAILED,NORMAL,LTE,310260666792951,internet,CELL-0113,1754,2137727
2026-02-03 02:08:29.493073,SES-044FA911070F,ACTIVE,NORMAL,LTE,310260466031748,enterprise.vpn,CELL-0190,58,6249
2026-02-03 03:08:29.493073,SES-79826B134872,ACTIVE,NETWORK-RELEASE,NR-NSA,310260182508889,enterprise.vpn,CELL-0190,122,3973
2026-02-03 04:08:29.493073,SES-BC1E26673CA6,COMPLETED,TIMEOUT,NR-SA,310260146945144,mms,CELL-0165,104,91670
2026-02-03 05:08:29.493073,SES-0575F8F41B30,COMPLETED,NETWORK-RELEASE,LTE,310260262375486,enterprise.vpn,CELL-0199,220,18450
2026-02-03 06:08:29.493073,SES-170667ACB2A0,ACTIVE,NETWORK-RELEASE,LTE,310260241682342,wap,CELL-0036,120,539
2026-02-03 07:08:29.493073,SES-648336CD6818,COMPLETED,HANDOVER-FAILURE,5G-NR,310260406996463,ims,CELL-0157,588,77217
2026-02-03 08:08:29.493073,SES-86E90E6857F4,COMPLETED,NETWORK-RELEASE,LTE,310260154275983,internet,CELL-0066,1018,102807
2026-02-03 09:08:29.493073,SES-D695656447A2,COMPLETED,POLICY-REJECT,LTE,310260686079279,ims,CELL-0096,83,21616
2026-02-03 10:08:29.493073,SES-BF446A440D59,ACTIVE,NORMAL,5G-NR,310260888325782,ims,CELL-0198,705,110046
2026-02-03 11:08:29.493073,SES-C2126A356117,COMPLETED,NORMAL,LTE,310260915060224,mms,CELL-0060,18516,4286
2026-02-03 12:08:29.493073,SES-1A361E6DEFFE,FAILED,UE-DETACH,LTE,310260252939333,mms,CELL-0037,579,17326
2026-02-03 13:08:29.493073,SES-D99088515A10,INTERRUPTED,NORMAL,LTE,310260881788003,ims,CELL-0090,268,50
2026-02-03 14:08:29.493073,SES-85B5B10273F4,ACTIVE,AUTH-FAILURE,LTE,310260567422552,emergency,CELL-0001,2021,2187
2026-02-03 15:08:29.493073,SES-BC87510B570F,COMPLETED,UE-DETACH,LTE,310260523333956,wap,CELL-0146,80,2765
2026-02-03 16:08:29.493073,SES-A2AA11D1E176,ACTIVE,NORMAL,5G-NR,310260211662774,internet,CELL-0131,29,9600
2026-02-03 17:08:29.493073,SES-DF7E36C46999,COMPLETED,TIMEOUT,NR-SA,310260373740262,internet,CELL-0108,166,34871
2026-02-03 18:08:29.493073,SES-EE296E662B43,ACTIVE,UE-DETACH,5G-NR,310260437866591,enterprise.vpn,CELL-0166,378,3042
2026-02-03 19:08:29.493073,SES-422C54497695,INTERRUPTED,UE-DETACH,NR-NSA,310260801211960,wap,CELL-0113,545,189888
2026-02-03 20:08:29.493073,SES-C1CE55CA879B,COMPLETED,UE-DETACH,LTE,310260122922687,wap,CELL-0124,291,39470
2026-02-03 21:08:29.493073,SES-DC436FFF3B69,COMPLETED,AUTH-FAILURE,LTE,310260728388305,ims,CELL-0005,1285,33915
2026-02-03 22:08:29.493073,SES-DA888B17D7DB,FAILED,NORMAL,5G-NR,310260645864595,emergency,CELL-0007,2204,213
2026-02-03 23:08:29.493073,SES-4B1C84C68D43,COMPLETED,AUTH-FAILURE,LTE,310260324791101,mms,CELL-0137,144,86225
2026-02-04 00:08:29.493073,SES-F2A91087EFBC,COMPLETED,HANDOVER-FAILURE,5G-NR,310260810086399,ims,CELL-0162,206,151
2026-02-04 01:08:29.493073,SES-2C4457479715,COMPLETED,NORMAL,5G-NR,310260957206151,wap,CELL-0147,263,138975
2026-02-04 02:08:29.493073,SES-D1C5AB3F5E24,FAILED,AUTH-FAILURE,NR-SA,310260532129391,mms,CELL-0057,119,19627
2026-02-04 03:08:29.493073,SES-DF15B539E7DD,COMPLETED,NORMAL,LTE,310260856704000,internet,CELL-0159,263,482177
2026-02-04 04:08:29.493073,SES-DAA7C85E1DB3,COMPLETED,NORMAL,LTE,310260649534042,enterprise.vpn,CELL-0145,66,1291
2026-02-04 05:08:29.493073,SES-424B7E961E38,ACTIVE,NORMAL,LTE,310260224156489,emergency,CELL-0127,2104,8272
2026-02-04 06:08:29.493073,SES-13652061D0C1,COMPLETED,NETWORK-RELEASE,LTE,310260300906959,ims,CELL-0168,250,419039
2026-02-04 07:08:29.493073,SES-B1E9CBC2DCB8,COMPLETED,NORMAL,LTE,310260106852217,internet,CELL-0134,559,134279
2026-02-04 08:08:29.493073,SES-F4CE7B328952,INTERRUPTED,TIMEOUT,NR-NSA,310260307992585,mms,CELL-0062,54,3478
2026-02-04 09:08:29.493073,SES-712D9C9590D3,FAILED,RESOURCE-EXHAUSTION,NR-SA,310260371154427,ims,CELL-0195,413,3391588
2026-02-04 10:08:29.493073,SES-4CB16F0EC814,FAILED,NORMAL,NR-SA,310260713277057,emergency,CELL-0017,313,2759
2026-02-04 11:08:29.493073,SES-5A675C0CF353,COMPLETED,NETWORK-RELEASE,5G-NR,310260649534042,internet,CELL-0124,166,102
2026-02-04 12:08:29.493073,SES-FB82C510346E,COMPLETED,NETWORK-RELEASE,LTE,310260161112721,mms,CELL-0157,1316,24552
2026-02-04 13:08:29.493073,SES-CFF3167DBEE3,ACTIVE,AUTH-FAILURE,NR-SA,310260521816551,mms,CELL-0172,557,46117
2026-02-04 14:08:29.493073,SES-6FD158780E08,FAILED,NORMAL,LTE,310260359580956,ims,CELL-0152,133,9357
2026-02-04 15:08:29.493073,SES-0F3F1A336364,FAILED,NORMAL,5G-NR,310260896351769,emergency,CELL-0106,324,23193
2026-02-04 16:08:29.493073,SES-EB331BED90DA,INTERRUPTED,UE-DETACH,NR-SA,310260916981052,wap,CELL-0167,186,47086
2026-02-04 17:08:29.493073,SES-6DB8E8C97930,COMPLETED,UE-DETACH,5G-NR,310260480135444,enterprise.vpn,CELL-0032,301,772
2026-02-04 18:08:29.493073,SES-CCBF706C34EA,ACTIVE,TIMEOUT,LTE,310260365122100,internet,CELL-0147,335,648125
2026-02-04 19:08:29.493073,SES-A1355FCAA2B8,COMPLETED,POLICY-REJECT,NR-NSA,310260755657834,ims,CELL-0140,870,23581
2026-02-04 20:08:29.493073,SES-E49F8AC68FF3,ACTIVE,NORMAL,5G-NR,310260317478813,emergency,CELL-0038,1229,1493
2026-02-04 21:08:29.493073,SES-7BBCF68E153F,COMPLETED,NORMAL,LTE,310260656740906,wap,CELL-0165,35,22903
2026-02-04 22:08:29.493073,SES-AF501A3B9643,COMPLETED,NORMAL,LTE,310260609938179,internet,CELL-0117,377,174677
