@timestamp,ran_node_id,cell_id,handover_attempts,handover_failures,handover_type,source_rat,target_rat,ue_count
2026-01-12 01:05:31.412666,RAN-015,CELL-0038,219,178,INTER-RAT-5G-4G,LTE,NR,502
2026-01-17 15:43:36.412666,RAN-048,CELL-0011,319,116,INTER-FREQ,NR,UMTS,192
2026-01-12 01:17:46.412666,RAN-018,CELL-0037,220,169,INTER-RAT-5G-4G,LTE,NR,425
2025-12-21 03:54:57.412666,RAN-002,CELL-0009,240,184,INTER-RAT-4G-5G,NR,LTE,925
2026-01-12 02:07:22.412666,RAN-014,CELL-0039,205,170,INTER-FREQ,NR,LTE,167
2026-02-10 05:25:31.412666,RAN-017,CELL-0062,320,53,INTER-RAT-5G-4G,UMTS,LTE,174
2026-01-02 14:35:59.412666,RAN-047,CELL-0097,41,3,INTRA-FREQ,LTE,UMTS,220
2026-03-08 18:37:54.412666,RAN-033,CELL-0137,248,21,INTRA-FREQ,NR,UMTS,395
2026-02-07 12:16:00.412666,RAN-005,CELL-0014,209,131,INTER-FREQ,LTE,NR,325
2026-02-07 11:48:56.412666,RAN-003,CELL-0020,241,171,INTER-FREQ,NR,LTE,794
2026-02-21 20:21:50.412666,RAN-035,CELL-0101,44,12,INTRA-FREQ,UMTS,NR,513
2026-01-12 02:47:41.412666,RAN-014,CELL-0043,131,105,INTER-RAT-4G-5G,LTE,NR,986
2025-12-17 15:11:57.412666,RAN-003,CELL-0195,136,11,INTRA-FREQ,UMTS,NR,121
2026-01-06 18:19:25.412666,RAN-008,CELL-0008,275,212,INTER-RAT-5G-4G,NR,LTE,782
2026-03-10 13:55:20.412666,RAN-023,CELL-0035,215,71,INTER-RAT-4G-5G,LTE,NR,112
2025-12-21 03:36:58.412666,RAN-020,CELL-0048,127,67,INTER-FREQ,LTE,NR,855
2026-02-07 12:06:44.412666,RAN-026,CELL-0049,218,169,INTER-RAT-4G-5G,LTE,NR,219
2026-01-06 16:20:04.412666,RAN-008,CELL-0038,254,221,INTER-RAT-5G-4G,LTE,NR,332
2026-01-12 02:15:43.412666,RAN-014,CELL-0014,292,248,INTER-RAT-4G-5G,LTE,NR,942
2026-03-10 14:38:03.412666,RAN-023,CELL-0024,233,123,INTER-FREQ,NR,LTE,839
2025-12-21 04:44:52.412666,RAN-020,CELL-0037,165,85,INTER-RAT-5G-4G,LTE,NR,732
2026-01-12 01:35:55.412666,RAN-015,CELL-0007,112,30,INTER-RAT-4G-5G,NR,LTE,476
2026-02-07 11:34:24.412666,RAN-019,CELL-0047,134,72,INTER-FREQ,LTE,NR,911
2025-12-29 21:42:04.412666,RAN-031,CELL-0106,224,48,INTER-FREQ,LTE,UMTS,281
2026-01-13 17:47:25.412666,RAN-026,CELL-0037,319,25,INTRA-FREQ,LTE,NR,772
2026-01-12 02:00:36.412666,RAN-018,CELL-0004,74,56,INTER-FREQ,NR,LTE,289
2026-02-07 11:37:47.412666,RAN-029,CELL-0020,285,141,INTER-FREQ,LTE,NR,519
2025-12-31 18:14:53.412666,RAN-045,CELL-0073,443,63,INTER-FREQ,LTE,UMTS,184
2025-12-30 07:55:31.412666,RAN-033,CELL-0146,78,5,INTER-FREQ,UMTS,LTE,95
2025-12-21 03:46:47.412666,RAN-012,CELL-0021,173,117,INTER-RAT-4G-5G,NR,LTE,850
2026-01-12 01:52:41.412666,RAN-014,CELL-0049,189,93,INTER-RAT-4G-5G,NR,LTE,855
2026-01-06 16:47:51.412666,RAN-006,CELL-0023,259,204,INTER-FREQ,NR,LTE,767
2026-02-07 12:25:25.412666,RAN-019,CELL-0019,207,95,INTER-FREQ,LTE,NR,937
2026-02-09 16:02:13.412666,RAN-007,CELL-0050,444,38,INTER-RAT-5G-4G,LTE,UMTS,506
2026-03-10 14:51:39.412666,RAN-028,CELL-0010,268,243,INTER-FREQ,NR,LTE,275
2026-02-07 12:25:58.412666,RAN-029,CELL-0004,88,28,INTER-RAT-4G-5G,NR,LTE,439
2026-01-12 21:46:04.412666,RAN-036,CELL-0197,284,6,INTER-FREQ,NR,LTE,588
2026-02-07 12:15:14.412666,RAN-026,CELL-0049,76,45,INTER-RAT-5G-4G,LTE,NR,921
2026-01-12 02:48:47.412666,RAN-014,CELL-0027,138,86,INTER-RAT-5G-4G,LTE,NR,391
2026-01-12 02:02:23.412666,RAN-014,CELL-0009,79,54,INTER-FREQ,NR,LTE,794
2026-01-06 17:35:29.412666,RAN-012,CELL-0006,294,174,INTER-FREQ,NR,LTE,489
2026-01-12 01:31:32.412666,RAN-018,CELL-0031,298,211,INTER-FREQ,LTE,NR,914
2026-02-12 22:47:33.412666,RAN-008,CELL-0143,213,2,INTER-FREQ,NR,LTE,391
2025-12-27 04:35:15.412666,RAN-002,CELL-0097,189,12,INTER-RAT-4G-5G,LTE,UMTS,646
2025-12-21 03:58:03.412666,RAN-020,CELL-0019,61,38,INTER-FREQ,NR,LTE,394
2025-12-21 02:51:46.412666,RAN-020,CELL-0047,234,136,INTER-FREQ,LTE,NR,881
2026-03-03 16:37:55.412666,RAN-001,CELL-0050,113,4,INTER-RAT-5G-4G,UMTS,LTE,51
2025-12-21 04:18:52.412666,RAN-012,CELL-0034,156,94,INTER-RAT-4G-5G,LTE,NR,805
2026-01-04 03:11:31.412666,RAN-004,CELL-0125,334,116,INTRA-FREQ,UMTS,LTE,772
2026-01-12 01:15:27.412666,RAN-015,CELL-0031,261,141,INTER-FREQ,NR,LTE,184
2026-03-06 11:05:00.412666,RAN-037,CELL-0184,417,20,INTRA-FREQ,LTE,NR,234
2025-12-21 03:46:36.412666,RAN-020,CELL-0013,92,72,INTER-FREQ,LTE,NR,687
2025-12-21 02:57:47.412666,RAN-008,CELL-0019,101,93,INTER-RAT-5G-4G,NR,LTE,564
2026-02-07 12:12:29.412666,RAN-045,CELL-0134,377,50,INTER-FREQ,LTE,UMTS,797
2026-01-12 00:59:31.412666,RAN-015,CELL-0039,63,43,INTER-RAT-5G-4G,NR,LTE,599
2026-01-04 11:33:00.412666,RAN-026,CELL-0196,79,15,INTER-FREQ,UMTS,LTE,445
2026-03-10 13:48:17.412666,RAN-001,CELL-0006,57,49,INTER-FREQ,LTE,NR,690
2026-02-28 06:33:45.412666,RAN-033,CELL-0171,351,14,EMERGENCY,UMTS,LTE,580
2025-12-21 02:34:22.412666,RAN-012,CELL-0045,245,113,INTER-RAT-4G-5G,LTE,NR,420
2026-02-03 01:15:10.412666,RAN-018,CELL-0171,224,7,INTER-RAT-5G-4G,NR,LTE,775
2026-02-23 04:34:44.412666,RAN-016,CELL-0145,187,4,INTER-FREQ,NR,LTE,371
2026-03-05 05:16:40.412666,RAN-015,CELL-0085,131,27,INTER-FREQ,UMTS,LTE,752
2025-12-28 07:42:21.412666,RAN-033,CELL-0063,274,17,INTRA-FREQ,NR,LTE,643
2026-03-10 14:24:05.412666,RAN-002,CELL-0007,111,78,INTER-FREQ,LTE,NR,708
2025-12-21 02:50:40.412666,RAN-002,CELL-0015,283,182,INTER-FREQ,LTE,NR,924
2026-01-12 02:33:40.412666,RAN-018,CELL-0004,85,48,INTER-RAT-5G-4G,LTE,NR,660
2026-03-10 14:31:37.412666,RAN-002,CELL-0006,144,92,INTER-RAT-4G-5G,LTE,NR,945
2026-03-10 14:29:06.412666,RAN-011,CELL-0033,93,64,INTER-RAT-5G-4G,NR,LTE,103
2026-02-07 12:04:17.412666,RAN-001,CELL-0029,175,120,INTER-RAT-4G-5G,LTE,NR,685
2025-12-21 02:26:18.412666,RAN-002,CELL-0008,121,46,INTER-RAT-4G-5G,NR,LTE,411
2025-12-21 04:03:12.412666,RAN-002,CELL-0015,71,42,INTER-RAT-4G-5G,LTE,NR,491
2026-01-12 01:32:37.412666,RAN-015,CELL-0005,253,172,INTER-RAT-4G-5G,LTE,NR,211
2025-12-21 02:23:10.412666,RAN-008,CELL-0033,246,196,INTER-RAT-4G-5G,LTE,NR,375
2025-12-21 04:39:16.412666,RAN-012,CELL-0034,181,148,INTER-RAT-5G-4G,NR,LTE,989
2025-12-21 04:13:44.412666,RAN-012,CELL-0017,185,103,INTER-RAT-5G-4G,LTE,NR,962
2026-02-12 07:27:41.412666,RAN-045,CELL-0108,468,72,INTER-RAT-4G-5G,NR,UMTS,332
2026-01-06 16:58:52.412666,RAN-012,CELL-0012,272,257,INTER-RAT-4G-5G,NR,LTE,477
2026-02-07 12:21:10.412666,RAN-029,CELL-0010,157,137,INTER-RAT-5G-4G,LTE,NR,870
2026-02-07 12:14:46.412666,RAN-026,CELL-0041,72,40,INTER-RAT-5G-4G,LTE,NR,593
2025-12-22 08:22:02.412666,RAN-013,CELL-0103,67,5,INTER-RAT-4G-5G,LTE,UMTS,552
2026-02-07 12:30:31.412666,RAN-003,CELL-0017,223,133,INTER-RAT-4G-5G,LTE,NR,406
2026-01-06 16:03:36.412666,RAN-008,CELL-0004,113,53,INTER-RAT-4G-5G,NR,LTE,695
2025-12-21 02:44:51.412666,RAN-020,CELL-0017,222,145,INTER-FREQ,LTE,NR,478
2026-02-12 17:27:38.412666,RAN-005,CELL-0085,56,4,INTER-RAT-4G-5G,NR,UMTS,749
2025-12-21 04:09:20.412666,RAN-020,CELL-0007,142,88,INTER-RAT-5G-4G,LTE,NR,446
2026-01-06 16:53:10.412666,RAN-008,CELL-0043,269,210,INTER-FREQ,LTE,NR,400
2026-02-07 12:10:01.412666,RAN-003,CELL-0016,149,112,INTER-RAT-4G-5G,NR,LTE,285
2026-02-23 10:51:10.412666,RAN-047,CELL-0013,394,12,INTRA-FREQ,NR,UMTS,697
2026-01-06 16:48:29.412666,RAN-008,CELL-0042,190,140,INTER-FREQ,LTE,NR,198
2026-02-28 23:13:48.412666,RAN-034,CELL-0031,478,47,EMERGENCY,UMTS,LTE,136
2026-01-12 02:20:46.412666,RAN-014,CELL-0044,214,113,INTER-FREQ,NR,LTE,292
2026-02-07 12:02:56.412666,RAN-005,CELL-0022,83,58,INTER-FREQ,LTE,NR,186
2026-01-06 18:18:59.412666,RAN-008,CELL-0033,209,133,INTER-RAT-4G-5G,LTE,NR,191
2026-02-08 01:56:09.412666,RAN-029,CELL-0155,222,13,INTER-FREQ,NR,LTE,755
2026-02-20 03:45:32.412666,RAN-039,CELL-0190,368,10,INTRA-FREQ,NR,UMTS,124
2025-12-18 22:49:53.412666,RAN-004,CELL-0110,234,16,INTER-RAT-4G-5G,UMTS,NR,28
2026-03-10 14:13:58.412666,RAN-002,CELL-0038,140,94,INTER-RAT-5G-4G,LTE,NR,378
2026-02-07 11:46:44.412666,RAN-005,CELL-0050,177,118,INTER-RAT-4G-5G,NR,LTE,499
2025-12-24 03:54:29.412666,RAN-002,CELL-0080,68,10,INTRA-FREQ,LTE,UMTS,504
2025-12-21 04:39:04.412666,RAN-012,CELL-0009,167,90,INTER-RAT-4G-5G,LTE,NR,506
2025-12-28 00:01:34.412666,RAN-032,CELL-0144,342,109,INTRA-FREQ,UMTS,NR,462
2025-12-21 04:38:55.412666,RAN-002,CELL-0029,114,79,INTER-RAT-5G-4G,NR,LTE,348
2026-02-22 07:12:55.412666,RAN-004,CELL-0184,30,4,INTER-RAT-5G-4G,LTE,NR,388
2026-03-09 05:17:18.412666,RAN-048,CELL-0106,101,9,INTRA-FREQ,LTE,NR,423
2025-12-21 04:44:00.412666,RAN-002,CELL-0012,296,233,INTER-FREQ,NR,LTE,527
2026-03-10 13:28:20.412666,RAN-011,CELL-0041,278,140,INTER-RAT-4G-5G,LTE,NR,195
2026-01-14 07:02:49.412666,RAN-020,CELL-0180,74,5,INTER-RAT-5G-4G,NR,UMTS,277
2026-01-02 14:18:16.412666,RAN-020,CELL-0033,169,14,INTER-RAT-5G-4G,NR,LTE,321
2026-01-06 18:39:30.412666,RAN-008,CELL-0034,86,63,INTER-RAT-4G-5G,NR,LTE,600
2026-01-06 18:06:10.412666,RAN-012,CELL-0018,148,118,INTER-RAT-4G-5G,NR,LTE,844
2025-12-21 04:00:08.412666,RAN-008,CELL-0041,225,127,INTER-FREQ,NR,LTE,187
2026-02-07 11:56:43.412666,RAN-029,CELL-0016,191,156,INTER-FREQ,NR,LTE,690
2025-12-24 02:48:50.412666,RAN-004,CELL-0099,456,19,INTER-FREQ,LTE,NR,487
2025-12-21 04:43:47.412666,RAN-002,CELL-0048,146,91,INTER-RAT-5G-4G,NR,LTE,991
2026-01-12 02:52:12.412666,RAN-015,CELL-0024,128,85,INTER-RAT-5G-4G,LTE,NR,666
2026-03-10 14:34:28.412666,RAN-023,CELL-0038,98,51,INTER-RAT-5G-4G,LTE,NR,804
2026-01-12 01:50:04.412666,RAN-015,CELL-0023,117,90,INTER-FREQ,LTE,NR,574
2025-12-11 22:43:02.412666,RAN-048,CELL-0092,243,67,INTRA-FREQ,NR,UMTS,617
2026-03-10 14:10:12.412666,RAN-011,CELL-0046,233,175,INTER-FREQ,NR,LTE,302
2026-02-27 15:14:46.412666,RAN-024,CELL-0119,457,127,INTRA-FREQ,UMTS,NR,527
2026-02-16 13:24:01.412666,RAN-018,CELL-0112,422,42,INTER-FREQ,UMTS,NR,499
2026-03-10 13:42:37.412666,RAN-011,CELL-0031,85,57,INTER-RAT-5G-4G,LTE,NR,752
2026-01-12 01:55:39.412666,RAN-014,CELL-0011,278,162,INTER-FREQ,LTE,NR,490
2026-03-10 14:41:24.412666,RAN-011,CELL-0020,160,104,INTER-RAT-4G-5G,NR,LTE,957
2026-02-15 04:01:16.412666,RAN-042,CELL-0034,103,17,INTER-FREQ,LTE,NR,31
2025-12-21 03:36:58.412666,RAN-012,CELL-0009,284,210,INTER-FREQ,LTE,NR,147
2025-12-21 06:26:42.412666,RAN-007,CELL-0104,225,10,INTRA-FREQ,NR,LTE,634
2026-03-10 13:13:02.412666,RAN-027,CELL-0048,151,131,INTER-RAT-4G-5G,NR,LTE,564
2026-02-15 21:21:22.412666,RAN-010,CELL-0118,329,41,INTER-FREQ,NR,UMTS,470
2026-01-12 01:20:13.412666,RAN-015,CELL-0019,240,158,INTER-RAT-5G-4G,NR,LTE,357
2025-12-21 02:59:32.412666,RAN-008,CELL-0032,153,128,INTER-RAT-4G-5G,NR,LTE,419
2026-01-06 16:29:54.412666,RAN-006,CELL-0003,210,137,INTER-RAT-4G-5G,LTE,NR,806
2026-01-11 19:57:42.412666,RAN-048,CELL-0006,304,52,INTRA-FREQ,NR,UMTS,719
2025-12-21 04:26:00.412666,RAN-012,CELL-0025,186,102,INTER-RAT-5G-4G,LTE,NR,725
2026-01-12 02:43:49.412666,RAN-018,CELL-0025,111,85,INTER-RAT-5G-4G,NR,LTE,596
2026-02-07 12:11:00.412666,RAN-005,CELL-0016,233,135,INTER-FREQ,NR,LTE,378
2026-02-01 11:14:51.412666,RAN-038,CELL-0047,286,2,INTER-RAT-5G-4G,UMTS,LTE,392
2026-03-10 14:37:02.412666,RAN-001,CELL-0037,63,51,INTER-RAT-4G-5G,LTE,NR,256
2025-12-21 03:52:40.412666,RAN-008,CELL-0034,144,79,INTER-RAT-4G-5G,LTE,NR,869
2026-03-10 14:21:58.412666,RAN-028,CELL-0046,76,33,INTER-FREQ,NR,LTE,605
2025-12-21 02:53:35.412666,RAN-020,CELL-0014,124,89,INTER-FREQ,NR,LTE,913
2026-02-07 12:19:08.412666,RAN-026,CELL-0050,215,139,INTER-FREQ,LTE,NR,243
2026-02-07 12:14:03.412666,RAN-019,CELL-0041,145,83,INTER-FREQ,NR,LTE,798
2026-02-07 12:10:04.412666,RAN-005,CELL-0011,160,85,INTER-RAT-4G-5G,NR,LTE,893
2026-01-12 00:54:12.412666,RAN-015,CELL-0013,57,49,INTER-RAT-4G-5G,NR,LTE,167
2026-02-12 20:09:16.412666,RAN-028,CELL-0149,141,2,INTER-FREQ,NR,UMTS,462
2026-03-10 12:58:36.412666,RAN-028,CELL-0033,286,264,INTER-RAT-5G-4G,LTE,NR,339
2026-03-10 13:55:50.412666,RAN-027,CELL-0039,293,203,INTER-RAT-4G-5G,LTE,NR,518
2025-12-27 11:57:45.412666,RAN-006,CELL-0035,292,16,INTER-RAT-4G-5G,LTE,NR,496
2026-03-02 04:28:26.412666,RAN-038,CELL-0061,302,0,INTER-RAT-4G-5G,NR,LTE,81
2026-03-10 14:01:58.412666,RAN-028,CELL-0039,80,34,INTER-FREQ,LTE,NR,452
2026-01-06 18:26:43.412666,RAN-008,CELL-0017,68,52,INTER-RAT-5G-4G,NR,LTE,670
2026-01-06 17:11:29.412666,RAN-012,CELL-0014,251,213,INTER-FREQ,LTE,NR,865
2026-01-21 17:28:22.412666,RAN-033,CELL-0050,380,47,INTER-RAT-5G-4G,UMTS,NR,479
2026-01-12 01:45:15.412666,RAN-014,CELL-0011,254,197,INTER-FREQ,NR,LTE,515
2026-01-12 02:25:50.412666,RAN-015,CELL-0011,280,225,INTER-RAT-5G-4G,NR,LTE,312
2026-02-22 14:11:19.412666,RAN-030,CELL-0031,339,46,INTER-RAT-4G-5G,UMTS,LTE,678
2026-03-10 13:05:50.412666,RAN-028,CELL-0036,158,75,INTER-FREQ,NR,LTE,159
2026-02-14 23:29:38.412666,RAN-037,CELL-0058,413,61,INTER-RAT-5G-4G,LTE,UMTS,186
2026-02-07 12:02:58.412666,RAN-001,CELL-0018,259,187,INTER-RAT-5G-4G,NR,LTE,470
2026-01-06 15:53:48.412666,RAN-012,CELL-0016,94,59,INTER-FREQ,NR,LTE,791
2026-01-12 01:35:13.412666,RAN-014,CELL-0048,87,49,INTER-RAT-5G-4G,NR,LTE,119
2026-03-10 13:43:08.412666,RAN-002,CELL-0025,199,177,INTER-RAT-5G-4G,NR,LTE,976
2025-12-21 04:10:43.412666,RAN-008,CELL-0013,68,51,INTER-FREQ,NR,LTE,125
2026-03-10 14:40:35.412666,RAN-001,CELL-0036,226,153,INTER-RAT-4G-5G,NR,LTE,993
2025-12-21 01:56:35.412666,RAN-020,CELL-0020,101,84,INTER-RAT-5G-4G,NR,LTE,419
2025-12-23 11:47:13.412666,RAN-037,CELL-0076,205,42,INTER-FREQ,LTE,UMTS,625
2025-12-21 04:21:21.412666,RAN-012,CELL-0047,92,57,INTER-RAT-5G-4G,LTE,NR,455
2026-01-06 17:42:23.412666,RAN-012,CELL-0007,242,140,INTER-FREQ,NR,LTE,514
2026-01-06 16:05:26.412666,RAN-012,CELL-0027,199,131,INTER-FREQ,LTE,NR,554
2026-01-25 21:30:35.412666,RAN-017,CELL-0060,475,38,INTRA-FREQ,UMTS,LTE,254
2026-03-10 14:10:19.412666,RAN-001,CELL-0027,98,66,INTER-RAT-5G-4G,LTE,NR,939
2026-02-14 14:20:49.412666,RAN-048,CELL-0041,445,65,INTER-RAT-5G-4G,LTE,UMTS,78
2026-01-12 02:05:44.412666,RAN-015,CELL-0021,245,110,INTER-RAT-5G-4G,LTE,NR,569
2025-12-21 11:35:41.412666,RAN-015,CELL-0184,167,0,INTER-RAT-4G-5G,LTE,NR,606
2026-02-03 01:06:58.412666,RAN-035,CELL-0183,183,0,INTER-RAT-4G-5G,UMTS,LTE,693
2026-01-06 17:42:42.412666,RAN-008,CELL-0009,70,53,INTER-FREQ,LTE,NR,958
2026-02-07 11:57:16.412666,RAN-019,CELL-0019,243,112,INTER-RAT-4G-5G,LTE,NR,459
2026-02-03 11:28:07.412666,RAN-011,CELL-0100,150,16,INTER-RAT-5G-4G,NR,LTE,5
2025-12-27 13:14:26.412666,RAN-046,CELL-0198,197,3,INTRA-FREQ,UMTS,NR,25
2026-02-07 12:15:48.412666,RAN-003,CELL-0033,115,79,INTER-RAT-5G-4G,NR,LTE,643
2025-12-21 01:51:37.412666,RAN-002,CELL-0029,271,176,INTER-RAT-4G-5G,LTE,NR,958
2026-01-03 10:48:46.412666,RAN-048,CELL-0020,94,13,INTER-RAT-4G-5G,LTE,NR,486
2026-01-10 21:02:53.412666,RAN-042,CELL-0070,39,2,INTRA-FREQ,NR,UMTS,678
2026-01-06 17:15:33.412666,RAN-006,CELL-0040,182,167,INTER-RAT-4G-5G,LTE,NR,854
2026-02-27 09:23:47.412666,RAN-030,CELL-0043,144,34,INTER-RAT-4G-5G,LTE,UMTS,239
2025-12-25 11:20:33.412666,RAN-004,CELL-0162,359,4,INTER-FREQ,NR,LTE,545
2026-03-10 14:11:59.412666,RAN-002,CELL-0046,135,99,INTER-FREQ,LTE,NR,698
2025-12-19 12:57:28.412666,RAN-009,CELL-0112,197,6,INTER-FREQ,NR,LTE,286
2026-01-12 01:33:28.412666,RAN-015,CELL-0050,256,158,INTER-FREQ,NR,LTE,372
2026-01-12 02:05:39.412666,RAN-014,CELL-0046,154,67,INTER-FREQ,LTE,NR,135
2026-03-05 20:38:15.412666,RAN-031,CELL-0089,421,106,INTER-RAT-5G-4G,LTE,NR,328
2026-02-07 11:59:44.412666,RAN-019,CELL-0036,107,43,INTER-RAT-5G-4G,LTE,NR,351
2026-01-06 17:21:03.412666,RAN-006,CELL-0011,281,211,INTER-RAT-4G-5G,LTE,NR,302
2025-12-21 02:08:04.412666,RAN-012,CELL-0026,248,219,INTER-RAT-4G-5G,NR,LTE,816
2026-01-12 00:59:23.412666,RAN-014,CELL-0031,192,142,INTER-RAT-4G-5G,LTE,NR,673
2026-01-06 17:27:08.412666,RAN-008,CELL-0043,99,54,INTER-RAT-5G-4G,LTE,NR,296
2026-01-06 18:19:38.412666,RAN-012,CELL-0041,89,43,INTER-RAT-4G-5G,LTE,NR,741
2026-02-09 02:39:03.412666,RAN-035,CELL-0184,341,18,INTER-RAT-4G-5G,UMTS,NR,670
2025-12-21 04:13:29.412666,RAN-012,CELL-0005,121,105,INTER-RAT-4G-5G,NR,LTE,536
2026-03-10 13:12:44.412666,RAN-027,CELL-0024,299,265,INTER-RAT-5G-4G,NR,LTE,984
2026-01-27 10:10:35.412666,RAN-028,CELL-0058,321,2,INTRA-FREQ,NR,UMTS,570
2026-03-10 14:07:55.412666,RAN-023,CELL-0046,267,96,INTER-RAT-5G-4G,NR,LTE,396
2026-03-10 13:02:20.412666,RAN-002,CELL-0027,257,167,INTER-RAT-4G-5G,LTE,NR,955
2026-01-06 17:12:27.412666,RAN-008,CELL-0038,119,97,INTER-RAT-4G-5G,NR,LTE,638
2026-01-06 16:11:03.412666,RAN-006,CELL-0033,117,76,INTER-FREQ,NR,LTE,968
2025-12-21 04:51:23.412666,RAN-020,CELL-0044,229,139,INTER-RAT-4G-5G,LTE,NR,330
2026-02-03 08:02:10.412666,RAN-027,CELL-0082,282,5,INTER-RAT-5G-4G,LTE,UMTS,336
2026-02-07 12:20:11.412666,RAN-007,CELL-0014,244,183,INTER-FREQ,LTE,NR,118
2026-01-12 02:38:45.412666,RAN-014,CELL-0036,66,56,INTER-RAT-5G-4G,LTE,NR,318
2026-01-23 20:07:05.412666,RAN-014,CELL-0114,375,22,INTRA-FREQ,NR,LTE,185
2026-02-01 08:52:49.412666,RAN-031,CELL-0194,414,37,INTER-RAT-5G-4G,UMTS,LTE,655
2026-01-12 22:30:13.412666,RAN-026,CELL-0160,390,52,INTER-FREQ,UMTS,NR,573
2026-01-13 21:10:00.412666,RAN-007,CELL-0079,389,32,INTER-RAT-5G-4G,NR,UMTS,713
2026-03-10 14:17:23.412666,RAN-001,CELL-0016,137,126,INTER-RAT-5G-4G,LTE,NR,812
2026-02-28 13:19:56.412666,RAN-023,CELL-0190,500,140,EMERGENCY,LTE,UMTS,608
2025-12-21 02:28:33.412666,RAN-020,CELL-0006,248,178,INTER-RAT-5G-4G,NR,LTE,504
2026-01-06 17:59:19.412666,RAN-008,CELL-0022,268,176,INTER-FREQ,LTE,NR,215
2026-01-08 11:18:52.412666,RAN-013,CELL-0112,321,12,INTRA-FREQ,LTE,NR,602
2026-01-10 01:36:14.412666,RAN-023,CELL-0064,61,13,INTER-RAT-4G-5G,UMTS,LTE,735
2026-01-12 02:48:22.412666,RAN-018,CELL-0002,135,81,INTER-FREQ,LTE,NR,891
2026-02-07 11:51:03.412666,RAN-005,CELL-0033,189,158,INTER-RAT-5G-4G,NR,LTE,128
2026-01-12 22:45:42.412666,RAN-023,CELL-0143,445,68,INTRA-FREQ,UMTS,NR,144
2026-03-10 13:46:23.412666,RAN-011,CELL-0029,240,191,INTER-RAT-4G-5G,LTE,NR,953
2025-12-10 21:03:40.412666,RAN-014,CELL-0180,381,3,INTRA-FREQ,LTE,NR,345
2025-12-21 03:27:38.412666,RAN-020,CELL-0040,65,41,INTER-RAT-4G-5G,LTE,NR,539
2026-02-28 06:01:34.412666,RAN-008,CELL-0190,485,39,INTER-RAT-4G-5G,UMTS,NR,575
2026-01-12 01:00:47.412666,RAN-014,CELL-0019,287,103,INTER-RAT-4G-5G,NR,LTE,342
2025-12-13 15:46:17.412666,RAN-017,CELL-0117,86,7,INTER-RAT-4G-5G,LTE,UMTS,739
2026-02-07 11:31:50.412666,RAN-026,CELL-0036,73,26,INTER-RAT-5G-4G,NR,LTE,114
2025-12-12 14:56:23.412666,RAN-010,CELL-0128,62,7,INTER-FREQ,UMTS,LTE,267
2025-12-22 23:15:14.412666,RAN-010,CELL-0056,70,3,INTER-FREQ,LTE,UMTS,765
2025-12-21 03:42:49.412666,RAN-012,CELL-0010,206,157,INTER-RAT-5G-4G,NR,LTE,514
2026-01-06 17:26:13.412666,RAN-006,CELL-0006,191,115,INTER-RAT-5G-4G,NR,LTE,663
2026-03-10 13:11:20.412666,RAN-002,CELL-0014,126,84,INTER-FREQ,NR,LTE,111
2026-01-27 17:27:56.412666,RAN-008,CELL-0091,73,11,INTER-FREQ,LTE,UMTS,270
2026-02-07 12:05:24.412666,RAN-026,CELL-0045,222,133,INTER-RAT-5G-4G,LTE,NR,452
2026-02-07 12:24:54.412666,RAN-005,CELL-0049,59,46,INTER-FREQ,LTE,NR,740
2025-12-29 04:12:57.412666,RAN-039,CELL-0098,61,2,INTER-FREQ,LTE,NR,297
2026-01-06 16:42:21.412666,RAN-008,CELL-0015,52,46,INTER-RAT-4G-5G,NR,LTE,258
2026-03-10 13:17:25.412666,RAN-027,CELL-0040,225,138,INTER-FREQ,NR,LTE,822
2026-01-06 18:04:08.412666,RAN-006,CELL-0008,81,47,INTER-FREQ,NR,LTE,839
2026-01-12 01:52:36.412666,RAN-018,CELL-0006,217,173,INTER-RAT-5G-4G,NR,LTE,971
2025-12-21 03:21:55.412666,RAN-002,CELL-0009,134,86,INTER-RAT-5G-4G,LTE,NR,562
2026-02-07 11:57:10.412666,RAN-007,CELL-0030,226,197,INTER-FREQ,LTE,NR,671
2026-01-24 19:49:30.412666,RAN-014,CELL-0011,140,31,INTER-RAT-5G-4G,NR,UMTS,158
2025-12-16 04:33:27.412666,RAN-005,CELL-0194,193,115,INTRA-FREQ,UMTS,LTE,121
2026-01-08 19:44:55.412666,RAN-014,CELL-0101,314,109,INTRA-FREQ,UMTS,NR,489
2026-02-07 11:34:11.412666,RAN-026,CELL-0013,66,49,INTER-FREQ,NR,LTE,576
2026-03-03 08:47:47.412666,RAN-035,CELL-0144,83,2,INTRA-FREQ,LTE,NR,513
2026-02-07 11:45:59.412666,RAN-029,CELL-0026,278,223,INTER-FREQ,NR,LTE,987
2026-01-29 13:56:02.412666,RAN-002,CELL-0066,340,72,INTER-FREQ,NR,LTE,668
2026-01-06 16:22:50.412666,RAN-006,CELL-0026,140,99,INTER-RAT-5G-4G,LTE,NR,285
2026-02-07 12:17:05.412666,RAN-001,CELL-0048,191,129,INTER-FREQ,LTE,NR,983
2026-02-07 12:27:44.412666,RAN-005,CELL-0030,212,91,INTER-RAT-5G-4G,NR,LTE,734
2026-01-12 01:46:35.412666,RAN-014,CELL-0002,287,112,INTER-RAT-4G-5G,LTE,NR,782
2025-12-21 03:25:00.412666,RAN-002,CELL-0023,222,110,INTER-FREQ,LTE,NR,245
