event_id,@timestamp,network.cell.id,network.procedure.type,network.procedure.result_code,network.procedure.success,network.procedure.duration_ms,subscriber.imsi,network.radio.rsrp_dbm,network.radio.rsrq_db,network.radio.sinr_db,network.handover.source_cell,network.handover.target_cell,network.handover.success,network.rrc.connection_result,network.vendor.name,network.technology,network.region.id,event.description
EVT-0000000773,2025-11-11 06:05:30.370058,CELL-00014,PAGING_RESPONSE,FAILURE,True,281.8,310260415083697,-107.6,-9.9,21.9,None,CELL-00070,None,REJECTED,Ericsson,LTE-A,REGION-11,"Signaling event: PAGING_RESPONSE FAILURE at CELL-00014, 281.8ms, radio quality RSRP=-107.6 SINR=21.9"
EVT-0000000774,2025-11-11 06:06:00.370058,CELL-00147,TAU,SUCCESS,True,542.3,310260866503461,-118.8,-16.6,7.5,CELL-00027,None,None,SUCCESS,Nokia,LTE-A,REGION-10,"Signaling event: TAU SUCCESS at CELL-00147, 542.3ms, radio quality RSRP=-118.8 SINR=7.5"
EVT-0000000775,2025-11-11 06:06:30.370058,CELL-00045,BEARER_MODIFY,SUCCESS,False,341.3,310260184154702,-117.5,-13.1,15.2,CELL-00096,None,None,ESTABLISHED,Ericsson,5G NR,REGION-02,"BEARER_MODIFY SUCCESS on 5G NR cell CELL-00045, took 341.3ms, signal strength -117.5dBm"
EVT-0000000776,2025-11-11 06:07:00.370058,CELL-00063,ATTACH,SUCCESS,True,285.2,310260506678541,-94.1,-12.9,-2.6,None,None,True,ESTABLISHED,Samsung,5G NR,REGION-11,"Signaling event: ATTACH SUCCESS at CELL-00063, 285.2ms, radio quality RSRP=-94.1 SINR=-2.6"
EVT-0000000777,2025-11-11 06:07:30.370058,CELL-00018,TAU,SUCCESS,True,224.8,310260172672274,-98.2,-18.5,6.2,None,None,None,ESTABLISHED,Samsung,LTE-A,REGION-15,"Signaling event: TAU SUCCESS at CELL-00018, 224.8ms, radio quality RSRP=-98.2 SINR=6.2"
EVT-0000000778,2025-11-11 06:08:00.370058,CELL-00138,HANDOVER,REJECT,False,429.6,310260740373672,-77.9,-8.4,-0.2,None,None,None,ESTABLISHED,Nokia,5G NR,REGION-13,"Signaling event: HANDOVER REJECT at CELL-00138, 429.6ms, radio quality RSRP=-77.9 SINR=-0.2"
EVT-0000000779,2025-11-11 06:08:30.370058,CELL-00129,BEARER_SETUP,REJECT,False,393.9,310260540151266,-88.9,-8.4,-2.2,None,None,False,SUCCESS,Samsung,LTE-A,REGION-06,"Signaling event: BEARER_SETUP REJECT at CELL-00129, 393.9ms, radio quality RSRP=-88.9 SINR=-2.2"
EVT-0000000780,2025-11-11 06:09:00.370058,CELL-00131,DETACH,SUCCESS,True,290.2,310260404339959,-78.8,-13.7,21.9,CELL-00021,CELL-00122,False,ESTABLISHED,Nokia,5G NR,REGION-13,"Signaling event: DETACH SUCCESS at CELL-00131, 290.2ms, radio quality RSRP=-78.8 SINR=21.9"
EVT-0000000781,2025-11-11 06:09:30.370058,CELL-00145,BEARER_SETUP,SUCCESS,True,613.3,310260723107694,-86.2,-16.9,21.9,None,None,None,ESTABLISHED,Nokia,LTE-A,REGION-12,"BEARER_SETUP procedure on cell CELL-00145, result SUCCESS, duration 613.3ms, RSRP -86.2dBm"
EVT-0000000782,2025-11-11 06:10:00.370058,CELL-00084,TAU,SUCCESS,True,276.7,310260766112271,-100.5,-8.9,5.3,CELL-00082,None,None,ESTABLISHED,Samsung,LTE,REGION-04,"TAU SUCCESS on LTE cell CELL-00084, took 276.7ms, signal strength -100.5dBm"
EVT-0000000783,2025-11-11 06:10:30.370058,CELL-00028,PAGING_RESPONSE,SUCCESS,True,280.9,310260379091918,-102.6,-5.4,19.4,None,None,None,ESTABLISHED,Ericsson,LTE,REGION-14,"Signaling event: PAGING_RESPONSE SUCCESS at CELL-00028, 280.9ms, radio quality RSRP=-102.6 SINR=19.4"
EVT-0000000784,2025-11-11 06:11:00.370058,CELL-00112,HANDOVER,SUCCESS,True,116.0,310260376656819,-104.8,-14.9,5.9,None,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-13,"Signaling event: HANDOVER SUCCESS at CELL-00112, 116.0ms, radio quality RSRP=-104.8 SINR=5.9"
EVT-0000000785,2025-11-11 06:11:30.370058,CELL-00015,RRC_CONNECTION,SUCCESS,True,372.3,310260752276965,-76.0,-14.3,-0.8,None,None,True,ESTABLISHED,Ericsson,5G NR,REGION-10,"Signaling event: RRC_CONNECTION SUCCESS at CELL-00015, 372.3ms, radio quality RSRP=-76.0 SINR=-0.8"
EVT-0000000786,2025-11-11 06:12:00.370058,CELL-00086,TAU,REJECT,True,910.6,310260634590656,-99.5,-6.4,22.1,CELL-00074,None,True,ESTABLISHED,Samsung,LTE-A,REGION-08,"TAU REJECT on LTE-A cell CELL-00086, took 910.6ms, signal strength -99.5dBm"
EVT-0000000787,2025-11-11 06:12:30.370058,CELL-00098,RRC_CONNECTION,SUCCESS,True,377.1,310260214842521,-110.6,-11.6,20.8,None,None,False,TIMEOUT,Nokia,LTE,REGION-02,"Signaling event: RRC_CONNECTION SUCCESS at CELL-00098, 377.1ms, radio quality RSRP=-110.6 SINR=20.8"
EVT-0000000788,2025-11-11 06:13:00.370058,CELL-00094,SERVICE_REQUEST,SUCCESS,True,399.8,310260686639519,-83.0,-9.7,19.1,None,CELL-00076,False,TIMEOUT,Ericsson,5G NR,REGION-15,"SERVICE_REQUEST procedure on cell CELL-00094, result SUCCESS, duration 399.8ms, RSRP -83.0dBm"
EVT-0000000789,2025-11-11 06:13:30.370058,CELL-00058,TAU,TIMEOUT,True,506.0,310260643955372,-108.0,-11.0,-4.2,None,None,False,ESTABLISHED,Samsung,LTE-A,REGION-02,"TAU procedure on cell CELL-00058, result TIMEOUT, duration 506.0ms, RSRP -108.0dBm"
EVT-0000000790,2025-11-11 06:14:00.370058,CELL-00038,HANDOVER,SUCCESS,True,968.7,310260943164557,-114.5,-15.9,20.1,CELL-00093,None,None,ESTABLISHED,Samsung,5G NR,REGION-10,"Signaling event: HANDOVER SUCCESS at CELL-00038, 968.7ms, radio quality RSRP=-114.5 SINR=20.1"
EVT-0000000791,2025-11-11 06:14:30.370058,CELL-00147,HANDOVER,SUCCESS,True,178.2,310260910208442,-94.9,-8.9,-2.7,None,None,None,ESTABLISHED,Nokia,5G NR,REGION-05,"HANDOVER procedure on cell CELL-00147, result SUCCESS, duration 178.2ms, RSRP -94.9dBm"
EVT-0000000792,2025-11-11 06:15:00.370058,CELL-00129,BEARER_SETUP,SUCCESS,True,394.9,310260482970048,-77.4,-16.1,13.4,CELL-00089,None,None,ESTABLISHED,Ericsson,5G NR,REGION-09,"BEARER_SETUP procedure on cell CELL-00129, result SUCCESS, duration 394.9ms, RSRP -77.4dBm"
EVT-0000000793,2025-11-11 06:15:30.370058,CELL-00060,BEARER_SETUP,SUCCESS,True,992.9,310260645959626,-103.7,-10.4,-4.6,None,None,True,ESTABLISHED,Nokia,LTE,REGION-10,"BEARER_SETUP SUCCESS on LTE cell CELL-00060, took 992.9ms, signal strength -103.7dBm"
EVT-0000000794,2025-11-11 06:16:00.370058,CELL-00048,PAGING_RESPONSE,SUCCESS,True,349.3,310260286444346,-93.8,-8.2,4.0,None,None,None,ESTABLISHED,Ericsson,LTE,REGION-05,"Signaling event: PAGING_RESPONSE SUCCESS at CELL-00048, 349.3ms, radio quality RSRP=-93.8 SINR=4.0"
EVT-0000000795,2025-11-11 06:16:30.370058,CELL-00141,SERVICE_REQUEST,SUCCESS,True,481.0,310260316093376,-85.6,-19.3,1.2,CELL-00113,None,None,TIMEOUT,Ericsson,5G NR,REGION-08,"Signaling event: SERVICE_REQUEST SUCCESS at CELL-00141, 481.0ms, radio quality RSRP=-85.6 SINR=1.2"
EVT-0000000796,2025-11-11 06:17:00.370058,CELL-00114,RRC_CONNECTION,SUCCESS,True,414.9,310260634590656,-75.5,-11.3,9.7,None,None,False,ESTABLISHED,Samsung,LTE-A,REGION-07,"Signaling event: RRC_CONNECTION SUCCESS at CELL-00114, 414.9ms, radio quality RSRP=-75.5 SINR=9.7"
EVT-0000000797,2025-11-11 06:17:30.370058,CELL-00117,BEARER_MODIFY,SUCCESS,True,214.9,310260402920316,-85.5,-5.5,8.9,None,CELL-00066,None,ESTABLISHED,Ericsson,LTE-A,REGION-03,"BEARER_MODIFY SUCCESS on LTE-A cell CELL-00117, took 214.9ms, signal strength -85.5dBm"
EVT-0000000798,2025-11-11 06:18:00.370058,CELL-00008,TAU,SUCCESS,True,239.5,310260283039819,-81.7,-7.3,-4.9,None,None,None,ESTABLISHED,Nokia,5G NR,REGION-11,"TAU SUCCESS on 5G NR cell CELL-00008, took 239.5ms, signal strength -81.7dBm"
EVT-0000000799,2025-11-11 06:18:30.370058,CELL-00146,BEARER_SETUP,SUCCESS,True,256.1,310260678266092,-88.0,-13.9,24.3,None,None,None,SUCCESS,Ericsson,LTE-A,REGION-03,"BEARER_SETUP SUCCESS on LTE-A cell CELL-00146, took 256.1ms, signal strength -88.0dBm"
EVT-0000000800,2025-11-11 06:19:00.370058,CELL-00022,BEARER_MODIFY,SUCCESS,False,459.0,310260858708828,-105.1,-6.6,1.5,CELL-00114,None,None,ESTABLISHED,Nokia,LTE-A,REGION-13,"BEARER_MODIFY SUCCESS on LTE-A cell CELL-00022, took 459.0ms, signal strength -105.1dBm"
EVT-0000000801,2025-11-11 06:19:30.370058,CELL-00066,BEARER_MODIFY,SUCCESS,True,505.5,310260652413871,-113.6,-7.2,15.9,CELL-00063,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-12,"BEARER_MODIFY procedure on cell CELL-00066, result SUCCESS, duration 505.5ms, RSRP -113.6dBm"
EVT-0000000802,2025-11-11 06:20:00.370058,CELL-00039,SERVICE_REQUEST,SUCCESS,True,562.4,310260597299988,-78.0,-8.9,13.8,None,None,True,ESTABLISHED,Nokia,5G NR,REGION-03,"SERVICE_REQUEST procedure on cell CELL-00039, result SUCCESS, duration 562.4ms, RSRP -78.0dBm"
EVT-0000000803,2025-11-11 06:20:30.370058,CELL-00035,ATTACH,SUCCESS,True,669.5,310260589098461,-90.3,-19.4,9.1,None,None,None,ESTABLISHED,Nokia,5G NR,REGION-07,"Signaling event: ATTACH SUCCESS at CELL-00035, 669.5ms, radio quality RSRP=-90.3 SINR=9.1"
EVT-0000000804,2025-11-11 06:21:00.370058,CELL-00009,TAU,SUCCESS,True,385.6,310260185515281,-80.6,-12.2,10.2,None,None,None,REJECTED,Samsung,LTE,REGION-03,"Signaling event: TAU SUCCESS at CELL-00009, 385.6ms, radio quality RSRP=-80.6 SINR=10.2"
EVT-0000000805,2025-11-11 06:21:30.370058,CELL-00087,TAU,SUCCESS,True,250.2,310260778995689,-81.8,-13.6,-0.2,None,None,None,ESTABLISHED,Nokia,LTE,REGION-08,"Signaling event: TAU SUCCESS at CELL-00087, 250.2ms, radio quality RSRP=-81.8 SINR=-0.2"
EVT-0000000806,2025-11-11 06:22:00.370058,CELL-00149,SERVICE_REQUEST,SUCCESS,True,671.1,310260431477582,-84.4,-15.4,-1.0,None,None,None,ESTABLISHED,Ericsson,5G NR,REGION-02,"SERVICE_REQUEST SUCCESS on 5G NR cell CELL-00149, took 671.1ms, signal strength -84.4dBm"
EVT-0000000807,2025-11-11 06:22:30.370058,CELL-00125,DETACH,SUCCESS,True,785.2,310260778995689,-71.2,-20.0,9.8,None,CELL-00149,True,ESTABLISHED,Nokia,LTE-A,REGION-09,"Signaling event: DETACH SUCCESS at CELL-00125, 785.2ms, radio quality RSRP=-71.2 SINR=9.8"
EVT-0000000808,2025-11-11 06:23:00.370058,CELL-00056,HANDOVER,SUCCESS,True,614.8,310260215966806,-91.7,-9.2,16.6,None,CELL-00065,None,ESTABLISHED,Samsung,LTE-A,REGION-15,"HANDOVER procedure on cell CELL-00056, result SUCCESS, duration 614.8ms, RSRP -91.7dBm"
EVT-0000000809,2025-11-11 06:23:30.370058,CELL-00058,RRC_CONNECTION,SUCCESS,True,353.6,310260597299988,-104.7,-11.0,3.5,CELL-00003,None,True,ESTABLISHED,Nokia,LTE-A,REGION-13,"RRC_CONNECTION SUCCESS on LTE-A cell CELL-00058, took 353.6ms, signal strength -104.7dBm"
EVT-0000000810,2025-11-11 06:24:00.370058,CELL-00014,HANDOVER,SUCCESS,False,614.0,310260147325725,-87.9,-12.6,8.8,None,None,False,REJECTED,Nokia,LTE,REGION-09,"HANDOVER SUCCESS on LTE cell CELL-00014, took 614.0ms, signal strength -87.9dBm"
EVT-0000000811,2025-11-11 06:24:30.370058,CELL-00083,RRC_CONNECTION,SUCCESS,True,316.0,310260415083697,-89.7,-12.4,11.4,None,None,True,ESTABLISHED,Ericsson,LTE,REGION-12,"RRC_CONNECTION procedure on cell CELL-00083, result SUCCESS, duration 316.0ms, RSRP -89.7dBm"
EVT-0000000812,2025-11-11 06:25:00.370058,CELL-00074,PAGING_RESPONSE,SUCCESS,True,265.4,310260482970048,-84.4,-8.0,-2.4,None,None,True,REJECTED,Samsung,5G NR,REGION-05,"Signaling event: PAGING_RESPONSE SUCCESS at CELL-00074, 265.4ms, radio quality RSRP=-84.4 SINR=-2.4"
EVT-0000000813,2025-11-11 06:25:30.370058,CELL-00095,RRC_CONNECTION,SUCCESS,True,386.5,310260402920316,-93.1,-15.2,24.3,CELL-00148,None,None,ESTABLISHED,Ericsson,LTE,REGION-08,"RRC_CONNECTION procedure on cell CELL-00095, result SUCCESS, duration 386.5ms, RSRP -93.1dBm"
EVT-0000000814,2025-11-11 06:26:00.370058,CELL-00019,BEARER_MODIFY,SUCCESS,True,1218.9,310260861968068,-70.0,-8.5,-2.8,None,None,None,ESTABLISHED,Nokia,LTE,REGION-09,"BEARER_MODIFY procedure on cell CELL-00019, result SUCCESS, duration 1218.9ms, RSRP -70.0dBm"
EVT-0000000815,2025-11-11 06:26:30.370058,CELL-00143,TAU,SUCCESS,True,384.9,310260991021058,-101.6,-16.2,18.5,None,CELL-00138,None,ESTABLISHED,Ericsson,LTE-A,REGION-10,"TAU procedure on cell CELL-00143, result SUCCESS, duration 384.9ms, RSRP -101.6dBm"
EVT-0000000816,2025-11-11 06:27:00.370058,CELL-00058,PAGING_RESPONSE,SUCCESS,False,680.9,310260739904264,-103.2,-10.8,13.8,None,None,None,ESTABLISHED,Nokia,LTE-A,REGION-11,"Signaling event: PAGING_RESPONSE SUCCESS at CELL-00058, 680.9ms, radio quality RSRP=-103.2 SINR=13.8"
EVT-0000000817,2025-11-11 06:27:30.370058,CELL-00103,BEARER_MODIFY,SUCCESS,True,116.5,310260593536677,-109.9,-5.3,12.5,CELL-00106,None,None,ESTABLISHED,Samsung,5G NR,REGION-01,"BEARER_MODIFY SUCCESS on 5G NR cell CELL-00103, took 116.5ms, signal strength -109.9dBm"
EVT-0000000818,2025-11-11 06:28:00.370058,CELL-00040,DETACH,SUCCESS,True,364.2,310260973829697,-98.2,-7.3,15.3,None,CELL-00025,None,ESTABLISHED,Ericsson,5G NR,REGION-05,"Signaling event: DETACH SUCCESS at CELL-00040, 364.2ms, radio quality RSRP=-98.2 SINR=15.3"
EVT-0000000819,2025-11-11 06:28:30.370058,CELL-00128,RRC_CONNECTION,SUCCESS,True,300.1,310260251152505,-102.6,-7.0,-4.5,None,None,False,ESTABLISHED,Samsung,LTE-A,REGION-12,"RRC_CONNECTION SUCCESS on LTE-A cell CELL-00128, took 300.1ms, signal strength -102.6dBm"
EVT-0000000820,2025-11-11 06:29:00.370058,CELL-00075,RRC_CONNECTION,SUCCESS,True,457.4,310260404339959,-105.3,-19.8,14.4,None,None,None,ESTABLISHED,Samsung,5G NR,REGION-06,"Signaling event: RRC_CONNECTION SUCCESS at CELL-00075, 457.4ms, radio quality RSRP=-105.3 SINR=14.4"
EVT-0000000821,2025-11-11 06:29:30.370058,CELL-00054,BEARER_SETUP,SUCCESS,True,480.1,310260339580314,-107.0,-12.7,5.9,None,None,None,SUCCESS,Nokia,LTE-A,REGION-08,"BEARER_SETUP procedure on cell CELL-00054, result SUCCESS, duration 480.1ms, RSRP -107.0dBm"
EVT-0000000822,2025-11-11 06:30:00.370058,CELL-00061,RRC_CONNECTION,REJECT,True,873.3,310260971594305,-103.0,-9.3,22.4,None,None,None,ESTABLISHED,Samsung,5G NR,REGION-02,"RRC_CONNECTION procedure on cell CELL-00061, result REJECT, duration 873.3ms, RSRP -103.0dBm"
EVT-0000000823,2025-11-11 06:30:30.370058,CELL-00030,DETACH,SUCCESS,True,306.8,310260939976321,-105.8,-9.3,6.0,None,None,True,SUCCESS,Nokia,LTE,REGION-05,"DETACH SUCCESS on LTE cell CELL-00030, took 306.8ms, signal strength -105.8dBm"
EVT-0000000824,2025-11-11 06:31:00.370058,CELL-00081,DETACH,SUCCESS,True,541.7,310260485340100,-97.0,-13.2,1.2,CELL-00107,None,None,REJECTED,Samsung,5G NR,REGION-12,"DETACH SUCCESS on 5G NR cell CELL-00081, took 541.7ms, signal strength -97.0dBm"
EVT-0000000825,2025-11-11 06:31:30.370058,CELL-00111,HANDOVER,FAILURE,True,270.8,310260540151266,-78.7,-16.1,16.8,None,None,None,SUCCESS,Nokia,LTE,REGION-10,"HANDOVER FAILURE on LTE cell CELL-00111, took 270.8ms, signal strength -78.7dBm"
EVT-0000000826,2025-11-11 06:32:00.370058,CELL-00127,RRC_CONNECTION,SUCCESS,True,420.2,310260706438048,-92.0,-7.0,8.3,None,None,True,REJECTED,Nokia,5G NR,REGION-03,"Signaling event: RRC_CONNECTION SUCCESS at CELL-00127, 420.2ms, radio quality RSRP=-92.0 SINR=8.3"
EVT-0000000827,2025-11-11 06:32:30.370058,CELL-00069,TAU,SUCCESS,True,459.0,310260806706608,-90.5,-17.2,12.8,None,None,True,ESTABLISHED,Ericsson,LTE-A,REGION-13,"TAU procedure on cell CELL-00069, result SUCCESS, duration 459.0ms, RSRP -90.5dBm"
EVT-0000000828,2025-11-11 06:33:00.370058,CELL-00083,PAGING_RESPONSE,TIMEOUT,True,351.8,310260411957475,-75.0,-7.2,0.3,None,None,None,ESTABLISHED,Ericsson,5G NR,REGION-04,"PAGING_RESPONSE procedure on cell CELL-00083, result TIMEOUT, duration 351.8ms, RSRP -75.0dBm"
EVT-0000000829,2025-11-11 06:33:30.370058,CELL-00139,DETACH,REJECT,False,218.8,310260946525049,-81.2,-7.8,4.8,CELL-00014,None,None,ESTABLISHED,Nokia,LTE,REGION-07,"Signaling event: DETACH REJECT at CELL-00139, 218.8ms, radio quality RSRP=-81.2 SINR=4.8"
EVT-0000000830,2025-11-11 06:34:00.370058,CELL-00117,ATTACH,SUCCESS,True,852.4,310260971911016,-114.3,-16.9,-3.9,None,None,True,ESTABLISHED,Ericsson,LTE-A,REGION-10,"ATTACH SUCCESS on LTE-A cell CELL-00117, took 852.4ms, signal strength -114.3dBm"
EVT-0000000831,2025-11-11 06:34:30.370058,CELL-00027,RRC_CONNECTION,SUCCESS,True,340.5,310260339580314,-74.5,-8.1,14.3,CELL-00009,None,True,ESTABLISHED,Samsung,LTE,REGION-07,"RRC_CONNECTION SUCCESS on LTE cell CELL-00027, took 340.5ms, signal strength -74.5dBm"
EVT-0000000832,2025-11-11 06:35:00.370058,CELL-00007,DETACH,TIMEOUT,False,705.0,310260482970048,-103.2,-8.7,-0.9,CELL-00084,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-07,"Signaling event: DETACH TIMEOUT at CELL-00007, 705.0ms, radio quality RSRP=-103.2 SINR=-0.9"
EVT-0000000833,2025-11-11 06:35:30.370058,CELL-00137,TAU,SUCCESS,False,117.3,310260638315857,-75.3,-18.6,3.5,None,None,True,ESTABLISHED,Ericsson,LTE,REGION-11,"TAU SUCCESS on LTE cell CELL-00137, took 117.3ms, signal strength -75.3dBm"
EVT-0000000834,2025-11-11 06:36:00.370058,CELL-00140,RRC_CONNECTION,SUCCESS,True,227.7,310260422650786,-108.7,-19.8,2.2,CELL-00087,None,None,ESTABLISHED,Nokia,LTE,REGION-12,"RRC_CONNECTION SUCCESS on LTE cell CELL-00140, took 227.7ms, signal strength -108.7dBm"
EVT-0000000835,2025-11-11 06:36:30.370058,CELL-00142,SERVICE_REQUEST,SUCCESS,False,438.9,310260214842521,-85.4,-13.8,10.6,CELL-00018,None,True,ESTABLISHED,Samsung,LTE,REGION-01,"SERVICE_REQUEST SUCCESS on LTE cell CELL-00142, took 438.9ms, signal strength -85.4dBm"
EVT-0000000836,2025-11-11 06:37:00.370058,CELL-00028,SERVICE_REQUEST,SUCCESS,True,462.9,310260948582593,-76.6,-15.1,17.8,CELL-00136,None,False,ESTABLISHED,Ericsson,LTE,REGION-05,"Signaling event: SERVICE_REQUEST SUCCESS at CELL-00028, 462.9ms, radio quality RSRP=-76.6 SINR=17.8"
EVT-0000000837,2025-11-11 06:37:30.370058,CELL-00030,ATTACH,SUCCESS,True,352.4,310260971594305,-73.3,-11.8,23.6,CELL-00013,None,None,REJECTED,Samsung,5G NR,REGION-14,"Signaling event: ATTACH SUCCESS at CELL-00030, 352.4ms, radio quality RSRP=-73.3 SINR=23.6"
EVT-0000000838,2025-11-11 06:38:00.370058,CELL-00067,DETACH,SUCCESS,True,219.0,310260415083697,-76.3,-18.9,-4.2,CELL-00105,None,True,ESTABLISHED,Samsung,LTE-A,REGION-15,"DETACH procedure on cell CELL-00067, result SUCCESS, duration 219.0ms, RSRP -76.3dBm"
EVT-0000000839,2025-11-11 06:38:30.370058,CELL-00031,PAGING_RESPONSE,SUCCESS,True,249.2,310260948582593,-92.0,-17.9,19.2,None,None,True,TIMEOUT,Nokia,LTE-A,REGION-02,"PAGING_RESPONSE SUCCESS on LTE-A cell CELL-00031, took 249.2ms, signal strength -92.0dBm"
EVT-0000000840,2025-11-11 06:39:00.370058,CELL-00131,HANDOVER,SUCCESS,True,793.4,310260382325683,-82.4,-6.1,24.8,None,None,None,SUCCESS,Ericsson,5G NR,REGION-03,"HANDOVER procedure on cell CELL-00131, result SUCCESS, duration 793.4ms, RSRP -82.4dBm"
EVT-0000000841,2025-11-11 06:39:30.370058,CELL-00093,BEARER_MODIFY,SUCCESS,True,456.2,310260376656819,-106.3,-6.3,24.6,None,CELL-00053,None,ESTABLISHED,Ericsson,5G NR,REGION-04,"Signaling event: BEARER_MODIFY SUCCESS at CELL-00093, 456.2ms, radio quality RSRP=-106.3 SINR=24.6"
EVT-0000000842,2025-11-11 06:40:00.370058,CELL-00084,TAU,SUCCESS,True,411.3,310260566633911,-110.6,-15.6,-2.2,None,None,None,ESTABLISHED,Samsung,5G NR,REGION-07,"TAU procedure on cell CELL-00084, result SUCCESS, duration 411.3ms, RSRP -110.6dBm"
EVT-0000000843,2025-11-11 06:40:30.370058,CELL-00062,BEARER_MODIFY,SUCCESS,True,716.7,310260271754383,-88.3,-16.7,11.2,None,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-15,"BEARER_MODIFY procedure on cell CELL-00062, result SUCCESS, duration 716.7ms, RSRP -88.3dBm"
EVT-0000000844,2025-11-11 06:41:00.370058,CELL-00022,SERVICE_REQUEST,SUCCESS,True,516.1,310260206755389,-71.3,-6.0,13.7,CELL-00085,CELL-00051,None,ESTABLISHED,Samsung,LTE-A,REGION-02,"Signaling event: SERVICE_REQUEST SUCCESS at CELL-00022, 516.1ms, radio quality RSRP=-71.3 SINR=13.7"
EVT-0000000845,2025-11-11 06:41:30.370058,CELL-00041,DETACH,FAILURE,True,900.1,310260215966806,-113.1,-10.6,20.2,None,None,None,ESTABLISHED,Ericsson,5G NR,REGION-01,"Signaling event: DETACH FAILURE at CELL-00041, 900.1ms, radio quality RSRP=-113.1 SINR=20.2"
EVT-0000000846,2025-11-11 06:42:00.370058,CELL-00026,PAGING_RESPONSE,REJECT,True,845.6,310260971594305,-88.2,-18.7,19.5,None,None,None,ESTABLISHED,Ericsson,LTE,REGION-15,"Signaling event: PAGING_RESPONSE REJECT at CELL-00026, 845.6ms, radio quality RSRP=-88.2 SINR=19.5"
EVT-0000000847,2025-11-11 06:42:30.370058,CELL-00066,SERVICE_REQUEST,RADIO_FAILURE,True,726.6,310260998632570,-98.0,-17.7,15.0,None,None,None,ESTABLISHED,Samsung,LTE,REGION-10,"SERVICE_REQUEST RADIO_FAILURE on LTE cell CELL-00066, took 726.6ms, signal strength -98.0dBm"
EVT-0000000848,2025-11-11 06:43:00.370058,CELL-00017,HANDOVER,SUCCESS,True,415.7,310260891775920,-95.1,-18.5,12.6,None,None,None,ESTABLISHED,Samsung,LTE,REGION-06,"Signaling event: HANDOVER SUCCESS at CELL-00017, 415.7ms, radio quality RSRP=-95.1 SINR=12.6"
EVT-0000000849,2025-11-11 06:43:30.370058,CELL-00090,PAGING_RESPONSE,RADIO_FAILURE,True,454.3,310260271754383,-116.3,-18.9,18.1,None,None,None,ESTABLISHED,Samsung,LTE,REGION-14,"Signaling event: PAGING_RESPONSE RADIO_FAILURE at CELL-00090, 454.3ms, radio quality RSRP=-116.3 SINR=18.1"
EVT-0000000850,2025-11-11 06:44:00.370058,CELL-00068,RRC_CONNECTION,SUCCESS,True,326.2,310260716769090,-116.8,-9.3,8.0,CELL-00015,None,None,SUCCESS,Nokia,5G NR,REGION-01,"RRC_CONNECTION SUCCESS on 5G NR cell CELL-00068, took 326.2ms, signal strength -116.8dBm"
EVT-0000000851,2025-11-11 06:44:30.370058,CELL-00046,BEARER_MODIFY,RADIO_FAILURE,False,1149.1,310260404953341,-105.3,-5.6,8.7,CELL-00055,CELL-00138,None,ESTABLISHED,Samsung,LTE,REGION-15,"BEARER_MODIFY procedure on cell CELL-00046, result RADIO_FAILURE, duration 1149.1ms, RSRP -105.3dBm"
EVT-0000000852,2025-11-11 06:45:00.370058,CELL-00041,PAGING_RESPONSE,SUCCESS,True,376.2,310260791784337,-85.3,-11.5,1.6,CELL-00047,CELL-00035,False,SUCCESS,Ericsson,LTE,REGION-14,"PAGING_RESPONSE procedure on cell CELL-00041, result SUCCESS, duration 376.2ms, RSRP -85.3dBm"
EVT-0000000853,2025-11-11 06:45:30.370058,CELL-00014,ATTACH,SUCCESS,True,288.3,310260973829697,-83.3,-10.4,17.6,None,None,None,ESTABLISHED,Ericsson,LTE,REGION-11,"ATTACH procedure on cell CELL-00014, result SUCCESS, duration 288.3ms, RSRP -83.3dBm"
EVT-0000000854,2025-11-11 06:46:00.370058,CELL-00133,SERVICE_REQUEST,SUCCESS,True,458.4,310260989051181,-78.7,-8.6,1.9,None,CELL-00106,False,ESTABLISHED,Ericsson,LTE,REGION-07,"SERVICE_REQUEST procedure on cell CELL-00133, result SUCCESS, duration 458.4ms, RSRP -78.7dBm"
EVT-0000000855,2025-11-11 06:46:30.370058,CELL-00141,RRC_CONNECTION,SUCCESS,True,292.6,310260723107694,-88.4,-10.9,11.3,None,None,None,ESTABLISHED,Nokia,LTE,REGION-06,"Signaling event: RRC_CONNECTION SUCCESS at CELL-00141, 292.6ms, radio quality RSRP=-88.4 SINR=11.3"
EVT-0000000856,2025-11-11 06:47:00.370058,CELL-00119,BEARER_SETUP,SUCCESS,True,743.3,310260439089137,-75.6,-16.8,7.7,CELL-00015,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-07,"BEARER_SETUP procedure on cell CELL-00119, result SUCCESS, duration 743.3ms, RSRP -75.6dBm"
EVT-0000000857,2025-11-11 06:47:30.370058,CELL-00040,PAGING_RESPONSE,FAILURE,True,656.5,310260891400496,-88.2,-5.3,5.7,None,CELL-00143,True,ESTABLISHED,Nokia,LTE-A,REGION-10,"Signaling event: PAGING_RESPONSE FAILURE at CELL-00040, 656.5ms, radio quality RSRP=-88.2 SINR=5.7"
